dataset,task,view,repetition,held_out_group,stim_n,stim_n_ties,stim_accuracy,stim_balanced_accuracy,stim_macro_f1,stim_auc,stim_log_loss,stim_brier,glob_n,glob_n_ties,glob_accuracy,glob_balanced_accuracy,glob_macro_f1,glob_auc,glob_log_loss,glob_brier,delta_ba_pp,delta_accuracy_pp,delta_macro_f1,delta_auc,logloss_gain,brier_gain,bits_per_trial,n,n_fallback_trials
DEJAVU,arousal,A_LOPO,0,P007,6,0,0.6666666666666666,0.6666666666666666,0.625,1.0,0.48851788161384596,0.1582144038170824,6,0,0.5,0.5,0.3333333333333333,0.5,0.6960250519790575,0.2514348025711662,16.666666666666664,16.666666666666664,0.2916666666666667,0.5,0.20750717036521155,0.09322039875408378,0.299369565634792,6,0
DEJAVU,arousal,A_LOPO,0,P008,3,1,0.6666666666666666,,0.4,,0.6417636206175259,0.22675925925925924,3,0,1.0,,0.5,,0.6645738081158894,0.23571728628439406,,-33.333333333333336,-0.09999999999999998,,0.0228101874983635,0.008958027025134818,0.032908144385636454,3,0
DEJAVU,arousal,A_LOPO,0,P009,5,0,0.6,0.75,0.5833333333333333,1.0,0.5148864691488686,0.17185728458049881,5,0,0.8,0.5,0.4444444444444444,0.5,0.6756771422939764,0.24126754288260188,25.0,-20.000000000000007,0.13888888888888884,0.5,0.16079067314510775,0.06941025830210307,0.2319719067676452,5,0
DEJAVU,arousal,A_LOPO,0,P010,2,1,0.5,,0.3333333333333333,,1.2424533248940002,0.47222222222222227,2,0,1.0,,0.5,,0.6511829814609131,0.22903061224489793,,-50.0,-0.16666666666666669,,-0.591270343433087,-0.24319160997732434,-0.8530227922956289,2,0
DEJAVU,arousal,A_LOPO,0,P011,5,1,0.6,0.375,0.375,0.0,0.9164733393941029,0.3173642290249433,5,0,0.8,0.5,0.4444444444444444,0.5,0.6756771422939764,0.24126754288260188,-12.5,-20.000000000000007,-0.06944444444444442,-0.5,-0.24079619710012656,-0.07609668614234144,-0.347395479421274,5,0
DEJAVU,arousal,A_LOPO,0,P013,2,0,1.0,,0.5,,0.3656841966900716,0.09382812500000001,2,0,1.0,,0.5,,0.6511829814609131,0.22903061224489793,,0.0,0.0,,0.28549878477084156,0.13520248724489792,0.41188768096871864,2,0
DEJAVU,arousal,A_LOPO,0,P014,1,0,1.0,,0.5,,0.2076393647782445,0.03515625,1,0,0.0,,0.0,,0.7814397877056237,0.2940388811743702,,100.0,0.5,,0.5738004229273792,0.2588826311743702,0.8278190246173198,1,0
DEJAVU,arousal,A_LOPO,0,P016,3,1,0.3333333333333333,0.25,0.25,0.0,1.080864117161839,0.41681134259259256,3,0,0.6666666666666666,0.5,0.4,0.5,0.6754849677597315,0.24117832388153748,-25.0,-33.33333333333333,-0.15000000000000002,-0.5,-0.4053791494021074,-0.17563301871105508,-0.5848384885222065,3,0
DEJAVU,arousal,A_LOPO,0,P017,6,0,0.3333333333333333,,0.25,,0.7209500756029437,0.2680815972222223,6,0,0.0,,0.0,,0.8754687373539002,0.34027777777777785,,33.33333333333333,0.25,,0.15451866175095652,0.07219618055555554,0.22292330703290414,6,2
DEJAVU,arousal,A_LOPO,0,P018,2,0,0.0,,0.0,,1.3092190212062615,0.5168065200617284,2,0,0.0,,0.0,,0.7985076962177717,0.30250000000000005,,0.0,0.0,,-0.5107113249884898,-0.2143065200617284,-0.736800695886726,2,0
DEJAVU,arousal,A_LOPO,0,P021,3,0,0.3333333333333333,,0.25,,1.0771808384329773,0.3914126800411523,3,0,0.0,,0.0,,0.8163798209838934,0.31133165301407273,,33.33333333333333,0.25,,-0.2608010174490839,-0.08008102702707959,-0.3762563345325894,3,0
DEJAVU,arousal,A_LOPO,0,P022,2,1,1.0,,0.5,,0.4671546186884167,0.14795918367346939,2,0,1.0,,0.5,,0.6511829814609131,0.22903061224489793,,0.0,0.0,,0.18402836277249646,0.08107142857142854,0.2654968063547958,2,0
DEJAVU,arousal,A_LOPO,0,P023,3,0,0.0,,0.0,,1.4633316014410198,0.5142668178382465,3,0,0.0,,0.0,,0.8163798209838934,0.31133165301407273,,0.0,0.0,,-0.6469517804571264,-0.20293516482417373,-0.9333541253597817,3,0
DEJAVU,arousal,A_LOPO,0,P024,2,1,1.0,,0.5,,0.4671546186884167,0.14795918367346939,2,0,1.0,,0.5,,0.6511829814609131,0.22903061224489793,,0.0,0.0,,0.18402836277249646,0.08107142857142854,0.2654968063547958,2,0
DEJAVU,arousal,A_LOPO,0,P025,3,1,1.0,1.0,1.0,1.0,0.4251599982598668,0.12760416666666666,3,0,0.6666666666666666,0.5,0.4,0.5,0.6754849677597315,0.24117832388153748,50.0,33.333333333333336,0.6,0.5,0.25032496949986477,0.11357415721487082,0.36114259210813593,3,0
DEJAVU,arousal,A_LOPO,0,P026,2,0,1.0,1.0,1.0,1.0,0.2911664071098276,0.06640625,2,0,0.5,0.5,0.3333333333333333,0.5,0.6957047308933305,0.2512755102040816,50.0,50.0,0.6666666666666667,0.5,0.4045383237835029,0.18486926020408162,0.5836254335719935,2,0
DEJAVU,arousal,A_LOPO,0,P027,3,2,1.0,,0.5,,0.618765996788542,0.21354166666666666,3,0,1.0,,0.5,,0.6645738081158894,0.23571728628439406,,0.0,0.0,,0.04580781132734735,0.022175619617727405,0.0660867022359413,3,0
DEJAVU,arousal,A_LOPO,0,P028,2,0,0.5,0.5,0.3333333333333333,1.0,0.5928118328288698,0.2096875787351978,2,0,0.5,0.5,0.3333333333333333,0.5,0.6957047308933305,0.2512755102040816,0.0,0.0,0.0,0.5,0.10289289806446067,0.041587931468883815,0.14844307378029103,2,0
DEJAVU,arousal,B_SUBJECT_FOLD,0,1,25,1,0.44,0.4605263157894737,0.41666666666666663,0.5263157894736842,0.9731074017815888,0.35575824829931973,25,0,0.24,0.5,0.1935483870967742,0.5,0.7972279667556796,0.30149841557265733,-3.9473684210526327,20.0,0.22311827956989244,0.02631578947368418,-0.1758794350259092,-0.054259832726662405,-0.25374038870623183,25,0
DEJAVU,arousal,B_SUBJECT_FOLD,0,2,27,2,0.37037037037037035,0.5526315789473684,0.33766233766233766,0.5263157894736842,1.0584466354335786,0.3901332316191223,27,0,0.2962962962962963,0.5,0.22857142857142856,0.5,0.9121944228069504,0.3540329218106997,5.263157894736836,7.4074074074074066,0.1090909090909091,0.02631578947368418,-0.14625221262662824,-0.036100309808422604,-0.2109973418754748,27,5
DEJAVU,arousal,B_SUBJECT_FOLD,0,3,19,1,0.631578947368421,0.5965909090909092,0.5907692307692307,0.5965909090909091,0.7081295337634458,0.24698912459720734,19,0,0.5789473684210527,0.5,0.36666666666666664,0.5,0.6878985625672364,0.2473768525978528,9.659090909090917,5.263157894736836,0.22410256410256407,0.09659090909090906,-0.020230971196209424,0.00038772800064545976,-0.029187121817138797,19,0
DEJAVU,arousal,B_SUBJECT_FOLD,1,1,25,1,0.56,0.5673076923076923,0.548440065681445,0.6762820512820513,0.6865487236321873,0.24530031331048424,25,0,0.48,0.5,0.32432432432432434,0.5,0.7064971890787455,0.25662743322770487,6.730769230769229,8.000000000000007,0.22411574135712065,0.17628205128205132,0.01994846544655815,0.01132711991722063,0.028779552173094285,25,2
DEJAVU,arousal,B_SUBJECT_FOLD,1,2,24,7,0.5833333333333334,0.6,0.5804195804195804,0.6037037037037037,0.6551623773341279,0.23242559523809522,24,0,0.375,0.5,0.2727272727272727,0.5,0.6985733286075645,0.25271267361111116,9.999999999999998,20.833333333333336,0.3076923076923077,0.10370370370370374,0.04341095127343664,0.020287078373015938,0.06262876412245948,24,0
DEJAVU,arousal,B_SUBJECT_FOLD,1,3,22,0,0.5,0.5,0.47276688453159044,0.6033057851239669,0.7980409288782376,0.28621534219748507,22,0,0.5,0.5,0.3333333333333333,0.5,0.6981723484866961,0.2525,0.0,0.0,0.13943355119825712,0.10330578512396693,-0.09986858039154156,-0.033715342197485065,-0.14407990567149778,22,1
DEJAVU,arousal,B_SUBJECT_FOLD,2,1,25,8,0.4,0.5588235294117647,0.3633276740237691,0.4632352941176471,0.86040362704828,0.3216150846837151,25,0,0.32,0.5,0.24242424242424243,0.5,0.8501900039373376,0.32579900407424167,5.882352941176472,8.000000000000002,0.12090343159952666,-0.03676470588235292,-0.010213623110942427,0.0041839193905265915,-0.014735143411665546,25,5
DEJAVU,arousal,B_SUBJECT_FOLD,2,2,22,3,0.6363636363636364,0.6339285714285714,0.6239316239316239,0.6696428571428571,0.6657977477367031,0.22824968434343432,22,0,0.36363636363636365,0.5,0.26666666666666666,0.5,0.6988024934724834,0.2528272727272727,13.392857142857139,27.27272727272727,0.3572649572649573,0.1696428571428571,0.03300474573578027,0.02457758838383836,0.04761578299881136,22,0
DEJAVU,arousal,B_SUBJECT_FOLD,2,3,24,9,0.5,0.53125,0.49650349650349646,0.52734375,0.7631014952227883,0.2666863307823129,24,0,0.3333333333333333,0.5,0.25,0.5,0.7159646540461811,0.2613932291666667,3.125,16.666666666666668,0.24650349650349646,0.02734375,-0.0471368411766071,-0.005293101615646223,-0.06800408700866176,24,0
DEJAVU,arousal,B_SUBJECT_FOLD,3,1,27,5,0.5555555555555556,0.5681818181818181,0.554945054945055,0.6079545454545454,0.7198139050716722,0.25746270576131686,27,27,0.4074074074074074,0.5,0.2894736842105263,0.5,0.6931471805599451,0.25,6.818181818181812,14.81481481481482,0.26547137073452864,0.10795454545454541,-0.026666724511727136,-0.007462705761316857,-0.0384719512098209,27,2
DEJAVU,arousal,B_SUBJECT_FOLD,3,2,19,7,0.47368421052631576,0.5454545454545454,0.391025641025641,0.39204545454545453,0.9798201067777258,0.3423826866272825,19,0,0.42105263157894735,0.5,0.2962962962962963,0.5,0.7286876045931192,0.26761256112870285,4.545454545454541,5.263157894736842,0.09472934472934474,-0.10795454545454547,-0.2511325021846066,-0.07477012549857964,-0.3623076155077687,19,0
DEJAVU,arousal,B_SUBJECT_FOLD,3,3,25,6,0.72,0.6915584415584416,0.6880570409982174,0.724025974025974,0.6166605046565546,0.20923861601529098,25,0,0.56,0.5,0.358974358974359,0.5,0.6889439198291124,0.24789950203712086,19.15584415584416,15.999999999999993,0.32908268202385843,0.22402597402597402,0.07228341517255776,0.03866088602182988,0.10428292460796715,25,1
DEJAVU,arousal,B_SUBJECT_FOLD,4,1,22,1,0.4090909090909091,0.375,0.3769063180827886,0.33035714285714285,1.0372186155669818,0.3699067202638631,22,0,0.36363636363636365,0.5,0.26666666666666666,0.5,0.6988024934724834,0.2528272727272726,-12.5,4.545454545454547,0.11023965141612196,-0.16964285714285715,-0.33841612209449845,-0.1170794475365905,-0.4882312611026069,22,0
DEJAVU,arousal,B_SUBJECT_FOLD,4,2,25,5,0.56,0.6071428571428571,0.5098039215686274,0.672077922077922,0.6732781259637016,0.23935903019650595,25,0,0.44,0.5,0.3055555555555556,0.5,0.728473658935115,0.2674558623811679,10.71428571428571,12.000000000000005,0.20424836601307184,0.17207792207792205,0.05519553297141333,0.02809683218466197,0.07963032169708129,25,1
DEJAVU,arousal,B_SUBJECT_FOLD,4,3,24,3,0.5416666666666666,0.5279720279720279,0.5208711433756805,0.6503496503496503,0.6828523658219625,0.24195431340939155,24,0,0.5416666666666666,0.5,0.35135135135135137,0.5,0.6898889992640965,0.24837239583333334,2.7972027972027913,0.0,0.16951979202432915,0.1503496503496503,0.00703663344213401,0.00641808242394179,0.010151716171520175,24,2
DEJAVU,valence,A_LOPO,0,P001,5,0,0.6,0.5,0.375,0.9166666666666666,0.5594811271700372,0.19890915603165152,5,0,0.6,0.5,0.375,0.5,0.701325920814782,0.2523804800634794,0.0,0.0,0.0,0.41666666666666663,0.14184479364474478,0.05347132403182789,0.20463878036719166,5,2
DEJAVU,valence,A_LOPO,0,P002,5,0,0.6,0.75,0.5833333333333333,1.0,0.8903360512956444,0.31539604591836734,5,0,0.2,0.5,0.16666666666666666,0.5,1.1363006574543764,0.4509918666931165,25.0,40.0,0.41666666666666663,0.5,0.24596460615873195,0.1355958207747492,0.3548519175394096,5,0
DEJAVU,valence,A_LOPO,0,P003,2,0,1.0,1.0,1.0,1.0,0.13353139262452263,0.015625,2,0,0.5,0.5,0.3333333333333333,0.5,0.7896320408385722,0.2938732651570489,50.0,50.0,0.6666666666666667,0.5,0.6561006482140496,0.2782482651570489,0.9465531515024437,2,0
DEJAVU,valence,A_LOPO,0,P004,3,0,1.0,1.0,1.0,1.0,0.15750225315461808,0.032135416666666666,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.2237286545318071,50.0,33.333333333333336,0.6,0.5,0.4825516711694404,0.19159323786514043,0.6961749029688334,3,0
DEJAVU,valence,A_LOPO,0,P005,1,0,0.0,,0.0,,0.8754687373538999,0.3402777777777777,1,0,0.0,,0.0,,1.2494351784026934,0.5088444444444445,,0.0,0.0,,0.3739664410487935,0.16856666666666686,0.5395195299599893,1,0
DEJAVU,valence,A_LOPO,0,P006,3,0,1.0,1.0,1.0,1.0,0.10611869321219862,0.011250000000000001,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.2237286545318071,50.0,33.333333333333336,0.6,0.5,0.5339352311118599,0.2124786545318071,0.7703057100809829,3,0
DEJAVU,valence,A_LOPO,0,P007,6,0,1.0,1.0,1.0,1.0,0.2003387954905448,0.04800583427815571,6,0,0.6666666666666666,0.5,0.4,0.5,0.6403718336181418,0.22386054421768709,50.0,33.333333333333336,0.6,0.5,0.440033038127597,0.17585470993953137,0.6348334819339884,6,0
DEJAVU,valence,A_LOPO,0,P008,3,0,1.0,1.0,1.0,1.0,0.22588099800799336,0.05378401360544218,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.22372865453180704,50.0,33.333333333333336,0.6,0.5,0.41417292631606517,0.16994464092636485,0.5975252268666573,3,0
DEJAVU,valence,A_LOPO,0,P009,5,0,1.0,1.0,1.0,1.0,0.08474555680860332,0.007096797052154194,5,0,0.6,0.5,0.375,0.5,0.701325920814782,0.2523804800634794,50.0,40.0,0.625,0.5,0.6165803640061787,0.24528368301132522,0.8895374334612259,5,0
DEJAVU,valence,A_LOPO,0,P010,3,0,1.0,1.0,1.0,1.0,0.10611869321219862,0.011250000000000001,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.2237286545318071,50.0,33.333333333333336,0.6,0.5,0.5339352311118599,0.2124786545318071,0.7703057100809829,3,0
DEJAVU,valence,A_LOPO,0,P011,6,0,0.6666666666666666,0.4,0.4,0.8,0.5835875017752186,0.20123517809901736,6,0,0.8333333333333334,0.5,0.45454545454545453,0.5,0.5025165879075583,0.15862244897959185,-9.999999999999998,-16.666666666666675,-0.05454545454545451,0.30000000000000004,-0.0810709138676603,-0.04261272911942551,-0.11696060539720982,6,0
DEJAVU,valence,A_LOPO,0,P013,1,0,0.0,,0.0,,1.540445040947149,0.6173469387755102,1,0,0.0,,0.0,,1.2494351784026934,0.5088444444444445,,0.0,0.0,,-0.2910098625444557,-0.10850249433106562,-0.4198384855426652,1,0
DEJAVU,valence,A_LOPO,0,P014,2,0,1.0,,0.5,,0.0757749490636005,0.005425347222222222,2,0,1.0,,0.5,,0.3624832855344793,0.09244886778670562,,0.0,0.0,,0.2867083364708788,0.0870235205644834,0.4136326952080612,2,0
DEJAVU,valence,A_LOPO,0,P016,3,0,1.0,1.0,1.0,1.0,0.1858881892680537,0.044652423469387754,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.22372865453180704,50.0,33.333333333333336,0.6,0.5,0.45416573505600477,0.1790762310624193,0.655222653706989,3,0
DEJAVU,valence,A_LOPO,0,P017,5,0,1.0,1.0,1.0,1.0,0.23212927710246473,0.051349369200335025,5,0,0.8,0.5,0.4444444444444444,0.5,0.5274911543548763,0.17057131521523505,50.0,19.999999999999996,0.5555555555555556,0.5,0.29536187725241153,0.11922194601490002,0.4261171155797089,5,2
DEJAVU,valence,A_LOPO,0,P018,3,0,0.6666666666666666,,0.4,,0.45619826134016334,0.15677626606198036,3,0,1.0,,0.5,,0.36848610486707695,0.09499906173766186,,-33.333333333333336,-0.09999999999999998,,-0.08771215647308639,-0.061777204324318505,-0.12654189316939854,3,0
DEJAVU,valence,A_LOPO,0,P021,2,0,1.0,,0.5,,0.22184316046418112,0.04847222222222222,2,0,1.0,,0.5,,0.3624832855344793,0.09244886778670562,,0.0,0.0,,0.14064012507029816,0.0439766455644834,0.20290081098892274,2,0
DEJAVU,valence,A_LOPO,0,P022,3,0,0.6666666666666666,,0.4,,0.33803841021506437,0.11642868953136813,3,0,1.0,,0.5,,0.36848610486707695,0.09499906173766186,,-33.333333333333336,-0.09999999999999998,,0.03044769465201258,-0.021429627793706274,0.04392673808095996,3,0
DEJAVU,valence,A_LOPO,0,P023,3,0,1.0,1.0,1.0,1.0,0.06772833814295474,0.00430484693877551,3,0,0.6666666666666666,0.5,0.4,0.5,0.6400539243240585,0.22372865453180704,50.0,33.333333333333336,0.6,0.5,0.5723255861811037,0.21942380759303154,0.8256912849573474,3,0
DEJAVU,valence,A_LOPO,0,P024,3,0,0.6666666666666666,,0.4,,0.3304335176263406,0.11556134259259261,3,0,1.0,,0.5,,0.36848610486707695,0.09499906173766186,,-33.333333333333336,-0.09999999999999998,,0.038052587240736346,-0.020562280854930753,0.054898278905204975,3,0
DEJAVU,valence,A_LOPO,0,P025,2,0,1.0,,0.5,,0.2644220646343346,0.06724773242630386,2,0,1.0,,0.5,,0.3624832855344793,0.09244886778670562,,0.0,0.0,,0.09806122090014469,0.025201135360401763,0.14147243709615592,2,0
DEJAVU,valence,A_LOPO,0,P026,2,0,1.0,1.0,1.0,1.0,0.25318563670830524,0.06572863520408163,2,0,0.5,0.5,0.3333333333333333,0.5,0.7896320408385722,0.2938732651570489,50.0,50.0,0.6666666666666667,0.5,0.536446404130267,0.2281446299529673,0.773928566941453,2,0
DEJAVU,valence,A_LOPO,0,P027,2,0,1.0,,0.5,,0.20398411916314152,0.04625,2,0,1.0,,0.5,,0.3624832855344793,0.09244886778670562,,0.0,0.0,,0.15849916637133776,0.04619886778670562,0.22866596130896374,2,0
DEJAVU,valence,A_LOPO,0,P028,2,0,1.0,,0.5,,0.05791590776256088,0.0032031250000000002,2,0,1.0,,0.5,,0.3624832855344793,0.09244886778670562,,0.0,0.0,,0.3045673777719184,0.08924574278670562,0.4393978455281022,2,0
DEJAVU,valence,B_SUBJECT_FOLD,0,1,29,0,0.8620689655172413,0.8236842105263158,0.8388888888888889,0.9552631578947368,0.30757054628765396,0.0914072640550473,29,0,0.6551724137931034,0.5,0.3958333333333333,0.5,0.6592678224069031,0.23214202088634273,32.36842105263158,20.68965517241379,0.4430555555555556,0.4552631578947368,0.3516972761192491,0.14073475683129544,0.5073919161513971,29,0
DEJAVU,valence,B_SUBJECT_FOLD,0,2,30,0,0.8666666666666667,0.8633540372670807,0.8295454545454546,0.9254658385093167,0.3972642884227618,0.1253361852814535,30,0,0.7666666666666667,0.5,0.4339622641509434,0.5,0.5688549334696341,0.1896266540642723,36.33540372670807,9.999999999999998,0.3955831903945112,0.42546583850931674,0.17159064504687233,0.0642904687828188,0.24755297267206108,30,6
DEJAVU,valence,B_SUBJECT_FOLD,0,3,16,0,0.875,0.8,0.8333333333333333,0.9727272727272728,0.2816961042164995,0.08249105371315191,16,0,0.6875,0.5,0.4074074074074074,0.5,0.6221227347295117,0.21527777777777776,30.000000000000004,18.75,0.4259259259259259,0.4727272727272728,0.34042663051301225,0.13278672406462586,0.4911318116276623,16,0
DEJAVU,valence,B_SUBJECT_FOLD,1,1,27,0,0.9629629629629629,0.975,0.9538461538461538,1.0,0.20835212047501947,0.046287748974621346,27,0,0.7407407407407407,0.5,0.425531914893617,0.5,0.5800873742551887,0.19530056920727473,47.5,22.22222222222222,0.5283142389525368,0.5,0.37173525378016925,0.1490128202326534,0.5363006071522505,27,2
DEJAVU,valence,B_SUBJECT_FOLD,1,2,19,5,0.8947368421052632,0.8571428571428572,0.8782051282051282,0.9285714285714286,0.3241928674654143,0.1004298548122953,19,0,0.631578947368421,0.5,0.3870967741935484,0.5,0.6801985681336955,0.2419975377039089,35.71428571428572,26.315789473684216,0.4911083540115798,0.4285714285714286,0.3560057006682812,0.1415676828916136,0.5136076588823301,19,0
DEJAVU,valence,B_SUBJECT_FOLD,1,3,29,4,0.7931034482758621,0.6636904761904762,0.6847826086956521,0.875,0.40465723584823193,0.13222428109461004,29,0,0.7241379310344828,0.5,0.42,0.5,0.5915534268320669,0.20082811695103106,16.369047619047617,6.896551724137934,0.2647826086956521,0.375,0.18689619098383498,0.06860383585642102,0.2696342078934153,29,2
DEJAVU,valence,B_SUBJECT_FOLD,2,1,23,0,0.8695652173913043,0.7857142857142857,0.8207792207792208,0.9330357142857143,0.3402190115287226,0.10385017327598042,23,0,0.6956521739130435,0.5,0.41025641025641024,0.5,0.6148425615913287,0.2118617177705202,28.57142857142857,17.391304347826086,0.4105228105228106,0.4330357142857143,0.2746235500626061,0.10801154449453979,0.39619803378664376,23,6
DEJAVU,valence,B_SUBJECT_FOLD,2,2,27,5,0.9259259259259259,0.8928571428571428,0.8928571428571428,0.9722222222222222,0.30371896246778385,0.08987880028554632,27,0,0.7777777777777778,0.5,0.4375,0.5,0.5612201439814142,0.18595261233745197,39.28571428571428,14.814814814814813,0.4553571428571428,0.4722222222222222,0.25750118151363033,0.09607381205190565,0.3714956775927633,27,0
DEJAVU,valence,B_SUBJECT_FOLD,2,3,25,0,0.8,0.7708333333333333,0.7771836007130125,0.8333333333333334,0.4654579261159411,0.14903541666666664,25,0,0.64,0.5,0.3902439024390244,0.5,0.6752791488594738,0.2394809688581315,27.083333333333325,16.000000000000004,0.3869396982739881,0.33333333333333337,0.2098212227435327,0.09044555219146486,0.30270803752535325,25,0
DEJAVU,valence,B_SUBJECT_FOLD,3,1,27,2,0.7777777777777778,0.7205882352941176,0.7335526315789473,0.7941176470588235,0.44768188752995935,0.13543764879345538,27,0,0.6296296296296297,0.5,0.38636363636363635,0.5,0.6913908583666957,0.24648294692026468,22.058823529411764,14.814814814814813,0.347188995215311,0.2941176470588235,0.24370897083673632,0.1110452981268093,0.3515977236463125,27,2
DEJAVU,valence,B_SUBJECT_FOLD,3,2,18,2,0.9444444444444444,0.875,0.9113300492610837,0.9910714285714286,0.21971257804486746,0.057331349206349205,18,0,0.7777777777777778,0.5,0.4375,0.5,0.5527045474888536,0.18219877130400317,37.5,16.666666666666664,0.47383004926108374,0.4910714285714286,0.3329919694439861,0.12486742209765396,0.48040586297268806,18,0
DEJAVU,valence,B_SUBJECT_FOLD,3,3,30,3,0.8666666666666667,0.7897727272727273,0.8136645962732919,0.9090909090909091,0.3540341763258945,0.11085486947877239,30,0,0.7333333333333333,0.5,0.4230769230769231,0.5,0.5855442230321899,0.19791272841839944,28.97727272727273,13.333333333333341,0.39058767319636883,0.40909090909090906,0.23151004670629538,0.08705785893962704,0.33399839629914463,30,2
DEJAVU,valence,B_SUBJECT_FOLD,4,1,24,6,0.875,0.925,0.8230958230958232,0.96875,0.41778182821928905,0.1379668603552532,24,0,0.8333333333333334,0.5,0.45454545454545453,0.5,0.5386607308748635,0.17464866863905326,42.50000000000001,4.1666666666666625,0.36855036855036866,0.46875,0.1208789026555745,0.03668180828380005,0.17439139340929707,24,0
DEJAVU,valence,B_SUBJECT_FOLD,4,2,30,2,0.8666666666666667,0.8,0.8295454545454546,0.9875,0.25271368066164385,0.06728513739038987,30,0,0.6666666666666666,0.5,0.4,0.5,0.6457015558323297,0.22601606805293,30.000000000000004,20.000000000000007,0.42954545454545456,0.48750000000000004,0.39298787517068584,0.15873093066254013,0.5669616586382394,30,2
DEJAVU,valence,B_SUBJECT_FOLD,4,3,21,2,0.8095238095238095,0.75,0.7666666666666666,0.75,0.5193938040673374,0.16164549126747643,21,0,0.6190476190476191,0.5,0.38235294117647056,0.5,0.6973277157622497,0.24959071231798496,25.0,19.047619047619047,0.38431372549019605,0.25,0.17793391169491235,0.08794522105050853,0.25670437200822477,21,2
IDARE,arousal,A_LOPO,0,sbj_P_01,29,0,0.7931034482758621,0.7622549019607843,0.7710526315789473,0.8186274509803921,0.5104323289441635,0.15777658601624753,29,0,0.5862068965517241,0.5,0.3695652173913043,0.5,0.680407824251561,0.24361619944609084,26.225490196078425,20.6896551724138,0.401487414187643,0.31862745098039214,0.16997549530739753,0.08583961342984331,0.2452228041526277,29,0
IDARE,arousal,A_LOPO,0,sbj_P_02,29,0,0.5862068965517241,0.7272727272727273,0.5817307692307692,0.8766233766233766,0.7833508481796712,0.2740047104541316,29,0,0.2413793103448276,0.5,0.19444444444444445,0.5,0.8562575331464141,0.3296850909061884,22.72727272727273,34.482758620689644,0.38728632478632474,0.37662337662337664,0.07290668496674291,0.05568038045205681,0.10518211284917393,29,0
IDARE,arousal,A_LOPO,0,sbj_P_03,27,0,0.7777777777777778,0.8846153846153846,0.5597826086956521,1.0,0.5260033637575912,0.17315629163209728,27,0,0.9629629629629629,0.5,0.49056603773584906,0.5,0.506715601729148,0.15827718359419193,38.46153846153846,-18.518518518518512,0.06921657095980305,0.5,-0.01928776202844318,-0.014879108037905348,-0.02782635862828143,27,0
IDARE,arousal,A_LOPO,0,sbj_P_05,30,0,0.7333333333333333,0.7777777777777778,0.7321428571428572,0.8333333333333334,0.5960122724911525,0.1951940494549166,30,0,0.4,0.5,0.2857142857142857,0.5,0.7734081661025322,0.2891736889144243,27.77777777777778,33.33333333333333,0.4464285714285715,0.33333333333333337,0.17739589361137964,0.09397963945950769,0.2559281759872036,30,0
IDARE,arousal,A_LOPO,0,sbj_P_06,32,0,0.375,0.6666666666666666,0.3333333333333333,0.5333333333333333,1.3445432642044148,0.4618921519229305,32,0,0.0625,0.5,0.058823529411764705,0.5,0.9564019241905091,0.3785093946428205,16.666666666666664,31.25,0.2745098039215686,0.033333333333333326,-0.38814134001390577,-0.08338275728010996,-0.5599695864020588,32,0
IDARE,arousal,A_LOPO,0,sbj_P_07,28,0,0.7142857142857143,,0.4166666666666667,,0.6449242265114004,0.22209066407119699,28,0,1.0,,0.5,,0.49098980089809713,0.15052823517572061,,-28.57142857142857,-0.08333333333333331,,-0.15393442561330323,-0.07156242889547637,-0.2220804324544036,28,0
IDARE,arousal,A_LOPO,0,sbj_P_08,29,0,0.8620689655172413,0.8273809523809523,0.8273809523809523,0.9404761904761905,0.3450925609000255,0.10065144156895342,29,0,0.7241379310344828,0.5,0.42,0.5,0.6147365493511248,0.21138722531201048,32.738095238095234,13.793103448275856,0.40738095238095234,0.44047619047619047,0.26964398845109927,0.11073578374305706,0.38901404494392183,29,0
IDARE,arousal,A_LOPO,0,sbj_P_09,27,0,0.6666666666666666,0.7352941176470589,0.6648275862068966,0.8764705882352941,0.6381730358909288,0.21352444886702743,27,0,0.37037037037037035,0.5,0.2702702702702703,0.5,0.7882150090564495,0.29642680248854064,23.529411764705888,29.629629629629626,0.39455731593662635,0.3764705882352941,0.1500419731655207,0.08290235362151321,0.21646481061109166,27,0
IDARE,arousal,A_LOPO,0,sbj_P_10,30,0,0.9333333333333333,0.9090909090909092,0.925,0.9186602870813397,0.33334994095861903,0.09054781549137583,30,0,0.6333333333333333,0.5,0.3877551020408163,0.5,0.6576716627032446,0.2324636119888921,40.90909090909092,30.000000000000004,0.5372448979591837,0.41866028708133973,0.3243217217446256,0.14191579649751626,0.46789733961354163,30,0
IDARE,arousal,A_LOPO,0,sbj_P_11,24,0,0.6666666666666666,0.6923076923076923,0.6444444444444444,0.8181818181818182,0.7077235292608615,0.24662026164965245,24,0,0.4583333333333333,0.5,0.3142857142857143,0.5,0.7433546897151189,0.2744692274622595,19.23076923076923,20.833333333333332,0.3301587301587301,0.31818181818181823,0.035631160454257405,0.02784896581260704,0.051404898488476104,24,0
