dataset,task,view,repetition,metric,n_replicates_requested,n_replicates_valid,n_replicates_invalid,ci95_low,ci95_high,bootstrap_mean,n_all_class_degenerate_resamples,bootstrap_variant
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_balanced_accuracy,10000,10000,0,0.27394293924466334,0.6397606233104906,0.45263251696827755,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_accuracy,10000,10000,0,0.29577464788732394,0.6341463414634146,0.46325265811410143,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_macro_f1,10000,10000,0,0.2641276969156039,0.6216284557650018,0.4373055517560262,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_auc,10000,10000,0,0.23179058208649314,0.6270351702508958,0.42624865357414726,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_log_loss,10000,10000,0,0.6793529855163428,0.7249696706085197,0.701318307417493,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,glob_brier,10000,10000,0,0.2431371856909531,0.2657750396333577,0.2540431861183494,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,delta_ba_pp,10000,10000,0,-0.411435900525077,25.914637966868398,12.476344213339894,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,delta_accuracy_pp,10000,10000,0,-1.250395569620259,26.15384615384615,12.761229027002162,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,delta_macro_f1,10000,10000,0,-0.01708707510231065,0.2668369537474579,0.12374488155689255,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,delta_auc,10000,10000,0,-0.0466445640756303,0.3449008895866037,0.14710125080167363,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,logloss_gain,10000,10000,0,-0.18007796758741385,0.05993250298416796,-0.052825152358971436,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,brier_gain,10000,10000,0,-0.05479761375720166,0.03199303706650619,-0.009538533432083725,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,bits_per_trial,10000,10000,0,-0.25979759081172543,0.08646432484332213,-0.076210585342492,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_balanced_accuracy,10000,10000,0,0.3719512195121951,0.5950650157546709,0.490423148462568,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_accuracy,10000,10000,0,0.36231884057971014,0.6406350160256409,0.5058009054847601,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_macro_f1,10000,10000,0,0.34472300141974976,0.5855263157894737,0.46794994567965204,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_auc,10000,10000,0,0.3874777553973717,0.6833346394984326,0.5403976188825992,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_log_loss,10000,10000,0,0.6556328402136372,0.945242909578419,0.7905858966348858,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,stim_brier,10000,10000,0,0.22874091279254144,0.3413964115546478,0.28134215421789294,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_balanced_accuracy,10000,10000,0,0.29285487362100265,0.5865084947022288,0.43881910576609945,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_accuracy,10000,10000,0,0.2835820895522388,0.6212121212121212,0.4508411298759448,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_macro_f1,10000,10000,0,0.26462403705062365,0.5739458623489188,0.41355610270074755,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_auc,10000,10000,0,0.24682739018528302,0.5804694151509288,0.4114126524486896,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_log_loss,10000,10000,0,0.6728666164212821,0.7417249567814688,0.70644903576416,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,glob_brier,10000,10000,0,0.23991063756155848,0.27410264628554015,0.2565764562368881,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,delta_ba_pp,10000,10000,0,-10.818833849329202,19.285714285714285,5.1604042696468575,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,delta_accuracy_pp,10000,10000,0,-9.999999999999998,19.17939936775552,5.495977560881518,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,delta_macro_f1,10000,10000,0,-0.11834531392246965,0.20492855695840534,0.05439384297890438,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,delta_auc,10000,10000,0,-0.0701769054743883,0.3018576388888889,0.12898496643390955,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,logloss_gain,10000,10000,0,-0.2363953558836727,0.04659876353751993,-0.0841368608707259,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,brier_gain,10000,10000,0,-0.08232831617401207,0.025334891073786878,-0.024765697981004864,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,4,bits_per_trial,10000,10000,0,-0.3410464076225563,0.06722780506713746,-0.12138383193416095,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_balanced_accuracy,10000,10000,0,0.6870741367199054,0.9219006581223033,0.8072229504408548,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_accuracy,10000,10000,0,0.7662337662337663,0.935064935064935,0.8542855399805523,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_macro_f1,10000,10000,0,0.6973239921481309,0.9187034621247654,0.8142802559169524,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_auc,10000,10000,0,0.8574838897515528,0.9852480536858325,0.9263139690020015,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_log_loss,10000,10000,0,0.21837959881154353,0.442866715300054,0.3221886264242953,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_brier,10000,10000,0,0.057264268309215015,0.14663743012894734,0.09877083653474651,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_accuracy,10000,10000,0,0.6075949367088608,0.8,0.7078092190891926,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_macro_f1,10000,10000,0,0.3779527559055118,0.4444444444444444,0.4139675000163029,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_auc,10000,10000,0,0.12479861259846267,0.3080255392755393,0.2140828197116327,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_log_loss,10000,10000,0,0.5314128989723149,0.7126315854955336,0.6164323478677205,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,glob_brier,10000,10000,0,0.17222126676398405,0.25624016880895173,0.21187252888656855,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,delta_ba_pp,10000,10000,0,18.707413671990533,42.19006581223033,30.72229504408548,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,delta_accuracy_pp,10000,10000,0,2.941176470588236,25.0,14.647632089135964,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,delta_macro_f1,10000,10000,0,0.27585149790054664,0.5046337366589425,0.40031275590064963,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,delta_auc,10000,10000,0,0.6337707688338493,0.7945821378234167,0.7122311492903687,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,logloss_gain,10000,10000,0,0.18884125164298363,0.3928262768366054,0.29424372144342525,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,brier_gain,10000,10000,0,0.06758332620368503,0.15479877955294222,0.11310169235182199,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,bits_per_trial,10000,10000,0,0.2724403372605973,0.5667285215230458,0.4245039577391432,0,primary_fixed_predictions
DEJAVU,valence,A_LOPO,0,stim_balanced_accuracy,10000,10000,0,0.6221226884863342,0.9347837699739873,0.7911839891880567,0,sensitivity_refit_within_resample
DEJAVU,valence,A_LOPO,0,delta_ba_pp,10000,10000,0,12.221973572037513,43.483177361853826,29.125459548216906,0,sensitivity_refit_within_resample
DEJAVU,valence,A_LOPO,0,bits_per_trial,10000,10000,0,0.1678710815717309,0.5802388031815455,0.38338001947877376,0,sensitivity_refit_within_resample
DEJAVU,valence,A_LOPO,0,logloss_gain,10000,10000,0,0.11635936688899386,0.4021908904767653,0.26573877958472897,0,sensitivity_refit_within_resample
DEJAVU,valence,A_LOPO,0,brier_gain,10000,10000,0,0.04217544366261637,0.15834478681244762,0.10360986911249338,0,sensitivity_refit_within_resample
DEJAVU,valence,A_LOPO,0,stim_auc,10000,10000,0,0.7693110503179947,0.9775852391395154,0.8915590876944781,0,sensitivity_refit_within_resample
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_balanced_accuracy,10000,10000,0,0.7232743226600985,0.9270839993606137,0.8282288872218206,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_accuracy,10000,10000,0,0.7857142857142857,0.9404761904761905,0.8665371631550526,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_macro_f1,10000,10000,0,0.7278911564625851,0.9262287846431702,0.8328039102295146,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_auc,10000,10000,0,0.875,0.9819389052716965,0.9344728929559322,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_log_loss,10000,10000,0,0.24756759991710778,0.4347176604484948,0.33778726733935316,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,stim_brier,10000,10000,0,0.06493425168687388,0.1440107178275247,0.10302968188725174,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_accuracy,10000,10000,0,0.6075836347197107,0.7974683544303798,0.7070689322993591,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_macro_f1,10000,10000,0,0.37794838145231846,0.44366197183098594,0.4137134981776695,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_auc,10000,10000,0,0.32280740093240096,0.5552433755760369,0.44014878065169416,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_log_loss,10000,10000,0,0.5333145189705373,0.7093621401416117,0.6148241159653939,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,glob_brier,10000,10000,0,0.17348433294786048,0.2550653392517512,0.21137316937594713,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,delta_ba_pp,10000,10000,0,22.327432266009854,42.708399936061376,32.822888722182064,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,delta_accuracy_pp,10000,10000,0,4.347826086956519,26.22950819672132,15.946823085569351,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,delta_macro_f1,10000,10000,0,0.30174529905158703,0.5138053628181897,0.4190904120518451,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,delta_auc,10000,10000,0,0.3948193538009008,0.5893642337274346,0.49432411230423806,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,logloss_gain,10000,10000,0,0.15712570480896604,0.38652201793677055,0.27703684862604067,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,brier_gain,10000,10000,0,0.055039341556570184,0.15627161529342085,0.10834348748869543,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,0,bits_per_trial,10000,10000,0,0.22668447512407844,0.5576333984717738,0.3996796876562953,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_balanced_accuracy,10000,10000,0,0.7076239406779661,0.937565294546981,0.8240039763235624,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_accuracy,10000,10000,0,0.7930929352396973,0.9583333333333334,0.8796732780948263,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_macro_f1,10000,10000,0,0.7255571387327412,0.9443083043083043,0.8420060490557738,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_auc,10000,10000,0,0.8906705279792014,0.9864259821061292,0.9406832854235743,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_log_loss,10000,10000,0,0.24382256796174961,0.389094386789755,0.31354997838921383,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,stim_brier,10000,10000,0,0.06342970806891428,0.12568035543368183,0.09321036001725327,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_accuracy,10000,10000,0,0.6075949367088608,0.7971014492753623,0.7062548293627123,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_macro_f1,10000,10000,0,0.3779527559055118,0.4435483870967742,0.4134449172460655,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_auc,10000,10000,0,0.35389223871366726,0.543859649122807,0.44916780000515466,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_log_loss,10000,10000,0,0.5340708939915906,0.6921962106729023,0.6103434018562031,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,glob_brier,10000,10000,0,0.17356745210574517,0.24831285451512136,0.2094785202073233,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,delta_ba_pp,10000,10000,0,20.76239406779661,43.756529454698104,32.400397632356245,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,delta_accuracy_pp,10000,10000,0,7.352044476327113,26.5625,17.341844873211382,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,delta_macro_f1,10000,10000,0,0.3085930267488494,0.5269376899696049,0.4285611318097084,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,delta_auc,10000,10000,0,0.39505823206018514,0.585071894936204,0.49151548541841966,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,logloss_gain,10000,10000,0,0.21189678868639328,0.37835242007254266,0.2967934234669893,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,brier_gain,10000,10000,0,0.07840839043293792,0.15263005828245627,0.11626816019007001,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,1,bits_per_trial,10000,10000,0,0.30570244621815623,0.5458471601469952,0.4281824002042835,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_balanced_accuracy,10000,10000,0,0.6973684210526316,0.9295475589225588,0.8154098688037316,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_accuracy,10000,10000,0,0.7808219178082192,0.9466666666666667,0.867045772116277,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_macro_f1,10000,10000,0,0.7115376408330487,0.9306834460003218,0.8278405636532643,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_auc,10000,10000,0,0.7966972382276497,0.974025974025974,0.8890048987165803,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_log_loss,10000,10000,0,0.25013543140784894,0.506130644978283,0.3684176402083375,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,stim_brier,10000,10000,0,0.06738046354181726,0.16657461203154947,0.11373538595146127,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_accuracy,10000,10000,0,0.6027397260273972,0.8,0.7068507256778611,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_macro_f1,10000,10000,0,0.37606837606837606,0.4444444444444444,0.41362940209960386,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_auc,10000,10000,0,0.31124951463560335,0.5633460616951182,0.43237725726718235,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_log_loss,10000,10000,0,0.5301228129780426,0.7143661750195198,0.6154329294546315,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,glob_brier,10000,10000,0,0.17202633463170833,0.2576016502649477,0.21162834712573095,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,delta_ba_pp,10000,10000,0,19.736842105263165,42.95475589225588,31.540986880373158,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,delta_accuracy_pp,10000,10000,0,5.1948051948051965,26.15384615384616,16.019504643841575,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,delta_macro_f1,10000,10000,0,0.2901577610544563,0.5171129651050704,0.41421116155366056,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,delta_auc,10000,10000,0,0.34080430373048776,0.5562945094074205,0.456627641449398,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,logloss_gain,10000,10000,0,0.1370938432715212,0.353033445860005,0.24701528924629387,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,brier_gain,10000,10000,0,0.05121797547259298,0.14254051045402044,0.09789296117426964,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,2,bits_per_trial,10000,10000,0,0.1977846078242324,0.5093196016101715,0.35636773281938106,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_balanced_accuracy,10000,10000,0,0.6552152547065337,0.9090909090909092,0.7799507126459178,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_accuracy,10000,10000,0,0.7532467532467533,0.9436619718309859,0.8536558018671367,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_macro_f1,10000,10000,0,0.6672030034861893,0.9231716356755468,0.8009836377575689,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_auc,10000,10000,0,0.7886349951342146,0.9782608695652174,0.8881590360607388,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_log_loss,10000,10000,0,0.23615167101051315,0.49607240566078603,0.35569864985493144,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,stim_brier,10000,10000,0,0.06073842347790699,0.15978014973566068,0.10685571620337525,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_accuracy,10000,10000,0,0.6075949367088608,0.7973015737256243,0.7068783056374411,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_macro_f1,10000,10000,0,0.3779527559055118,0.4436103462882558,0.41366087216999076,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_auc,10000,10000,0,0.2989785062961354,0.5553634824088522,0.4278445353031355,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_log_loss,10000,10000,0,0.530102890417359,0.7135937571157727,0.615573473510902,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,glob_brier,10000,10000,0,0.17193413886973696,0.2567728865225687,0.2115366031797214,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,delta_ba_pp,10000,10000,0,15.521525470653378,40.90909090909092,27.995071264591783,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,delta_accuracy_pp,10000,10000,0,5.263157894736836,23.456790123456795,14.677749622969548,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,delta_macro_f1,10000,10000,0,0.25494209999154543,0.5019581993243234,0.38732276558757806,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,delta_auc,10000,10000,0,0.34591086704509116,0.5680701916275005,0.46031450075760333,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,logloss_gain,10000,10000,0,0.15135992881233262,0.3652516311444854,0.2598748236559707,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,brier_gain,10000,10000,0,0.05988119375711209,0.14723015263655148,0.10468088697634614,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,3,bits_per_trial,10000,10000,0,0.21836621868685882,0.5269467169287539,0.3749201193403628,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_balanced_accuracy,10000,10000,0,0.690703781512605,0.8956327211391814,0.7936549841823678,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_accuracy,10000,10000,0,0.7760984403823579,0.92593954248366,0.85479190512427,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_macro_f1,10000,10000,0,0.7063218390804598,0.9011931818181816,0.8087549741893401,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_auc,10000,10000,0,0.7836135189006432,0.9690134803921568,0.8761972541988553,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_log_loss,10000,10000,0,0.26436052637022,0.5135528459591465,0.37789599465318235,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,stim_brier,10000,10000,0,0.07202384064119234,0.1660467569779371,0.11546671702263048,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_accuracy,10000,10000,0,0.6097465701219512,0.7972972972972973,0.7087000705706725,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_macro_f1,10000,10000,0,0.37878420123565754,0.44360902255639095,0.4142938739456772,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_auc,10000,10000,0,0.2720413860333215,0.5360300911176246,0.3989251313001005,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_log_loss,10000,10000,0,0.5425275639381517,0.7172776965535725,0.6237863461231331,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,glob_brier,10000,10000,0,0.17751431492691283,0.2585454715499503,0.21520503382934653,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,delta_ba_pp,10000,10000,0,19.070378151260503,39.56327211391814,29.365498418236776,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,delta_accuracy_pp,10000,10000,0,5.333333333333334,23.456790123456795,14.609183455359746,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,delta_macro_f1,10000,10000,0,0.2890531598804342,0.4852313189762161,0.394461100243663,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,delta_auc,10000,10000,0,0.372712397251871,0.5738036999374219,0.4772721228987548,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,logloss_gain,10000,10000,0,0.14420301999691595,0.34529178816484796,0.2458903514699507,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,brier_gain,10000,10000,0,0.05639952572407302,0.14083190135381657,0.09973831680671603,0,primary_fixed_predictions
DEJAVU,valence,B_SUBJECT_FOLD,4,bits_per_trial,10000,10000,0,0.20804098183076267,0.49815075044510865,0.3547447906681422,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_balanced_accuracy,10000,10000,0,0.7564896653831205,0.8167297709267389,0.7869222555570401,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_accuracy,10000,10000,0,0.7829705340821475,0.8437152543506142,0.8143797131919631,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_macro_f1,10000,10000,0,0.7634725139401218,0.8258271090755764,0.795227708772277,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_auc,10000,10000,0,0.80358633143727,0.8718616990593359,0.8391583692776756,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_log_loss,10000,10000,0,0.4096226230641252,0.5119093425996486,0.45743309287993117,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_brier,10000,10000,0,0.12524939916850972,0.1639377168942189,0.1435546250960165,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_balanced_accuracy,10000,10000,0,0.5,0.5,0.5,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_accuracy,10000,10000,0,0.5685292844061662,0.6670366879754959,0.6180450011742284,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_macro_f1,10000,10000,0,0.36246010197352607,0.40013317810390436,0.38182488482316673,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_auc,10000,10000,0,0.2301257019564599,0.3268193001101187,0.2795861745315397,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_log_loss,10000,10000,0,0.6442229923841194,0.6916900802798203,0.6676378561971985,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,glob_brier,10000,10000,0,0.22583153572630568,0.249089864160906,0.23730414177501258,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,delta_ba_pp,10000,10000,0,25.648966538312045,31.672977092673896,28.692225555704,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,delta_accuracy_pp,10000,10000,0,15.041322314049587,23.581782731631773,19.633471201773467,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,delta_macro_f1,10000,10000,0,0.379908010039298,0.4428379012482291,0.4134028239491101,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,delta_auc,10000,10000,0,0.5281582131775804,0.5906321423730965,0.5595721947461358,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,logloss_gain,10000,10000,0,0.16240274419140968,0.25341544676536565,0.21020476331726737,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,brier_gain,10000,10000,0,0.07518227241430693,0.11035323476652986,0.09374951667899609,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,bits_per_trial,10000,10000,0,0.2342976336717057,0.3656012083330541,0.3032613696090599,0,primary_fixed_predictions
IDARE,arousal,A_LOPO,0,stim_balanced_accuracy,10000,10000,0,0.7498388804131989,0.8207026362009503,0.7866849516211017,0,sensitivity_refit_within_resample
IDARE,arousal,A_LOPO,0,delta_ba_pp,10000,10000,0,24.983888041319894,32.07026362009503,28.66849516211017,0,sensitivity_refit_within_resample
IDARE,arousal,A_LOPO,0,bits_per_trial,10000,10000,0,0.2215343683885234,0.35789907176354774,0.29003539397611255,0,sensitivity_refit_within_resample
IDARE,arousal,A_LOPO,0,logloss_gain,10000,10000,0,0.15355592284563324,0.24807673251792467,0.2010372155971354,0,sensitivity_refit_within_resample
