model,modality,task,n_runs,mean_balanced_accuracy,std_balanced_accuracy,min_balanced_accuracy,max_balanced_accuracy,mean_macro_f1,delta_vs_majority_baseline_bal_acc,delta_vs_random_baseline_bal_acc,folds_over_055_bal_acc,folds_under_045_bal_acc,one_class_pred_count,interesting_threshold_met,weak_positive_signal,cell_decision
logistic_regression_pairwise_summary_diff,EEG,arousal,6,0.5212300585899118,0.0187172934105916,0.5025985275010827,0.5499772830531576,0.5212300585899118,0.0212300585899117,0.0199859169302827,0,0,0,False,True,weak_positive_below_confirmation_threshold
logistic_regression_pairwise_summary_diff,EEG,valence,6,0.5144921704153708,0.0190998226267292,0.4932047347654537,0.5422401016303197,0.5144921704153708,0.0144921704153707,0.0163368485072116,0,0,0,False,False,near_chance
logistic_regression_pairwise_summary_diff,EMG,arousal,6,0.5078025298608785,0.0070040922173275,0.5006815084052704,0.5207882200086618,0.5078025298608785,0.0078025298608784,0.0085857375575061,0,0,0,False,False,near_chance
logistic_regression_pairwise_summary_diff,EMG,valence,6,0.5110322609499353,0.0158659945750747,0.4871766768960982,0.5339388145315488,0.5110322577557423,0.0110322609499352,0.0175249295926834,0,0,0,False,False,near_chance
ridge_classifier_pairwise_summary_diff,EEG,arousal,6,0.5216709095350218,0.0187488396520014,0.5053943898345721,0.5497501135847342,0.5216709095350218,0.0216709095350218,0.0204267678753927,0,0,0,False,True,weak_positive_below_confirmation_threshold
ridge_classifier_pairwise_summary_diff,EEG,valence,6,0.514171467706751,0.0190052661634834,0.4899167032003507,0.5413931822993859,0.514171467706751,0.014171467706751,0.0160161457985918,0,0,0,False,False,near_chance
ridge_classifier_pairwise_summary_diff,EMG,arousal,6,0.5070697458002597,0.0063992789635166,0.4984098137210359,0.516240796881767,0.5070697458002597,0.0070697458002596,0.0078529534968873,0,0,0,False,False,near_chance
ridge_classifier_pairwise_summary_diff,EMG,valence,6,0.511954974495675,0.0155318859291649,0.4868478737395879,0.5351338432122371,0.511954974495675,0.0119549744956749,0.0184476431384231,0,0,0,False,False,near_chance
