cell_id,modality,task,label_policy,recipe,runs,one_class_final_runs,final_macro_f1_mean,final_macro_f1_std,final_macro_f1_min,final_macro_f1_max,final_balanced_accuracy_mean,final_balanced_accuracy_std,final_balanced_accuracy_min,final_balanced_accuracy_max,final_accuracy_mean,final_accuracy_std,final_accuracy_min,final_accuracy_max,best_macro_f1_mean,best_macro_f1_std,best_macro_f1_min,best_macro_f1_max,best_balanced_accuracy_mean,best_balanced_accuracy_std,best_balanced_accuracy_min,best_balanced_accuracy_max,majority_accuracy_mean,majority_accuracy_std,majority_accuracy_min,majority_accuracy_max,prior_macro_f1,prior_balanced_accuracy,delta_macro_f1_mean_minus_prior,delta_balanced_accuracy_mean_minus_prior
C0,EEG,arousal,midpoint_as_high,ce_class_weighted,6,0,0.5255614839083004,0.025677952847113484,0.4989648033126294,0.5667832620805804,0.5293750294689711,0.027569919642167005,0.5020689655172415,0.5763482781026641,0.5361742424242425,0.0321737048299373,0.5,0.584375,0.5489462806396813,0.025719451342457247,0.4996873045653534,0.5757149213283177,0.5516844678408931,0.02479365488338218,0.5020689655172415,0.5765107212475633,0.5571496212121213,0.04122204339844516,0.5113636363636364,0.621875,0.5313,0.5416,-0.005738516091699619,-0.01222497053102889
C1,EEG,valence,discard_midpoint,balanced_sampler_ce,6,0,0.48128163269053587,0.03641792810949657,0.43637830207703165,0.5343824276698632,0.5056189953390312,0.019594855588906165,0.48026412325752016,0.5358362895808698,0.5036650334101058,0.01727506480558439,0.4825174825174825,0.5344129554655871,0.5279878261575806,0.011762138336953625,0.512272582913661,0.5478860833822665,0.5329288856140212,0.010183176932003152,0.5182685253118122,0.5478860833822665,0.5132712163488811,0.009054098343385953,0.5019157088122606,0.5271317829457365,0.5066,0.5219,-0.025318367309464185,-0.016281004660968823
C2,EMG,arousal,discard_midpoint,ce_class_weighted,6,0,0.49983814191343595,0.04020372393589634,0.4476809954751131,0.5792890764486285,0.5163772160505482,0.032862889937107884,0.48453951752632285,0.5795758051846033,0.5199761215568194,0.04962073286239398,0.44802867383512546,0.6049382716049383,0.5138533651152721,0.04929419231768324,0.4478513416264008,0.6092462311557789,0.5322883511855362,0.03734348040984357,0.48987071837931495,0.6083267871170464,0.6204191205386105,0.053929999847385356,0.549520766773163,0.7132616487455197,0.5253,0.5365,-0.025461858086564038,-0.020122783949451772
C3,EMG,valence,midpoint_as_high,ce_class_weighted,6,0,0.511319726186691,0.03651177375959149,0.4510721247563353,0.5476920035583671,0.5218067369994331,0.028766265090569995,0.48211198297645963,0.5476666120844932,0.526751893939394,0.035434164825411445,0.45454545454545453,0.559375,0.5398331596146307,0.014242792646534743,0.5241215070872202,0.5673076923076923,0.5424925802933162,0.014763038155405073,0.5244588018123846,0.5700404858299595,0.5980113636363636,0.023055746573660767,0.5596590909090909,0.63125,0.514,0.5202,-0.002680273813309042,0.0016067369994331449
