matrix,modality,representation,task,policy,recipe,fold_id,runs,n_samples,macro_f1_mean,balanced_accuracy_mean,accuracy_mean,majority_macro_f1_mean,majority_balanced_accuracy_mean,delta_macro_f1_vs_majority,delta_bal_acc_vs_majority,pred_skew_mean,true_skew_mean,one_class_runs,failure_labels
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,1,1,352,0.536898179910408,0.5467529900168034,0.5369318181818182,0.36347197106690776,0.5,0.17342620884350024,0.04675299001680344,0.5625,0.5710227272727273,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,2,1,352,0.4835906788247214,0.4843867385268659,0.48579545454545453,0.35648994515539306,0.5,0.12710073366932834,-0.015613261473134077,0.5113636363636364,0.5539772727272727,0,weak_signal_near_chance
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,3,1,352,0.5211815001943256,0.5238479671908807,0.5227272727272727,0.3370998116760829,0.5,0.18408168851824275,0.02384796719088067,0.5653409090909091,0.5085227272727273,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,4,1,320,0.5153931080302097,0.518128078817734,0.515625,0.35353535353535354,0.5,0.16185775449485612,0.01812807881773404,0.525,0.546875,0,weak_signal_near_chance
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,5,1,320,0.5186052303860523,0.5213725490196078,0.528125,0.3469387755102041,0.5,0.17166645487584825,0.021372549019607834,0.609375,0.53125,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,arousal,midpoint_as_high,ce_class_weighted,6,1,320,0.5194610170867324,0.5208643815201193,0.5375,0.38223938223938225,0.5,0.13722163484735017,0.02086438152011927,0.575,0.61875,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,1,1,352,0.47110893352931577,0.471450693552107,0.4772727272727273,0.36347197106690776,0.5,0.107636962462408,-0.028549306447892997,0.5369318181818182,0.5710227272727273,0,weak_signal_near_chance
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,2,1,352,0.5278336686787392,0.5280869104398516,0.5454545454545454,0.3669064748201439,0.5,0.16092719385859527,0.028086910439851565,0.6136363636363636,0.5795454545454546,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,3,1,352,0.5257392825896763,0.5280158650129407,0.5625,0.3747779751332149,0.5,0.15096130745646136,0.028015865012940733,0.6789772727272727,0.5994318181818182,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,4,1,320,0.4802551759226644,0.5072874493927125,0.48125,0.37254901960784315,0.5,0.10770615631482128,0.0072874493927125306,0.6375,0.59375,0,weak_signal_near_chance
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,5,1,320,0.5405049658968529,0.5474895136841231,0.55,0.3834296724470135,0.5,0.15707529344983945,0.04748951368412313,0.521875,0.621875,0,no_major_failure_flag
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,balanced_sampler_ce,6,1,320,0.40923076923076923,0.5218239960131235,0.4375,0.3834296724470135,0.5,0.02580109678375575,0.02182399601312346,0.840625,0.621875,0,prediction_skew
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,ce_class_weighted,1,1,352,0.475222816399287,0.47804026226483476,0.4772727272727273,0.36347197106690776,0.5,0.11175084533237922,-0.02195973773516524,0.5085227272727273,0.5710227272727273,0,weak_signal_near_chance
broader_single_modality,EMG,feature-only,valence,midpoint_as_high,ce_class_weighted,2,1,352,0.5223417660172531,0.5316640169581346,0.5227272727272727,0.3669064748201439,0.5,0.15543529119710925,0.03166401695813459,0.5511363636363636,0.5795454545454546,0,no_major_failure_flag
