candidate_id,modality,task,fold,macro_f1,bal_acc,acc,ce_loss,supcon_loss
A4_rating_distance_guarded_supcon,EMG,arousal,5,0.4931008717310087,0.513921568627451,0.503125,0.6613136657646724,4.858689137867519
A4_rating_distance_guarded_supcon,EMG,arousal,6,0.4866073800189122,0.4881188938565988,0.528125,0.6633060617106301,4.8602898461478095
A6_vrex_only_recheck,EEG,valence,1,0.505306812205237,0.5113340581858917,0.5369318181818182,0.3029259695456578,0.0
A6_vrex_only_recheck,EEG,valence,2,0.5228482769884044,0.5245098039215687,0.5284090909090909,0.2999950635891694,0.0
A6_vrex_only_recheck,EEG,valence,3,0.4630638483329701,0.4815468387617223,0.4630681818181818,0.2601445259956213,0.0
A6_vrex_only_recheck,EEG,valence,4,0.5487954879548795,0.55,0.559375,0.2909685586180006,0.0
A6_vrex_only_recheck,EEG,valence,5,0.4773494724396036,0.4803147971261265,0.490625,0.3238924763032368,0.0
A6_vrex_only_recheck,EEG,valence,6,0.5405128205128206,0.5413430790315212,0.5625,0.3064046608550207,0.0
A6_vrex_only_recheck,EEG,arousal,1,0.5375035704084548,0.5385489769694574,0.5426136363636364,0.2923417870814984,0.0
A6_vrex_only_recheck,EEG,arousal,2,0.4830282493292528,0.4833088355381349,0.4914772727272727,0.3022491244169382,0.0
A6_vrex_only_recheck,EEG,arousal,3,0.5249201923465471,0.5250912261439598,0.5255681818181818,0.30460986495018,0.0
A6_vrex_only_recheck,EEG,arousal,4,0.4976254955061031,0.4979310344827586,0.5,0.2724607714584895,0.0
A6_vrex_only_recheck,EEG,arousal,5,0.495633382567234,0.4974509803921568,0.503125,0.3173524950231824,0.0
A6_vrex_only_recheck,EEG,arousal,6,0.5265151515151515,0.5378373902964066,0.53125,0.30896900168487,0.0
A6_vrex_only_recheck,EMG,valence,1,0.4533218291630716,0.4532470099831965,0.4630681818181818,0.6643410783547622,0.0
A6_vrex_only_recheck,EMG,valence,2,0.4581105169340463,0.4823794382617912,0.4602272727272727,0.666918566593757,0.0
A6_vrex_only_recheck,EMG,valence,3,0.5105572149551962,0.511411381130046,0.5397727272727273,0.6557413798112136,0.0
A6_vrex_only_recheck,EMG,valence,4,0.497171590194846,0.5036437246963563,0.5,0.6604101572717939,0.0
A6_vrex_only_recheck,EMG,valence,5,0.4625461874370171,0.4862743469413181,0.5625,0.6551646547658103,0.0
A6_vrex_only_recheck,EMG,valence,6,0.5118134877171022,0.5351551144150505,0.5125,0.6663492918014526,0.0
A6_vrex_only_recheck,EMG,arousal,1,0.5563025210084034,0.5633422292510954,0.5568181818181818,0.6486454743605393,0.0
A6_vrex_only_recheck,EMG,arousal,2,0.543631033486106,0.5440633676302467,0.5539772727272727,0.6509726506013137,0.0
A6_vrex_only_recheck,EMG,arousal,3,0.4854948594079029,0.4998708302386411,0.4971590909090909,0.6554281803277823,0.0
A6_vrex_only_recheck,EMG,arousal,4,0.5006123819683141,0.5006896551724138,0.50625,0.6600919876779828,0.0
A6_vrex_only_recheck,EMG,arousal,5,0.5281203918007011,0.53,0.528125,0.6290485986641475,0.0
A6_vrex_only_recheck,EMG,arousal,6,0.4841876475420917,0.4843103162775294,0.515625,0.6509346961975098,0.0
A5_cross_subject_supcon_vrex,EEG,valence,1,0.5082576984718759,0.5129814503640737,0.5369318181818182,0.3442174379642193,4.691501690791204
A5_cross_subject_supcon_vrex,EEG,valence,2,0.492845786963434,0.492845786963434,0.5056818181818182,0.3262560023711278,4.66537882731511
A5_cross_subject_supcon_vrex,EEG,valence,3,0.4671976558769011,0.4768747268999361,0.46875,0.2977625819352957,4.634993039644682
A5_cross_subject_supcon_vrex,EEG,valence,4,0.5238095238095238,0.5263157894736843,0.53125,0.297798005597932,4.650297812053135
