subject_id,task,label_policy,accuracy_EEG,accuracy_EMG,error_rate_EEG,error_rate_EMG,n_EEG,n_EMG,common_failure_score,both_hard_flag,eeg_specific_hard_flag,emg_specific_hard_flag
48,arousal,discard_midpoint,0.4444444444444444,0.6111111111111112,0.5555555555555556,0.3888888888888889,54,54,0.2160493827160494,False,True,False
15,valence,discard_midpoint,0.5869565217391305,0.4782608695652174,0.41304347826086957,0.5217391304347826,46,46,0.21550094517958412,False,False,False
36,valence,midpoint_as_high,0.4895833333333333,0.578125,0.5104166666666666,0.421875,192,192,0.21533203124999997,False,False,False
50,valence,midpoint_as_high,0.546875,0.5260416666666666,0.453125,0.4739583333333333,192,192,0.21476236979166666,False,False,False
8,valence,midpoint_as_high,0.5052083333333334,0.5677083333333334,0.4947916666666667,0.4322916666666667,192,192,0.21389431423611113,False,False,False
18,valence,midpoint_as_low,0.453125,0.609375,0.546875,0.390625,64,64,0.213623046875,False,False,False
44,arousal,discard_midpoint,0.6,0.4666666666666667,0.4,0.5333333333333333,60,60,0.21333333333333335,False,False,False
52,arousal,midpoint_as_low,0.546875,0.53125,0.453125,0.46875,64,64,0.21240234375,False,False,False
25,arousal,midpoint_as_high,0.5885416666666666,0.484375,0.4114583333333333,0.515625,192,192,0.212158203125,False,False,False
31,arousal,midpoint_as_low,0.515625,0.5625,0.484375,0.4375,64,64,0.2119140625,False,False,False
60,valence,discard_midpoint,0.52,0.56,0.48,0.44,50,50,0.2112,False,False,False
63,valence,midpoint_as_low,0.5,0.578125,0.5,0.421875,64,64,0.2109375,False,False,False
21,arousal,midpoint_as_high,0.5,0.578125,0.5,0.421875,192,192,0.2109375,False,False,False
42,valence,discard_midpoint,0.5333333333333333,0.55,0.4666666666666667,0.45,60,60,0.21000000000000002,False,False,False
32,valence,midpoint_as_high,0.59375,0.484375,0.40625,0.515625,192,192,0.20947265625,False,False,False
50,arousal,midpoint_as_high,0.484375,0.59375,0.515625,0.40625,192,192,0.20947265625,False,False,False
29,arousal,midpoint_as_high,0.5677083333333334,0.515625,0.4322916666666667,0.484375,192,192,0.20939127604166669,False,False,False
20,arousal,midpoint_as_high,0.5729166666666666,0.5104166666666666,0.4270833333333333,0.4895833333333333,192,192,0.20909288194444442,False,False,False
27,valence,midpoint_as_high,0.5052083333333334,0.578125,0.4947916666666667,0.421875,192,192,0.208740234375,False,False,False
63,valence,discard_midpoint,0.6,0.48,0.4,0.52,50,50,0.20800000000000002,False,False,False
35,arousal,midpoint_as_high,0.53125,0.5572916666666666,0.46875,0.4427083333333333,192,192,0.20751953125,False,False,False
21,arousal,discard_midpoint,0.6,0.48333333333333334,0.4,0.5166666666666667,60,60,0.2066666666666667,False,False,False
12,valence,midpoint_as_high,0.640625,0.4270833333333333,0.359375,0.5729166666666666,192,192,0.20589192708333331,False,False,True
58,valence,discard_midpoint,0.6296296296296297,0.4444444444444444,0.37037037037037035,0.5555555555555556,54,54,0.205761316872428,False,False,True
24,arousal,midpoint_as_low,0.53125,0.5625,0.46875,0.4375,64,64,0.205078125,False,False,False
16,valence,midpoint_as_low,0.453125,0.625,0.546875,0.375,64,64,0.205078125,False,False,False
44,arousal,midpoint_as_low,0.625,0.453125,0.375,0.546875,64,64,0.205078125,False,False,False
1,valence,midpoint_as_low,0.5625,0.53125,0.4375,0.46875,64,64,0.205078125,False,False,False
40,valence,midpoint_as_high,0.5104166666666666,0.5833333333333334,0.4895833333333333,0.4166666666666667,192,192,0.20399305555555555,False,False,False
45,valence,discard_midpoint,0.5192307692307693,0.5769230769230769,0.4807692307692308,0.4230769230769231,52,52,0.20340236686390534,False,False,False
53,arousal,midpoint_as_high,0.5,0.59375,0.5,0.40625,192,192,0.203125,False,False,False
53,valence,midpoint_as_high,0.5572916666666666,0.5416666666666666,0.4427083333333333,0.4583333333333333,192,192,0.2029079861111111,False,False,False
43,arousal,midpoint_as_high,0.5364583333333334,0.5625,0.4635416666666667,0.4375,192,192,0.20279947916666669,False,False,False
46,valence,midpoint_as_low,0.609375,0.484375,0.390625,0.515625,64,64,0.201416015625,False,False,False
61,valence,midpoint_as_high,0.5052083333333334,0.59375,0.4947916666666667,0.40625,192,192,0.20100911458333334,False,False,False
15,arousal,discard_midpoint,0.5344827586206896,0.5689655172413793,0.46551724137931033,0.43103448275862066,58,58,0.200653983353151,False,False,False
62,valence,midpoint_as_high,0.5520833333333334,0.5520833333333334,0.4479166666666667,0.4479166666666667,192,192,0.2006293402777778,False,False,False
59,arousal,midpoint_as_high,0.5520833333333334,0.5520833333333334,0.4479166666666667,0.4479166666666667,192,192,0.2006293402777778,False,False,False
21,valence,midpoint_as_high,0.5572916666666666,0.546875,0.4427083333333333,0.453125,192,192,0.20060221354166666,False,False,False
61,arousal,midpoint_as_high,0.5625,0.5416666666666666,0.4375,0.4583333333333333,192,192,0.20052083333333331,False,False,False
23,arousal,midpoint_as_high,0.5364583333333334,0.5677083333333334,0.4635416666666667,0.4322916666666667,192,192,0.2003851996527778,False,False,False
24,valence,discard_midpoint,0.47619047619047616,0.6190476190476191,0.5238095238095238,0.38095238095238093,42,42,0.19954648526077098,False,False,False
29,arousal,midpoint_as_low,0.578125,0.53125,0.421875,0.46875,64,64,0.19775390625,False,False,False
25,arousal,discard_midpoint,0.6290322580645161,0.46774193548387094,0.3709677419354839,0.532258064516129,62,62,0.19745057232049948,False,False,False
59,valence,midpoint_as_low,0.515625,0.59375,0.484375,0.40625,64,64,0.19677734375,False,False,False
26,arousal,midpoint_as_low,0.609375,0.5,0.390625,0.5,64,64,0.1953125,False,False,False
44,valence,midpoint_as_high,0.5260416666666666,0.5885416666666666,0.4739583333333333,0.4114583333333333,192,192,0.19501410590277776,False,False,False
20,valence,midpoint_as_high,0.546875,0.5729166666666666,0.453125,0.4270833333333333,192,192,0.19352213541666666,False,False,False
48,arousal,midpoint_as_low,0.4375,0.65625,0.5625,0.34375,64,64,0.193359375,False,True,False
40,arousal,midpoint_as_low,0.484375,0.625,0.515625,0.375,64,64,0.193359375,False,False,False
23,valence,discard_midpoint,0.4423076923076923,0.6538461538461539,0.5576923076923077,0.34615384615384615,52,52,0.19304733727810652,False,True,False
26,valence,midpoint_as_high,0.4791666666666667,0.6302083333333334,0.5208333333333334,0.3697916666666667,192,192,0.19259982638888892,False,False,False
15,arousal,midpoint_as_high,0.5208333333333334,0.5989583333333334,0.4791666666666667,0.4010416666666667,192,192,0.19216579861111113,False,False,False
32,valence,midpoint_as_low,0.546875,0.578125,0.453125,0.421875,64,64,0.191162109375,False,False,False
17,valence,midpoint_as_high,0.5416666666666666,0.5833333333333334,0.4583333333333333,0.4166666666666667,192,192,0.1909722222222222,False,False,False
23,valence,midpoint_as_low,0.46875,0.640625,0.53125,0.359375,64,64,0.19091796875,False,False,False
22,valence,discard_midpoint,0.42857142857142855,0.6666666666666666,0.5714285714285714,0.3333333333333333,42,42,0.19047619047619047,False,True,False
49,valence,discard_midpoint,0.6190476190476191,0.5,0.38095238095238093,0.5,42,42,0.19047619047619047,False,False,False
25,arousal,midpoint_as_low,0.515625,0.609375,0.484375,0.390625,64,64,0.189208984375,False,False,False
26,valence,discard_midpoint,0.46296296296296297,0.6481481481481481,0.5370370370370371,0.35185185185185186,54,54,0.18895747599451304,False,False,False
39,arousal,discard_midpoint,0.3870967741935484,0.6935483870967742,0.6129032258064516,0.3064516129032258,62,62,0.1878251821019771,False,True,False
64,arousal,midpoint_as_low,0.5,0.625,0.5,0.375,64,64,0.1875,False,False,False
17,valence,midpoint_as_low,0.5,0.625,0.5,0.375,64,64,0.1875,False,False,False
57,valence,midpoint_as_high,0.5677083333333334,0.5677083333333334,0.4322916666666667,0.4322916666666667,192,192,0.18687608506944445,False,False,False
21,valence,discard_midpoint,0.5862068965517241,0.5517241379310345,0.41379310344827586,0.4482758620689655,58,58,0.18549346016646848,False,False,False
41,arousal,midpoint_as_low,0.640625,0.484375,0.359375,0.515625,64,64,0.185302734375,False,False,False
42,arousal,midpoint_as_low,0.484375,0.640625,0.515625,0.359375,64,64,0.185302734375,False,False,False
40,arousal,midpoint_as_high,0.484375,0.640625,0.515625,0.359375,192,192,0.185302734375,False,False,False
31,valence,midpoint_as_low,0.578125,0.5625,0.421875,0.4375,64,64,0.1845703125,False,False,False
45,valence,midpoint_as_high,0.5520833333333334,0.5885416666666666,0.4479166666666667,0.4114583333333333,192,192,0.1842990451388889,False,False,False
42,valence,midpoint_as_low,0.546875,0.59375,0.453125,0.40625,64,64,0.18408203125,False,False,False
27,arousal,midpoint_as_low,0.546875,0.59375,0.453125,0.40625,64,64,0.18408203125,False,False,False
24,valence,midpoint_as_high,0.5104166666666666,0.625,0.4895833333333333,0.375,192,192,0.18359375,False,False,False
35,valence,midpoint_as_high,0.5364583333333334,0.6041666666666666,0.4635416666666667,0.3958333333333333,192,192,0.18348524305555555,False,False,False
17,arousal,discard_midpoint,0.4838709677419355,0.6451612903225806,0.5161290322580645,0.3548387096774194,62,62,0.18314255983350677,False,False,False
64,arousal,discard_midpoint,0.48148148148148145,0.6481481481481481,0.5185185185185185,0.35185185185185186,54,54,0.18244170096021947,False,False,False
25,valence,discard_midpoint,0.6071428571428571,0.5357142857142857,0.39285714285714285,0.4642857142857143,56,56,0.18239795918367346,False,False,False
24,arousal,discard_midpoint,0.5483870967741935,0.5967741935483871,0.45161290322580644,0.4032258064516129,62,62,0.18210197710718,False,False,False
50,arousal,midpoint_as_low,0.625,0.515625,0.375,0.484375,64,64,0.181640625,False,False,False
62,arousal,midpoint_as_low,0.625,0.515625,0.375,0.484375,64,64,0.181640625,False,False,False
46,valence,discard_midpoint,0.6379310344827587,0.5,0.3620689655172414,0.5,58,58,0.1810344827586207,False,False,False
34,arousal,discard_midpoint,0.6724137931034483,0.4482758620689655,0.3275862068965517,0.5517241379310345,58,58,0.1807372175980975,False,False,True
47,arousal,midpoint_as_high,0.5520833333333334,0.5989583333333334,0.4479166666666667,0.4010416666666667,192,192,0.1796332465277778,False,False,False
2,valence,discard_midpoint,0.6551724137931034,0.4827586206896552,0.3448275862068966,0.5172413793103449,58,58,0.17835909631391203,False,False,False
15,arousal,midpoint_as_low,0.59375,0.5625,0.40625,0.4375,64,64,0.177734375,False,False,False
31,valence,midpoint_as_high,0.5260416666666666,0.625,0.4739583333333333,0.375,192,192,0.177734375,False,False,False
32,valence,discard_midpoint,0.62,0.54,0.38,0.46,50,50,0.1748,False,False,False
53,valence,discard_midpoint,0.625,0.5357142857142857,0.375,0.4642857142857143,56,56,0.17410714285714285,False,False,False
60,valence,midpoint_as_high,0.5,0.65625,0.5,0.34375,192,192,0.171875,False,False,False
38,valence,midpoint_as_low,0.5,0.65625,0.5,0.34375,64,64,0.171875,False,False,False
19,valence,midpoint_as_low,0.59375,0.578125,0.40625,0.421875,64,64,0.17138671875,False,False,False
64,valence,discard_midpoint,0.5238095238095238,0.6428571428571429,0.47619047619047616,0.35714285714285715,42,42,0.17006802721088435,False,False,False
41,valence,midpoint_as_high,0.6666666666666666,0.4947916666666667,0.3333333333333333,0.5052083333333334,192,192,0.1684027777777778,False,False,False
22,valence,midpoint_as_high,0.5989583333333334,0.5833333333333334,0.4010416666666667,0.4166666666666667,192,192,0.16710069444444445,False,False,False
49,valence,midpoint_as_high,0.5833333333333334,0.5989583333333334,0.4166666666666667,0.4010416666666667,192,192,0.16710069444444445,False,False,False
53,arousal,midpoint_as_low,0.515625,0.65625,0.484375,0.34375,64,64,0.16650390625,False,False,False
36,valence,discard_midpoint,0.5357142857142857,0.6428571428571429,0.4642857142857143,0.35714285714285715,56,56,0.16581632653061226,False,False,False
32,arousal,midpoint_as_high,0.6822916666666666,0.4791666666666667,0.3177083333333333,0.5208333333333334,192,192,0.1654730902777778,False,False,False
62,valence,midpoint_as_low,0.59375,0.59375,0.40625,0.40625,64,64,0.1650390625,False,False,False
26,arousal,discard_midpoint,0.7,0.45,0.3,0.55,60,60,0.165,False,False,True
30,arousal,midpoint_as_high,0.6041666666666666,0.5885416666666666,0.3958333333333333,0.4114583333333333,192,192,0.1628689236111111,False,False,False
39,arousal,midpoint_as_low,0.546875,0.640625,0.453125,0.359375,64,64,0.162841796875,False,False,False
18,arousal,midpoint_as_low,0.546875,0.640625,0.453125,0.359375,64,64,0.162841796875,False,False,False
16,valence,discard_midpoint,0.5769230769230769,0.6153846153846154,0.4230769230769231,0.38461538461538464,52,52,0.16272189349112426,False,False,False
7,arousal,midpoint_as_low,0.453125,0.703125,0.546875,0.296875,64,64,0.162353515625,False,False,False
63,arousal,discard_midpoint,0.6129032258064516,0.5806451612903226,0.3870967741935484,0.41935483870967744,62,62,0.16233090530697192,False,False,False
30,valence,midpoint_as_high,0.5625,0.6302083333333334,0.4375,0.3697916666666667,192,192,0.16178385416666669,False,False,False
31,valence,discard_midpoint,0.5344827586206896,0.6551724137931034,0.46551724137931033,0.3448275862068966,58,58,0.1605231866825208,False,False,False
50,valence,discard_midpoint,0.5666666666666667,0.6333333333333333,0.43333333333333335,0.36666666666666664,60,60,0.15888888888888889,False,False,False
64,valence,midpoint_as_high,0.4947916666666667,0.6875,0.5052083333333334,0.3125,192,192,0.15787760416666669,False,False,False
17,valence,discard_midpoint,0.5740740740740741,0.6296296296296297,0.42592592592592593,0.37037037037037035,54,54,0.15775034293552812,False,False,False
40,arousal,discard_midpoint,0.55,0.65,0.45,0.35,60,60,0.1575,False,False,False
30,arousal,discard_midpoint,0.55,0.65,0.45,0.35,60,60,0.1575,False,False,False
13,arousal,midpoint_as_low,0.640625,0.5625,0.359375,0.4375,64,64,0.1572265625,False,False,False
26,valence,midpoint_as_low,0.5,0.6875,0.5,0.3125,64,64,0.15625,False,False,False
53,arousal,discard_midpoint,0.5370370370370371,0.6666666666666666,0.46296296296296297,0.3333333333333333,54,54,0.15432098765432098,False,False,False
20,valence,discard_midpoint,0.48148148148148145,0.7037037037037037,0.5185185185185185,0.2962962962962963,54,54,0.15363511659807955,False,False,False
50,arousal,discard_midpoint,0.5344827586206896,0.6724137931034483,0.46551724137931033,0.3275862068965517,58,58,0.15249702734839476,False,False,False
62,valence,discard_midpoint,0.5344827586206896,0.6724137931034483,0.46551724137931033,0.3275862068965517,58,58,0.15249702734839476,False,False,False
32,arousal,midpoint_as_low,0.625,0.59375,0.375,0.40625,64,64,0.15234375,False,False,False
13,arousal,midpoint_as_high,0.5885416666666666,0.6302083333333334,0.4114583333333333,0.3697916666666667,192,192,0.1521538628472222,False,False,False
9,arousal,discard_midpoint,0.5925925925925926,0.6296296296296297,0.4074074074074074,0.37037037037037035,54,54,0.15089163237311384,False,False,False
18,arousal,discard_midpoint,0.55,0.6666666666666666,0.45,0.3333333333333333,60,60,0.15,False,False,False
9,arousal,midpoint_as_high,0.65625,0.5677083333333334,0.34375,0.4322916666666667,192,192,0.14860026041666669,False,False,False
7,arousal,midpoint_as_high,0.375,0.765625,0.625,0.234375,192,192,0.146484375,False,True,False
33,arousal,midpoint_as_high,0.6354166666666666,0.6041666666666666,0.3645833333333333,0.3958333333333333,192,192,0.1443142361111111,False,False,False
32,arousal,discard_midpoint,0.7142857142857143,0.5,0.2857142857142857,0.5,56,56,0.14285714285714285,False,False,False
18,valence,midpoint_as_high,0.6145833333333334,0.6302083333333334,0.3854166666666667,0.3697916666666667,192,192,0.1425238715277778,False,False,False
3,arousal,midpoint_as_high,0.8125,0.2760416666666667,0.1875,0.7239583333333334,192,192,0.1357421875,False,False,True
18,arousal,midpoint_as_high,0.5572916666666666,0.703125,0.4427083333333333,0.296875,192,192,0.13142903645833331,False,False,False
9,arousal,midpoint_as_low,0.640625,0.65625,0.359375,0.34375,64,64,0.12353515625,False,False,False
30,arousal,midpoint_as_low,0.59375,0.703125,0.40625,0.296875,64,64,0.12060546875,False,False,False
13,arousal,discard_midpoint,0.6833333333333333,0.6333333333333333,0.31666666666666665,0.36666666666666664,60,60,0.1161111111111111,False,False,False
55,arousal,midpoint_as_low,0.78125,0.484375,0.21875,0.515625,64,64,0.11279296875,False,False,False
33,arousal,discard_midpoint,0.5,0.7916666666666666,0.5,0.20833333333333334,48,48,0.10416666666666667,False,False,False
61,arousal,discard_midpoint,0.6612903225806451,0.6935483870967742,0.3387096774193548,0.3064516129032258,62,62,0.10379812695109261,False,False,False
6,arousal,midpoint_as_high,0.53125,0.8072916666666666,0.46875,0.19270833333333334,192,192,0.09033203125,False,False,False
49,arousal,midpoint_as_high,0.6510416666666666,0.7552083333333334,0.3489583333333333,0.24479166666666666,192,192,0.08542209201388888,False,False,False
33,arousal,midpoint_as_low,0.671875,0.796875,0.328125,0.203125,64,64,0.066650390625,False,False,False
55,arousal,midpoint_as_high,0.6614583333333334,0.8125,0.3385416666666667,0.1875,192,192,0.0634765625,False,False,False
61,arousal,midpoint_as_low,0.734375,0.78125,0.265625,0.21875,64,64,0.05810546875,False,False,False
55,arousal,discard_midpoint,0.7758620689655172,0.7931034482758621,0.22413793103448276,0.20689655172413793,58,58,0.04637336504161712,False,False,False
6,arousal,discard_midpoint,0.546875,0.90625,0.453125,0.09375,64,64,0.04248046875,False,False,False
6,arousal,midpoint_as_low,0.578125,0.90625,0.421875,0.09375,64,64,0.03955078125,False,False,False
49,arousal,midpoint_as_low,0.796875,0.8125,0.203125,0.1875,64,64,0.0380859375,False,False,False
3,arousal,discard_midpoint,0.9629629629629629,0.14814814814814814,0.037037037037037035,0.8518518518518519,54,54,0.03155006858710562,False,False,True
49,arousal,discard_midpoint,0.875,0.8214285714285714,0.125,0.17857142857142858,56,56,0.022321428571428572,False,False,False
3,arousal,midpoint_as_low,0.9375,0.6875,0.0625,0.3125,64,64,0.01953125,False,False,False
