cell,runs,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1,mean_accuracy,std_accuracy,one_class_collapse_count
R0_current_representation_anchor,6,0.5248831277159152,0.04405442002687123,0.5140619716001741,0.05325203499867771,0.526751893939394,0.05263646112045239,0
R2_train_only_subject_invariant_feature_selection,6,0.5201765294434317,0.04281091740919566,0.5087967711358353,0.051165916563015515,0.5317234848484848,0.04941839188381184,0
R3_diagnostics_first_stable_feature_subset,6,0.49262843316034616,0.022992397839422297,0.4668611101283792,0.03840523558064723,0.507907196969697,0.030265757439320827,0
