global_run_id,method,modality,task,fold,macro_f1,balanced_accuracy,accuracy,ce_loss_start,ce_loss_end,ce_loss_delta,ce_loss_relative_delta,supcon_loss_start,supcon_loss_end,supcon_loss_delta,supcon_loss_relative_delta,vrex_loss_start,vrex_loss_end,vrex_loss_delta,vrex_loss_relative_delta,total_loss_start,total_loss_end,total_loss_delta,total_loss_relative_delta,active_lambda_supcon_start,active_lambda_supcon_end,active_lambda_supcon_delta,active_lambda_supcon_relative_delta,active_lambda_vrex_start,active_lambda_vrex_end,active_lambda_vrex_delta,active_lambda_vrex_relative_delta,vrex_environment_count_start,vrex_environment_count_end,vrex_environment_count_delta,vrex_environment_count_relative_delta,design_run_id,fold_embedding,seed,same_class_cross_subject_distance_mean,diff_class_cross_subject_distance_mean,distance_margin_diff_minus_same
51,CE_plus_SupCon_plus_VREx,EEG,valence,3,0.4411636629254519,0.4414009878760664,0.4419475655430712,0.6939334869384766,0.6760028600692749,-0.01793062686920166,-0.025839114564579834,7.543189525604248,7.263621807098389,-0.2795677185058594,-0.0370622688926094,0.0001101475281757,0.0002100678975693,9.992036939360001e-05,0.9071503559681675,0.6939334869384766,1.4023754596710205,0.708441972732544,1.02090760291462,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,13,3,11,0.476248949766159,0.4764258563518524,0.0001769065856933
52,CE_plus_SupCon_plus_VREx,EEG,valence,4,0.506059009483667,0.5243340163934427,0.52,0.6964998841285706,0.6791244745254517,-0.017375409603118896,-0.024946751606223495,7.717591285705566,7.279176235198975,-0.4384150505065918,-0.05680723871949776,0.0001248839253094,0.0001702063309494,4.532240564000001e-05,0.3629162482498346,0.6964998841285706,1.4070504903793335,0.7105506062507629,1.0201733301646878,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,13,4,11,0.5052151679992676,0.5051073431968689,-0.0001078248023986
53,CE_plus_SupCon_plus_VREx,EEG,valence,5,0.4680557090748314,0.5118248641738574,0.4909090909090909,0.7027522921562195,0.6797926425933838,-0.022959649562835693,-0.0326710418722218,7.742086410522461,7.2700419425964355,-0.4720444679260254,-0.060971221825225054,0.0002744515950325,0.0001688190532149,-0.00010563254181759999,-0.3848858732451207,0.7027522921562195,1.406805396080017,0.7040531039237976,1.0018510245816301,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,13,5,11,0.4419469237327575,0.4415378868579864,-0.0004090368747711
54,CE_plus_SupCon_plus_VREx,EEG,valence,6,0.4567058026642582,0.5083625358394392,0.4909090909090909,0.7021263837814331,0.6830617785453796,-0.019064605236053467,-0.027152668916068167,7.8659467697143555,7.301635265350342,-0.5643115043640137,-0.07174107845946003,0.0002542079309932,0.000228777033044,-2.54308979492e-05,-0.10003975033288898,0.7021263837814331,1.4132367372512815,0.7111103534698484,1.012795374018037,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,13,6,11,0.5151760578155518,0.51560378074646,0.0004277229309082
55,CE_plus_SupCon_plus_VREx,EEG,arousal,1,0.4958210422812192,0.5054041353383458,0.5221843003412969,0.6965562701225281,0.6772109866142273,-0.01934528350830078,-0.02777275051288798,7.530875205993652,7.244463920593262,-0.2864112854003906,-0.038031606893770116,9.836976823862642e-05,0.0001659958361415,6.762606790287358e-05,0.6874680007258486,0.6965562701225281,1.4016656875610352,0.7051094174385071,1.012279190760101,0.0,0.1,0.1,,0.0,0.05,0.05,,51,51,0,0.0,14,1,11,0.4007907509803772,0.4018624424934387,0.0010716915130615
56,CE_plus_SupCon_plus_VREx,EEG,arousal,2,0.478382286389174,0.4812111801242236,0.4784053156146179,0.6955940127372742,0.6787916421890259,-0.01680237054824829,-0.024155427218426253,7.587770462036133,7.252954483032227,-0.33481597900390625,-0.044125739000552264,0.0001335266715614,0.0001310681982431,-2.4584733182999956e-06,-0.018411852025904115,0.6955940127372742,1.404093623161316,0.7084996104240417,1.0185533478587343,0.0,0.1,0.1,,0.0,0.05,0.05,,51,51,0,0.0,14,2,11,0.4756282866001129,0.4747418165206909,-0.0008864700794219
57,CE_plus_SupCon_plus_VREx,EEG,arousal,3,0.50778245742538,0.5079045351889153,0.5078125,0.6947506666183472,0.6743196845054626,-0.02043098211288452,-0.02940764664873367,7.614601135253906,7.278491020202637,-0.33611011505126953,-0.04414021287276028,8.462781261187047e-05,0.000205696109333,0.00012106829672112952,1.4305970222388527,0.6947506666183472,1.4021790027618408,0.7074283361434937,1.0182477975686648,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,14,3,11,0.4672894477844238,0.4668463170528412,-0.0004431307315826
58,CE_plus_SupCon_plus_VREx,EEG,arousal,4,0.509095545732744,0.5323426573426574,0.5418181818181819,0.6966267228126526,0.6814126968383789,-0.015214025974273682,-0.021839566981936277,7.705739021301269,7.279040813446045,-0.4266982078552237,-0.055374079848238514,9.773276542546228e-05,0.0001181366678792,2.040390245373773e-05,0.20877238421437228,0.6966267228126526,1.409322738647461,0.7126960158348083,1.0230672934240528,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,14,4,11,0.515608549118042,0.5146318674087524,-0.0009766817092895
59,CE_plus_SupCon_plus_VREx,EEG,arousal,5,0.4963943024018118,0.5030798389007344,0.5,0.6941938996315002,0.6753777861595154,-0.018816113471984863,-0.02710498245803232,7.420052528381348,7.258771419525146,-0.16128110885620206,-0.02173584462364781,6.774503708584234e-05,0.0002928521716967,0.00022510713461085767,3.3228579434625707,0.6941938996315002,1.401269555091858,0.7070756554603577,1.0185564232640123,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,14,5,11,0.3852028846740722,0.3853024542331695,9.956955909729004e-05
60,CE_plus_SupCon_plus_VREx,EEG,arousal,6,0.4353448935551508,0.4468149038461538,0.4457364341085271,0.6962902545928955,0.6800400614738464,-0.016250193119049072,-0.02333824581323514,7.646746635437012,7.288968086242676,-0.35777854919433594,-0.04678833577881306,0.0001346839562756,0.0001175266515929,-1.7157304682699994e-05,-0.12738937255148255,0.6962902545928955,1.408942699432373,0.7126524448394775,1.0234990941473805,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,14,6,11,0.4712159931659698,0.4706230759620666,-0.0005929172039031
61,CE_plus_SupCon_plus_VREx,EMG,valence,1,0.4558546597482829,0.4903453689167975,0.4765342960288808,0.6963167190551758,0.6898431777954102,-0.006473541259765625,-0.00929683444704516,7.927071571350098,7.297227382659912,-0.6298441886901855,-0.07945483814812003,0.0001567374129081,8.345249079866335e-05,-7.328492210943664e-05,-0.4675649594421076,0.6963167190551758,1.4195700883865356,0.7232533693313599,1.038684480120963,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,15,1,11,0.4052247107028961,0.404609352350235,-0.0006153583526611
62,CE_plus_SupCon_plus_VREx,EMG,valence,2,0.5081875628499423,0.514831970040406,0.512280701754386,0.7164047360420227,0.6912307739257812,-0.025173962116241455,-0.03513930164019017,7.858582973480225,7.2709503173828125,-0.5876326560974121,-0.07477590528476347,0.0008305448573082,0.0002101809513987,-0.0006203639059095,-0.7469360630563683,0.7164047360420227,1.4183363914489746,0.7019316554069519,0.979797620106434,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,15,2,11,0.3758135735988617,0.3753207921981811,-0.0004927814006805
63,CE_plus_SupCon_plus_VREx,EMG,valence,3,0.4832690688294995,0.5053322855859901,0.5093632958801498,0.7080836892127991,0.6891660690307617,-0.018917620182037354,-0.026716644473294845,7.750536441802978,7.267871856689453,-0.4826645851135245,-0.06227499073615659,0.0013986129779368,8.696936129126698e-05,-0.001311643616645533,-0.9378174215002909,0.7080836892127991,1.4159575700759888,0.7078738808631897,0.9997036955478489,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,15,3,11,0.3293542861938476,0.3290054202079773,-0.0003488659858703
64,CE_plus_SupCon_plus_VREx,EMG,valence,4,0.519740328563858,0.531890368852459,0.536,0.6970844864845276,0.6909219622612,-0.006162524223327637,-0.008840426580723253,7.505954265594482,7.270899772644043,-0.23505449295043945,-0.03131573743099843,0.0001469481358071,2.7794012567028403e-05,-0.00011915412324007161,-0.8108583520684207,0.6970844864845276,1.418013334274292,0.7209288477897644,1.0342058412825776,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,15,4,11,0.3340010643005371,0.3345472514629364,0.0005461871623992
65,CE_plus_SupCon_plus_VREx,EMG,valence,5,0.5086751101758844,0.5151273037179078,0.509090909090909,0.6960989832878113,0.6916757225990295,-0.004423260688781738,-0.006354355910548548,7.816489696502685,7.277976989746094,-0.5385127067565909,-0.0688944433711128,0.0001132498364313,4.819509558728896e-05,-6.505474084401103e-05,-0.5744356274057382,0.6960989832878113,1.419475793838501,0.7233768105506897,1.0391867075197265,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,15,5,11,0.4624403119087219,0.4642048478126526,0.0017645359039306
66,CE_plus_SupCon_plus_VREx,EMG,valence,6,0.5090712832648316,0.5198577041520654,0.5309090909090909,0.7001546025276184,0.6910433173179626,-0.009111285209655762,-0.013013247612403371,7.764664173126221,7.27784252166748,-0.4868216514587411,-0.06269706462562132,0.0003366624005138,9.191854042001069e-05,-0.00024474386009378933,-0.726971172665173,0.7001546025276184,1.4188321828842163,0.7186775803565979,1.026455553904966,0.0,0.1,0.1,,0.0,0.05,0.05,,53,53,0,0.0,15,6,11,0.3554681837558746,0.3540425896644592,-0.0014255940914154
67,CE_plus_SupCon_plus_VREx,EMG,arousal,1,0.5155207392726889,0.5308270676691729,0.5187713310580204,0.6947963833808899,0.6899217367172241,-0.0048746466636657715,-0.007015935575176235,7.635168552398682,7.25587797164917,-0.3792905807495117,-0.04967677899269859,5.175992191652768e-05,4.784511838806793e-05,-3.9148035284597494e-06,-0.07563387624063816,0.6947963833808899,1.4155118465423584,0.7207154631614685,1.0373045692242322,0.0,0.1,0.1,,0.0,0.05,0.05,,51,51,0,0.0,16,1,11,0.3183715939521789,0.3182370662689209,-0.000134527683258
68,CE_plus_SupCon_plus_VREx,EMG,arousal,2,0.3948710405021084,0.4795031055900621,0.4551495016611295,0.69521164894104,0.6902564764022827,-0.004955172538757324,-0.007127574093882258,7.640864372253418,7.249225616455078,-0.39163875579833984,-0.05125581828418701,4.784546763403341e-05,6.416742689907551e-05,1.6321959265042096e-05,0.3411390894930238,0.69521164894104,1.4151822328567505,0.7199705839157104,1.0356135214540545,0.0,0.1,0.1,,0.0,0.05,0.05,,51,51,0,0.0,16,2,11,0.3232461214065552,0.3235151171684265,0.0002689957618713
69,CE_plus_SupCon_plus_VREx,EMG,arousal,3,0.5081152854799657,0.5207532198010132,0.51953125,0.693183422088623,0.6904876828193665,-0.002695739269256592,-0.0038889263409302125,7.66160774230957,7.286154270172119,-0.37545347213745117,-0.04900452813109847,2.0076333385077305e-05,5.102454451844096e-05,3.094821113336366e-05,1.5415270577428941,0.693183422088623,1.4191056489944458,0.7259222269058228,1.0472296419302047,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,16,3,11,0.3514176905155182,0.3512169122695923,-0.0002007782459259
70,CE_plus_SupCon_plus_VREx,EMG,arousal,4,0.5098691210895935,0.5104895104895105,0.5127272727272727,0.6960341930389404,0.6910775899887085,-0.004956603050231934,-0.007121206256536065,7.620084285736084,7.263347625732422,-0.3567366600036621,-0.046815316816302396,7.273121445905417e-05,2.762888470897451e-05,-4.510232975007966e-05,-0.6201234241107184,0.6960341930389404,1.4174137115478516,0.7213795185089111,1.036413908574392,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,16,4,11,0.3492039740085602,0.3484273552894592,-0.0007766187191009
71,CE_plus_SupCon_plus_VREx,EMG,arousal,5,0.4892857142857144,0.4951433309642264,0.4923076923076923,0.6935303807258606,0.6905551552772522,-0.0029752254486083984,-0.004289971328284822,7.830386161804199,7.283624172210693,-0.5467619895935059,-0.06982567376568903,2.534269333409611e-05,4.1116880311165005e-05,1.5774186977068894e-05,0.622435301927687,0.6935303807258606,1.4189196825027466,0.725389301776886,1.0459373113801897,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,16,5,11,0.4487180113792419,0.4484113454818725,-0.0003066658973693
72,CE_plus_SupCon_plus_VREx,EMG,arousal,6,0.5022508038585209,0.5216947115384616,0.5232558139534884,0.6954492330551147,0.6906986236572266,-0.004750609397888184,-0.006830993798093232,7.6882243156433105,7.288333415985107,-0.3998908996582031,-0.0520134277097692,0.0001157991064246,2.382837010372896e-05,-9.197073632087104e-05,-0.7942266495877991,0.6954492330551147,1.4195332527160645,0.7240840196609497,1.0411745174842484,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,16,6,11,0.3446666896343231,0.344315767288208,-0.0003509223461151
