global_run_id,method,modality,task,fold,macro_f1,balanced_accuracy,accuracy,ce_loss_start,ce_loss_end,ce_loss_delta,ce_loss_relative_delta,supcon_loss_start,supcon_loss_end,supcon_loss_delta,supcon_loss_relative_delta,vrex_loss_start,vrex_loss_end,vrex_loss_delta,vrex_loss_relative_delta,total_loss_start,total_loss_end,total_loss_delta,total_loss_relative_delta,active_lambda_supcon_start,active_lambda_supcon_end,active_lambda_supcon_delta,active_lambda_supcon_relative_delta,active_lambda_vrex_start,active_lambda_vrex_end,active_lambda_vrex_delta,active_lambda_vrex_relative_delta,vrex_environment_count_start,vrex_environment_count_end,vrex_environment_count_delta,vrex_environment_count_relative_delta,design_run_id,fold_embedding,seed,same_class_cross_subject_distance_mean,diff_class_cross_subject_distance_mean,distance_margin_diff_minus_same
31,CE_plus_VREx,EEG,arousal,1,0.4976576837631604,0.5023261278195489,0.515358361774744,0.6958625316619873,0.6735547780990601,-0.022307753562927246,-0.03205770184183901,0.0,0.0,0.0,,8.753690781304613e-05,0.0001283825404243,4.0845632611253874e-05,0.46661041190178315,0.6958625316619873,0.6735612154006958,-0.022301316261291504,-0.03204845101808742,0.0,0.0,0.0,,0.0,0.05,0.05,,51,51,0,0.0,10,1,11,0.8235723376274109,0.8221760392189026,-0.0013962984085083
32,CE_plus_VREx,EEG,arousal,2,0.4966039796580088,0.5020186335403727,0.5116279069767442,0.6949220895767212,0.6686911582946777,-0.026230931282043457,-0.037746578610014805,0.0,0.0,0.0,,7.069776620483026e-05,0.0002400036755716,0.00016930590936676973,2.3947844246768053,0.6949220895767212,0.6687031388282776,-0.026218950748443604,-0.037729338499534006,0.0,0.0,0.0,,0.0,0.05,0.05,,51,51,0,0.0,10,2,11,0.7731912136077881,0.7720970511436462,-0.0010941624641418
33,CE_plus_VREx,EEG,arousal,3,0.5348084352619604,0.5349752792528841,0.53515625,0.6994621157646179,0.6726211309432983,-0.02684098482131958,-0.03837375065264017,0.0,0.0,0.0,,0.000302028551232,0.0003472566022537,4.522805102169996e-05,0.14974760113641877,0.6994621157646179,0.672638475894928,-0.02682363986968994,-0.03834895309571933,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,10,3,11,0.8072864413261414,0.8080856800079346,0.0007992386817932
34,CE_plus_VREx,EEG,arousal,4,0.5249919032710786,0.5297202797202797,0.5345454545454545,0.6970639824867249,0.6708630323410034,-0.026200950145721436,-0.03758758278149942,0.0,0.0,0.0,,9.44746716413647e-05,0.0002892421907745,0.00019476751913313528,2.0615845046013206,0.6970639824867249,0.6708775162696838,-0.026186466217041016,-0.03756680430341948,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,10,4,11,0.7054784297943115,0.7049516439437866,-0.0005267858505249
35,CE_plus_VREx,EEG,arousal,5,0.4461538461538461,0.4465766406064913,0.4461538461538462,0.694240152835846,0.6681714057922363,-0.02606874704360962,-0.03755004221107564,0.0,0.0,0.0,,5.093857180327177e-05,0.0003478100406937,0.0002968714688904282,5.828028905815538,0.694240152835846,0.6681888103485107,-0.026051342487335205,-0.037524972274968774,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,10,5,11,0.779066801071167,0.7797638773918152,0.0006970763206481
36,CE_plus_VREx,EEG,arousal,6,0.4918740133804405,0.4924879807692308,0.4922480620155038,0.6969677805900574,0.6680217981338501,-0.028945982456207275,-0.04153130641376481,0.0,0.0,0.0,,0.0001246405590791,0.0003466495836619,0.0002220090245828,1.7811940689539716,0.6969677805900574,0.6680391430854797,-0.028928637504577637,-0.04150642011039085,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,10,6,11,0.81500244140625,0.8162828087806702,0.0012803673744201
37,CE_plus_VREx,EMG,valence,1,0.4831884403159859,0.4852694924123495,0.4909747292418772,0.6934303641319275,0.6867853403091431,-0.006645023822784424,-0.009582827875013827,0.0,0.0,0.0,,6.422989099519327e-05,0.0001244907616637,6.0260870668506715e-05,0.938206024248374,0.6934303641319275,0.6867915391921997,-0.006638824939727783,-0.00957388842935745,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,11,1,11,0.6442707777023315,0.6430445909500122,-0.0012261867523193
38,CE_plus_VREx,EMG,valence,2,0.4376097222411236,0.4839361387602247,0.4912280701754385,0.6953426599502563,0.6870612502098083,-0.008281409740447998,-0.011909825496742047,0.0,0.0,0.0,,0.0001057694971677,0.0001527571876067,4.6987690439e-05,0.4442461361473613,0.6953426599502563,0.6870688796043396,-0.008273780345916748,-0.011898853360311074,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,11,2,11,0.574492871761322,0.5735589861869812,-0.0009338855743408
39,CE_plus_VREx,EMG,valence,3,0.5161752517945188,0.5163336326897171,0.5168539325842697,0.6955066919326782,0.687386691570282,-0.00812000036239624,-0.011674942105635725,0.0,0.0,0.0,,0.0002972489455714,5.969841004116461e-05,-0.0002375505355302354,-0.7991635935784173,0.6955066919326782,0.6873896718025208,-0.00811702013015747,-0.011670657125673148,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,11,3,11,0.5298893451690674,0.529259204864502,-0.0006301403045654
40,CE_plus_VREx,EMG,valence,4,0.4919918718699499,0.4923796106557377,0.492,0.6964139938354492,0.6863426566123962,-0.010071337223052979,-0.01446171000612125,0.0,0.0,0.0,,6.273862527450547e-05,0.0001276276161661,6.488899089159453e-05,1.0342749878193918,0.6964139938354492,0.6863490343093872,-0.010064959526062012,-0.014452552095672262,0.0,0.0,0.0,,0.0,0.05,0.05,,53,53,0,0.0,11,4,11,0.6893649101257324,0.689075767993927,-0.0002891421318054
41,CE_plus_VREx,EMG,valence,5,0.5537163258682245,0.5550495365931608,0.5636363636363636,0.6964542269706726,0.6869924664497375,-0.009461760520935059,-0.013585617194241667,0.0,0.0,0.0,,0.0002113745285896,0.0001613441709196,-5.003035766999999e-05,-0.2366905700692906,0.6964542269706726,0.6870005130767822,-0.00945371389389038,-0.013574063488724397,0.0,0.0,0.0,,0.0,0.05,0.05,,53,53,0,0.0,11,5,11,0.669206440448761,0.6695446968078613,0.0003382563591003
42,CE_plus_VREx,EMG,valence,6,0.5563108336859924,0.5578209620898376,0.5563636363636364,0.6976551413536072,0.6873744130134583,-0.010280728340148926,-0.014736117790520415,0.0,0.0,0.0,,0.0002048918249784,0.0001550622400827,-4.98295848957e-05,-0.24319947807069955,0.6976551413536072,0.687382161617279,-0.010272979736328125,-0.014725011151492762,0.0,0.0,0.0,,0.0,0.05,0.05,,53,53,0,0.0,11,6,11,0.5845675468444824,0.5829669833183289,-0.0016005635261535
43,CE_plus_VREx,EMG,arousal,1,0.4637640613160808,0.4706766917293233,0.4641638225255973,0.6955994963645935,0.6895349621772766,-0.0060645341873168945,-0.008718428088306453,0.0,0.0,0.0,,0.0002041476109297,5.65734262636397e-05,-0.0001475741846660603,-0.7228798024821302,0.6955994963645935,0.689537763595581,-0.006061732769012451,-0.008714400744527333,0.0,0.0,0.0,,0.0,0.05,0.05,,51,51,0,0.0,12,1,11,0.5312767624855042,0.5303363800048828,-0.0009403824806213
44,CE_plus_VREx,EMG,arousal,2,0.4380121862597127,0.45527950310559,0.4451827242524916,0.6955732107162476,0.6882886290550232,-0.007284581661224365,-0.010472774898451402,0.0,0.0,0.0,,8.405021799262613e-05,6.62744787405245e-05,-1.777573925210163e-05,-0.21148950801842212,0.6955732107162476,0.6882919669151306,-0.007281243801116943,-0.010467976179846376,0.0,0.0,0.0,,0.0,0.05,0.05,,51,51,0,0.0,12,2,11,0.6337751746177673,0.6322336792945862,-0.0015414953231811
45,CE_plus_VREx,EMG,arousal,3,0.5186425131850493,0.5198986754562657,0.51953125,0.6942586898803711,0.6873641014099121,-0.006894588470458984,-0.009930863770170457,0.0,0.0,0.0,,4.699438068200834e-05,0.0001226621097885,7.566772910649167e-05,1.6101441918876236,0.6942586898803711,0.687370240688324,-0.006888449192047119,-0.009922020843893332,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,12,3,11,0.6374915242195129,0.6368042230606079,-0.000687301158905
46,CE_plus_VREx,EMG,arousal,4,0.5506535947712419,0.5527389277389277,0.5563636363636364,0.6933180689811707,0.6881377696990967,-0.005180299282073975,-0.007471750000236418,0.0,0.0,0.0,,3.286231367383152e-05,6.730349559802562e-05,3.44411819241941e-05,1.0480449510047687,0.6933180689811707,0.6881411075592041,-0.005176961421966553,-0.007466935672935924,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,12,4,11,0.6550604104995728,0.6548140048980713,-0.0002464056015014
47,CE_plus_VREx,EMG,arousal,5,0.4992161254199329,0.5072850035536602,0.5038461538461538,0.7102807760238647,0.690246045589447,-0.020034730434417725,-0.028206775560746102,0.0,0.0,0.0,,0.0005566460313275,0.0001454821613151,-0.0004111638700124,-0.738645111745158,0.7102807760238647,0.6902533173561096,-0.020027458667755127,-0.028196537684531425,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,12,5,11,0.7805548906326294,0.7805851697921753,3.027915954589844e-05
48,CE_plus_VREx,EMG,arousal,6,0.5265624289115698,0.5302884615384615,0.5310077519379846,0.6966685056686401,0.6904047131538391,-0.006263792514801025,-0.008991066000305609,0.0,0.0,0.0,,0.0001360422029392,2.8395596018526703e-05,-0.00010764660692067328,-0.791273623882603,0.6966685056686401,0.6904061436653137,-0.006262362003326416,-0.008989012639972867,0.0,0.0,0.0,,0.0,0.05,0.05,,52,52,0,0.0,12,6,11,0.5614421367645264,0.5614843368530273,4.220008850097656e-05
49,CE_plus_SupCon_plus_VREx,EEG,valence,1,0.5258646596892843,0.5259549973835689,0.5270758122743683,0.6950250864028931,0.675407886505127,-0.019617199897766113,-0.02822516810047111,7.518533229827881,7.248470783233643,-0.2700624465942383,-0.0359195654709397,0.0001353618863504,0.0002686957013793,0.00013333381502890002,0.9850174123885207,0.6950250864028931,1.4002684354782104,0.7052433490753174,1.0147020055424316,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,13,1,11,0.436949223279953,0.4367083311080932,-0.0002408921718597
50,CE_plus_SupCon_plus_VREx,EEG,valence,2,0.4450606329488317,0.4451069281561052,0.4456140350877193,0.6964738965034485,0.6792162656784058,-0.017257630825042725,-0.024778575208176917,7.625770568847656,7.252780914306641,-0.3729896545410156,-0.04891173307320978,0.0002853887854143,0.0001167736481875,-0.00016861513722679996,-0.5908260795252369,0.6964738965034485,1.404500126838684,0.7080262303352356,1.0165868870172794,0.0,0.1,0.1,,0.0,0.05,0.05,,52,52,0,0.0,13,2,11,0.4952619969844818,0.4965126514434814,0.0012506544589996
