cache_row,subject_id,subject_col,stimulus_id,eeg_file,eeg_begin_raw,energy_ratio_gt40hz,energy_ratio_gt64hz,stride_vs_poly_z_nrmse,stride_vs_poly_z_corr,stride_vs_lowpass_z_nrmse,stride_vs_lowpass_z_corr,poly_vs_lowpass_z_nrmse,poly_vs_lowpass_z_corr
69,3,sbj_P_03,Pinecone_1,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,264450.0,0.04374216632700317,0.0020305564892114593,0.0424961273504259,0.9990970395801083,0.056353913329131866,0.9984121182262461,0.02362721651126328,0.9997208773199652
70,3,sbj_P_03,Garbage_dump_6,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,273293.0,0.0520139662060078,0.0022943003462016277,0.04106275030309387,0.9991569252687735,0.05013547171799334,0.9987432172378078,0.020275141613084503,0.9997944593162851
71,3,sbj_P_03,Depressed_pose_4,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,283478.0,0.06470747802341034,0.002780594225711348,0.04746503844667635,0.9988735350626277,0.061565993271762307,0.9981048142362305,0.02412724087986665,0.9997089381237625
72,3,sbj_P_03,Angry_face_1,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,292147.0,0.04496261184761926,0.0011272162096591517,0.04603885998949555,0.9989402116854338,0.046516180934249834,0.9989181224556463,0.035322629781072916,0.999376155912675
73,3,sbj_P_03,Dog_26,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,302306.0,0.04386658695719384,0.0013339278266289412,0.03968632233494342,0.9992124979097633,0.028369317535224255,0.9995975909112927,0.03461998078552284,0.9994007284652047
74,3,sbj_P_03,8370,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,311428.0,0.004558576383552826,0.00020384445188914,0.020793760286910365,0.9997838097665656,0.009277512438833416,0.9999569638814737,0.019899791986902657,0.9998019991394389
75,3,sbj_P_03,Dog_6,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,320053.0,0.06400349276952173,0.001754282061471668,0.039313808135052405,0.9992272122449599,0.051044625065436666,0.998697223125964,0.023327200799225768,0.9997279208514361
76,3,sbj_P_03,9220,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,328709.0,0.06074785790116157,0.00153907624754333,0.03875236167306567,0.9992491272323804,0.046929949465963156,0.9988987899215618,0.025252849402521867,0.9996811467985268
77,3,sbj_P_03,Lake_12,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,337460.0,0.09844720233127094,0.002875308059683122,0.05070507217693399,0.9987144978277658,0.05890768653591828,0.9982649422334929,0.034404677133352254,0.9994081590956752
78,3,sbj_P_03,2314,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,346142.0,0.06732554860979927,0.0025253855159067607,0.04243967926145187,0.9990994368120932,0.053297300682833317,0.9985796988699626,0.021974802709655714,0.999758554022936
79,3,sbj_P_03,1750,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,355095.0,0.0982159794474209,0.002385304651058284,0.045330150679447165,0.9989725887196891,0.05663780190783337,0.9983960796975241,0.027219809362820185,0.9996295409891258
80,3,sbj_P_03,8492,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,365298.0,0.10003192470131486,0.0026607025674942717,0.04512118364745728,0.998982039393126,0.05663434937282103,0.9983962752355595,0.02624922251566058,0.9996554891586614
81,3,sbj_P_03,1441,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,374634.0,0.08540715199947836,0.003054561813776585,0.04793309306610751,0.9988512092945577,0.059161082982966726,0.9982499831301412,0.029340783519990934,0.9995695592112165
82,3,sbj_P_03,Flowers_6,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,383606.0,0.007639337262388768,0.00024555555295211444,0.01210654241757973,0.9999267158153455,0.01421604881989243,0.9998989519779748,0.008024642201080755,0.9999678025587719
83,3,sbj_P_03,Yarn_1,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,391162.0,0.006708173266291148,0.00018176159956011297,0.013049774055530346,0.9999148516985501,0.013216501669322079,0.9999126620418125,0.009874627478004619,0.9999512458660856
84,3,sbj_P_03,9331,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,399320.0,0.003968407461204404,0.00010727716404639493,0.008010552671091254,0.9999679155229523,0.009169581362162903,0.9999579593888211,0.00545900417788307,0.9999850996366929
85,3,sbj_P_03,Beach_1,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,409620.0,0.005890149967142263,0.00016842780404072855,0.040780336806959694,0.9991684820649553,0.014891279494750916,0.9998891248975047,0.03940860557043515,0.9992234809034967
86,3,sbj_P_03,2491,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,418566.0,0.009871574024380401,0.00037578493626277254,0.015578774076913741,0.9998786508991307,0.018599432139968508,0.9998270305620358,0.009189117717507522,0.9999577800577869
87,3,sbj_P_03,9360,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_03.mat,427471.0,0.003988305328272752,0.00013137983331444126,0.012672526352290813,0.9999197035379247,0.015068811347320913,0.9998864654622892,0.007603258475488612,0.9999710952302768
