model,modality,task,subject_id,mean_error,max_error,n_rows,hard_subject_flag
mean_baseline_no_training,EEG,valence,34,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EEG,valence,53,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EEG,valence,54,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EEG,valence,57,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EEG,valence,60,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EEG,valence,62,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,5,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,17,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,19,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,20,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,28,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,32,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,36,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,38,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,45,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,59,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,arousal,65,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,10,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,11,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,12,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,17,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,19,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,23,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,25,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,27,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,34,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,53,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,54,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,57,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,60,0.2540322580645161,0.2540322580645161,1,False
mean_baseline_no_training,EMG,valence,62,0.2540322580645161,0.2540322580645161,1,False
ridge_regression_summary_features,EMG,arousal,24,0.2539773367271444,0.2539773367271444,1,False
ridge_regression_summary_features,EMG,arousal,61,0.2537949310664119,0.2537949310664119,1,False
ridge_regression_summary_features,EMG,arousal,10,0.2536169751364269,0.2536169751364269,1,False
ridge_regression_summary_features,EMG,valence,17,0.253506506425189,0.253506506425189,1,False
ridge_regression_summary_features,EEG,arousal,22,0.2533714910664369,0.2533714910664369,1,False
ridge_regression_summary_features,EMG,arousal,25,0.253280233966306,0.253280233966306,1,False
ridge_regression_summary_features,EMG,valence,9,0.2532420053422662,0.2532420053422662,1,False
ridge_regression_summary_features,EEG,arousal,45,0.2532378004885813,0.2532378004885813,1,False
ridge_regression_summary_features,EEG,arousal,43,0.2532299817459691,0.2532299817459691,1,False
ridge_regression_summary_features,EMG,arousal,33,0.2529606157628924,0.2529606157628924,1,False
ridge_regression_summary_features,EMG,valence,16,0.2529151138007183,0.2529151138007183,1,False
ridge_regression_summary_features,EMG,arousal,36,0.2528978342977053,0.2528978342977053,1,False
ridge_regression_summary_features,EEG,arousal,18,0.2527232121109705,0.2527232121109705,1,False
ridge_regression_summary_features,EEG,arousal,15,0.25268029463267,0.25268029463267,1,False
ridge_regression_summary_features,EMG,arousal,42,0.2526044676193304,0.2526044676193304,1,False
ridge_regression_summary_features,EMG,arousal,45,0.252430020057763,0.252430020057763,1,False
ridge_regression_summary_features,EMG,valence,19,0.2520848212178289,0.2520848212178289,1,False
ridge_regression_summary_features,EEG,arousal,57,0.2520796390864857,0.2520796390864857,1,False
ridge_regression_summary_features,EEG,arousal,56,0.2518191352160056,0.2518191352160056,1,False
ridge_regression_summary_features,EMG,arousal,58,0.2518140729958678,0.2518140729958678,1,False
ridge_regression_summary_features,EEG,arousal,47,0.2517841310177254,0.2517841310177254,1,False
ridge_regression_summary_features,EMG,valence,38,0.2516815827739907,0.2516815827739907,1,False
ridge_regression_summary_features,EMG,valence,18,0.2514643048175157,0.2514643048175157,1,False
ridge_regression_summary_features,EMG,valence,11,0.251088354143033,0.251088354143033,1,False
ridge_regression_summary_features,EMG,valence,25,0.2510352803074035,0.2510352803074035,1,False
ridge_regression_summary_features,EMG,valence,12,0.2507356911553956,0.2507356911553956,1,False
ridge_regression_summary_features,EEG,valence,37,0.250643557623968,0.250643557623968,1,False
ridge_regression_summary_features,EMG,valence,28,0.2505666318098974,0.2505666318098974,1,False
ridge_regression_summary_features,EMG,valence,15,0.250564998693579,0.250564998693579,1,False
ridge_regression_summary_features,EEG,arousal,27,0.2504717978592551,0.2504717978592551,1,False
ridge_regression_summary_features,EEG,arousal,37,0.2503150370333427,0.2503150370333427,1,False
ridge_regression_summary_features,EMG,valence,13,0.2503052484433888,0.2503052484433888,1,False
ridge_regression_summary_features,EMG,arousal,30,0.250236626062239,0.250236626062239,1,False
ridge_regression_summary_features,EMG,valence,33,0.250061693305521,0.250061693305521,1,False
ridge_regression_summary_features,EEG,arousal,65,0.2499987532893548,0.2499987532893548,1,False
ridge_regression_summary_features,EEG,arousal,63,0.2496729813582388,0.2496729813582388,1,False
ridge_regression_summary_features,EMG,valence,23,0.2496717157893278,0.2496717157893278,1,False
ridge_regression_summary_features,EMG,valence,45,0.2495168901713669,0.2495168901713669,1,False
ridge_regression_summary_features,EMG,arousal,11,0.2494907604632542,0.2494907604632542,1,False
ridge_regression_summary_features,EMG,valence,57,0.2494400896700431,0.2494400896700431,1,False
ridge_regression_summary_features,EEG,valence,55,0.2493984093569595,0.2493984093569595,1,False
ridge_regression_summary_features,EMG,arousal,23,0.2493452338274044,0.2493452338274044,1,False
ridge_regression_summary_features,EMG,arousal,6,0.2492032324364684,0.2492032324364684,1,False
ridge_regression_summary_features,EEG,arousal,49,0.2491814456239479,0.2491814456239479,1,False
mean_baseline_no_training,EEG,arousal,6,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EEG,arousal,11,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EEG,valence,38,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EMG,arousal,6,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EMG,arousal,11,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EMG,valence,38,0.248991935483871,0.248991935483871,1,False
mean_baseline_no_training,EEG,arousal,23,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,arousal,30,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,arousal,42,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,arousal,55,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,7,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,9,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,13,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,14,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,15,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,16,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,18,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,28,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,32,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,33,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,35,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,44,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,45,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,55,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EEG,valence,63,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,arousal,23,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,arousal,30,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,arousal,42,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,arousal,55,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,7,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,9,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,13,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,14,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,15,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,16,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,18,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,28,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,32,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,33,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,35,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,44,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,45,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,55,0.2489919354838709,0.2489919354838709,1,False
mean_baseline_no_training,EMG,valence,63,0.2489919354838709,0.2489919354838709,1,False
ridge_regression_summary_features,EEG,valence,8,0.2489768157189753,0.2489768157189753,1,False
ridge_regression_summary_features,EMG,valence,54,0.2489383748248243,0.2489383748248243,1,False
ridge_regression_summary_features,EMG,valence,14,0.2488161296197106,0.2488161296197106,1,False
ridge_regression_summary_features,EMG,valence,7,0.2484664038568612,0.2484664038568612,1,False
ridge_regression_summary_features,EEG,arousal,16,0.2483885165236669,0.2483885165236669,1,False
ridge_regression_summary_features,EEG,valence,32,0.2482184440684911,0.2482184440684911,1,False
ridge_regression_summary_features,EEG,valence,43,0.2478956738437012,0.2478956738437012,1,False
ridge_regression_summary_features,EMG,valence,58,0.2478571814466955,0.2478571814466955,1,False
ridge_regression_summary_features,EEG,valence,27,0.2478366267489107,0.2478366267489107,1,False
ridge_regression_summary_features,EMG,valence,44,0.247699627115222,0.247699627115222,1,False
ridge_regression_summary_features,EEG,valence,29,0.2472521943427775,0.2472521943427775,1,False
ridge_regression_summary_features,EEG,valence,60,0.2470367053652344,0.2470367053652344,1,False
ridge_regression_summary_features,EMG,valence,32,0.2461524462799993,0.2461524462799993,1,False
ridge_regression_summary_features,EMG,arousal,54,0.2460618773057675,0.2460618773057675,1,False
ridge_regression_summary_features,EMG,valence,55,0.2460362757807948,0.2460362757807948,1,False
ridge_regression_summary_features,EMG,valence,63,0.2458998601551827,0.2458998601551827,1,False
ridge_regression_summary_features,EEG,arousal,25,0.2456847013701658,0.2456847013701658,1,False
ridge_regression_summary_features,EMG,arousal,55,0.2452770738541621,0.2452770738541621,1,False
ridge_regression_summary_features,EEG,valence,49,0.2444281430149659,0.2444281430149659,1,False
ridge_regression_summary_features,EEG,arousal,26,0.2440859214350984,0.2440859214350984,1,False
ridge_regression_summary_features,EEG,valence,41,0.2438427582470341,0.2438427582470341,1,False
ridge_regression_summary_features,EEG,valence,44,0.2436589552364269,0.2436589552364269,1,False
ridge_regression_summary_features,EEG,arousal,58,0.2431593865563005,0.2431593865563005,1,False
mean_baseline_no_training,EEG,arousal,54,0.2419354838709677,0.2419354838709677,1,False
mean_baseline_no_training,EEG,valence,37,0.2419354838709677,0.2419354838709677,1,False
mean_baseline_no_training,EEG,valence,64,0.2419354838709677,0.2419354838709677,1,False
mean_baseline_no_training,EMG,arousal,54,0.2419354838709677,0.2419354838709677,1,False
mean_baseline_no_training,EMG,valence,37,0.2419354838709677,0.2419354838709677,1,False
mean_baseline_no_training,EMG,valence,64,0.2419354838709677,0.2419354838709677,1,False
ridge_regression_summary_features,EEG,valence,5,0.2417693007077825,0.2417693007077825,1,False
ridge_regression_summary_features,EEG,valence,22,0.2415559194732705,0.2415559194732705,1,False
ridge_regression_summary_features,EEG,valence,16,0.2401320006795433,0.2401320006795433,1,False
ridge_regression_summary_features,EEG,valence,13,0.2391991120225603,0.2391991120225603,1,False
ridge_regression_summary_features,EMG,valence,49,0.2372097763273293,0.2372097763273293,1,False
ridge_regression_summary_features,EMG,valence,64,0.2370359370678635,0.2370359370678635,1,False
ridge_regression_summary_features,EMG,valence,37,0.2354143982671541,0.2354143982671541,1,False
ridge_regression_summary_features,EEG,valence,24,0.234584394434072,0.234584394434072,1,False
ridge_regression_summary_features,EEG,arousal,7,0.2344663995980625,0.2344663995980625,1,False
ridge_regression_summary_features,EMG,arousal,13,0.2342922964540521,0.2342922964540521,1,False
ridge_regression_summary_features,EMG,arousal,37,0.2330184597420199,0.2330184597420199,1,False
ridge_regression_summary_features,EMG,valence,22,0.2329726681338136,0.2329726681338136,1,False
mean_baseline_no_training,EEG,arousal,7,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,arousal,13,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,arousal,41,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,valence,22,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,valence,24,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,valence,41,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EEG,valence,49,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,arousal,7,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,arousal,13,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,arousal,41,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,valence,22,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,valence,24,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,valence,41,0.2328629032258064,0.2328629032258064,1,False
mean_baseline_no_training,EMG,valence,49,0.2328629032258064,0.2328629032258064,1,False
ridge_regression_summary_features,EEG,valence,33,0.2327803285355105,0.2327803285355105,1,False
ridge_regression_summary_features,EEG,arousal,13,0.2314619425061526,0.2314619425061526,1,False
ridge_regression_summary_features,EMG,valence,41,0.2309545379346156,0.2309545379346156,1,False
ridge_regression_summary_features,EEG,arousal,41,0.2302053947040131,0.2302053947040131,1,False
ridge_regression_summary_features,EMG,valence,24,0.2294490621301005,0.2294490621301005,1,False
ridge_regression_summary_features,EMG,arousal,7,0.2285521287708639,0.2285521287708639,1,False
mean_baseline_no_training,EEG,arousal,37,0.2217741935483871,0.2217741935483871,1,False
mean_baseline_no_training,EMG,arousal,37,0.2217741935483871,0.2217741935483871,1,False
