category,article_id,article_title,file_id,file_name,subject_id,size_bytes,size_human,download_url,local_relative_path,include_in_first_stage,include_in_main_protocol,notes
SC/PPG,24680646,SC&PPG modalities,43376988,sbj_P_01.mat,1,599107,585.07 KB,https://ndownloader.figshare.com/files/43376988,unused/SC/PPG/sbj_P_01.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376961,sbj_P_02.mat,2,585386,571.67 KB,https://ndownloader.figshare.com/files/43376961,unused/SC/PPG/sbj_P_02.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376955,sbj_P_03.mat,3,542717,530.00 KB,https://ndownloader.figshare.com/files/43376955,unused/SC/PPG/sbj_P_03.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376958,sbj_P_04.mat,4,510965,498.99 KB,https://ndownloader.figshare.com/files/43376958,unused/SC/PPG/sbj_P_04.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376964,sbj_P_05.mat,5,477658,466.46 KB,https://ndownloader.figshare.com/files/43376964,unused/SC/PPG/sbj_P_05.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376967,sbj_P_06.mat,6,544951,532.18 KB,https://ndownloader.figshare.com/files/43376967,unused/SC/PPG/sbj_P_06.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376979,sbj_P_07.mat,7,527368,515.01 KB,https://ndownloader.figshare.com/files/43376979,unused/SC/PPG/sbj_P_07.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376970,sbj_P_08.mat,8,509973,498.02 KB,https://ndownloader.figshare.com/files/43376970,unused/SC/PPG/sbj_P_08.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376973,sbj_P_09.mat,9,500909,489.17 KB,https://ndownloader.figshare.com/files/43376973,unused/SC/PPG/sbj_P_09.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376982,sbj_P_10.mat,10,492865,481.31 KB,https://ndownloader.figshare.com/files/43376982,unused/SC/PPG/sbj_P_10.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376985,sbj_P_11.mat,11,472900,461.82 KB,https://ndownloader.figshare.com/files/43376985,unused/SC/PPG/sbj_P_11.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376976,sbj_P_12.mat,12,444005,433.60 KB,https://ndownloader.figshare.com/files/43376976,unused/SC/PPG/sbj_P_12.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377012,sbj_P_13.mat,13,605511,591.32 KB,https://ndownloader.figshare.com/files/43377012,unused/SC/PPG/sbj_P_13.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376991,sbj_P_14.mat,14,487333,475.91 KB,https://ndownloader.figshare.com/files/43376991,unused/SC/PPG/sbj_P_14.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377000,sbj_P_15.mat,15,463876,453.00 KB,https://ndownloader.figshare.com/files/43377000,unused/SC/PPG/sbj_P_15.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376994,sbj_P_16.mat,16,509862,497.91 KB,https://ndownloader.figshare.com/files/43376994,unused/SC/PPG/sbj_P_16.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377003,sbj_P_17.mat,17,570733,557.36 KB,https://ndownloader.figshare.com/files/43377003,unused/SC/PPG/sbj_P_17.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377006,sbj_P_18.mat,18,529118,516.72 KB,https://ndownloader.figshare.com/files/43377006,unused/SC/PPG/sbj_P_18.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43376997,sbj_P_19.mat,19,521425,509.20 KB,https://ndownloader.figshare.com/files/43376997,unused/SC/PPG/sbj_P_19.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377009,sbj_P_20.mat,20,477704,466.51 KB,https://ndownloader.figshare.com/files/43377009,unused/SC/PPG/sbj_P_20.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377036,sbj_P_21.mat,21,636449,621.53 KB,https://ndownloader.figshare.com/files/43377036,unused/SC/PPG/sbj_P_21.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377018,sbj_P_22.mat,22,492741,481.19 KB,https://ndownloader.figshare.com/files/43377018,unused/SC/PPG/sbj_P_22.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377015,sbj_P_23.mat,23,521958,509.72 KB,https://ndownloader.figshare.com/files/43377015,unused/SC/PPG/sbj_P_23.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377021,sbj_P_24.mat,24,503975,492.16 KB,https://ndownloader.figshare.com/files/43377021,unused/SC/PPG/sbj_P_24.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377030,sbj_P_25.mat,25,531383,518.93 KB,https://ndownloader.figshare.com/files/43377030,unused/SC/PPG/sbj_P_25.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377024,sbj_P_26.mat,26,499932,488.21 KB,https://ndownloader.figshare.com/files/43377024,unused/SC/PPG/sbj_P_26.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377027,sbj_P_27.mat,27,552784,539.83 KB,https://ndownloader.figshare.com/files/43377027,unused/SC/PPG/sbj_P_27.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377039,sbj_P_28.mat,28,561144,547.99 KB,https://ndownloader.figshare.com/files/43377039,unused/SC/PPG/sbj_P_28.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377033,sbj_P_29.mat,29,473228,462.14 KB,https://ndownloader.figshare.com/files/43377033,unused/SC/PPG/sbj_P_29.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377042,sbj_P_30.mat,30,522360,510.12 KB,https://ndownloader.figshare.com/files/43377042,unused/SC/PPG/sbj_P_30.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377051,sbj_P_31.mat,31,506992,495.11 KB,https://ndownloader.figshare.com/files/43377051,unused/SC/PPG/sbj_P_31.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377048,sbj_P_32.mat,32,520101,507.91 KB,https://ndownloader.figshare.com/files/43377048,unused/SC/PPG/sbj_P_32.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377045,sbj_P_33.mat,33,499241,487.54 KB,https://ndownloader.figshare.com/files/43377045,unused/SC/PPG/sbj_P_33.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377063,sbj_P_34.mat,34,524642,512.35 KB,https://ndownloader.figshare.com/files/43377063,unused/SC/PPG/sbj_P_34.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377054,sbj_P_35.mat,35,494307,482.72 KB,https://ndownloader.figshare.com/files/43377054,unused/SC/PPG/sbj_P_35.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377060,sbj_P_36.mat,36,515990,503.90 KB,https://ndownloader.figshare.com/files/43377060,unused/SC/PPG/sbj_P_36.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377057,sbj_P_37.mat,37,482101,470.80 KB,https://ndownloader.figshare.com/files/43377057,unused/SC/PPG/sbj_P_37.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377078,sbj_P_38.mat,38,532271,519.80 KB,https://ndownloader.figshare.com/files/43377078,unused/SC/PPG/sbj_P_38.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377090,sbj_P_39.mat,39,620356,605.82 KB,https://ndownloader.figshare.com/files/43377090,unused/SC/PPG/sbj_P_39.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377066,sbj_P_40.mat,40,481292,470.01 KB,https://ndownloader.figshare.com/files/43377066,unused/SC/PPG/sbj_P_40.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377093,sbj_P_41.mat,41,653329,638.02 KB,https://ndownloader.figshare.com/files/43377093,unused/SC/PPG/sbj_P_41.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377072,sbj_P_42.mat,42,571426,558.03 KB,https://ndownloader.figshare.com/files/43377072,unused/SC/PPG/sbj_P_42.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377069,sbj_P_43.mat,43,502884,491.10 KB,https://ndownloader.figshare.com/files/43377069,unused/SC/PPG/sbj_P_43.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377081,sbj_P_44.mat,44,471243,460.20 KB,https://ndownloader.figshare.com/files/43377081,unused/SC/PPG/sbj_P_44.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377075,sbj_P_45.mat,45,491035,479.53 KB,https://ndownloader.figshare.com/files/43377075,unused/SC/PPG/sbj_P_45.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377087,sbj_P_46.mat,46,503443,491.64 KB,https://ndownloader.figshare.com/files/43377087,unused/SC/PPG/sbj_P_46.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377111,sbj_P_47.mat,47,472797,461.72 KB,https://ndownloader.figshare.com/files/43377111,unused/SC/PPG/sbj_P_47.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377108,sbj_P_48.mat,48,496995,485.35 KB,https://ndownloader.figshare.com/files/43377108,unused/SC/PPG/sbj_P_48.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377096,sbj_P_49.mat,49,536567,523.99 KB,https://ndownloader.figshare.com/files/43377096,unused/SC/PPG/sbj_P_49.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377105,sbj_P_50.mat,50,485322,473.95 KB,https://ndownloader.figshare.com/files/43377105,unused/SC/PPG/sbj_P_50.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377099,sbj_P_52.mat,52,444019,433.61 KB,https://ndownloader.figshare.com/files/43377099,unused/SC/PPG/sbj_P_52.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377102,sbj_P_53.mat,53,476075,464.92 KB,https://ndownloader.figshare.com/files/43377102,unused/SC/PPG/sbj_P_53.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377117,sbj_P_54.mat,54,490302,478.81 KB,https://ndownloader.figshare.com/files/43377117,unused/SC/PPG/sbj_P_54.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377123,sbj_P_55.mat,55,478051,466.85 KB,https://ndownloader.figshare.com/files/43377123,unused/SC/PPG/sbj_P_55.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377126,sbj_P_56.mat,56,508744,496.82 KB,https://ndownloader.figshare.com/files/43377126,unused/SC/PPG/sbj_P_56.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377114,sbj_P_57.mat,57,499399,487.69 KB,https://ndownloader.figshare.com/files/43377114,unused/SC/PPG/sbj_P_57.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377135,sbj_P_58.mat,58,552808,539.85 KB,https://ndownloader.figshare.com/files/43377135,unused/SC/PPG/sbj_P_58.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377120,sbj_P_59.mat,59,511242,499.26 KB,https://ndownloader.figshare.com/files/43377120,unused/SC/PPG/sbj_P_59.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377138,sbj_P_60.mat,60,525105,512.80 KB,https://ndownloader.figshare.com/files/43377138,unused/SC/PPG/sbj_P_60.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377129,sbj_P_61.mat,61,455615,444.94 KB,https://ndownloader.figshare.com/files/43377129,unused/SC/PPG/sbj_P_61.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377147,sbj_P_62.mat,62,502649,490.87 KB,https://ndownloader.figshare.com/files/43377147,unused/SC/PPG/sbj_P_62.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377144,sbj_P_63.mat,63,499256,487.55 KB,https://ndownloader.figshare.com/files/43377144,unused/SC/PPG/sbj_P_63.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377132,sbj_P_64.mat,64,482934,471.62 KB,https://ndownloader.figshare.com/files/43377132,unused/SC/PPG/sbj_P_64.mat,false,false,Not required for first-stage EEG-EMG project.
SC/PPG,24680646,SC&PPG modalities,43377141,sbj_P_65.mat,65,525526,513.21 KB,https://ndownloader.figshare.com/files/43377141,unused/SC/PPG/sbj_P_65.mat,false,false,Not required for first-stage EEG-EMG project.
metadata,24680694,Supplementary material,44157467,Stimuli_Selection.pdf,,191236,186.75 KB,https://ndownloader.figshare.com/files/44157467,metadata/Stimuli_Selection.pdf,false,false,Documentation only; not required for first-stage download.
