metric,count,mean,median,p05,p95,min,max,thresholds_json,downsample_pass
energy_ratio_gt40hz,2016,0.02016658808727439,0.01412713404357471,0.0045975434025149545,0.057443823337142215,0.0015274138973928677,0.1535801795570032,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
energy_ratio_gt64hz,2016,0.0009347591133352977,0.00047679731158205697,0.000124807786849428,0.0031531069446915985,4.213831592865966e-05,0.014020398991451412,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
stride_vs_poly_z_nrmse,2016,0.028789644053539693,0.026286519667004547,0.015010895564899474,0.051891185416514676,0.00753073520373818,0.10498896549532287,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
stride_vs_poly_z_corr,2016,0.9995134362765709,0.9996545094152827,0.9986536523012751,0.9998873364655244,0.9944886585621112,0.9999716440136464,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
stride_vs_lowpass_z_nrmse,2016,0.025608547804979315,0.02109334841453932,0.009789654779520294,0.05753957917883374,0.003912964805884928,0.12348069257253186,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
stride_vs_lowpass_z_corr,2016,0.9995480366542319,0.9997775352464153,0.9983445983417626,0.9999520813259181,0.992376259280904,0.9999923443532135,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
poly_vs_lowpass_z_nrmse,2016,0.021504700543192357,0.02049513509541634,0.01124871074682239,0.03510873378173781,0.004501273839953958,0.05625240390247909,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
poly_vs_lowpass_z_corr,2016,0.9997426290637723,0.9997899747186084,0.9993836876303925,0.9999367332532558,0.9984178335275963,0.9999898692669088,"{""energy_gt64_p95_max"": 0.005, ""energy_gt64_max_max"": 0.02, ""stride_poly_z_nrmse_p95_max"": 0.075, ""stride_poly_z_nrmse_max_max"": 0.15, ""stride_poly_z_corr_p05_min"": 0.995, ""stride_lowpass_z_nrmse_p95_max"": 0.075, ""stride_lowpass_z_corr_p05_min"": 0.995}",True
