modality,task,n_folds,mean_spearman_rho,std_spearman_rho,min_spearman_rho,max_spearman_rho,folds_positive_spearman,folds_over_010_spearman,folds_under_000_spearman,mean_mae,mean_rmse,mean_baseline_mae,mean_baseline_rmse,delta_vs_mean_baseline_mae_positive_is_better,delta_vs_mean_baseline_rmse_positive_is_better,mean_q33_bal_acc,mean_permutation_control_spearman,decision,reason
EEG,valence,6,-0.010522113541458251,0.0412831491981925,-0.0918338866754408,0.0342908200428656,3,0,3,0.27313349306165197,0.3256268098617037,0.2524529569892473,0.29255926858015163,-0.020680536072404665,-0.03306754128155209,0.5016693297244023,-0.011130770077244034,not_confirmable,Spearman is near zero/unstable and below confirmation threshold
EMG,arousal,6,-0.0197887940153521,0.018887215527518538,-0.0438679741212468,0.0097288548766909,1,0,5,0.25776743680288255,0.2971468720949019,0.25404142228738996,0.29060455378261835,-0.0037260145154925928,-0.006542318312283579,0.47747942486010814,0.009338060991177568,not_confirmable,Spearman is near zero/unstable and below confirmation threshold
EMG,valence,6,0.019171068580299766,0.03301458499729674,-0.0221867884868809,0.0703934891849777,4,0,2,0.27383986981751823,0.3726750009621769,0.2524529569892473,0.29255926858015163,-0.021386912828270932,-0.0801157323820253,0.5070515450953589,0.0033614784728453174,weak_signal_metric_conflict,"Spearman is weakly positive, but MAE/RMSE do not improve over mean baseline"
EEG,arousal,6,0.006946207794990916,0.038349548943378546,-0.0545631245525996,0.0636250786708391,4,0,2,0.26924406072371193,0.31934836073021505,0.25404142228738996,0.29060455378261835,-0.015202638436321969,-0.028743806947596706,0.5048829233537683,0.008219972097111684,weak_signal_metric_conflict,"Spearman is weakly positive, but MAE/RMSE do not improve over mean baseline"
