subject_id,modality,task,label_policy,n,correct,errors,accuracy,error_rate,n_sources,n_recipes,n_folds,variants,recipes,hard_subject_flag
52,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
58,EEG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
63,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
64,EEG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
27,EMG,valence,discard_midpoint,62,31,31,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
6,EMG,valence,discard_midpoint,60,30,30,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EEG,arousal,discard_midpoint,60,30,30,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
46,EMG,valence,discard_midpoint,58,29,29,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
52,EMG,arousal,discard_midpoint,58,29,29,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
32,EMG,arousal,discard_midpoint,56,28,28,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
19,EMG,arousal,discard_midpoint,54,27,27,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
23,EMG,arousal,discard_midpoint,52,26,26,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
38,EEG,arousal,discard_midpoint,52,26,26,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
35,EEG,valence,discard_midpoint,50,25,25,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
35,EMG,valence,discard_midpoint,50,25,25,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
45,EEG,arousal,discard_midpoint,50,25,25,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
33,EEG,arousal,discard_midpoint,48,24,24,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
19,EEG,valence,discard_midpoint,46,23,23,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
19,EMG,valence,discard_midpoint,46,23,23,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
44,EMG,valence,discard_midpoint,44,22,22,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
49,EMG,valence,discard_midpoint,42,21,21,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
37,EEG,arousal,discard_midpoint,40,20,20,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EEG,valence,discard_midpoint,40,20,20,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EEG,valence,midpoint_as_high,192,97,95,0.5052083333333334,0.49479166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
9,EMG,valence,midpoint_as_high,192,97,95,0.5052083333333334,0.49479166666666663,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
24,EEG,arousal,midpoint_as_high,192,97,95,0.5052083333333334,0.49479166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
27,EEG,valence,midpoint_as_high,192,97,95,0.5052083333333334,0.49479166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
61,EEG,valence,midpoint_as_high,192,97,95,0.5052083333333334,0.49479166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
2,EEG,arousal,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
20,EMG,arousal,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
23,EMG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
24,EEG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
39,EMG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
40,EEG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
52,EMG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
65,EEG,valence,midpoint_as_high,192,98,94,0.5104166666666666,0.48958333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
6,EEG,valence,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
11,EEG,valence,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
29,EMG,arousal,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
31,EMG,arousal,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
43,EEG,valence,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
57,EEG,arousal,midpoint_as_high,192,99,93,0.515625,0.484375,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
2,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
5,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
5,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
6,EMG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
7,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
13,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
17,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
19,EMG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
21,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
24,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
25,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
29,EMG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
31,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
34,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
34,EMG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
36,EMG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
38,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
44,EMG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
47,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
50,EMG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
53,EEG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EMG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
58,EMG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
59,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
62,EMG,arousal,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
64,EEG,valence,midpoint_as_low,64,33,31,0.515625,0.484375,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
58,EEG,arousal,discard_midpoint,62,32,30,0.5161290322580645,0.4838709677419355,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
6,EEG,valence,discard_midpoint,60,31,29,0.5166666666666667,0.4833333333333333,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EEG,valence,discard_midpoint,60,31,29,0.5166666666666667,0.4833333333333333,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
10,EMG,arousal,discard_midpoint,60,31,29,0.5166666666666667,0.4833333333333333,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
38,EMG,valence,discard_midpoint,60,31,29,0.5166666666666667,0.4833333333333333,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
1,EMG,arousal,discard_midpoint,58,30,28,0.5172413793103449,0.48275862068965514,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
27,EEG,arousal,discard_midpoint,58,30,28,0.5172413793103449,0.48275862068965514,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
1,EEG,valence,discard_midpoint,54,28,26,0.5185185185185185,0.4814814814814815,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
3,EEG,valence,discard_midpoint,54,28,26,0.5185185185185185,0.4814814814814815,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
45,EEG,valence,discard_midpoint,52,27,25,0.5192307692307693,0.4807692307692307,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
7,EMG,valence,discard_midpoint,50,26,24,0.52,0.48,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
33,EEG,valence,discard_midpoint,50,26,24,0.52,0.48,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EEG,valence,discard_midpoint,50,26,24,0.52,0.48,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EEG,valence,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
15,EEG,arousal,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
38,EEG,valence,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
42,EEG,valence,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
45,EEG,arousal,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
48,EMG,arousal,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
55,EEG,valence,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
59,EEG,valence,midpoint_as_high,192,100,92,0.5208333333333334,0.47916666666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
64,EEG,valence,discard_midpoint,42,22,20,0.5238095238095238,0.47619047619047616,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
31,EEG,valence,midpoint_as_high,192,101,91,0.5260416666666666,0.47395833333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
44,EEG,valence,midpoint_as_high,192,101,91,0.5260416666666666,0.47395833333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
50,EMG,valence,midpoint_as_high,192,101,91,0.5260416666666666,0.47395833333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
54,EEG,valence,midpoint_as_high,192,101,91,0.5260416666666666,0.47395833333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
5,EEG,valence,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
6,EEG,arousal,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
6,EMG,valence,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
16,EMG,valence,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
27,EEG,arousal,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
35,EEG,arousal,midpoint_as_high,192,102,90,0.53125,0.46875,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
1,EMG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EMG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
9,EMG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
13,EMG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
15,EEG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
16,EEG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
20,EEG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
24,EEG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
25,EEG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
29,EMG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
44,EEG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
52,EMG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EEG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EMG,valence,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EEG,arousal,midpoint_as_low,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
62,EMG,arousal,discard_midpoint,64,34,30,0.53125,0.46875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EEG,valence,discard_midpoint,62,33,29,0.532258064516129,0.467741935483871,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
42,EEG,valence,discard_midpoint,60,32,28,0.5333333333333333,0.4666666666666667,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EMG,arousal,discard_midpoint,60,32,28,0.5333333333333333,0.4666666666666667,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
15,EEG,arousal,discard_midpoint,58,31,27,0.5344827586206896,0.4655172413793104,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
31,EEG,valence,discard_midpoint,58,31,27,0.5344827586206896,0.4655172413793104,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
42,EMG,arousal,discard_midpoint,58,31,27,0.5344827586206896,0.4655172413793104,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
50,EEG,arousal,discard_midpoint,58,31,27,0.5344827586206896,0.4655172413793104,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
62,EEG,valence,discard_midpoint,58,31,27,0.5344827586206896,0.4655172413793104,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
25,EMG,valence,discard_midpoint,56,30,26,0.5357142857142857,0.4642857142857143,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
36,EEG,valence,discard_midpoint,56,30,26,0.5357142857142857,0.4642857142857143,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
53,EMG,valence,discard_midpoint,56,30,26,0.5357142857142857,0.4642857142857143,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
59,EEG,arousal,discard_midpoint,56,30,26,0.5357142857142857,0.4642857142857143,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
16,EEG,valence,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
23,EEG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
34,EEG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
35,EEG,valence,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
37,EEG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
43,EEG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
48,EEG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
62,EMG,arousal,midpoint_as_high,192,103,89,0.5364583333333334,0.46354166666666663,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
36,EEG,arousal,discard_midpoint,54,29,25,0.5370370370370371,0.4629629629629629,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
53,EEG,arousal,discard_midpoint,54,29,25,0.5370370370370371,0.4629629629629629,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
10,EEG,valence,discard_midpoint,52,28,24,0.5384615384615384,0.46153846153846156,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EMG,arousal,discard_midpoint,52,28,24,0.5384615384615384,0.46153846153846156,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
32,EMG,valence,discard_midpoint,50,27,23,0.54,0.45999999999999996,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
15,EEG,valence,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
17,EEG,valence,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
53,EMG,valence,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
54,EEG,arousal,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
61,EMG,arousal,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
63,EEG,valence,midpoint_as_high,192,104,88,0.5416666666666666,0.45833333333333337,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
57,EEG,arousal,discard_midpoint,48,26,22,0.5416666666666666,0.45833333333333337,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
5,EEG,arousal,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
20,EEG,valence,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
21,EMG,valence,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
22,EEG,arousal,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
47,EMG,valence,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
50,EEG,valence,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
58,EEG,valence,midpoint_as_high,192,105,87,0.546875,0.453125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
6,EEG,arousal,discard_midpoint,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
11,EEG,arousal,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
11,EEG,valence,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
14,EEG,valence,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
17,EMG,arousal,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
18,EEG,arousal,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
20,EMG,valence,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
21,EMG,valence,midpoint_as_low,64,35,29,0.546875,0.453125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
