subject_id,modality,task,label_policy,n,correct,errors,accuracy,error_rate,n_sources,n_recipes,n_folds,variants,recipes,hard_subject_flag
5,EMG,valence,discard_midpoint,62,28,34,0.45161290322580644,0.5483870967741935,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
9,EEG,valence,discard_midpoint,62,28,34,0.45161290322580644,0.5483870967741935,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
20,EMG,arousal,discard_midpoint,62,28,34,0.45161290322580644,0.5483870967741935,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
34,EMG,valence,midpoint_as_high,192,87,105,0.453125,0.546875,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
38,EMG,arousal,midpoint_as_high,192,87,105,0.453125,0.546875,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
58,EMG,arousal,midpoint_as_high,192,87,105,0.453125,0.546875,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
2,EMG,arousal,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
5,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
7,EEG,arousal,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
10,EEG,arousal,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
16,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
18,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EEG,arousal,discard_midpoint,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
44,EMG,arousal,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
48,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
50,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
52,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
55,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
57,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
58,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
61,EEG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
64,EMG,valence,midpoint_as_low,64,29,35,0.453125,0.546875,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
14,EMG,valence,discard_midpoint,46,21,25,0.45652173913043476,0.5434782608695652,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
1,EEG,arousal,midpoint_as_high,192,88,104,0.4583333333333333,0.5416666666666667,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
15,EMG,valence,midpoint_as_high,192,88,104,0.4583333333333333,0.5416666666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
39,EEG,valence,midpoint_as_high,192,88,104,0.4583333333333333,0.5416666666666667,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
46,EMG,arousal,midpoint_as_high,192,88,104,0.4583333333333333,0.5416666666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
52,EMG,arousal,midpoint_as_high,192,88,104,0.4583333333333333,0.5416666666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
28,EMG,valence,discard_midpoint,50,23,27,0.46,0.54,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
35,EEG,arousal,discard_midpoint,50,23,27,0.46,0.54,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
35,EMG,arousal,discard_midpoint,50,23,27,0.46,0.54,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
45,EMG,arousal,discard_midpoint,50,23,27,0.46,0.54,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
47,EEG,arousal,discard_midpoint,52,24,28,0.46153846153846156,0.5384615384615384,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
3,EMG,valence,discard_midpoint,54,25,29,0.46296296296296297,0.537037037037037,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
26,EEG,valence,discard_midpoint,54,25,29,0.46296296296296297,0.537037037037037,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
54,EMG,valence,discard_midpoint,54,25,29,0.46296296296296297,0.537037037037037,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
59,EEG,valence,discard_midpoint,54,25,29,0.46296296296296297,0.537037037037037,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EMG,arousal,midpoint_as_high,192,89,103,0.4635416666666667,0.5364583333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
34,EMG,arousal,midpoint_as_high,192,89,103,0.4635416666666667,0.5364583333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
43,EMG,valence,midpoint_as_high,192,89,103,0.4635416666666667,0.5364583333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
54,EMG,valence,midpoint_as_high,192,89,103,0.4635416666666667,0.5364583333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
62,EEG,arousal,midpoint_as_high,192,89,103,0.4635416666666667,0.5364583333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
14,EEG,arousal,discard_midpoint,56,26,30,0.4642857142857143,0.5357142857142857,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
39,EEG,valence,discard_midpoint,56,26,30,0.4642857142857143,0.5357142857142857,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EMG,valence,discard_midpoint,56,26,30,0.4642857142857143,0.5357142857142857,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
52,EMG,valence,discard_midpoint,56,26,30,0.4642857142857143,0.5357142857142857,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
22,EEG,arousal,discard_midpoint,58,27,31,0.46551724137931033,0.5344827586206897,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
44,EMG,arousal,discard_midpoint,60,28,32,0.4666666666666667,0.5333333333333333,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
25,EMG,arousal,discard_midpoint,62,29,33,0.46774193548387094,0.532258064516129,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EMG,valence,midpoint_as_high,192,90,102,0.46875,0.53125,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
48,EEG,valence,midpoint_as_high,192,90,102,0.46875,0.53125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
63,EEG,arousal,midpoint_as_high,192,90,102,0.46875,0.53125,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
63,EMG,valence,midpoint_as_high,192,90,102,0.46875,0.53125,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
1,EMG,arousal,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
7,EMG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
14,EMG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
23,EEG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
23,EMG,arousal,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
34,EMG,arousal,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
37,EEG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EMG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
45,EEG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
53,EEG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
54,EEG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
54,EMG,valence,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EMG,arousal,midpoint_as_low,64,30,34,0.46875,0.53125,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
11,EMG,valence,midpoint_as_high,192,91,101,0.4739583333333333,0.5260416666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
19,EEG,valence,midpoint_as_high,192,91,101,0.4739583333333333,0.5260416666666667,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
42,EMG,arousal,midpoint_as_high,192,91,101,0.4739583333333333,0.5260416666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
41,EMG,valence,discard_midpoint,40,19,21,0.475,0.525,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
24,EEG,valence,discard_midpoint,42,20,22,0.47619047619047616,0.5238095238095238,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
55,EEG,valence,discard_midpoint,42,20,22,0.47619047619047616,0.5238095238095238,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
55,EMG,valence,discard_midpoint,42,20,22,0.47619047619047616,0.5238095238095238,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
12,EEG,valence,discard_midpoint,44,21,23,0.4772727272727273,0.5227272727272727,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
14,EEG,valence,discard_midpoint,46,22,24,0.4782608695652174,0.5217391304347826,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
15,EMG,valence,discard_midpoint,46,22,24,0.4782608695652174,0.5217391304347826,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
11,EEG,arousal,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
25,EMG,valence,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
26,EEG,valence,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
28,EMG,valence,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
32,EMG,arousal,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
45,EMG,arousal,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
46,EEG,arousal,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
48,EMG,valence,midpoint_as_high,192,92,100,0.4791666666666667,0.5208333333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
18,EEG,valence,discard_midpoint,50,24,26,0.48,0.52,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
63,EMG,valence,discard_midpoint,50,24,26,0.48,0.52,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
23,EEG,arousal,discard_midpoint,52,25,27,0.4807692307692308,0.5192307692307692,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EEG,arousal,discard_midpoint,52,25,27,0.4807692307692308,0.5192307692307692,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
20,EEG,valence,discard_midpoint,54,26,28,0.48148148148148145,0.5185185185185186,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
64,EEG,arousal,discard_midpoint,54,26,28,0.48148148148148145,0.5185185185185186,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
59,EMG,arousal,discard_midpoint,56,27,29,0.48214285714285715,0.5178571428571428,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EEG,arousal,discard_midpoint,58,28,30,0.4827586206896552,0.5172413793103448,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EMG,valence,discard_midpoint,58,28,30,0.4827586206896552,0.5172413793103448,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EMG,valence,discard_midpoint,60,29,31,0.48333333333333334,0.5166666666666666,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
16,EEG,arousal,discard_midpoint,60,29,31,0.48333333333333334,0.5166666666666666,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
21,EMG,arousal,discard_midpoint,60,29,31,0.48333333333333334,0.5166666666666666,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EEG,arousal,discard_midpoint,60,29,31,0.48333333333333334,0.5166666666666666,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EMG,arousal,discard_midpoint,60,29,31,0.48333333333333334,0.5166666666666666,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
5,EEG,valence,discard_midpoint,62,30,32,0.4838709677419355,0.5161290322580645,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
17,EEG,arousal,discard_midpoint,62,30,32,0.4838709677419355,0.5161290322580645,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
29,EEG,arousal,discard_midpoint,62,30,32,0.4838709677419355,0.5161290322580645,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
56,EMG,valence,discard_midpoint,62,30,32,0.4838709677419355,0.5161290322580645,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
1,EEG,valence,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
12,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
25,EMG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
27,EMG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
28,EEG,valence,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
29,EEG,valence,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
31,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
32,EMG,valence,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
38,EMG,valence,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
40,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
44,EMG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
50,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
56,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
60,EEG,arousal,midpoint_as_high,192,93,99,0.484375,0.515625,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
10,EMG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
30,EMG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
33,EEG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
37,EEG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
38,EMG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
40,EEG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
40,EMG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EMG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
42,EEG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
43,EMG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
46,EMG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
53,EMG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
55,EMG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
55,EMG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
59,EEG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
60,EEG,valence,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
62,EEG,arousal,discard_midpoint,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
65,EEG,arousal,midpoint_as_low,64,31,33,0.484375,0.515625,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
2,EMG,arousal,midpoint_as_high,192,94,98,0.4895833333333333,0.5104166666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
5,EMG,valence,midpoint_as_high,192,94,98,0.4895833333333333,0.5104166666666667,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
36,EEG,valence,midpoint_as_high,192,94,98,0.4895833333333333,0.5104166666666667,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
10,EEG,valence,midpoint_as_high,192,95,97,0.4947916666666667,0.5052083333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
11,EMG,arousal,midpoint_as_high,192,95,97,0.4947916666666667,0.5052083333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
14,EMG,valence,midpoint_as_high,192,95,97,0.4947916666666667,0.5052083333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
41,EMG,valence,midpoint_as_high,192,95,97,0.4947916666666667,0.5052083333333333,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
64,EEG,valence,midpoint_as_high,192,95,97,0.4947916666666667,0.5052083333333333,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
9,EEG,valence,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
21,EEG,arousal,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
46,EMG,valence,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
47,EEG,valence,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
53,EEG,arousal,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
54,EMG,arousal,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,feature_only,mainline_label_policy_ablation","balanced_sampler_ce,ce_class_weighted",False
60,EEG,valence,midpoint_as_high,192,96,96,0.5,0.5,3,2,1,"bsl_stats,mainline_label_policy_ablation,stim_bsl_only","balanced_sampler_ce,ce_class_weighted",False
8,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
8,EMG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
10,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
12,EMG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
15,EMG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
17,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
21,EMG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
26,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
26,EMG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
29,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
38,EEG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
41,EMG,arousal,discard_midpoint,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
45,EMG,arousal,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
50,EMG,valence,midpoint_as_low,64,32,32,0.5,0.5,1,2,1,mainline_label_policy_ablation,"balanced_sampler_ce,ce_class_weighted",False
