split,folds,n_high,subjects_high,zero_rmse_high,model_rmse_high,lift_vs_zero_high,pearson_high,sign_acc_high,mean_subject_improvement_zero_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins_vs_zero,losses_vs_zero,ties_vs_zero,win_margin_vs_zero,missing_stimulus_prior_rate
leave_one_stimulus_out,4,466,63,3.175656944364847,3.1413089496754685,0.034347994689378325,0.10868760133363672,0.5643776824034334,0.03250780514244595,0.008504208369450362,0.05720482531265117,0.0035498225088745564,41,22,0,19,1.0
loso_leave_one_subject_out,4,44,4,3.453301018875448,3.539443587190728,-0.08614256831527989,-0.17823156999096473,0.3409090909090909,-0.06976786332490126,-0.12562731357396761,0.003424203102569634,0.9387030648467577,1,3,0,-2,0.0
random_trial_kfold_subjects_overlap,3,705,63,3.3200506958564273,3.34297254616013,-0.02292185030370275,0.04476881199701505,0.4836879432624113,-0.01599350597910617,-0.03921430592867067,0.009083152964578858,0.8852557372131393,27,36,0,-9,0.0
within_subject_trial_kfold_subjects_overlap,3,692,63,3.3289619301246787,3.3496072499200458,-0.0206453197953671,0.07995633583210002,0.5014450867052023,-0.01673814058165974,-0.04317403285304358,0.011583196669257017,0.8703064846757662,25,38,0,-13,0.0
