path,extension,size_bytes,size_mb,kind,columns,sample_rows,estimated_rows,object_type,dict_keys,shape,dtype,list_len,first_type,npz_keys,npz_shapes,npz_dtypes
docs/roca/eeg_oracle_arch_ablation_valence_raw_a0_a8_current_fold_summary.csv,.csv,66237,0.0632,csv,"[""augmentation_config"", ""target"", ""model"", ""test_subject"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""balanced_accuracy"", ""macro_f1"", ""auroc"", ""dev_mae"", ""dev_rmse"", ""dev_pearson"", ""dev_spearman"", ""dev_sign_acc"", ""true_dev_mean"", ""true_dev_std"", ""pred_dev_mean"", ""pred_dev_std"", ""best_epoch"", ""best_val_rmse_scaled"", ""fit_subjects"", ""val_subjects"", ""outer_train_subjects"", ""y_outer_mean"", ""y_outer_std"", ""final_train_last_loss"", ""oracle_test_checkpoint_selection"", ""arch_config"", ""arch_description""]",20.0,126.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_raw_a0_a8_current_fold_summary.csv,.csv,66071,0.063,csv,"[""augmentation_config"", ""target"", ""model"", ""test_subject"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""balanced_accuracy"", ""macro_f1"", ""auroc"", ""dev_mae"", ""dev_rmse"", ""dev_pearson"", ""dev_spearman"", ""dev_sign_acc"", ""true_dev_mean"", ""true_dev_std"", ""pred_dev_mean"", ""pred_dev_std"", ""best_epoch"", ""best_val_rmse_scaled"", ""fit_subjects"", ""val_subjects"", ""outer_train_subjects"", ""y_outer_mean"", ""y_outer_std"", ""final_train_last_loss"", ""oracle_test_checkpoint_selection"", ""arch_config"", ""arch_description""]",20.0,126.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_binary_metrics.csv,.csv,65690,0.0626,csv,"[""target"", ""k_calibration"", ""model"", ""label_policy"", ""binary_n"", ""accuracy"", ""balanced_accuracy"", ""macro_f1"", ""auroc"", ""n_low"", ""n_high"", ""true_high_rate"", ""pred_high_rate""]",20.0,396.0,,,,,,,,,
docs/idare_calibration_subject_generalization_report.json,.json,63631,0.0607,json,,,,dict,"[""status"", ""created_or_updated_utc"", ""objective"", ""evidence_level"", ""diagnostic_summary"", ""outputs"", ""top_threshold_gains"", ""threshold_instability"", ""subject_difficulty_top"", ""cross_modality_overlap_top"", ""recipe_policy_stability_top"", ""not_authorized""]",,,,,,,
docs/idare_trial_index_probe.json,.json,62580,0.0597,json,,,,dict,"[""summary"", ""samples""]",,,,,,,
docs/idare_label_noise_subject_balance_summary.csv,.csv,61377,0.0585,csv,"[""modality"", ""task"", ""subject_id"", ""fold_id"", ""rating_column"", ""n"", ""rating_mean"", ""rating_std"", ""rating_min"", ""rating_max"", ""exact_midpoint_fraction"", ""near_midpoint_fraction"", ""discard_midpoint_n_valid"", ""discard_midpoint_prop_high"", ""discard_midpoint_n_high"", ""discard_midpoint_n_low"", ""midpoint_as_low_n_valid"", ""midpoint_as_low_prop_high"", ""midpoint_as_low_n_high"", ""midpoint_as_low_n_low"", ""midpoint_as_high_n_valid"", ""midpoint_as_high_prop_high"", ""midpoint_as_high_n_high"", ""midpoint_as_high_n_low"", ""discard_midpoint_abs_subject_prop_skew"", ""midpoint_as_low_abs_subject_prop_skew"", ""midpoint_as_high_abs_subject_prop_skew"", ""mean_prediction_error_rate"", ""max_prediction_error_rate"", ""mean_true_prop_high""]",20.0,252.0,,,,,,,,,
docs/roca/eeg_residual_training_stabilized_smoke_predictions_current.csv,.csv,60969,0.0581,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,384.0,,,,,,,,,
docs/roca/idare_physiology_informed_personalization_challenge_gpu_current_main_metrics.csv,.csv,60006,0.0572,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""ccc"", ""y_true_std"", ""y_pred_std"", ""locked_reference_rmse"", ""locked_reference_model"", ""lift_vs_locked_rmse"", ""subjects"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_ties_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,180.0,,,,,,,,,
docs/roca/idare_physiology_assisted_calibration_sample_reduction_current_sample_reduction_metrics.csv,.csv,59735,0.057,csv,"[""target"", ""feature_block"", ""model"", ""k_calibration"", ""candidate_rmse"", ""locked_B2_k16_rmse"", ""pooled_delta_rmse_candidate_minus_locked_B2"", ""pooled_lift_vs_locked_B2_rmse"", ""subjects_with_pair"", ""mean_delta_rmse_candidate_minus_locked_B2"", ""median_delta_rmse_candidate_minus_locked_B2"", ""ci95_low_mean_delta_candidate_minus_locked_B2"", ""ci95_high_mean_delta_candidate_minus_locked_B2"", ""wins_vs_locked_B2"", ""losses_vs_locked_B2"", ""ties_vs_locked_B2"", ""win_margin_vs_locked_B2"", ""subject_evidence_status"", ""passes_sample_reduction_gate"", ""reason""]",20.0,150.0,,,,,,,,,
.cache/idare_eeg_bsl_stats_smoke.npy,.npy,58752,0.056,npy,,,,,,"[64, 229]",float32,,,,,
docs/roca/idare_physiology_informed_personalization_challenge_smoke_current.json,.json,57999,0.0553,json,,,,dict,"[""out_prefix"", ""targets"", ""blocks"", ""k_values"", ""n_repeats"", ""max_subjects"", ""outputs"", ""verdict"", ""best_ranking_preview""]",,,,,,,
docs/roca/eeg_residual_training_smoke_predictions_current.csv,.csv,57957,0.0553,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,384.0,,,,,,,,,
docs/roca/emg_only_closeout_all_metrics_current.csv,.csv,57124,0.0545,csv,"[""target"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""balanced_accuracy"", ""macro_f1"", ""auroc"", ""dev_rmse"", ""dev_mae"", ""dev_pearson"", ""dev_spearman"", ""dev_sign_acc"", ""pred_dev_std"", ""lift_vs_stimulus_mae"", ""lift_vs_stimulus_rmse"", ""lift_vs_stimulus_pearson"", ""lift_vs_stimulus_spearman"", ""lift_vs_stimulus_ccc"", ""lift_vs_stimulus_balanced_accuracy"", ""lift_vs_stimulus_macro_f1"", ""lift_vs_stimulus_auroc"", ""lift_vs_stimulus_dev_mae"", ""lift_vs_stimulus_dev_rmse"", ""lift_vs_stimulus_dev_pearson"", ""lift_vs_stimulus_dev_spearman"", ""lift_vs_stimulus_dev_sign_acc"", ""lift_vs_stimulus_pred_dev_std"", ""experiment"", ""table"", ""experiment_description"", ""is_stimulus_only"", ""is_residual_model"", ""is_direct_model"", ""is_augmented"", ""subset""]",20.0,96.0,,,,,,,,,
docs/roca/eeg_gaussian_broader_fold_diagnostic_metrics_current.csv,.csv,56964,0.0543,csv,"[""augmentation_config"", ""target"", ""model"", ""test_subject"", ""n"", ""mae"", ""rmse"", ""pearson"", ""balanced_accuracy"", ""auroc"", ""dev_mae"", ""dev_rmse"", ""dev_pearson"", ""dev_sign_acc"", ""true_dev_mean"", ""pred_dev_mean"", ""true_dev_std"", ""pred_dev_std"", ""std_ratio_pred_over_true"", ""lift_vs_stimulus_mae"", ""lift_vs_stimulus_rmse"", ""lift_vs_stimulus_balanced_accuracy"", ""lift_vs_stimulus_auroc"", ""lift_vs_stimulus_dev_mae"", ""lift_vs_stimulus_dev_rmse"", ""lift_vs_stimulus_dev_sign_acc"", ""lift_vs_stimulus_pred_dev_std""]",20.0,160.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_current_best_ranking.csv,.csv,55118,0.0526,csv,"[""target"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_mean"", ""y_true_std"", ""y_pred_mean"", ""y_pred_std"", ""residual_mean"", ""residual_std"", ""stimulus_rmse_reference"", ""lift_vs_stimulus_rmse"", ""locked_reference_model"", ""locked_reference_rmse"", ""lift_vs_locked_reference_rmse"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,132.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_current_main_metrics.csv,.csv,55118,0.0526,csv,"[""target"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_mean"", ""y_true_std"", ""y_pred_mean"", ""y_pred_std"", ""residual_mean"", ""residual_std"", ""stimulus_rmse_reference"", ""lift_vs_stimulus_rmse"", ""locked_reference_model"", ""locked_reference_rmse"", ""lift_vs_locked_reference_rmse"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,132.0,,,,,,,,,
docs/roca/idare_physiology_after_fewshot_audit_current_best_ranking.csv,.csv,54895,0.0524,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_std"", ""y_pred_std"", ""lift_vs_fewshot_rmse"", ""lift_vs_fewshot_mae"", ""lift_vs_fewshot_pearson"", ""fewshot_reference_model""]",20.0,180.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_best_ranking.csv,.csv,53848,0.0514,csv,"[""target"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_mean"", ""y_true_std"", ""y_pred_mean"", ""y_pred_std"", ""residual_mean"", ""residual_std"", ""stimulus_rmse_reference"", ""lift_vs_stimulus_rmse"", ""locked_reference_model"", ""locked_reference_rmse"", ""lift_vs_locked_reference_rmse"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,132.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_main_metrics.csv,.csv,53848,0.0514,csv,"[""target"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_mean"", ""y_true_std"", ""y_pred_mean"", ""y_pred_std"", ""residual_mean"", ""residual_std"", ""stimulus_rmse_reference"", ""lift_vs_stimulus_rmse"", ""locked_reference_model"", ""locked_reference_rmse"", ""lift_vs_locked_reference_rmse"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,132.0,,,,,,,,,
docs/roca/idare_physiology_informed_personalization_challenge_gpu_current_best_ranking.csv,.csv,52686,0.0502,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""n"", ""mae"", ""rmse"", ""pearson"", ""ccc"", ""y_true_std"", ""y_pred_std"", ""locked_reference_rmse"", ""locked_reference_model"", ""lift_vs_locked_rmse"", ""subjects"", ""rmse_wins_vs_locked"", ""rmse_losses_vs_locked"", ""rmse_ties_vs_locked"", ""rmse_win_margin_vs_locked"", ""mean_delta_rmse_model_minus_locked"", ""median_delta_rmse_model_minus_locked"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,150.0,,,,,,,,,
docs/idare_label_semantics_minimal_redesigned_task_first_pass_subject_error_summary.csv,.csv,52638,0.0502,csv,"[""model"", ""modality"", ""task"", ""fold"", ""subject_id"", ""n"", ""mean_abs_error"", ""rmse"", ""target_mean"", ""pred_mean""]",20.0,504.0,,,,,,,,,
docs/roca/idare_high_disagreement_personalization_bridge_current_failure_subjects.csv,.csv,51593,0.0492,csv,"[""target"", ""quantile"", ""feature_block"", ""model"", ""gamma"", ""subject_id"", ""n"", ""locked_rmse"", ""candidate_rmse"", ""improvement_locked_minus_candidate"", ""delta_candidate_minus_locked""]",20.0,320.0,,,,,,,,,
docs/roca/eeg_valence_oracle_diagnostic_subject_current.csv,.csv,51411,0.049,csv,"[""scope"", ""run_group"", ""test_subject"", ""n"", ""subjects"", ""mae"", ""rmse"", ""accuracy"", ""balanced_accuracy"", ""macro_f1"", ""mcc"", ""pred_dev_std"", ""true_dev_std"", ""dev_pearson"", ""auroc"", ""tn"", ""fp"", ""fn"", ""tp""]",20.0,252.0,,,,,,,,,
docs/roca/eeg_arousal_oracle_diagnostic_subject_current.csv,.csv,51347,0.049,csv,"[""scope"", ""run_group"", ""test_subject"", ""n"", ""subjects"", ""mae"", ""rmse"", ""accuracy"", ""balanced_accuracy"", ""macro_f1"", ""mcc"", ""pred_dev_std"", ""true_dev_std"", ""dev_pearson"", ""auroc"", ""tn"", ""fp"", ""fn"", ""tp""]",20.0,252.0,,,,,,,,,
docs/roca/eeg_gaussian10_full_loso_diagnostic_fold_metrics_current.csv,.csv,50965,0.0486,csv,"[""augmentation_config"", ""target"", ""model"", ""test_subject"", ""n"", ""mae"", ""rmse"", ""pearson"", ""balanced_accuracy"", ""auroc"", ""dev_mae"", ""dev_rmse"", ""dev_pearson"", ""dev_sign_acc"", ""true_dev_mean"", ""pred_dev_mean"", ""true_dev_std"", ""pred_dev_std"", ""std_ratio_pred_over_true"", ""mean_abs_true_dev"", ""mean_abs_pred_dev"", ""lift_vs_stimulus_mae"", ""lift_vs_stimulus_rmse"", ""lift_vs_stimulus_pearson"", ""lift_vs_stimulus_balanced_accuracy"", ""lift_vs_stimulus_auroc"", ""lift_vs_stimulus_dev_mae"", ""lift_vs_stimulus_dev_rmse"", ""lift_vs_stimulus_dev_sign_acc"", ""lift_vs_stimulus_pred_dev_std""]",20.0,126.0,,,,,,,,,
docs/roca/idare_failure_subject_physiology_rescue_audit_current_failure_subject_stats.csv,.csv,46673,0.0445,csv,"[""target"", ""quantile"", ""feature_block"", ""model"", ""gamma_physio_blend"", ""subject_id"", ""n_samples_for_pooling"", ""locked_rmse"", ""candidate_rmse"", ""improvement_locked_minus_candidate"", ""delta_candidate_minus_locked""]",20.0,288.0,,,,,,,,,
docs/roca/idare_physiology_after_fewshot_audit_current_subject_winloss.csv,.csv,45865,0.0437,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""subjects"", ""rmse_wins_vs_fewshot"", ""rmse_losses_vs_fewshot"", ""rmse_ties_vs_fewshot"", ""rmse_win_margin_vs_fewshot"", ""mean_delta_rmse_model_minus_fewshot"", ""median_delta_rmse_model_minus_fewshot"", ""worst_regression_delta_rmse"", ""best_gain_delta_rmse""]",20.0,300.0,,,,,,,,,
docs/roca/eeg_arousal_oracle_diagnostic_failure_current.csv,.csv,45781,0.0437,csv,"[""test_subject"", ""oracle_test_checkpoint_rmse"", ""clean_gaussian10_rmse"", ""stimulus_only_oracle_file_rmse"", ""delta_oracle_minus_clean_rmse"", ""delta_oracle_minus_stimulus_rmse"", ""oracle_test_checkpoint_mae"", ""clean_gaussian10_mae"", ""stimulus_only_oracle_file_mae"", ""delta_oracle_minus_clean_mae"", ""delta_oracle_minus_stimulus_mae"", ""oracle_test_checkpoint_accuracy"", ""clean_gaussian10_accuracy"", ""stimulus_only_oracle_file_accuracy"", ""delta_oracle_minus_clean_accuracy"", ""delta_oracle_minus_stimulus_accuracy"", ""oracle_test_checkpoint_balanced_accuracy"", ""clean_gaussian10_balanced_accuracy"", ""stimulus_only_oracle_file_balanced_accuracy"", ""delta_oracle_minus_clean_balanced_accuracy"", ""delta_oracle_minus_stimulus_balanced_accuracy"", ""oracle_test_checkpoint_macro_f1"", ""clean_gaussian10_macro_f1"", ""stimulus_only_oracle_file_macro_f1"", ""delta_oracle_minus_clean_macro_f1"", ""delta_oracle_minus_stimulus_macro_f1"", ""oracle_test_checkpoint_mcc"", ""clean_gaussian10_mcc"", ""stimulus_only_oracle_file_mcc"", ""delta_oracle_minus_clean_mcc"", ""delta_oracle_minus_stimulus_mcc"", ""oracle_test_checkpoint_auroc"", ""clean_gaussian10_auroc"", ""stimulus_only_oracle_file_auroc"", ""delta_oracle_minus_clean_auroc"", ""delta_oracle_minus_stimulus_auroc"", ""oracle_test_checkpoint_dev_pearson"", ""clean_gaussian10_dev_pearson"", ""stimulus_only_oracle_file_dev_pearson"", ""delta_oracle_minus_clean_dev_pearson"", ""oracle_test_checkpoint_pred_dev_std"", ""clean_gaussian10_pred_dev_std"", ""stimulus_only_oracle_file_pred_dev_std"", ""delta_oracle_minus_clean_pred_dev_std"", ""delta_oracle_minus_stimulus_pred_dev_std"", ""failure_score""]",20.0,63.0,,,,,,,,,
docs/idare_label_semantics_minimal_redesigned_task_subject_error_audit.csv,.csv,45756,0.0436,csv,"[""model"", ""modality"", ""task"", ""subject_id"", ""mean_error"", ""max_error"", ""n_rows"", ""hard_subject_flag""]",20.0,504.0,,,,,,,,,
docs/roca/eeg_arousal_oracle_diagnostic_comparison_current.csv,.csv,45209,0.0431,csv,"[""test_subject"", ""oracle_test_checkpoint_rmse"", ""clean_gaussian10_rmse"", ""stimulus_only_oracle_file_rmse"", ""delta_oracle_minus_clean_rmse"", ""delta_oracle_minus_stimulus_rmse"", ""oracle_test_checkpoint_mae"", ""clean_gaussian10_mae"", ""stimulus_only_oracle_file_mae"", ""delta_oracle_minus_clean_mae"", ""delta_oracle_minus_stimulus_mae"", ""oracle_test_checkpoint_accuracy"", ""clean_gaussian10_accuracy"", ""stimulus_only_oracle_file_accuracy"", ""delta_oracle_minus_clean_accuracy"", ""delta_oracle_minus_stimulus_accuracy"", ""oracle_test_checkpoint_balanced_accuracy"", ""clean_gaussian10_balanced_accuracy"", ""stimulus_only_oracle_file_balanced_accuracy"", ""delta_oracle_minus_clean_balanced_accuracy"", ""delta_oracle_minus_stimulus_balanced_accuracy"", ""oracle_test_checkpoint_macro_f1"", ""clean_gaussian10_macro_f1"", ""stimulus_only_oracle_file_macro_f1"", ""delta_oracle_minus_clean_macro_f1"", ""delta_oracle_minus_stimulus_macro_f1"", ""oracle_test_checkpoint_mcc"", ""clean_gaussian10_mcc"", ""stimulus_only_oracle_file_mcc"", ""delta_oracle_minus_clean_mcc"", ""delta_oracle_minus_stimulus_mcc"", ""oracle_test_checkpoint_auroc"", ""clean_gaussian10_auroc"", ""stimulus_only_oracle_file_auroc"", ""delta_oracle_minus_clean_auroc"", ""delta_oracle_minus_stimulus_auroc"", ""oracle_test_checkpoint_dev_pearson"", ""clean_gaussian10_dev_pearson"", ""stimulus_only_oracle_file_dev_pearson"", ""delta_oracle_minus_clean_dev_pearson"", ""oracle_test_checkpoint_pred_dev_std"", ""clean_gaussian10_pred_dev_std"", ""stimulus_only_oracle_file_pred_dev_std"", ""delta_oracle_minus_clean_pred_dev_std"", ""delta_oracle_minus_stimulus_pred_dev_std""]",20.0,63.0,,,,,,,,,
docs/roca/eeg_augmentation_matrix_smoke_history_current.csv,.csv,45023,0.0429,csv,"[""epoch"", ""train_loss"", ""val_rmse_scaled"", ""augmentation_config"", ""stage"", ""test_subject"", ""target"", ""y_fit_mean"", ""y_fit_std"", ""early_stop"", ""y_outer_mean"", ""y_outer_std""]",20.0,408.0,,,,,,,,,
docs/roca/eeg_oracle_arch_a8_vs_a0_subject_delta_current.csv,.csv,44126,0.0421,csv,"[""target"", ""source"", ""test_subject"", ""a0_rmse"", ""a8_rmse"", ""delta_rmse_a8_minus_a0"", ""a0_dev_pearson"", ""a8_dev_pearson"", ""delta_dev_pearson_a8_minus_a0"", ""a0_pred_dev_std"", ""a8_pred_dev_std""]",20.0,252.0,,,,,,,,,
docs/roca/eeg_valence_oracle_diagnostic_failure_current.csv,.csv,43726,0.0417,csv,"[""test_subject"", ""oracle_test_checkpoint_rmse"", ""clean_gaussian10_rmse"", ""stimulus_only_oracle_file_rmse"", ""delta_oracle_minus_clean_rmse"", ""delta_oracle_minus_stimulus_rmse"", ""oracle_test_checkpoint_mae"", ""clean_gaussian10_mae"", ""stimulus_only_oracle_file_mae"", ""delta_oracle_minus_clean_mae"", ""delta_oracle_minus_stimulus_mae"", ""oracle_test_checkpoint_accuracy"", ""clean_gaussian10_accuracy"", ""stimulus_only_oracle_file_accuracy"", ""delta_oracle_minus_clean_accuracy"", ""delta_oracle_minus_stimulus_accuracy"", ""oracle_test_checkpoint_balanced_accuracy"", ""clean_gaussian10_balanced_accuracy"", ""stimulus_only_oracle_file_balanced_accuracy"", ""delta_oracle_minus_clean_balanced_accuracy"", ""delta_oracle_minus_stimulus_balanced_accuracy"", ""oracle_test_checkpoint_macro_f1"", ""clean_gaussian10_macro_f1"", ""stimulus_only_oracle_file_macro_f1"", ""delta_oracle_minus_clean_macro_f1"", ""delta_oracle_minus_stimulus_macro_f1"", ""oracle_test_checkpoint_mcc"", ""clean_gaussian10_mcc"", ""stimulus_only_oracle_file_mcc"", ""delta_oracle_minus_clean_mcc"", ""delta_oracle_minus_stimulus_mcc"", ""oracle_test_checkpoint_auroc"", ""clean_gaussian10_auroc"", ""stimulus_only_oracle_file_auroc"", ""delta_oracle_minus_clean_auroc"", ""delta_oracle_minus_stimulus_auroc"", ""oracle_test_checkpoint_dev_pearson"", ""clean_gaussian10_dev_pearson"", ""stimulus_only_oracle_file_dev_pearson"", ""delta_oracle_minus_clean_dev_pearson"", ""oracle_test_checkpoint_pred_dev_std"", ""clean_gaussian10_pred_dev_std"", ""stimulus_only_oracle_file_pred_dev_std"", ""delta_oracle_minus_clean_pred_dev_std"", ""delta_oracle_minus_stimulus_pred_dev_std"", ""failure_score""]",20.0,63.0,,,,,,,,,
docs/roca/eeg_valence_oracle_diagnostic_comparison_current.csv,.csv,43091,0.0411,csv,"[""test_subject"", ""oracle_test_checkpoint_rmse"", ""clean_gaussian10_rmse"", ""stimulus_only_oracle_file_rmse"", ""delta_oracle_minus_clean_rmse"", ""delta_oracle_minus_stimulus_rmse"", ""oracle_test_checkpoint_mae"", ""clean_gaussian10_mae"", ""stimulus_only_oracle_file_mae"", ""delta_oracle_minus_clean_mae"", ""delta_oracle_minus_stimulus_mae"", ""oracle_test_checkpoint_accuracy"", ""clean_gaussian10_accuracy"", ""stimulus_only_oracle_file_accuracy"", ""delta_oracle_minus_clean_accuracy"", ""delta_oracle_minus_stimulus_accuracy"", ""oracle_test_checkpoint_balanced_accuracy"", ""clean_gaussian10_balanced_accuracy"", ""stimulus_only_oracle_file_balanced_accuracy"", ""delta_oracle_minus_clean_balanced_accuracy"", ""delta_oracle_minus_stimulus_balanced_accuracy"", ""oracle_test_checkpoint_macro_f1"", ""clean_gaussian10_macro_f1"", ""stimulus_only_oracle_file_macro_f1"", ""delta_oracle_minus_clean_macro_f1"", ""delta_oracle_minus_stimulus_macro_f1"", ""oracle_test_checkpoint_mcc"", ""clean_gaussian10_mcc"", ""stimulus_only_oracle_file_mcc"", ""delta_oracle_minus_clean_mcc"", ""delta_oracle_minus_stimulus_mcc"", ""oracle_test_checkpoint_auroc"", ""clean_gaussian10_auroc"", ""stimulus_only_oracle_file_auroc"", ""delta_oracle_minus_clean_auroc"", ""delta_oracle_minus_stimulus_auroc"", ""oracle_test_checkpoint_dev_pearson"", ""clean_gaussian10_dev_pearson"", ""stimulus_only_oracle_file_dev_pearson"", ""delta_oracle_minus_clean_dev_pearson"", ""oracle_test_checkpoint_pred_dev_std"", ""clean_gaussian10_pred_dev_std"", ""stimulus_only_oracle_file_pred_dev_std"", ""delta_oracle_minus_clean_pred_dev_std"", ""delta_oracle_minus_stimulus_pred_dev_std""]",20.0,63.0,,,,,,,,,
docs/roca/emg_augmented_probe_current.json,.json,42763,0.0408,json,,,,dict,"[""protocol"", ""feature_dim"", ""augmentation"", ""ridge_alpha"", ""extratrees_params"", ""preprocessing"", ""important_notes"", ""main_metrics"", ""subset_metrics""]",,,,,,,
docs/roca/emg_expanded_probe_current.json,.json,42722,0.0407,json,,,,dict,"[""protocol"", ""feature_cache"", ""ridge_alpha"", ""extratrees_params"", ""preprocessing"", ""important_notes"", ""main_metrics"", ""subset_metrics""]",,,,,,,
docs/roca/idare_fewshot_calibration_confirmatory_stats_smoke_current_failure_subjects.csv,.csv,41107,0.0392,csv,"[""target"", ""k_calibration"", ""model"", ""subject_id"", ""ref_rmse"", ""model_rmse"", ""rmse_improvement"", ""rmse_worse_than_stimulus"", ""ref_residual_rmse"", ""model_residual_rmse"", ""residual_rmse_improvement"", ""residual_worse_than_stimulus"", ""is_best_candidate""]",20.0,240.0,,,,,,,,,
docs/idare_subject_relative_distribution_shift_summary.csv,.csv,40681,0.0388,csv,"[""modality"", ""task"", ""fold"", ""seed"", ""candidate"", ""base_feature_block"", ""description"", ""leakage_risk"", ""transform_note"", ""feature_dim"", ""n_train"", ""n_val"", ""train_class0"", ""train_class1"", ""val_class0"", ""val_class1"", ""domain_shift_mean_abs_z"", ""domain_shift_centroid_l2"", ""train_class_separation"", ""val_class_separation"", ""val_train_separation_ratio"", ""train_pos_rate"", ""val_pos_rate"", ""val_balance_gap""]",20.0,120.0,,,,,,,,,
docs/roca/eeg_validation_calibrated_smoke_current.json,.json,39722,0.0379,json,,,,dict,"[""protocol"", ""target"", ""cache"", ""models"", ""baseline_note"", ""epochs_max"", ""patience"", ""max_folds"", ""test_subjects"", ""validation_subject_count"", ""loss"", ""calibration"", ""optimizer"", ""device"", ""inputs"", ""main_metrics"", ""subset_metrics"", ""fold_summary"", ""elapsed_sec"", ""notes""]",,,,,,,
docs/roca/idare_subject_calibration_model_family_confirmatory_stats_current_model_family_curve.csv,.csv,39604,0.0378,csv,"[""target"", ""k_calibration"", ""model"", ""locked_reference_model"", ""subjects"", ""candidate_rmse_pooled"", ""locked_reference_rmse_pooled"", ""pooled_lift_vs_locked_reference_rmse"", ""lift_vs_stimulus_rmse"", ""mean_subject_improvement_locked_minus_model"", ""median_subject_improvement_locked_minus_model"", ""ci95_low_mean_subject_improvement"", ""ci95_high_mean_subject_improvement"", ""signflip_p_one_sided_mean_gt_zero"", ""wins"", ""losses"", ""ties"", ""win_margin"", ""sign_test_p_one_sided_wins_gt_losses"", ""passes_confirmatory_metric"", ""pearson"", ""spearman"", ""ccc""]",20.0,132.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_confirmatory_stats_current_paired_subject_stats.csv,.csv,39604,0.0378,csv,"[""target"", ""k_calibration"", ""model"", ""locked_reference_model"", ""subjects"", ""candidate_rmse_pooled"", ""locked_reference_rmse_pooled"", ""pooled_lift_vs_locked_reference_rmse"", ""lift_vs_stimulus_rmse"", ""mean_subject_improvement_locked_minus_model"", ""median_subject_improvement_locked_minus_model"", ""ci95_low_mean_subject_improvement"", ""ci95_high_mean_subject_improvement"", ""signflip_p_one_sided_mean_gt_zero"", ""wins"", ""losses"", ""ties"", ""win_margin"", ""sign_test_p_one_sided_wins_gt_losses"", ""passes_confirmatory_metric"", ""pearson"", ""spearman"", ""ccc""]",20.0,132.0,,,,,,,,,
