target,k_calibration,model,subject_id,n,rmse,mae,pearson,stimulus_rmse_reference,lift_vs_stimulus_rmse
arousal,1,affine_residual_ridge4,48,3100,1.9426469945687592,1.5698751300728409,0.5924923155583345,1.3011013117909087,-0.6415456827778505
arousal,1,affine_residual_ridge4,49,3100,2.443085421296412,1.9571800208116545,0.257385326632848,2.3840166659926387,-0.0590687553037732
arousal,1,affine_residual_ridge4,50,3100,2.0555114661480274,1.6918418314255985,0.6518908518690474,1.388795543989685,-0.6667159221583423
arousal,1,affine_residual_ridge4,52,3100,2.920099565239863,2.376690946930281,0.2826388783219483,2.0120683560748227,-0.9080312091650402
arousal,1,affine_residual_ridge4,53,3100,1.525635394863779,1.2561706555671175,0.7331574207610375,1.1177547737684532,-0.40788062109532586
arousal,1,affine_residual_ridge4,54,3100,2.4170186778440557,1.9772528616024974,0.4340257723342802,1.70055098022174,-0.7164676976223157
arousal,1,affine_residual_ridge4,55,3100,1.398941514244464,1.107086368366285,0.6838017522022695,2.4623477768449216,1.0634062626004577
arousal,1,affine_residual_ridge4,56,3100,1.9541237363722577,1.6033194588969821,0.6490183295766524,1.4506540942617399,-0.5034696421105178
arousal,1,affine_residual_ridge4,57,3100,3.1366204373685203,2.5459001040582727,0.20315356077004199,2.165187693087881,-0.9714327442806394
arousal,1,affine_residual_ridge4,58,3100,1.716348675044735,1.4001248699271591,0.7026159968327746,1.5849259283581874,-0.13142274668654763
arousal,1,affine_residual_ridge4,59,3100,2.3768026201551518,1.9175754422476587,0.4463151224025739,2.0633004436471656,-0.3135021765079862
arousal,1,affine_residual_ridge4,60,3100,2.930293406610817,2.3869198751300726,0.49999851101966786,2.4181372239492838,-0.5121561826615331
arousal,1,affine_residual_ridge4,61,3100,2.4185612989278313,1.9603017689906348,0.5967411250215089,1.8678306704608287,-0.5507306284670026
arousal,1,affine_residual_ridge4,62,3100,3.1221053862576227,2.390041623309053,0.44463110162643404,2.0875129054873764,-1.0345924807702462
arousal,1,affine_residual_ridge4,63,3100,3.192240033025641,2.4946097814776276,0.4347439610494445,2.178536499945574,-1.0137035330800668
arousal,1,affine_residual_ridge4,64,3100,2.202421226629435,1.7501040582726326,0.540173389076006,1.5071979402954705,-0.6952232863339645
arousal,1,affine_residual_ridge4,65,3100,2.4555456161722216,1.9286056191467222,0.6192495947748186,2.027244406045682,-0.42830121012653954
arousal,1,bias_empirical_bayes,1,3100,1.9632668298584126,1.6092508090844468,0.5995076184802074,1.8742396665893948,-0.08902716326901783
