test_subject,oracle_test_checkpoint_rmse,clean_gaussian10_rmse,stimulus_only_oracle_file_rmse,delta_oracle_minus_clean_rmse,delta_oracle_minus_stimulus_rmse,oracle_test_checkpoint_mae,clean_gaussian10_mae,stimulus_only_oracle_file_mae,delta_oracle_minus_clean_mae,delta_oracle_minus_stimulus_mae,oracle_test_checkpoint_accuracy,clean_gaussian10_accuracy,stimulus_only_oracle_file_accuracy,delta_oracle_minus_clean_accuracy,delta_oracle_minus_stimulus_accuracy,oracle_test_checkpoint_balanced_accuracy,clean_gaussian10_balanced_accuracy,stimulus_only_oracle_file_balanced_accuracy,delta_oracle_minus_clean_balanced_accuracy,delta_oracle_minus_stimulus_balanced_accuracy,oracle_test_checkpoint_macro_f1,clean_gaussian10_macro_f1,stimulus_only_oracle_file_macro_f1,delta_oracle_minus_clean_macro_f1,delta_oracle_minus_stimulus_macro_f1,oracle_test_checkpoint_mcc,clean_gaussian10_mcc,stimulus_only_oracle_file_mcc,delta_oracle_minus_clean_mcc,delta_oracle_minus_stimulus_mcc,oracle_test_checkpoint_auroc,clean_gaussian10_auroc,stimulus_only_oracle_file_auroc,delta_oracle_minus_clean_auroc,delta_oracle_minus_stimulus_auroc,oracle_test_checkpoint_dev_pearson,clean_gaussian10_dev_pearson,stimulus_only_oracle_file_dev_pearson,delta_oracle_minus_clean_dev_pearson,oracle_test_checkpoint_pred_dev_std,clean_gaussian10_pred_dev_std,stimulus_only_oracle_file_pred_dev_std,delta_oracle_minus_clean_pred_dev_std,delta_oracle_minus_stimulus_pred_dev_std,failure_score
61,1.781641517291692,1.7332259438072757,1.796584786883719,0.048415573484416274,-0.014943269592027075,1.5020803378882295,1.4299016609513329,1.486391129032258,0.07217867693689661,0.01568920885597147,0.90625,0.9375,0.9375,-0.03125,-0.03125,0.9210526315789473,0.9473684210526316,0.9473684210526316,-0.026315789473684292,-0.026315789473684292,0.9054187192118226,0.9365079365079365,0.9365079365079365,-0.031089217296113913,-0.031089217296113913,0.827170191868511,0.8805899139163632,0.8805899139163632,-0.05341972204785217,-0.05341972204785217,0.9919028340080972,0.9797570850202428,0.9797570850202428,0.012145748987854366,0.012145748987854366,-0.04778248038225342,0.10307371551708233,,-0.15085619589933574,0.20341059187815533,0.029248666460919164,0.0,0.17416192541723616,0.20341059187815533,0.07950479078053019
49,1.1414009094637876,1.3378379370058668,1.3329525449140025,-0.19643702754207926,-0.19155163545021492,0.9067409030166391,1.1358991742472644,1.1310483870967742,-0.22915827123062527,-0.22430748408013512,0.75,0.8125,0.8125,-0.0625,-0.0625,0.8095238095238095,0.8571428571428572,0.8571428571428572,-0.04761904761904767,-0.04761904761904767,0.7490196078431373,0.8095238095238095,0.8095238095238095,-0.060504201680672276,-0.060504201680672276,0.5986618327360926,0.6798418006783489,0.6798418006783489,-0.08117996794225624,-0.08117996794225624,0.8961038961038961,0.9047619047619047,0.906926406926407,-0.008658008658008587,-0.010822510822510956,0.5318030698401276,-0.01954233713693768,,0.5513454069770652,0.7737184790755353,0.057599717608232764,0.0,0.7161187614673025,0.7737184790755353,0.060504201680672276
53,1.0768990087592187,1.0174285597614883,1.117921278029436,0.05947044899773046,-0.04102226927021735,0.854246718360431,0.8188687507018377,0.9208669354838709,0.035377967658593246,-0.0666202171234399,0.9375,0.90625,0.90625,0.03125,0.03125,0.9444444444444444,0.9166666666666667,0.9166666666666667,0.02777777777777768,0.02777777777777768,0.9372549019607843,0.906158357771261,0.906158357771261,0.031096544189523345,0.031096544189523345,0.8819171036881969,0.828416869579514,0.828416869579514,0.053500234108682876,0.053500234108682876,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.0,0.0,-0.00642952640269603,-0.03512590249079941,,0.028696376088103378,0.2246648137222053,0.03920980098447093,0.0,0.18545501273773435,0.2246648137222053,0.05947044899773046
12,1.1745613661865721,1.1692507995200265,1.1831362535147223,0.005310566666545613,-0.00857488732815015,0.9277698919822328,0.9343131650446164,0.9526209677419355,-0.006543273062383559,-0.02485107575970269,0.875,0.90625,0.90625,-0.03125,-0.03125,0.8888888888888888,0.9166666666666667,0.9166666666666667,-0.0277777777777779,-0.0277777777777779,0.875,0.906158357771261,0.906158357771261,-0.03115835777126097,-0.03115835777126097,0.7777777777777778,0.828416869579514,0.828416869579514,-0.0506390918017362,-0.0506390918017362,0.9563492063492063,0.9563492063492063,0.9523809523809523,0.0,0.003968253968253954,0.05152576797081891,0.126587601710853,,-0.0750618337400341,0.27244053877279867,0.108024643971671,0.0,0.16441589480112767,0.27244053877279867,0.03646892443780658
40,1.459949333335961,1.4591320699366452,1.426675927235319,0.0008172633993157596,0.03327340610064189,1.246751999273928,1.236084001234007,1.2253024193548385,0.010667998039920912,0.021449579919089468,0.875,0.875,0.875,0.0,0.0,0.8784313725490196,0.8784313725490196,0.8784313725490196,0.0,0.0,0.875,0.875,0.875,0.0,0.0,0.7568627450980392,0.7568627450980392,0.7568627450980392,0.0,0.0,0.9529411764705882,0.9568627450980391,0.9568627450980391,-0.0039215686274509665,-0.0039215686274509665,-0.3257376006067024,-0.36560371928708535,,0.03986611868038292,0.06325107121670161,0.036674135136473884,0.0,0.026576936080227723,0.06325107121670161,0.03409066949995765
57,1.1191479533143665,1.307105813935815,1.306171564966866,-0.18795786062144848,-0.18702361165249948,0.9603068054612975,1.1635107911038718,1.1633064516129032,-0.20320398564257425,-0.2029996461516057,0.9375,0.96875,0.96875,-0.03125,-0.03125,0.9365079365079365,0.9722222222222222,0.9722222222222222,-0.0357142857142857,-0.0357142857142857,0.9365079365079365,0.9684729064039409,0.9684729064039409,-0.03196496989600439,-0.03196496989600439,0.873015873015873,0.938872452190116,0.938872452190116,-0.06585657917424292,-0.06585657917424292,0.9880952380952381,0.988095238095238,0.988095238095238,1.1102230246251565e-16,1.1102230246251565e-16,0.3503530201148045,0.37409620589045656,,-0.023743185775652043,0.33311300250629766,0.10770133821750458,0.0,0.22541166428879308,0.33311300250629766,0.03196496989600439
23,1.008164860635037,1.0378614035580012,1.045968830053902,-0.029696542922964086,-0.03780396941886499,0.8180923725420921,0.8282000130812848,0.8432459677419354,-0.010107640539192664,-0.02515359519984328,0.875,0.90625,0.90625,-0.03125,-0.03125,0.8888888888888888,0.9166666666666667,0.9166666666666667,-0.0277777777777779,-0.0277777777777779,0.875,0.906158357771261,0.906158357771261,-0.03115835777126097,-0.03115835777126097,0.7777777777777778,0.828416869579514,0.828416869579514,-0.0506390918017362,-0.0506390918017362,0.9841269841269841,0.988095238095238,0.9841269841269841,-0.003968253968253954,0.0,0.18189449196904678,0.08542067592857445,,0.09647381604047232,0.2433407535969765,0.12298455268721661,0.0,0.12035620090975988,0.2433407535969765,0.03115835777126097
44,1.5263692261032427,1.5390346241529402,1.551526240789527,-0.012665398049697574,-0.025157014686284285,1.2755826416847151,1.2987133175872145,1.3150201612903225,-0.023130675902499398,-0.039437519605607374,0.84375,0.875,0.875,-0.03125,-0.03125,0.868421052631579,0.8947368421052632,0.8947368421052632,-0.02631578947368418,-0.02631578947368418,0.8435972629521017,0.8745098039215686,0.8745098039215686,-0.03091254096946694,-0.03091254096946694,0.7294955398698875,0.7769911005144381,0.7769911005144381,-0.04749556064455063,-0.04749556064455063,0.951417004048583,0.951417004048583,0.951417004048583,0.0,0.0,-0.1271075345472346,-0.039303284038383,,-0.08780425050885161,0.1769483169116302,0.0389900338765688,0.0,0.1379582830350614,0.1769483169116302,0.03091254096946694
26,1.4856740552366166,1.7307361736369342,1.5439152284274675,-0.24506211840031766,-0.05824117319085098,1.2583874660174303,1.4352359428750867,1.295866935483871,-0.17684847685765637,-0.03747946946644065,0.8125,0.78125,0.84375,0.03125,-0.03125,0.85,0.825,0.875,0.025000000000000022,-0.025000000000000022,0.8117647058823529,0.7810361681329423,0.8423645320197044,0.030728537749410645,-0.03059982613735146,0.6831300510639732,0.6407232755171874,0.7276068751089989,0.042406775546785735,-0.04447682404502573,0.9416666666666667,0.9375,0.9291666666666667,0.004166666666666652,0.012499999999999956,0.41044845704933675,0.08959224294859958,,0.32085621410073717,0.39248435277306526,0.23277861887879014,0.0,0.15970573389427511,0.39248435277306526,0.03059982613735146
64,1.2183810262522632,1.190589849347343,1.2210553618366922,0.027791176904920167,-0.0026743355844289773,0.9927926821255204,0.961415847697339,0.9959677419354839,0.0313768344281814,-0.0031750598099634653,0.75,0.75,0.75,0.0,0.0,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.0,0.0,0.7408906882591093,0.7408906882591093,0.7408906882591093,0.0,0.0,0.5875955600576714,0.5875955600576714,0.5875955600576714,0.0,0.0,0.8792270531400965,0.8792270531400965,0.8792270531400965,0.0,0.0,-0.2765082354218672,0.08947999425897582,,-0.365988229680843,0.04017549187068855,0.060631719460061365,0.0,-0.020456227589372815,0.04017549187068855,0.027791176904920167
17,1.205597691821398,1.189281491491979,1.1960522994491878,0.01631620032941905,0.009545392372210193,1.0107801367021632,1.0072845143885387,1.0090725806451613,0.0034956223136244358,0.0017075560570019022,0.90625,0.90625,0.90625,0.0,0.0,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.0,0.0,0.906158357771261,0.906158357771261,0.906158357771261,0.0,0.0,0.828416869579514,0.828416869579514,0.828416869579514,0.0,0.0,0.9563492063492063,0.9484126984126984,0.9503968253968255,0.007936507936507908,0.00595238095238082,0.01791154515604544,0.00768898741172826,,0.010222557744317181,0.08609435185298399,0.04220366364029771,0.0,0.043890688212686275,0.08609435185298399,0.025861592701629244
56,1.0961728129349793,1.0811238707137032,1.0985109884654758,0.015048942221276063,-0.0023381755304965335,0.8642621201640593,0.8566399099936499,0.8644153225806452,0.007622210170409427,-0.00015320241658589584,0.9375,0.9375,0.9375,0.0,0.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,0.9375,0.9375,0.9375,0.0,0.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,0.9921568627450981,0.9921568627450981,0.9921568627450981,0.0,0.0,-0.03461415594915226,0.24126975143425658,,-0.27588390738340884,0.04300982656698351,0.022920049153610924,0.0,0.020089777413372586,0.04300982656698351,0.015048942221276063
10,1.0149871774210106,1.0185585667170145,1.0004185843498665,-0.0035713892960038685,0.01456859307114411,0.8064072737670736,0.8095833175603204,0.7928427419354838,-0.0031760437932468744,0.013564531831589788,0.84375,0.84375,0.84375,0.0,0.0,0.875,0.875,0.875,0.0,0.0,0.8423645320197044,0.8423645320197044,0.8423645320197044,0.0,0.0,0.7276068751089989,0.7276068751089989,0.7276068751089989,0.0,0.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.0,0.0,-0.16933738755914898,-0.22134050713452097,,0.05200311957537199,0.06546895490519966,0.049263602508089276,0.0,0.016205352397110385,0.06546895490519966,0.01456859307114411
6,1.1679219934360159,1.1897360786159055,1.1570929690036984,-0.021814085179889586,0.01082902443231748,1.0351628634374757,1.0737493570477208,1.045866935483871,-0.03858649361024513,-0.010704072046395341,0.9375,0.9375,0.9375,0.0,0.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,0.9375,0.9375,0.9375,0.0,0.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,0.984313725490196,0.9803921568627451,0.984313725490196,0.0039215686274509665,0.0,-0.21070229994751985,-0.39744266111489984,,0.18674036116738,0.06296941487161657,0.06540748071771754,0.0,-0.00243806584610097,0.06296941487161657,0.01082902443231748
47,1.8206598486989036,1.8223947317960634,1.8138910213562776,-0.001734883097159745,0.0067688273426260714,1.563582136966227,1.5692328276961378,1.5519153225806452,-0.005650690729910757,0.011666814385581814,0.8125,0.8125,0.8125,0.0,0.0,0.8299595141700404,0.8299595141700404,0.8299595141700404,0.0,0.0,0.8117647058823529,0.8117647058823529,0.8117647058823529,0.0,0.0,0.6494848686351458,0.6494848686351458,0.6494848686351458,0.0,0.0,0.9433198380566803,0.9433198380566803,0.945344129554656,0.0,-0.002024291497975672,-0.1858729106110947,-0.09345188322949476,,-0.09242102738159995,0.023312444497652792,0.07401510151253596,0.0,-0.05070265701488316,0.023312444497652792,0.0067688273426260714
63,1.1431305348048488,1.2209901679603694,1.1374506141295835,-0.07785963315552058,0.005679920675265349,0.9240548774941,1.0085382482717917,0.925907258064516,-0.08448337077769175,-0.0018523805704160345,0.875,0.84375,0.875,0.03125,0.0,0.8947368421052632,0.868421052631579,0.8947368421052632,0.02631578947368418,0.0,0.8745098039215686,0.8435972629521017,0.8745098039215686,0.03091254096946694,0.0,0.7769911005144381,0.7294955398698875,0.7769911005144381,0.04749556064455063,0.0,0.9919028340080972,0.9959514170040487,0.9919028340080972,-0.004048582995951455,0.0,-0.15585256786185425,-0.23468559200008593,,0.07883302413823168,0.03601829206783739,0.2291378274437977,0.0,-0.19311953537596033,0.03601829206783739,0.005679920675265349
30,0.9852886300469541,1.036030346199727,0.9805105223786827,-0.05074171615277279,0.004778107668271359,0.8349867333360883,0.9024707937413095,0.8356854838709676,-0.06748406040522115,-0.0006987505348793333,0.9375,0.9375,0.9375,0.0,0.0,0.9372549019607843,0.9372549019607843,0.9372549019607843,0.0,0.0,0.9372549019607843,0.9372549019607843,0.9372549019607843,0.0,0.0,0.8745098039215686,0.8745098039215686,0.8745098039215686,0.0,0.0,0.9921568627450981,0.9843137254901961,0.9921568627450981,0.007843137254901933,0.0,-0.08285334879960259,-0.19689996303626,,0.11404661423665742,0.03836470858959441,0.19289642661612336,0.0,-0.15453171802652893,0.03836470858959441,0.004778107668271359
28,1.2792626371173195,1.3212926234077855,1.2752203396559423,-0.04202998629046606,0.004042297461377187,1.0309348416114625,1.0837776491943973,1.0181451612903225,-0.0528428075829348,0.012789680321140029,0.84375,0.84375,0.84375,0.0,0.0,0.875,0.875,0.875,0.0,0.0,0.8423645320197044,0.8423645320197044,0.8423645320197044,0.0,0.0,0.7276068751089989,0.7276068751089989,0.7276068751089989,0.0,0.0,0.9750000000000001,0.9708333333333333,0.9750000000000001,0.004166666666666763,0.0,0.15310197173740642,-0.20978255007590077,,0.3628845218133072,0.23951792932925237,0.07018613610713759,0.0,0.16933179322211478,0.23951792932925237,0.004042297461377187
39,1.1678638395953889,1.1660454502531248,1.1755363588632064,0.0018183893422640818,-0.007672519267817535,0.9887631935442235,0.9918701353135714,0.9924395161290323,-0.003106941769347893,-0.0036763225848087666,0.9375,0.9375,0.9375,0.0,0.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,0.9375,0.9375,0.9375,0.0,0.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,0.9686274509803922,0.9686274509803922,0.9686274509803922,0.0,0.0,0.017042991903842362,0.09887689474022537,,-0.081833902836383,0.04980258242694361,0.1134626025373585,0.0,-0.06366002011041488,0.04980258242694361,0.0018183893422640818
65,0.9617459615540666,0.9712516949970911,0.9601897859684009,-0.009505733443024522,0.0015561755856656756,0.8146271431145222,0.8113030941605958,0.8140120967741935,0.0033240489539264617,0.0006150463403287176,0.875,0.875,0.875,0.0,0.0,0.8784313725490196,0.8784313725490196,0.8784313725490196,0.0,0.0,0.875,0.875,0.875,0.0,0.0,0.7568627450980392,0.7568627450980392,0.7568627450980392,0.0,0.0,0.9803921568627451,0.9764705882352941,0.9764705882352941,0.0039215686274509665,0.0039215686274509665,-0.03441051919798019,-0.010154324988764249,,-0.024256194209215938,0.06437035389857626,0.07744457718386445,0.0,-0.013074223285288192,0.06437035389857626,0.0015561755856656756
59,1.3726230248682962,1.3710783346125681,1.3881015443772842,0.0015446902557281206,-0.015478519508987931,1.0834643914617295,1.0688091540300617,1.1154233870967742,0.014655237431667745,-0.031958995635044785,0.78125,0.78125,0.78125,0.0,0.0,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.0,0.0,0.7793103448275862,0.7793103448275862,0.7793103448275862,0.0,0.0,0.598254541756288,0.598254541756288,0.598254541756288,0.0,0.0,0.9041666666666666,0.9041666666666666,0.9041666666666667,0.0,-1.1102230246251565e-16,0.22000249658005538,0.07129098051960907,,0.1487115160604463,0.028658715087491796,0.1434266738374958,0.0,-0.114767958750004,0.028658715087491796,0.0015446902557281206
45,0.9424650746160378,0.9437319006196846,0.9413358052974866,-0.0012668260036468038,0.0011292693185511737,0.756697209781122,0.7566463352117425,0.7525201612903227,5.087456937946655e-05,0.004177048490799251,0.875,0.875,0.875,0.0,0.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.0,0.0,0.8745098039215686,0.8745098039215686,0.8745098039215686,0.0,0.0,0.7769911005144381,0.7769911005144381,0.7769911005144381,0.0,0.0,0.9716599190283401,0.9676113360323887,0.9676113360323887,0.004048582995951455,0.004048582995951455,-0.05356835273110866,-0.338061586814741,,0.28449323408363236,0.04901577592501468,0.021814292347034796,0.0,0.027201483577979885,0.04901577592501468,0.0011292693185511737
15,1.0748186252461014,1.0986454953754865,1.1124100414937979,-0.023826870129385114,-0.03759141624769646,0.8404062128140004,0.8549083305218123,0.856350806451613,-0.014502117707811846,-0.01594459363761258,0.78125,0.78125,0.78125,0.0,0.0,0.8409090909090908,0.8409090909090908,0.8409090909090908,0.0,0.0,0.7757757757757757,0.7757757757757757,0.7757757757757757,0.0,0.0,0.6333004963811235,0.6333004963811235,0.6333004963811235,0.0,0.0,0.8999999999999999,0.8954545454545455,0.8954545454545455,0.004545454545454408,0.004545454545454408,0.27067123983734515,0.31266194020196036,,-0.04199070036461522,0.11702728501457595,0.01926017245620488,0.0,0.09776711255837106,0.11702728501457595,0.0
16,0.9354198999360707,1.136521288195692,1.0159129954676442,-0.20110138825962143,-0.08049309553157358,0.7175908426633381,0.8696132329128459,0.7721774193548387,-0.1520223902495078,-0.05458657669150069,0.8125,0.8125,0.8125,0.0,0.0,0.8299595141700404,0.8299595141700404,0.8299595141700404,0.0,0.0,0.8117647058823529,0.8117647058823529,0.8117647058823529,0.0,0.0,0.6494848686351458,0.6494848686351458,0.6494848686351458,0.0,0.0,0.8987854251012146,0.8987854251012146,0.8947368421052633,0.0,0.004048582995951344,0.10315962281174011,-0.20388764258234887,,0.307047265394089,0.12916213359802853,0.04898482731700953,0.0,0.08017730628101899,0.12916213359802853,0.0
