target,subset,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
arousal,top25_train_entropy,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.26743437365520734,0.24723293986461373,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1.7458397337429594,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,top25_train_entropy,emg_expanded_ridge_residual_noaug,504,1.8169861216760368,2.1676762895048136,0.3159971146415624,0.29196922711283146,0.2430163488954576,0.6107249750581976,0.6098124098124098,0.6453441968739607,2.1676762895048136,1.8169861216760368,0.014082322626646888,0.013214123652858366,0.5059523809523809,0.6530978837878284,-0.07114638793307715,-0.09129400025042855,-0.07665452060462791,0.02453485345762413,-0.0042165909691561365,-0.036714333222480855,-0.04128485595210463,0.022131692716993667,-0.07114638793307737,-0.09129400025042855,,,0.5059523809523809,0.6530978837878284
arousal,top25_train_entropy,emg_expanded_ridge_residual_aug,504,1.837546218161458,2.1920541492194032,0.3058912972570061,0.2932830859139979,0.2451066745774399,0.5984702361157299,0.5970930232558139,0.6481543066178916,2.1920541492194032,1.837546218161458,0.02659962803016872,0.01796680560066078,0.5079365079365079,0.7610933188479355,-0.09170648441849827,-0.11567185996501816,-0.0867603379891842,0.02584871225879054,-0.0021262652871738286,-0.0489690721649485,-0.054004242508700506,0.02494180246092459,-0.09170648441849849,-0.11567185996501816,,,0.5079365079365079,0.7610933188479355
arousal,top25_train_entropy,emg_expanded_extratrees_residual_noaug,504,1.7728909182656243,2.1147251920943284,0.3497141473000684,0.2991587309906971,0.23421575385147145,0.6303791153974061,0.6320450557074644,0.6408879281676089,2.1147251920943284,1.7728909182656243,-0.07250306048415035,-0.07771328042114838,0.4583333333333333,0.27787617454828845,-0.02705118452266464,-0.03834290283994335,-0.0429374879461219,0.03172435733548978,-0.013017186013142279,-0.017060192883272318,-0.019052210057050045,0.017675424010641816,-0.02705118452266486,-0.03834290283994335,,,0.4583333333333333,0.27787617454828845
arousal,top25_train_entropy,emg_expanded_extratrees_residual_aug,504,1.7790561597791836,2.11280628612318,0.3515429648852244,0.2993585590436153,0.233267422671866,0.6339208513468574,0.6361273554256011,0.6432823412038576,2.11280628612318,1.7790561597791836,-0.07459571483045108,-0.07722811676276575,0.4742063492063492,0.26493688678997923,-0.03321642603622399,-0.03642399686879516,-0.04110867036096588,0.031924185388407966,-0.013965517192747717,-0.013518456933821033,-0.014969910338913373,0.020069837046890582,-0.03321642603622421,-0.03642399686879516,,,0.4742063492063492,0.26493688678997923
arousal,top25_train_score_std,stimulus_only,504,1.910426267281106,2.2739644157974346,0.38132695071800077,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346,1.910426267281106,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,top25_train_score_std,emg_expanded_ridge_residual_noaug,504,1.9729877323594538,2.3636078059231806,0.31917825783393683,0.33785948309412456,0.24932516160530047,0.6484375,0.6521035669848361,0.6803838315217391,2.3636078059231806,1.9729877323594538,-0.0011914884315014729,0.007730199745539769,0.5099206349206349,0.6422187717093912,-0.0625614650783477,-0.08964339012574607,-0.06214869288406394,0.035165461534944265,-0.01880838591100295,-0.0013586956521739468,-0.0031695636187316634,0.010377038043478226,-0.0625614650783477,-0.08964339012574607,,,0.5099206349206349,0.6422187717093912
arousal,top25_train_score_std,emg_expanded_ridge_residual_aug,504,1.9958657263179458,2.395270466725975,0.30185612784753973,0.3289746357377881,0.24209741809476076,0.627445652173913,0.6305572728075599,0.6749660326086957,2.395270466725975,1.9958657263179458,-0.001730634596017002,0.0022703729128572252,0.5099206349206349,0.7481147877575496,-0.0854394590368397,-0.12130605092854063,-0.07947082287046103,0.02628061417860783,-0.026036129421542653,-0.02235054347826093,-0.024715857796007823,0.004959239130434834,-0.0854394590368397,-0.12130605092854063,,,0.5099206349206349,0.7481147877575496
arousal,top25_train_score_std,emg_expanded_extratrees_residual_noaug,504,1.930980965897089,2.304699764916799,0.35478582726591756,0.3588107253778985,0.25441137828549576,0.6516304347826087,0.6565279770444763,0.6967900815217392,2.304699764916799,1.930980965897089,-0.050970549489857624,-0.049796695880547366,0.49206349206349204,0.27653140608537913,-0.020554698615982803,-0.030735349119364486,-0.026541123452083204,0.056116703818718194,-0.013722169230807657,0.0018342391304347894,0.0012548464409085636,0.026783288043478293,-0.020554698615982803,-0.030735349119364486,,,0.49206349206349204,0.27653140608537913
arousal,top25_train_score_std,emg_expanded_extratrees_residual_aug,504,1.9305937361251342,2.2996935935518406,0.3591000296351338,0.36440944419804766,0.2571205511379333,0.6520380434782609,0.6571505800202726,0.699711277173913,2.2996935935518406,1.9305937361251344,-0.04246446154062674,-0.036966735670504285,0.4861111111111111,0.26001582169486864,-0.02016746884402809,-0.025729177754405974,-0.022226921082866946,0.06171542263886737,-0.01101299637837011,0.00224184782608694,0.0018774494167048683,0.02970448369565215,-0.020167468844028313,-0.025729177754405974,,,0.4861111111111111,0.26001582169486864
valence,top25_train_entropy,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.33188232475446056,0.2667050643714082,0.20255411162781292,0.5037703065166417,0.39683438424913137,0.6852511007270703,1.3230693666365962,1.0589157706093189,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
valence,top25_train_entropy,emg_expanded_ridge_residual_noaug,504,1.0792664686414484,1.3742471159894447,0.25900319425171764,0.29279901907947437,0.18613367031131461,0.5146004487255184,0.430410534850011,0.683783464633344,1.3742471159894447,1.0792664686414484,-0.01206304042482,-0.01297593243459614,0.49404761904761907,0.3562155261687781,-0.02035069803212952,-0.05117774935284847,-0.07287913050274292,0.02609395470806619,-0.016420441316498308,0.01083014220887668,0.03357615060087965,-0.0014676360937262434,-0.02035069803212952,-0.05117774935284847,,,0.49404761904761907,0.3562155261687781
