target,decision,random_trial_lift,within_subject_lift,leave_one_stimulus_lift,loso_lift,best_subject_overlap_lift,overlap_minus_loso_lift_gap,fixed_eeg_bandpower_reference_lift,loso_minus_fixed_reference_lift,interpretation,recommended_next_action
arousal,MIXED_SPLIT_CONTROL_RESULT_REQUIRES_REVIEW,-0.02292185030370275,-0.0206453197953671,0.034347994689378325,-0.08614256831527989,0.034347994689378325,0.12049056300465821,0.0717248010176145,-0.15786736933289439,The split-control pattern is not clean enough for a single diagnosis. Inspect split summaries and subject outliers.,"Review split-specific subject stats, then decide between subject-adaptation and target/input audit."
