target,artifact_check,split_idx,pearson,spearman,used_in_verdict,why_not_used
arousal,stimulus_residual_split_subjects_not_used,14,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,15,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,16,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,17,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,18,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,19,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,20,-1.0,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,21,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,22,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,23,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,24,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,25,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,26,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,27,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,28,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,29,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,30,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,31,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,32,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,33,-0.9999999999999998,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,34,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,35,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,36,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,37,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,38,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,39,-0.9999999999999999,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,40,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,41,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,42,-1.0,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,43,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,44,-1.0,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,45,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,46,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,47,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,48,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,49,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,50,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,51,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,52,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,53,-0.9999999999999998,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,54,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,55,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,56,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,57,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,58,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,59,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,60,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,61,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,62,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,63,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,64,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,65,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,66,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,67,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,68,-1.0,-0.9996334310850439,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,69,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,70,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,71,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,72,-0.9999999999999997,-0.9996334310850439,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,73,-0.9999999999999993,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,74,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,75,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,76,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,77,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,78,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,79,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,80,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,81,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,82,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,83,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,84,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,85,-1.0,-0.9996334310850439,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,86,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,87,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,88,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,89,-0.9999999999999992,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,90,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,91,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,92,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,93,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,94,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,95,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,96,-1.0,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,97,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,98,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,99,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,100,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,101,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,102,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,103,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,104,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,105,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,106,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,107,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,108,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,109,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,110,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,111,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,112,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,113,-0.9999999999999998,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,114,-0.9999999999999998,-0.9999083535717271,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,115,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,116,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,117,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,118,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,119,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,120,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,121,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,122,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,123,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,124,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,125,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,126,-0.9999999999999999,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,127,-0.9999999999999996,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,128,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,129,-1.0,-0.9996334310850439,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,130,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,131,-1.0,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
arousal,stimulus_residual_split_subjects_not_used,132,-0.9999999999999997,-1.0,False,LOSO residuals are algebraically centered by stimulus; split-subject stimulus residual means can be forced into anti-correlation. Do not interpret near -1 as scientific stimulus reliability.
