target,model,n,rmse,lift_vs_stimulus_rmse,dev_rmse,lift_vs_stimulus_dev_rmse,pearson,spearman,ccc,dev_pearson,dev_sign_acc,pred_dev_std,true_dev_std
arousal,physio_emg_existing_22_ridge,128,2.5497653327761234,-0.051849534889146565,2.5497653327761234,-0.051849534889146565,0.31360379745545186,0.31801910945545964,0.294758634797142,-0.015279635871099196,0.40476190476190477,0.3921456061906133,2.497915797886977
arousal,physio_emg_lagged_interaction_experimental_ridge,128,2.6218105634723377,-0.12389476558536083,2.6386496803815476,-0.14073388249457075,0.2964922208152581,0.30490563781687585,0.2846854786564667,-0.10907699081108549,0.47619047619047616,0.5891771429309888,2.497915797886977
arousal,physio_eeg_entropy_complexity_ridge,128,3.170780799509822,-0.6728650016228452,3.870311196961733,-1.3723953990747564,0.13505169244861287,0.13174425048901942,0.12134547080692523,-0.25563775073925543,0.5158730158730159,2.06213560514032,2.497915797886977
valence,physio_emg_existing_22_ridge,128,1.6457960339385862,-0.11599938804810139,1.665646786142355,-0.13585014025187014,0.8057711815846709,0.8000802711678915,0.802792555439938,0.0230513769201108,0.48333333333333334,0.6933297408039403,1.5297966458904848
valence,physio_eeg_entropy_complexity_ridge,128,1.715265026513982,-0.18546838062349713,1.8448607078741492,-0.31506406198366443,0.7991524814676617,0.7787867880605209,0.790189269248781,0.10463178880635254,0.5666666666666667,1.088248631971305,1.5297966458904848
valence,physio_emg_lagged_interaction_experimental_ridge,128,1.9280416504076614,-0.3982450045171766,2.767076329832785,-1.2372796839423001,0.7497742659333104,0.7155678189346878,0.7480168620907056,-0.0873453186600345,0.4583333333333333,2.1663634344301004,1.5297966458904848
