seed,test_subject,train_rows,val_rows,test_rows,high_threshold,threshold_source,best_epoch,best_monitor,test_high_n,test_all_model_rmse,test_high_zero_rmse,test_high_model_rmse,test_high_lift_vs_zero,test_high_pearson
11,1,1728,256,32,2.2096774193548385,05ajb_confirmatory,1,3.079393409507675,10,1.8764743267931434,2.9690966444122724,3.0339633985258114,-0.06486675411353904,0.7519328520144161
11,2,1728,256,32,2.2096774193548385,05ajb_confirmatory,1,3.2724268977924744,15,2.9173300067445282,3.665606492464102,3.8856523148435826,-0.22004582237948078,-0.5815385320673744
11,3,1728,256,32,2.2096774193548385,05ajb_confirmatory,1,3.339892131022425,5,1.815953761118131,3.2018083834744973,3.188023764459943,0.013784619014554078,0.8849089461258128
11,5,1728,256,32,2.2096774193548385,05ajb_confirmatory,1,3.2743850752575283,9,1.604140915211003,2.891604734522104,2.3543736395114245,0.5372310950106796,-0.150903499835807
