path,extension,size_kb,classes,nn_modules,functions,argparse_flags,imports,architecture_lines,input_lines,split_lines,target_metric_lines,risk_lines,architecture_terms_found,input_terms_found,split_terms_found,target_terms_found,metric_terms_found,forensic_failure_mode_hypothesis,csv_columns,csv_rows_sampled,metric_summary_sample,unique_target_sample,unique_model_sample,unique_arch_config_sample,unique_arch_description_sample,unique_test_subject_sample,unique_fold_sample,unique_task_sample,unique_policy_sample,unique_subject_id_sample,unique_recipe_sample
scripts/roca/05c_eeg_residual_training_stabilized_smoke.py,.py,31.93,EEGResidualDataset,EEGResidualDataset,"parse_args, set_seed, safe_float, clean_json, pearson, spearman, auroc, prediction_metrics, deviation_metrics, md_table, choose_cache, load_inputs, fit_eeg_normalizer, load_normed, loo_train_deviation, heldout_deviation, fit_target_scaler, scale_target, unscale_target, make_model, predict_scaled, evaluate_scaled_rmse, train_with_early_stopping, train_for_fixed_epochs, split_inner_subjects, add_subset_flags, aggregate_main, aggregate_subsets, add_lifts, run_training, main, __init__, __len__, __getitem__","--target, --cache, --max-folds, --epochs, --patience, --batch-size, --lr, --weight-decay, --huber-delta, --val-subject-count, --seed, --num-workers, --dropout, --head-dropout","__future__, argparse, copy, emotion_deap_idare.models.eeg_segment_classifier, json, math, numpy, pandas, pathlib, random, sys, time, torch, torch.nn, torch.utils.data, typing","L41: OUT_MD = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.md"" || L42: OUT_JSON = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.json"" || L43: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_predictions_current.csv"" || L44: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_main_metrics_current.csv"" || L45: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_subset_metrics_current.csv"" || L46: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_fold_summary_current.csv"" || L47: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_history_current.csv"" || L54: MODEL_NAME = ""eeg_bc_residual_huber_norm_stabilized_smoke"" || L213: class EEGResidualDataset(Dataset): || L348: channel_mixer=""mha"",","L32: BC_EEG_NPY = CACHE_DIR / ""idare_eeg_windows_32x640_float32_baseline_corrected.npy"" || L33: BC_EEG_INDEX = CACHE_DIR / ""idare_eeg_cache_index_baseline_corrected.csv"" || L34: RAW_EEG_NPY = CACHE_DIR / ""idare_eeg_windows_32x640_float32.npy"" || L35: RAW_EEG_INDEX = CACHE_DIR / ""idare_eeg_cache_index.csv"" || L61: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"") || L226: if cache_name == ""baseline_corrected"":","L39: FOLD_SAFE_SELECTED = ROCA_DIR / ""fold_safe_selected_stimuli_current.csv"" || L46: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_fold_summary_current.csv"" || L62: p.add_argument(""--max-folds"", type=int, default=6) || L69: p.add_argument(""--val-subject-count"", type=int, default=8) || L234: for path in [eeg_npy, eeg_index, TRIAL_INDEX, STIMULUS_ONLY_PRED, FOLD_SAFE_SELECTED]: || L242: selected = pd.read_csv(FOLD_SAFE_SELECTED) || L246: idx[""subject_id""] = idx[""subject_id""].astype(int) || L258: trial[""subject_id""] = trial[""subject_id""].astype(int) || L261: needed = [""subject_id"", ""stimulus_id"", ""valence_score"", ""arousal_score""] || L270: labels = trial[needed].drop_duplicates([""subject_id"", ""stimulus_id""])","L41: OUT_MD = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.md"" || L42: OUT_JSON = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.json"" || L43: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_predictions_current.csv"" || L44: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_main_metrics_current.csv"" || L45: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_subset_metrics_current.csv"" || L46: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_fold_summary_current.csv"" || L47: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_history_current.csv"" || L50: ""valence"": ""valence_score"", || L51: ""arousal"": ""arousal_score"", || L54: MODEL_NAME = ""eeg_bc_residual_huber_norm_stabilized_smoke"" || L60: p.add_argument(""--target"", choices=[""valence"", ""arousal""], default=""arousal"") || L109: def pearson(y, p): || L119: def spearman(y, p): || L122: return pearson(yr, pr)","L32: BC_EEG_NPY = CACHE_DIR / ""idare_eeg_windows_32x640_float32_baseline_corrected.npy"" || L33: BC_EEG_INDEX = CACHE_DIR / ""idare_eeg_cache_index_baseline_corrected.csv"" || L38: STIMULUS_ONLY_PRED = ROCA_DIR / ""stimulus_only_predictions_current.csv"" || L39: FOLD_SAFE_SELECTED = ROCA_DIR / ""fold_safe_selected_stimuli_current.csv"" || L41: OUT_MD = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.md"" || L42: OUT_JSON = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_current.json"" || L43: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_predictions_current.csv"" || L44: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_main_metrics_current.csv"" || L45: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_subset_metrics_current.csv"" || L46: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_fold_summary_current.csv"" || L47: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_training_stabilized_smoke_history_current.csv"" || L54: MODEL_NAME = ""eeg_bc_residual_huber_norm_stabilized_smoke""","MHA, MIXER, RESIDUAL","idare_eeg_windows_32x640_float32_baseline_corrected.npy, idare_eeg_windows_32x640_float32.npy, idare_eeg_cache_index_baseline_corrected.csv, idare_eeg_cache_index.csv, baseline_corrected, eeg_windows","LOSO, held, held-out, test_subject, fold, val_subject, subject","valence, arousal, residual, deviation, stimulus_mean, score, macro_f1","rmse, mae, pearson, spearman, macro, f1, accuracy, loss",possibly_smoke_or_not_final; old_binary_or_label_semantics_target; uses_short_eeg_window_cache; residual_or_deviation_target_relevant; has_subject_holdout_language,,,,,,,,,,,,,
scripts/roca/05g_eeg_residual_sign_aux_smoke.py,.py,24.39,,,"load_module, parse_args, safe_float, clean_json, residual_sign_labels, residual_sign_accuracy, residual_sign_auroc, add_subset_flags, make_prediction_rows, aggregate_main, aggregate_subsets, add_lifts, run_training, main","--target, --cache, --max-folds, --epochs, --patience, --batch-size, --lr, --weight-decay, --huber-delta, --lambda-sign, --val-subject-count, --seed, --num-workers, --dropout, --head-dropout","__future__, argparse, importlib.util, json, math, numpy, pandas, pathlib, sys, time, torch, typing","L20: BASE_SCRIPT_05D = ROOT / ""scripts"" / ""roca"" / ""05d_eeg_multitask_residual_training_smoke.py"" || L22: OUT_MD = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.md"" || L23: OUT_JSON = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.json"" || L24: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_predictions_current.csv"" || L25: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_main_metrics_current.csv"" || L26: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_subset_metrics_current.csv"" || L27: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_fold_summary_current.csv"" || L28: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_history_current.csv"" || L30: MODEL_NAME = ""eeg_bc_residual_huber_norm_residual_sign_aux_smoke"" || L61: # 05d train helpers expect args.lambda_bce, but here it means residual-sign auxiliary weight.","L52: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"")","L27: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_fold_summary_current.csv"" || L53: p.add_argument(""--max-folds"", type=int, default=6) || L64: p.add_argument(""--val-subject-count"", type=int, default=8) || L130: [""target"", ""test_subject"", ""stimulus_id""] || L135: on=[""target"", ""test_subject"", ""stimulus_id""], || L155: rows = test_df[[""subject_id"", ""stimulus_id""]].rename( || L156: columns={""subject_id"": ""test_subject""} || L275: subjects = sorted(idx[""subject_id""].unique().tolist()) || L276: test_subjects = subjects[: args.max_folds] || L282: print(f""test_subjects: {test_subjects}"")","L20: BASE_SCRIPT_05D = ROOT / ""scripts"" / ""roca"" / ""05d_eeg_multitask_residual_training_smoke.py"" || L22: OUT_MD = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.md"" || L23: OUT_JSON = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.json"" || L24: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_predictions_current.csv"" || L25: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_main_metrics_current.csv"" || L26: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_subset_metrics_current.csv"" || L27: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_fold_summary_current.csv"" || L28: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_history_current.csv"" || L30: MODEL_NAME = ""eeg_bc_residual_huber_norm_residual_sign_aux_smoke"" || L51: p.add_argument(""--target"", choices=[""valence"", ""arousal""], default=""arousal"") || L61: # 05d train helpers expect args.lambda_bce, but here it means residual-sign auxiliary weight. || L97: def residual_sign_labels(residual: np.ndarray) -> np.ndarray: || L98: return (np.asarray(residual, dtype=float) > 0.0).astype(np.float32) || L101: def residual_sign_accuracy(true_dev: np.ndarray, sign_prob: np.ndarray) -> float | None:","L20: BASE_SCRIPT_05D = ROOT / ""scripts"" / ""roca"" / ""05d_eeg_multitask_residual_training_smoke.py"" || L22: OUT_MD = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.md"" || L23: OUT_JSON = ROCA_DIR / ""eeg_residual_sign_aux_smoke_current.json"" || L24: OUT_PRED_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_predictions_current.csv"" || L25: OUT_MAIN_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_main_metrics_current.csv"" || L26: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_subset_metrics_current.csv"" || L27: OUT_FOLD_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_fold_summary_current.csv"" || L28: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_residual_sign_aux_smoke_history_current.csv"" || L30: MODEL_NAME = ""eeg_bc_residual_huber_norm_residual_sign_aux_smoke"" || L52: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"") || L53: p.add_argument(""--max-folds"", type=int, default=6) || L54: p.add_argument(""--epochs"", type=int, default=50)","RESIDUAL, SIGN_AUX",baseline_corrected,"LOSO, held, held-out, test_subject, fold, val_subject, subject","valence, arousal, residual, deviation, stimulus_mean, score, macro_f1","rmse, mae, pearson, spearman, macro, f1, auc, accuracy, loss",possibly_smoke_or_not_final; old_binary_or_label_semantics_target; uses_short_eeg_window_cache; residual_or_deviation_target_relevant; has_subject_holdout_language,,,,,,,,,,,,,
scripts/roca/05u_eeg_oracle_arch_ablation.py,.py,20.2,,,"load_oracle_module, safe_float, clean_json, parse_config_names, parse_args, make_model_factory, args_for_arch, aggregate_main, add_lifts, summarize_best, md_table, write_outputs, main, make_model","--target, --cache, --max-folds, --epochs, --patience, --batch-size, --lr, --weight-decay, --huber-delta, --val-subject-count, --seed, --num-workers, --dropout, --head-dropout, --arch-configs, --augment-config, --clean-inner-validation, --out-prefix","__future__, argparse, copy, emotion_deap_idare.models.eeg_segment_classifier, importlib.util, json, math, numpy, pandas, pathlib, sys, time, torch, typing","L22: ORACLE_SCRIPT = ROOT / ""scripts"" / ""roca"" / ""05o_eeg_oracle_checkpoint_base.py"" || L30: def load_oracle_module(): || L31: if not ORACLE_SCRIPT.exists(): || L32: raise FileNotFoundError(ORACLE_SCRIPT) || L33: spec = importlib.util.spec_from_file_location(""roca_05o_oracle_arch"", ORACLE_SCRIPT) || L35: raise RuntimeError(f""Could not load module spec for {ORACLE_SCRIPT}"") || L37: sys.modules[""roca_05o_oracle_arch""] = module || L42: oracle = load_oracle_module() || L47: ""description"": ""Current model config: lite + GN + concat stem + learnable channel position + MHA mixer."", || L52: ""channel_mixer"": ""mha"",","L209: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"")","L210: p.add_argument(""--max-folds"", type=int, default=63) || L217: p.add_argument(""--val-subject-count"", type=int, default=8) || L363: def write_outputs(args, cfg_names, pred, main, best, fold_df, history_df, elapsed_sec, eeg_npy, eeg_index): || L372: out_fold = ROCA_DIR / f""{prefix}_fold_summary.csv"" || L380: fold_df.to_csv(out_fold, index=False) || L390: ""max_folds"": args.max_folds, || L407: ""fold_summary"": str(out_fold), || L430: fold_cols = [ || L431: ""arch_config"", ""test_subject"", ""best_epoch"", ""best_val_rmse_scaled"", || L445: lines.append(f""- max_folds: `{args.max_folds}`"")","L208: p.add_argument(""--target"", choices=[""valence"", ""arousal""], default=""arousal"") || L278: row.update(oracle.base.deviation_metrics(g)) || L285: lower_is_better = {""mae"", ""rmse"", ""dev_mae"", ""dev_rmse""} || L287: ""mae"", ""rmse"", ""pearson"", ""spearman"", || L288: ""balanced_accuracy"", ""macro_f1"", ""auroc"", || L289: ""dev_mae"", ""dev_rmse"", ""dev_pearson"", ""dev_spearman"", || L322: ""lift_vs_stimulus_rmse"", || L323: ""dev_pearson"", || L325: ""balanced_accuracy"", || L333: by=[""lift_vs_stimulus_rmse"", ""dev_pearson"", ""lift_vs_stimulus_auroc""], || L417: ""Primary decision metrics: lift_vs_stimulus_rmse, dev_pearson, pred_dev_std, AUROC lift, balanced accuracy."", || L418: ""A config is promising only if it improves residual prediction without merely inflating prediction variance."", || L425: ""rmse"", ""lift_vs_stimulus_rmse"", || L426: ""balanced_accuracy"", ""lift_vs_stimulus_balanced_accuracy"",","L22: ORACLE_SCRIPT = ROOT / ""scripts"" / ""roca"" / ""05o_eeg_oracle_checkpoint_base.py"" || L30: def load_oracle_module(): || L31: if not ORACLE_SCRIPT.exists(): || L32: raise FileNotFoundError(ORACLE_SCRIPT) || L33: spec = importlib.util.spec_from_file_location(""roca_05o_oracle_arch"", ORACLE_SCRIPT) || L35: raise RuntimeError(f""Could not load module spec for {ORACLE_SCRIPT}"") || L37: sys.modules[""roca_05o_oracle_arch""] = module || L42: oracle = load_oracle_module() || L209: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"") || L210: p.add_argument(""--max-folds"", type=int, default=63) || L211: p.add_argument(""--epochs"", type=int, default=50) || L218: p.add_argument(""--seed"", type=int, default=20260513)","ATTENTION, MHA, MIXER, MOE, TEMPORAL, RESIDUAL, ORACLE",baseline_corrected,"test_subject, fold, subject","valence, arousal, residual, deviation, macro_f1","rmse, mae, pearson, spearman, macro, f1, accuracy, loss",possibly_smoke_or_not_final; oracle_or_arch_ablation_not_claim_model; old_binary_or_label_semantics_target; uses_short_eeg_window_cache; residual_or_deviation_target_relevant; has_subject_holdout_language,,,,,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_valence_current_predictions.csv,.csv,10946.77,,,,,,,,,,,"MHA, MIXER",,"test_subject, subject","valence, deviation, stimulus_mean, score",,oracle_or_arch_ablation_not_claim_model; residual_or_deviation_target_relevant; has_subject_holdout_language,"test_subject, stimulus_id, target, augmentation_config, model, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, y_pred_deviation_raw, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_clipped, arch_config, arch_description",5000,"y_true_score: min=1, mean=4.9028, max=9 || y_pred_score_raw: min=0.338493, mean=4.91037, max=8.73736 || y_pred_score_clipped: min=1, mean=4.91069, max=8.73736",valence,"stimulus_only, eeg_oracle_arch_A0_current","A0_current, A1_low_dropout","Current model config: lite + GN + concat stem + learnable channel position + MHA mixer., Same as current, but lower regularization. Tests underfitting.","1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_current_predictions.csv,.csv,10911.93,,,,,,,,,,,"MHA, MIXER",,"test_subject, subject","arousal, deviation, stimulus_mean, score",,oracle_or_arch_ablation_not_claim_model; residual_or_deviation_target_relevant; has_subject_holdout_language,"test_subject, stimulus_id, target, augmentation_config, model, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, y_pred_deviation_raw, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_clipped, arch_config, arch_description",5000,"y_true_score: min=1, mean=4.3234, max=9 || y_pred_score_raw: min=-0.340153, mean=4.2757, max=8.81516 || y_pred_score_clipped: min=1, mean=4.27659, max=8.81516",arousal,"stimulus_only, eeg_oracle_arch_A0_current","A0_current, A1_low_dropout","Current model config: lite + GN + concat stem + learnable channel position + MHA mixer., Same as current, but lower regularization. Tests underfitting.","1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/chat_handoff_latest.md,.md,9.74,,,,,,"L26: Evaluate whether auxiliary EMG and trial-aware temporal modeling improve cross-subject EEG emotion recognition. || L103: temporal attention: [8, 32, 320] || L104: channel attention: [8, 32]",,L22: Cross-subject EEG-EMG emotion recognition on DEAP and I-DARE. || L26: Evaluate whether auxiliary EMG and trial-aware temporal modeling improve cross-subject EEG emotion recognition. || L28: The current paper version focuses on within-dataset cross-subject generalization. Cross-dataset transfer between DEAP and I-DARE is intentionally excluded from the current paper version. || L168: - Strict LOSO / subject-held-out evaluation. || L169: - Within-dataset cross-subject evaluation. || L220: positive = same emotion label + different subject || L249: Main protocol subject set: || L252: 63 common EEG+EMG subjects || L253: subject 4 is EMG-only and excluded from main EEG+EMG protocol || L320: Sample subjects checked:,"L12: - Temporary main score-5 policy: `midpoint_as_high`. || L14: - Main baseline: valence macro F1 `0.3953`, arousal macro F1 `0.4825`. || L15: - Discard-midpoint sanity: valence macro F1 `0.3877`, arousal macro F1 `0.4202`. || L174: - Binary valence. || L175: - Binary arousal. || L180: label = 1 if score > 5 || L181: label = 0 if score < 5 || L182: score == 5 is discarded for that task || L222: loss location = trial-level representation, not raw segment level || L415: valence_score || L416: arousal_score || L417: valence_label_gt5 || L418: arousal_label_gt5 || L419: valence_is_discard_score5","L7: Hard rule: every new script/training recipe/experiment runner must start with a smoke test first, such as `--max-runs 2 --epochs 1`, before any full run is proposed. || L12: - Temporary main score-5 policy: `midpoint_as_high`. || L13: - `discard_midpoint` remains a secondary sanity / ablation candidate. || L14: - Main baseline: valence macro F1 `0.3953`, arousal macro F1 `0.4825`. || L15: - Discard-midpoint sanity: valence macro F1 `0.3877`, arousal macro F1 `0.4202`. || L16: - Next technical step: cache-based EEG training-recipe stabilization, smoke-test first. || L90: Main smoke-tested model: || L96: Smoke test result: || L106: GPU smoke test: passed || L452: - Script 20 supports cache-based smoke diagnostics for recipe stabilization. || L466: 4. If continuing technically, propose only a tiny smoke-tested diagnostic, preferably per-class train/validation recall aggregates in script 20 reports. || L467: 5. Do not propose a full experiment until the smoke-first protocol is satisfied and reviewed.","ATTENTION, TEMPORAL",,"LOSO, held, held-out, fold, subject","valence, arousal, score, binary","macro, f1, loss",possibly_smoke_or_not_final; old_binary_or_label_semantics_target; has_subject_holdout_language,,,,,,,,,,,,,
docs/handoff_bundle_latest.md,.md,288.49,,,,,,"L27: Cross-Subject EEG-EMG Emotion Recognition with Trial-Aware Temporal Modeling on DEAP and I-DARE. || L65: - temporal attention: [8, 32, 320] || L66: - channel attention: [8, 32] || L381: 7. EMG will be converted to feature-level descriptors. || L482: Evaluate whether auxiliary EMG and trial-aware temporal modeling improve cross-subject EEG emotion recognition. || L559: temporal attention: [8, 32, 320] || L560: channel attention: [8, 32] || L912: Use window-level EMG features and a shared MLP instead of a raw EMG branch in the main model. || L935: - EEG and EMG may have different temporal dynamics. || L1090: The I-DARE window extraction smoke test passed with this slicing convention. It gives:",,L27: Cross-Subject EEG-EMG Emotion Recognition with Trial-Aware Temporal Modeling on DEAP and I-DARE. || L35: Local dataset folders: || L40: The dataset folders currently exist but are empty. DEAP and I-DARE have not been downloaded yet. || L54: - Repository scaffold exists and was pushed to GitHub. || L79: - Main evaluation: within-dataset cross-subject / strict LOSO. || L92: - positive = same emotion label + different subject || L108: 3. Download datasets into the local dataset folders. || L142: - Local dataset folders created: || L147: - Project scaffold created. || L188: Common EEG+EMG subjects: 63,"L81: - Main tasks: binary valence and binary arousal. || L82: - Label rule: label = 1 if score > 5 else 0; score == 5 is discarded. || L94: - apply contrastive loss at trial-level representation, not raw segment level. || L375: - attach valence and arousal scores from label CSV files. || L376: 5. Apply binary label rule: || L377: - score > 5 -> 1 || L378: - score < 5 -> 0 || L379: - score == 5 -> discard for that specific task || L446: - valence: score > 5 / score < 5 / score == 5 discard || L447: - arousal: score > 5 / score < 5 / score == 5 discard || L630: - Binary valence. || L631: - Binary arousal. || L636: label = 1 if score > 5 || L637: label = 0 if score < 5","L59: - EEGSegmentClassifier-v1 was smoke-tested successfully on GPU. || L60: - Smoke test shapes: || L157: - `EEGSegmentClassifier-v1` GPU smoke test passed. || L546: Main smoke-tested model: || L552: Smoke test result: || L562: GPU smoke test: passed || L1090: The I-DARE window extraction smoke test passed with this slicing convention. It gives: || L1100: Observed resampled EEG lengths can be slightly different from 640 because the I-DARE STIM durations are close to, but not always exactly, 5.000 seconds. The smoke test observed examples such as: || L1142: 1. **EEG-only cross-subject baselines** || L1198: This question is treated as a **later ablation**, not part of the first baseline model. The reason is that contrastive learning can easily be misdesigned in emotion recognition if positive and negative pairs are constructed from stimulus identity alone. || L1244: - both DEAP and I-DARE use valence/arousal ratings compatible with a midpoint-based low/high split, || L1246: - removing midpoint samples gives a cleaner binary task.","CONV, GRU, TRANSFORMER, ATTENTION, MHA, TCN, EEGNET, MIXER, MLP, TEMPORAL",,"LOSO, held, held-out, test_subject, fold, subject","valence, arousal, score, binary","macro, f1, accuracy, loss",possibly_smoke_or_not_final; old_binary_or_label_semantics_target; has_subject_holdout_language,,,,,,,,,,,,,
docs/proposal_v1_1.md,.md,27.9,,,,,,"L5: **Cross-Subject EEG–EMG Emotion Recognition with Trial-Aware Temporal Modeling: A Controlled Study on DEAP and I-DARE** || L15: 3. **Trial-aware temporal modeling** || L30: - fatigue and attention, || L41: 2. Does trial-aware temporal modeling improve performance when labels are provided at the trial level? || L53: ## RQ2 — Contribution of Trial-Aware Temporal Modeling || L59: If temporal sequence encoding is added, does EMG still provide additional value? || L211: -> multi-branch temporal stem || L212: -> depthwise/grouped TCN || L213: -> temporal attention pooling || L215: -> channel self-attention",,"L5: **Cross-Subject EEG–EMG Emotion Recognition with Trial-Aware Temporal Modeling: A Controlled Study on DEAP and I-DARE** || L13: 1. **EEG-only cross-subject baselines** || L19: The paper version described here focuses on **within-dataset cross-subject generalization** on DEAP and I-DARE. || L26: Cross-subject EEG emotion recognition is difficult because EEG signals vary strongly across individuals. These variations are caused by many factors, including: || L31: - subject-specific emotional response patterns, || L34: In emotion recognition, the label is not simply a property of the stimulus. It is a property of the **subjective affective response**. The same stimulus can evoke different emotional responses in different participants. Therefore, a cross-subject model must ge || L40: 1. Does EMG improve EEG-based cross-subject emotion recognition? || L51: Does adding EMG as an auxiliary modality improve cross-subject emotion recognition compared with EEG-only models? || L65: ## RQ5 — Contrastive Learning for Cross-Subject Generalization || L67: Can an affective-response-aware supervised contrastive objective improve cross-subject generalization?","L103: - binary valence classification || L104: - binary arousal classification || L109: label = 1 if score > 5 else 0 || L110: score == 5 -> discard || L115: - both DEAP and I-DARE use valence/arousal ratings compatible with a midpoint-based low/high split, || L116: - score 5 is ambiguous and may increase label noise, || L117: - removing midpoint samples gives a cleaner binary task. || L258: The previous conference model was designed for continuous valence regression on MAHNOB-HCI. For the current project, the model is adapted for: || L260: - binary classification, || L331: Therefore, the main EMG design should not assume strict anatomical equivalence between all EMG channels. || L417: - gives interpretable EMG channel attention scores. || L636: gate behavior for valence vs arousal || L666: ## 9.2 Where to Apply Contrastive Loss || L668: Contrastive loss should be applied to:","L13: 1. **EEG-only cross-subject baselines** || L69: This question is treated as a **later ablation**, not part of the first baseline model. The reason is that contrastive learning can easily be misdesigned in emotion recognition if positive and negative pairs are constructed from stimulus identity alone. || L115: - both DEAP and I-DARE use valence/arousal ratings compatible with a midpoint-based low/high split, || L117: - removing midpoint samples gives a cleaner binary task. || L143: 3. Early stopping must use validation subjects only. || L242: Current smoke-test result: || L251: GPU smoke test: passed on NVIDIA GeForce RTX 5090 || L269: The goal is to keep the encoder compact but stronger than a plain EEGNet-style baseline. || L301: - first establish a raw/minimally processed EEG baseline, || L421: ## 6.5 EMG-Only Baselines || L423: Required baselines: || L842: Baseline:","CONV, GRU, TRANSFORMER, ATTENTION, MHA, TCN, EEGNET, MIXER, MLP, TEMPORAL",,"LOSO, held, held-out, test_subject, fold, subject","valence, arousal, score, binary","macro, f1, accuracy, loss",possibly_smoke_or_not_final; old_binary_or_label_semantics_target; has_subject_holdout_language,,,,,,,,,,,,,
