epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_outer_mean,y_outer_std,oracle_test_checkpoint_selection,early_stop,arch_config,arch_description
1,0.4382908070279706,0.9302210815871013,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
2,0.4342249862609371,0.953619678877038,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
3,0.4285319952234145,0.9527801019990053,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
4,0.42072545496686814,0.8895698959170508,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
5,0.41467677922018115,0.9770335139622627,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
6,0.4004306622570561,0.9122852086676383,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
7,0.38893782251304193,0.9494397557630794,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
8,0.3665101924730885,0.9788046556814652,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
9,0.3413520135706471,0.9997464966123483,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
10,0.32315064365825347,1.1171482579932177,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
11,0.2962323654322855,1.1707317531003345,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
12,0.2602494462363182,1.186718970393409,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
13,0.2396811662662414,1.28695655961545,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
14,0.22239815708129637,1.3747384867646435,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
15,0.18854814335223166,1.3450822448342814,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
16,0.17345404793177882,1.3668197343871726,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
17,0.16342542524779996,1.3028580327690205,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
18,0.1506654602144995,1.2596963573581657,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
19,0.1364052150278322,1.281250537309168,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
20,0.12862292076310805,1.3359883790696427,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
21,0.12469123676419258,1.3664134988319951,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
22,0.12101357045673555,1.3923369696865122,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
23,0.10445832851673326,1.340200554643951,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
24,0.10349028641658445,1.3068845705476426,gaussian_0p10,oracle_test_checkpoint_selection,1,valence,-1.0744093786695063e-17,1.2587906431828473,True,True,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
1,0.442593117394755,1.2289666099133403,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
2,0.42580564320087433,1.2559185492182061,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
3,0.41865018995538833,1.2534362312331233,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
4,0.41190571554245486,1.3123790606038683,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
5,0.40323952849834194,1.3316631496140325,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
6,0.38521921923083646,1.3041012944677146,gaussian_0p10,oracle_test_checkpoint_selection,2,valence,-3.581364595565021e-18,1.252604113559039,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
