target,k_calibration,model,locked_reference_model,subjects,candidate_rmse_pooled,locked_reference_rmse_pooled,pooled_lift_vs_locked_reference_rmse,lift_vs_stimulus_rmse,mean_subject_improvement_locked_minus_model,median_subject_improvement_locked_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins,losses,ties,win_margin,sign_test_p_one_sided_wins_gt_losses,passes_confirmatory_metric,pearson,spearman,ccc
arousal,8,bias_empirical_bayes,bias_shrink4,63,1.7673686239627902,1.766244636482294,-0.001123987480496,0.1757902290734645,0.00028706510098575234,-0.0076599970856447985,-0.004777022457064963,0.005901369973995139,0.45367731613419326,22,41,0,-19,0.9944292962923474,False,0.7113813140046448,0.7066444702616119,0.6770779395173495
arousal,4,bias_shrink2,bias_shrink4,63,1.8046592811078663,1.803261391817789,-0.0013978892900772,0.1392383366573077,0.0005690672587709965,-0.02391471739104367,-0.014433949372091895,0.017685798763529468,0.4782260886955652,19,44,0,-25,0.9995509764106659,False,0.6971525154528613,0.6913566501139738,0.6640390355324766
arousal,8,bias_shrink2,bias_shrink4,63,1.767764575989834,1.766244636482294,-0.0015199395075398,0.1753942770464207,0.0007033178121579137,-0.013268950551423186,-0.007972802154990905,0.010911094488774923,0.44687765611719416,19,44,0,-25,0.9995509764106659,False,0.711611919140123,0.7076620692967002,0.6806648156051777
arousal,2,kernel_residual_shrink4,bias_shrink4,63,1.8502539332990997,1.8481950495622328,-0.0020588837368662,0.0933149364169592,0.0007879263579016516,0.009953169368394521,-0.014438147722637525,0.015030673320794073,0.4591770411479426,40,23,0,17,0.021478272762194606,False,0.6770509026542416,0.666998122599743,0.6259458683175949
arousal,16,bias_shrink1,bias_shrink4,63,1.7370644716533323,1.7343610762407864,-0.0027033954125459,0.2088792460517625,-0.001056498110164835,-0.007511752946128825,-0.005828712599973844,0.0044525239270199425,0.6467176641167942,18,45,0,-27,0.9998316453252668,False,0.7244997824403118,0.723097451395782,0.697039104580173
arousal,2,bias_empirical_bayes,bias_shrink4,63,1.851054202300728,1.8481950495622328,-0.0028591527384946,0.0925146674153307,-0.0029285278283249783,-0.018845409949052927,-0.01271502853683986,0.008050929903199045,0.7053147342632868,20,43,0,-23,0.9988862342445058,False,0.6769835193918253,0.6687063314515372,0.63541698879189
arousal,8,affine_residual_ridge4,bias_shrink4,63,1.7695568736690297,1.766244636482294,-0.0033122371867353,0.1736019793672252,0.017383505686747295,-0.04581600482225667,-0.031428699563529235,0.07015496832025693,0.25963701814909257,24,39,0,-15,0.9785217272378054,False,0.7188959893411736,0.714509345305374,0.706535374932276
arousal,1,bias_empirical_bayes,bias_shrink4,63,1.8944750476692047,1.8904840712391415,-0.0039909764300634,0.0500928266649842,-0.005729631880451803,-0.016252311782592344,-0.014100473205342863,0.003380245755182634,0.8947052647367632,21,42,0,-21,0.9974238014789539,False,0.6580358084977974,0.6455840048233845,0.6121787480516813
arousal,2,bias_shrink2,bias_shrink4,63,1.85312224207062,1.8481950495622328,-0.0049271925083864,0.0904466276454389,-0.0052418541884131946,-0.03621704042017093,-0.025432419579654943,0.017481333491060215,0.6784160791960402,18,45,0,-27,0.9998316453252668,False,0.6769243517411555,0.669783233022137,0.6409641932065319
arousal,1,bias_shrink2,bias_shrink4,63,1.897816268614,1.8904840712391415,-0.0073321973748579,0.0467516057201897,-0.011389795531496223,-0.033955453737323005,-0.029253599084132248,0.009088789419775105,0.872456377181141,16,47,0,-31,0.9999811969393372,False,0.6573079447785214,0.6459723425472639,0.6165934526136659
arousal,16,bias_mean,bias_shrink4,63,1.741924563369308,1.7343610762407864,-0.0075634871285217,0.2040191543357867,-0.00558404645871776,-0.012759255070156295,-0.010939784242505036,0.0007744452926885028,0.9656517174141293,13,50,0,-37,0.9999996270138859,False,0.7234037116947508,0.7231751420657302,0.6991144706341681
arousal,16,bias_shrink8,bias_shrink4,63,1.74344002296543,1.7343610762407864,-0.0090789467246434,0.202503694739665,-0.011005713776370116,0.0017447656280711321,-0.020971990153391903,-0.0025923709819526213,0.9899505024748763,36,27,0,9,0.15675152664822642,False,0.7216042576157791,0.7164556808006349,0.679299316845528
arousal,8,bias_shrink1,bias_shrink4,63,1.775914614154255,1.766244636482294,-0.0096699776719608,0.1672442388819996,-0.006066792915252828,-0.02421293774587796,-0.018812128492416813,0.008565813005298283,0.8024598770061497,16,47,0,-31,0.9999811969393372,False,0.709634096982705,0.707331706887619,0.6838559905608114
arousal,1,bias_shrink8,bias_shrink4,63,1.9050494773089512,1.8904840712391415,-0.0145654060698094,0.0395183970252381,-0.009815175001440038,0.007667398483078625,-0.023589177636118827,0.0019686681471006565,0.9270036498175092,37,26,0,11,0.1036839499284271,False,0.6527944064634026,0.6377487146448942,0.598168175534836
arousal,8,bias_shrink8,bias_shrink4,63,1.7823991498470892,1.766244636482294,-0.0161545133647951,0.1607597031891654,-0.017646079057999114,0.007547695214502381,-0.03503132089482921,-0.002287603039482021,0.9815509224538773,39,24,0,15,0.038462916804804625,False,0.7054898004493876,0.6986422650973609,0.6581596403019288
arousal,16,bias_huber,bias_shrink4,63,1.7518490344879294,1.7343610762407864,-0.017487958247143,0.1940946832171655,-0.01457624831042984,-0.02001873720305647,-0.021462435710401906,-0.006998453051103461,0.99990000499975,14,49,0,-35,0.9999984920239576,False,0.720485181323931,0.7209256101530866,0.6973702280669551
arousal,4,bias_shrink1,bias_shrink4,63,1.8237006076874824,1.803261391817789,-0.0204392158696931,0.1201970100776919,-0.01606579395010115,-0.0499814668492955,-0.03935986185825815,0.011339041944291563,0.8862556872156392,17,46,0,-29,0.9999414722918497,False,0.6921666466729296,0.6890302694720396,0.6677073815507243
arousal,2,bias_shrink8,bias_shrink4,63,1.8699683074173503,1.8481950495622328,-0.021773257855117,0.0736005622987083,-0.017790133845085623,0.009377511892818324,-0.037580481863779595,-0.00047993749332238793,0.9649517524123794,38,25,0,13,0.06495896151127625,False,0.6684359005557293,0.6572345493377365,0.614584273767939
arousal,4,bias_shrink8,bias_shrink4,63,1.8267624258713315,1.803261391817789,-0.0235010340535422,0.1171351918938428,-0.02226607306557421,0.011713512693289685,-0.044132840236745983,-0.0038728389698892756,0.983750812459377,37,26,0,11,0.1036839499284271,False,0.6874216850465569,0.6787420354524922,0.6356771736971595
arousal,16,bias_trimmed_mean,bias_shrink4,63,1.7579824309557293,1.7343610762407864,-0.0236213547149428,0.1879612867493656,-0.020286322336280003,-0.023886240285561522,-0.027811425265703047,-0.011864359530976872,1.0,12,51,0,-39,0.999999916325044,False,0.7186970068156864,0.7191018295619507,0.6958449401273623
arousal,8,bias_mean,bias_shrink4,63,1.7940002140817048,1.766244636482294,-0.0277555775994107,0.1491586389545498,-0.02300133472224114,-0.03896380655300424,-0.037887253328011496,-0.005617952056290246,0.9971501424928754,15,48,0,-33,0.9999944384884997,False,0.7053784016931537,0.7052607975707248,0.685766851929855
arousal,8,affine_residual_ridge1,bias_shrink4,63,1.806900803444741,1.766244636482294,-0.0406561669624465,0.136258049591514,-0.017836532062239802,-0.07404529026300777,-0.0687158947341124,0.03885828338829074,0.7370131493425329,20,43,0,-23,0.9988862342445058,False,0.709432216234545,0.7071716035778655,0.7002210063097585
arousal,8,bias_trimmed_mean,bias_shrink4,63,1.8094994148156665,1.766244636482294,-0.0432547783333723,0.1336594382205882,-0.037437072403476455,-0.05544596833695681,-0.05358303830404545,-0.019143197508266655,0.99990000499975,11,52,0,-41,0.9999999830891574,False,0.7005714488953284,0.7009790007004543,0.6822769649724523
arousal,2,bias_shrink1,bias_shrink4,63,1.8934102088054428,1.8481950495622328,-0.0452151592432095,0.0501586609106159,-0.04214582257115763,-0.09509816976721108,-0.07830472419930755,-0.001330811305387817,0.9814509274536273,16,47,0,-31,0.9999811969393372,False,0.6654288617250764,0.6621285315430815,0.6423493764035353
arousal,8,bias_huber,bias_shrink4,63,1.8126781806932184,1.766244636482294,-0.0464335442109242,0.1304806723430362,-0.040524893350985226,-0.05864096705294086,-0.057093490184123734,-0.021772325539887633,1.0,11,52,0,-41,0.9999999830891574,False,0.6996523674661561,0.7000848180730423,0.6816877724152277
arousal,16,bias_median,bias_shrink4,63,1.78302211327292,1.7343610762407864,-0.0486610370321336,0.1629216044321748,-0.04319084219479761,-0.040398558222814795,-0.05744784737446699,-0.028962181490192765,1.0,10,53,0,-43,0.9999999969458603,False,0.7114031578005038,0.711471773386844,0.6909465433109973
arousal,1,stimulus_only,bias_shrink4,63,1.9445678743341892,1.8904840712391415,-0.0540838030950476,0.0,-0.04145848969431834,8.17288638337299e-05,-0.07198254228602184,-0.014895366019314377,0.9976001199940003,32,31,0,1,0.5,False,0.6342718825559158,0.5985128137427177,0.5793320615980616
arousal,1,bias_shrink1,bias_shrink4,63,1.955309842178586,1.8904840712391415,-0.0648257709394442,-0.0107419678443965,-0.06882226591381152,-0.11186855899062231,-0.10783280539559077,-0.025019609298403824,0.9989000549972501,13,50,0,-37,0.9999996270138859,False,0.6390724827522288,0.6325234584255769,0.6141200497689216
arousal,4,bias_mean,bias_shrink4,63,1.880941367851073,1.803261391817789,-0.0776799760332838,0.0629562499141012,-0.07078872446961552,-0.10960668972940146,-0.09927659345384249,-0.03834646979088231,1.0,10,53,0,-43,0.9999999969458603,False,0.6788308791226512,0.6796790549632594,0.665908106880349
arousal,4,bias_trimmed_mean,bias_shrink4,63,1.880941367851073,1.803261391817789,-0.0776799760332838,0.0629562499141012,-0.07078872446961555,-0.10960668972940146,-0.09934109190748526,-0.03833164750469734,0.999950002499875,10,53,0,-43,0.9999999969458603,False,0.6788308791226512,0.6796785229322122,0.665908106880349
arousal,8,bias_median,bias_shrink4,63,1.849686466822575,1.766244636482294,-0.0834418303402808,0.0934723862136797,-0.07543902935611513,-0.08454160736191119,-0.09705716309697637,-0.052575131597635986,1.0,9,54,0,-45,0.9999999995119163,False,0.6887415596330217,0.6890536204590285,0.673564447842898
arousal,2,stimulus_only,bias_shrink4,63,1.9435688697160587,1.8481950495622328,-0.0953738201538254,0.0,-0.07892569775204668,-0.003697080396891872,-0.12940429036543566,-0.034477055912485156,0.9996500174991251,29,34,0,-5,0.7750187318548888,False,0.6344601235919832,0.5984301034983054,0.5795191622132339
arousal,4,bias_huber,bias_shrink4,63,1.920695786081,1.803261391817789,-0.1174343942632105,0.0232018316841744,-0.1079819804308721,-0.1303656976537526,-0.13953733476691213,-0.07217319823435603,1.0,7,56,0,-49,0.999999999991802,False,0.6674749411244305,0.6684158784909316,0.656920837492385
arousal,4,affine_residual_ridge4,bias_shrink4,63,1.9219847163372965,1.803261391817789,-0.1187233245195071,0.0219129014278778,-0.0964915193691494,-0.15299629538205672,-0.1542156426565116,-0.03406523406762881,0.9988500574971252,15,48,0,-33,0.9999944384884997,False,0.675245974926021,0.6733090431076855,0.6693311907600206
arousal,4,bias_median,bias_shrink4,63,1.9406251780088168,1.803261391817789,-0.1373637861910277,0.0032724397563572,-0.12682163121617995,-0.14543433528734906,-0.16090999649333773,-0.0894525091736585,1.0,7,56,0,-49,0.999999999991802,False,0.6619175816324738,0.6629809868286413,0.6523722768946768
arousal,4,stimulus_only,bias_shrink4,63,1.943897617765174,1.803261391817789,-0.140636225947385,0.0,-0.12272844836292014,-0.012044675695445761,-0.1942001997129987,-0.06129425484948531,0.999950002499875,28,35,0,-7,0.8432484733517734,False,0.6345048928668424,0.598735567696634,0.5795186169321915
arousal,8,stimulus_only,bias_shrink4,63,1.943158853036255,1.766244636482294,-0.1769142165539605,0.0,-0.1596280258176331,-0.025804185449824768,-0.247312551425401,-0.08279084575853018,1.0,27,36,0,-9,0.8963160500715729,False,0.6346526872870675,0.5990258690091764,0.5797835914814322
arousal,16,stimulus_only,bias_shrink4,63,1.9459437177050949,1.7343610762407864,-0.2115826414643085,0.0,-0.19603142966232123,-0.055683046905093736,-0.2919270141720446,-0.11151033252835475,1.0,25,38,0,-13,0.9615370831951954,False,0.6345779325876441,0.599322970548155,0.5793139465486897
arousal,2,bias_huber,bias_shrink4,63,2.070022169948025,1.8481950495622328,-0.221827120385792,-0.1264533002319665,-0.21016236789440032,-0.24634738718759253,-0.2640091672845488,-0.15139629193270512,1.0,7,56,0,-49,0.999999999991802,False,0.6262754185332065,0.6277580315994004,0.622135338129212
arousal,2,bias_mean,bias_shrink4,63,2.070022169948025,1.8481950495622328,-0.221827120385792,-0.1264533002319665,-0.21016236789440032,-0.24634738718759253,-0.26387765153362225,-0.15100940452203385,1.0,7,56,0,-49,0.999999999991802,False,0.6262754185332065,0.6277580315994004,0.622135338129212
arousal,2,bias_median,bias_shrink4,63,2.070022169948025,1.8481950495622328,-0.221827120385792,-0.1264533002319665,-0.21016236789440032,-0.24634738718759253,-0.2644855049840319,-0.15044810381264187,1.0,7,56,0,-49,0.999999999991802,False,0.6262754185332065,0.6277580315994004,0.622135338129212
arousal,2,bias_trimmed_mean,bias_shrink4,63,2.070022169948025,1.8481950495622328,-0.221827120385792,-0.1264533002319665,-0.21016236789440032,-0.24634738718759253,-0.26377035704321933,-0.15037386520801252,1.0,7,56,0,-49,0.999999999991802,False,0.6262754185332065,0.6277580315994004,0.622135338129212
arousal,2,affine_residual_ridge4,bias_shrink4,63,2.1281346594792585,1.8481950495622328,-0.2799396099170252,-0.1845657897631998,-0.26091782839761235,-0.314544556238451,-0.3283633412243678,-0.18809015427047168,1.0,9,54,0,-45,0.9999999995119163,False,0.6169165281560461,0.6154833904526417,0.6152217500878522
arousal,4,affine_residual_ridge1,bias_shrink4,63,2.097438290993229,1.803261391817789,-0.2941768991754399,-0.1535406732280548,-0.25777808324473767,-0.30901805131526916,-0.33487844217864454,-0.17633640134221287,1.0,10,53,0,-43,0.9999999969458603,False,0.6351810442358984,0.6417429382799194,0.6343361025724312
arousal,1,affine_residual_ridge1,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.5742331985069914,-0.4023738309359613,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,1,affine_residual_ridge4,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.573632745113681,-0.4008428442551173,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,1,bias_huber,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.5742117009907152,-0.4018766143101493,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,1,bias_mean,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.5734279880590095,-0.4007470757865671,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,1,bias_median,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.5744089249738021,-0.4017693479081038,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,1,bias_trimmed_mean,bias_shrink4,63,2.394414701426024,1.8904840712391415,-0.503930630186882,-0.4498468270918343,-0.4918945890765444,-0.5588793842249482,-0.5740426587950754,-0.40211009198752073,1.0,6,57,0,-51,0.9999999999991688,False,0.5484229957780452,0.5465012718280094,0.548382664277786
arousal,2,affine_residual_ridge1,bias_shrink4,63,2.387283564350035,1.8481950495622328,-0.539088514787802,-0.4437146946339765,-0.5056754250158344,-0.5463847814717369,-0.5952662394932849,-0.4086638839594314,1.0,6,57,0,-51,0.9999999999991688,False,0.5639737522882493,0.5687675742134598,0.563677169855463
valence,16,kernel_residual_shrink4,bias_shrink4,63,1.1591886890005123,1.2461179604777664,0.086929271477254,0.1000239849229198,0.09141381954888461,0.05039891664996521,0.05676904543541538,0.13082985956465765,4.999750012499375e-05,43,20,0,23,0.0025761985210460314,True,0.8879733738512672,0.884220441851296,0.881366617496625
valence,16,affine_residual_ridge4,bias_shrink4,63,1.1742057906804109,1.2461179604777664,0.0719121697973554,0.0850068832430213,0.0797810243807346,0.024543021715644375,0.038698182373317375,0.12745612828417835,9.99950002499875e-05,37,26,0,11,0.1036839499284271,True,0.8851377952627233,0.8832094442739491,0.8809743444508539
valence,16,affine_residual_ridge1,bias_shrink4,63,1.1763482220653716,1.2461179604777664,0.0697697384123947,0.0828644518580605,0.07775424853056485,0.022135515505682823,0.03593175041094756,0.1251976731021516,0.00024998750062496874,36,27,0,9,0.15675152664822642,True,0.8847546265989426,0.8830944399707323,0.8807836392001742
valence,8,kernel_residual_shrink4,bias_shrink4,63,1.18643908545529,1.2532767224469104,0.0668376369916203,0.0699522465770365,0.06790528432434383,0.03580221010910156,0.041374069609386915,0.0979109074989155,4.999750012499375e-05,45,18,0,27,0.00044902358933401074,True,0.8822288114175075,0.877489833798726,0.8750688077130735
valence,4,kernel_residual_shrink4,bias_shrink4,63,1.216630376022421,1.2648099660691965,0.0481795900467754,0.0412350534450047,0.04765374044558775,0.023197909772880054,0.0292317298559211,0.06816012831184699,4.999750012499375e-05,46,17,0,29,0.0001683546747331191,True,0.8756006445943311,0.869047867432854,0.8682197738421046
valence,2,kernel_residual_shrink4,bias_shrink4,63,1.2391733657763686,1.2682655544825563,0.0290921887061876,0.0184762385628725,0.028237636012397718,0.018236555053999792,0.01793984941336737,0.03938181701278269,4.999750012499375e-05,50,13,0,37,1.5079760423211686e-06,True,0.8706030053936817,0.8618623257956052,0.8631009327102565
valence,2,bias_empirical_bayes,bias_shrink4,63,1.2544963067996064,1.2682655544825563,0.0137692476829498,0.0031532975396346,0.013196547820535035,0.020329764307422393,0.007515050527552685,0.0183304292405982,9.99950002499875e-05,50,13,0,37,1.5079760423211686e-06,False,0.8671366289349733,0.8557356235830103,0.8592160403987968
valence,4,bias_empirical_bayes,bias_shrink4,63,1.251253943342619,1.2648099660691965,0.0135560227265774,0.0066114861248067,0.012976311808292819,0.019335472722455727,0.007134009474898763,0.018125363731357105,4.999750012499375e-05,50,13,0,37,1.5079760423211686e-06,False,0.8678950099619545,0.857723445974048,0.860098805772354
valence,2,bias_shrink8,bias_shrink4,63,1.2552366248802695,1.2682655544825563,0.0130289296022867,0.0024129794589715,0.012461124377571258,0.017668244816502754,0.008018352408133433,0.01653739580966512,4.999750012499375e-05,53,10,0,43,1.6910842512017805e-08,False,0.866974719599722,0.8558813005146103,0.859158845662623
valence,1,kernel_residual_shrink4,bias_shrink4,63,1.2561389228225337,1.2689324999540377,0.0127935771315039,0.0017327117850485,0.012124389356253134,0.008785718324872072,0.0082269577576647,0.01629070563783514,4.999750012499375e-05,49,14,0,35,5.56151150022451e-06,False,0.8666800411853066,0.8558501003836486,0.8590297005801464
valence,4,bias_shrink8,bias_shrink4,63,1.2521242053199917,1.2648099660691965,0.012685760749205,0.0057412241474343,0.012133207611296501,0.016671592475054453,0.007858306013150842,0.01599083364701135,4.999750012499375e-05,51,12,0,39,3.729861141082329e-07,False,0.8677071855220215,0.8578527598474723,0.8600548227754611
valence,1,bias_empirical_bayes,bias_shrink4,63,1.2571670767147198,1.2689324999540377,0.0117654232393178,0.0007045578928623,0.011357710842130707,0.015790768731403615,0.0075846876023063165,0.014874787811003624,4.999750012499375e-05,51,12,0,39,3.729861141082329e-07,False,0.8664206466994192,0.8540069827783707,0.8583471009628846
valence,1,bias_shrink8,bias_shrink4,63,1.2578628177846545,1.2689324999540377,0.0110696821693834,8.816822927970591e-06,0.010663338952805947,0.014063410390353415,0.007671049420633686,0.013589103075303236,4.999750012499375e-05,52,11,0,41,8.367495593630814e-08,False,0.8662657339680141,0.8540998436277921,0.8582596602878844
valence,1,stimulus_only,bias_shrink4,63,1.2578716346075822,1.2689324999540377,0.0110608653464554,0.0,0.0105960932107536,0.01921467400375021,0.0035485203805590156,0.016950211756668783,0.001399930003499825,47,16,0,31,5.852770815016151e-05,False,0.8662530161424464,0.8413386568928136,0.8580124209183666
valence,2,stimulus_only,bias_shrink4,63,1.2576496043392411,1.2682655544825563,0.0106159501433151,0.0,0.010022271688709502,0.02783209085313798,-0.0018105768055788293,0.02052707373888415,0.043797810109494524,44,19,0,25,0.0011137657554940172,False,0.8664073066510752,0.8414171076538323,0.8582024740033581
valence,8,affine_residual_ridge4,bias_shrink4,63,1.2428663248530316,1.2532767224469104,0.0104103975938787,0.0135250071792949,0.019907550007989144,-0.026109790655630905,-0.02326568521962385,0.06840300220277207,0.20493975301234937,25,38,0,-13,0.9615370831951954,False,0.8712351192589723,0.8709653871297559,0.8681490776485076
valence,8,bias_empirical_bayes,bias_shrink4,63,1.243470505437577,1.2532767224469104,0.0098062170093333,0.0129208265947495,0.009082062196118219,0.013463367032691353,0.004565868983117533,0.013144308076606846,4.999750012499375e-05,52,11,0,41,8.367495593630814e-08,False,0.8697889345183419,0.8605213155627953,0.8621724532091966
valence,8,bias_shrink8,bias_shrink4,63,1.2442250366809544,1.2532767224469104,0.0090516857659559,0.0121662953513721,0.008431255091852798,0.011268563464435832,0.005327041176523613,0.011320082515461726,4.999750012499375e-05,52,11,0,41,8.367495593630814e-08,False,0.869629355647717,0.860643635862061,0.8621739568629165
valence,4,stimulus_only,bias_shrink4,63,1.257865429467426,1.2648099660691965,0.0069445366017706,0.0,0.006270607560129596,0.027423524815792577,-0.008913770530694006,0.019771504135650476,0.2039398030098495,42,21,0,21,0.005570703707652537,False,0.866374291055264,0.8415564818293885,0.8581114944817222
valence,16,bias_empirical_bayes,bias_shrink4,63,1.2407683515739134,1.2461179604777664,0.0053496089038529,0.0184443223495187,0.004925861100830367,0.007472711538712762,0.00263189151196928,0.0070208610714428046,4.999750012499375e-05,52,11,0,41,8.367495593630814e-08,False,0.8704625439180514,0.8621855178619532,0.8629627527546594
valence,16,bias_shrink8,bias_shrink4,63,1.2413345428294142,1.2461179604777664,0.0047834176483521,0.0178781310940179,0.0044489681546393735,0.0058418247105590515,0.002926730861316169,0.005867570628299285,4.999750012499375e-05,54,9,0,45,3.0541397258443403e-09,False,0.8703450988759724,0.8623229852485442,0.8629859764614799
valence,16,bias_shrink4,bias_shrink4,63,1.2461179604777664,1.2461179604777664,0.0,0.0130947134456658,0.0,0.0,0.0,0.0,1.0,0,0,63,0,,False,0.869317821743573,0.8619039585457765,0.8623990204487404
valence,8,bias_shrink4,bias_shrink4,63,1.2532767224469104,1.2532767224469104,0.0,0.0031146095854162,0.0,0.0,0.0,0.0,1.0,0,0,63,0,,False,0.8676680971375242,0.8593982001749988,0.8608631498343704
valence,0,stimulus_only,stimulus_only,63,1.257773694673858,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,63,0,,False,0.8663072234664694,0.8413570547514742,0.8580903005604849
valence,4,bias_shrink4,bias_shrink4,63,1.2648099660691965,1.2648099660691965,0.0,-0.0069445366017706,0.0,0.0,0.0,0.0,1.0,0,0,63,0,,False,0.864920292536594,0.8559567890019438,0.8580294176404435
