target,subject_id,k_calibration,repeat,model,eval_n,calibration_n,calibration_stimuli,tau2_train_subject_residual,sigma2_train_within_residual,fold_rmse,fold_mae,fold_pearson
valence,1,1,3,bias_huber,31,1,3080,0.13735170717592593,1.5977360488290984,1.3125715128328046,1.0921658986175116,0.8795731628279729
valence,1,1,3,bias_trimmed_mean,31,1,3080,0.13735170717592593,1.5977360488290984,1.3125715128328046,1.0921658986175116,0.8795731628279729
valence,1,1,3,affine_residual_ridge1,31,1,3080,0.13735170717592593,1.5977360488290984,1.3125715128328046,1.0921658986175116,0.8795731628279729
valence,1,1,3,affine_residual_ridge4,31,1,3080,0.13735170717592593,1.5977360488290984,1.3125715128328046,1.0921658986175116,0.8795731628279729
valence,1,1,3,kernel_residual_shrink4,31,1,3080,0.13735170717592593,1.5977360488290984,1.2584485178470648,1.04385405360081,0.8784708039186021
valence,1,1,4,stimulus_only,31,1,4220,0.13735170717592593,1.5977360488290984,1.2504113872087683,1.0368663594470047,0.8887304813605645
valence,1,1,4,bias_mean,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,bias_shrink1,31,1,4220,0.13735170717592593,1.5977360488290984,1.2504113872087685,1.0184331797235024,0.8887304813605645
valence,1,1,4,bias_shrink2,31,1,4220,0.13735170717592593,1.5977360488290984,1.1833272291039818,0.9723502304147464,0.8887304813605649
valence,1,1,4,bias_shrink4,31,1,4220,0.13735170717592593,1.5977360488290984,1.177795443465932,0.9852534562211981,0.8887304813605649
valence,1,1,4,bias_shrink8,31,1,4220,0.13735170717592593,1.5977360488290984,1.198559347832734,1.0061443932411673,0.8887304813605649
valence,1,1,4,bias_empirical_bayes,31,1,4220,0.13735170717592593,1.5977360488290984,1.2106303803173715,1.0149784575676224,0.8887304813605645
valence,1,1,4,bias_median,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,bias_huber,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,bias_trimmed_mean,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,affine_residual_ridge1,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,affine_residual_ridge4,31,1,4220,0.13735170717592593,1.5977360488290984,1.7415270288925744,1.4423963133640554,0.8887304813605645
valence,1,1,4,kernel_residual_shrink4,31,1,4220,0.13735170717592593,1.5977360488290984,1.1702166268521612,1.0218608185658888,0.8890523930587035
valence,1,1,5,stimulus_only,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,1.228903609577518,1.023041474654378,0.9016929648158676
valence,1,1,5,bias_mean,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,2.91067364479275,2.6958525345622117,0.9016929648158676
valence,1,1,5,bias_shrink1,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,1.960396233007096,1.6290322580645158,0.9016929648158672
valence,1,1,5,bias_shrink2,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,1.6764252384126268,1.3502304147465438,0.9016929648158672
valence,1,1,5,bias_shrink4,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,1.47237006253636,1.15668202764977,0.9016929648158676
valence,1,1,5,bias_shrink8,31,1,Tumor_1,0.13735170717592593,1.5977360488290984,1.3528579241529604,1.0829493087557605,0.9016929648158676
