scope,test_subject,task,eeg_accuracy,stimulus_accuracy,delta_accuracy_eeg_minus_stimulus,eeg_balanced_accuracy,stimulus_balanced_accuracy,delta_balanced_accuracy_eeg_minus_stimulus,eeg_macro_f1,stimulus_macro_f1,delta_macro_f1_eeg_minus_stimulus,eeg_weighted_f1,stimulus_weighted_f1,delta_weighted_f1_eeg_minus_stimulus,eeg_mcc,stimulus_mcc,delta_mcc_eeg_minus_stimulus,eeg_cohen_kappa,stimulus_cohen_kappa,delta_cohen_kappa_eeg_minus_stimulus,eeg_auroc,stimulus_auroc,delta_auroc_eeg_minus_stimulus,eeg_average_precision,stimulus_average_precision,delta_average_precision_eeg_minus_stimulus,eeg_accuracy_lift_vs_majority,stimulus_accuracy_lift_vs_majority,delta_accuracy_lift_vs_majority_eeg_minus_stimulus,eeg_dimension_hamming_accuracy,stimulus_dimension_hamming_accuracy,delta_dimension_hamming_accuracy_eeg_minus_stimulus,eeg_both_dimensions_correct_rate,stimulus_both_dimensions_correct_rate,delta_both_dimensions_correct_rate_eeg_minus_stimulus,eeg_neither_dimension_correct_rate,stimulus_neither_dimension_correct_rate,delta_neither_dimension_correct_rate_eeg_minus_stimulus
subject,22.0,valence_high_low,0.8125,0.8125,0.0,0.8571428571428572,0.8571428571428572,0.0,0.8095238095238095,0.8095238095238095,0.0,0.8169642857142857,0.8169642857142857,0.0,0.6798418006783489,0.6798418006783489,0.0,0.632183908045977,0.632183908045977,0.0,0.9264069264069263,0.9199134199134198,0.006493506493506551,0.8873418248418248,0.8629911754911754,0.024350649350649345,0.15625,0.15625,0.0,,,,,,,,,
subject,23.0,valence_high_low,0.875,0.90625,-0.03125,0.8888888888888888,0.9166666666666667,-0.0277777777777779,0.875,0.906158357771261,-0.03115835777126097,0.875,0.906524926686217,-0.03152492668621698,0.7777777777777778,0.828416869579514,-0.0506390918017362,0.7538461538461538,0.813953488372093,-0.06010733452593919,0.9841269841269841,0.9841269841269841,0.0,0.9815476190476191,0.9804748822605965,0.0010727367870225768,0.3125,0.34375,-0.03125,,,,,,,,,
subject,24.0,valence_high_low,0.78125,0.78125,0.0,0.8409090909090908,0.8409090909090908,0.0,0.7757757757757757,0.7757757757757757,0.0,0.7889139139139139,0.7889139139139139,0.0,0.6333004963811235,0.6333004963811235,0.0,0.5725190839694656,0.5725190839694656,0.0,0.8727272727272727,0.8772727272727272,-0.004545454545454519,0.6941766566766566,0.72750999000999,-0.033333333333333326,0.09375,0.09375,0.0,,,,,,,,,
subject,25.0,valence_high_low,0.9375,0.90625,0.03125,0.9444444444444444,0.9166666666666667,0.02777777777777768,0.9372549019607843,0.906158357771261,0.031096544189523345,0.9377450980392157,0.906524926686217,0.031220171352998705,0.8819171036881969,0.828416869579514,0.053500234108682876,0.875,0.813953488372093,0.061046511627906974,0.9761904761904762,0.9761904761904762,0.0,0.9713435374149659,0.9713435374149659,0.0,0.375,0.34375,0.03125,,,,,,,,,
subject,26.0,valence_high_low,0.8125,0.84375,-0.03125,0.85,0.875,-0.025000000000000022,0.8117647058823529,0.8423645320197044,-0.03059982613735146,0.8147058823529412,0.8460591133004927,-0.03135323094755149,0.6831300510639732,0.7276068751089989,-0.04447682404502573,0.6363636363636364,0.6923076923076923,-0.05594405594405594,0.9416666666666667,0.9291666666666667,0.012499999999999956,0.891836173086173,0.8497396122396121,0.04209656084656088,0.1875,0.21875,-0.03125,,,,,,,,,
subject,27.0,valence_high_low,0.84375,0.84375,0.0,0.8452380952380952,0.8452380952380952,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8442118226600985,0.8442118226600985,0.0,0.6864025490801687,0.6864025490801687,0.0,0.6850393700787402,0.6850393700787402,0.0,0.9603174603174602,0.9603174603174603,-1.1102230246251565e-16,0.9688985194467651,0.9707022712505169,-0.0018037518037518074,0.28125,0.28125,0.0,,,,,,,,,
subject,28.0,valence_high_low,0.84375,0.84375,0.0,0.875,0.875,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8460591133004927,0.8460591133004927,0.0,0.7276068751089989,0.7276068751089989,0.0,0.6923076923076923,0.6923076923076923,0.0,0.9750000000000001,0.9750000000000001,0.0,0.9613858363858363,0.9613858363858364,-1.1102230246251565e-16,0.21875,0.21875,0.0,,,,,,,,,
subject,29.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46875,0.46875,0.0,,,,,,,,,
subject,30.0,valence_high_low,0.9375,0.9375,0.0,0.9372549019607843,0.9372549019607843,0.0,0.9372549019607843,0.9372549019607843,0.0,0.9375,0.9375,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8745098039215686,0.8745098039215686,0.0,0.9921568627450981,0.9921568627450981,0.0,0.9932718185313341,0.9932718185313343,-2.220446049250313e-16,0.40625,0.40625,0.0,,,,,,,,,
subject,31.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46875,0.46875,0.0,,,,,,,,,
