target,subset,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,aux_residual_sign_acc,aux_residual_sign_auroc,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std,lift_vs_stimulus_aux_residual_sign_acc,lift_vs_stimulus_aux_residual_sign_auroc
arousal,top25_train_entropy,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,48,1.80138147393614,2.0027533930148858,0.312136115465722,0.27204563578352164,0.6164021164021164,0.6075036075036075,0.5537918871252204,1.80138147393614,2.0027533930148858,-0.08827333203526418,-0.14075483625095264,0.5416666666666666,0.2086693548387096,1.9477974295798677,-0.011573846910104527,0.2732154830060915,0.5625,0.5052447552447552,-0.016099215871623995,-0.043810380488297884,-0.04668620122632977,0.000676259344761343,-0.005291005291005235,-0.010294987344167561,0.013227513227513144,-0.016099215871623995,-0.043810380488297884,,,0.5416666666666666,0.0,0.2732154830060915,,
arousal,top25_train_entropy,stimulus_only,48,1.785282258064516,1.9589430125265879,0.3588223166920518,0.2713693764387603,0.6216931216931216,0.6177985948477751,0.5405643738977073,1.785282258064516,1.9589430125265879,,,0.0,0.2086693548387096,1.9477974295798677,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
arousal,top25_train_score_std,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,48,2.0612759815623902,2.5070723173407594,0.23683609124660868,0.22023524584860565,0.6216931216931216,0.6177985948477751,0.6313932980599647,2.0612759815623902,2.5070723173407594,-0.11161517378622243,-0.07922459479051934,0.5416666666666666,0.6875,2.375543334257332,0.016496002513402736,0.24696841222215438,0.4791666666666667,0.5428571428571428,0.005928319512878311,-0.034045349648242684,-0.026961193011508983,0.05085104396229487,0.005291005291005235,0.010294987344167561,0.022927689594356204,0.005928319512878311,-0.034045349648242684,,,0.5416666666666666,0.0,0.24696841222215438,,
arousal,top25_train_score_std,stimulus_only,48,2.0672043010752685,2.4730269676925167,0.26379728425811766,0.1693842018863108,0.6164021164021164,0.6075036075036075,0.6084656084656085,2.0672043010752685,2.4730269676925167,,,0.0,0.6875,2.375543334257332,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
