target,block,k_calibration,model,subjects,rmse_wins_vs_fewshot,rmse_losses_vs_fewshot,rmse_ties_vs_fewshot,rmse_win_margin_vs_fewshot,mean_delta_rmse_model_minus_fewshot,median_delta_rmse_model_minus_fewshot,worst_regression_delta_rmse,best_gain_delta_rmse
arousal,emg_existing_22,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,37,26,0,11,0.029326599867409275,-0.00305723629659016,1.8962435057725955,-0.03694196451757148
arousal,emg_existing_22,16,stimulus_plus_physio,63,23,40,0,-17,0.22555719868461657,0.04365525266795256,1.9883054056095872,-0.100604952507243
arousal,emg_lagged_interaction_experimental,0,stimulus_only,63,0,0,63,0,0.0,0.0,0.0,0.0
arousal,emg_lagged_interaction_experimental,0,stimulus_plus_fewshot_bias,63,0,0,63,0,0.0,0.0,0.0,0.0
arousal,emg_lagged_interaction_experimental,0,stimulus_plus_fewshot_bias_plus_physio,63,36,27,0,9,0.001296464414959437,-0.0012083408546292862,0.045015134087775355,-0.013660108406335691
arousal,emg_lagged_interaction_experimental,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,36,27,0,9,0.001296464414959437,-0.0012083408546292862,0.045015134087775355,-0.013660108406335691
arousal,emg_lagged_interaction_experimental,0,stimulus_plus_physio,63,36,27,0,9,0.001296464414959437,-0.0012083408546292862,0.045015134087775355,-0.013660108406335691
arousal,emg_lagged_interaction_experimental,1,stimulus_only,63,35,28,0,7,0.0451025273695455,-0.00221663775977321,0.49035546147281206,-0.06457673799231589
arousal,emg_lagged_interaction_experimental,1,stimulus_plus_fewshot_bias,63,5,58,0,-53,0.4940235938985124,0.5424152060531455,1.045491288793516,-0.6190032969020272
arousal,emg_lagged_interaction_experimental,1,stimulus_plus_fewshot_bias_plus_physio,63,5,58,0,-53,0.49488287562106903,0.5465785373659153,1.043208595308823,-0.6175745664733356
arousal,emg_lagged_interaction_experimental,1,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,34,29,0,5,0.0013240540576230188,-0.0005135609763502469,0.03864455780269038,-0.012406009929593065
arousal,emg_lagged_interaction_experimental,1,stimulus_plus_physio,63,35,28,0,7,0.04642707611414858,-0.0068353777026493034,0.4967545174825543,-0.06338056387239188
arousal,emg_lagged_interaction_experimental,2,stimulus_only,63,32,31,0,1,0.07661648053209719,-0.0071769090030686655,0.8507320390614019,-0.07819092323447618
arousal,emg_lagged_interaction_experimental,2,stimulus_plus_fewshot_bias,63,8,55,0,-47,0.20882978512269973,0.25841932083245656,0.4997296816658019,-0.6781347210891626
arousal,emg_lagged_interaction_experimental,2,stimulus_plus_fewshot_bias_plus_physio,63,8,55,0,-47,0.20923657715949429,0.2605227803922281,0.49487031433873785,-0.6717379679743982
arousal,emg_lagged_interaction_experimental,2,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,34,29,0,5,0.001072517091750817,-0.0012319611071425207,0.03460447485109297,-0.012295100666172232
arousal,emg_lagged_interaction_experimental,2,stimulus_plus_physio,63,33,30,0,3,0.07786064806146176,-0.011759009110969387,0.8571741012721317,-0.08281583833875805
arousal,emg_lagged_interaction_experimental,4,stimulus_only,63,29,34,0,-5,0.12061036250865514,0.0023417103171596843,1.2785998782926797,-0.11315728409587811
arousal,emg_lagged_interaction_experimental,4,stimulus_plus_fewshot_bias,63,11,52,0,-41,0.07420440770832892,0.11174068280394933,0.2393652883680475,-0.40273679577583454
arousal,emg_lagged_interaction_experimental,4,stimulus_plus_fewshot_bias_plus_physio,63,11,52,0,-41,0.07507807043345296,0.11118683317939038,0.240763027409983,-0.3989235640325637
arousal,emg_lagged_interaction_experimental,4,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,31,32,0,-1,0.0012185856729280276,0.0004939531028826938,0.02839826664243983,-0.01182372575067614
arousal,emg_lagged_interaction_experimental,4,stimulus_plus_physio,63,30,33,0,-3,0.12193532490708538,0.011920921514493976,1.2852405230864914,-0.11201406315270379
arousal,emg_lagged_interaction_experimental,8,stimulus_only,63,27,36,0,-9,0.1621206568020603,0.025743302202637652,1.5527623897537626,-0.10682713034480518
arousal,emg_lagged_interaction_experimental,8,stimulus_plus_fewshot_bias,63,15,48,0,-33,0.01976181618357544,0.04225651777575101,0.09243566341996479,-0.27408504765029784
arousal,emg_lagged_interaction_experimental,8,stimulus_plus_fewshot_bias_plus_physio,63,15,48,0,-33,0.0206070061583436,0.04318467356708777,0.08926169095822223,-0.2665189575205875
arousal,emg_lagged_interaction_experimental,8,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,32,31,0,1,0.0010673822631143402,-3.729157336729294e-05,0.023183696048281854,-0.01125311351163738
arousal,emg_lagged_interaction_experimental,8,stimulus_plus_physio,63,29,34,0,-5,0.1633845542406875,0.030632048427806646,1.5590517624933335,-0.10719256117904763
arousal,emg_lagged_interaction_experimental,16,stimulus_only,63,23,40,0,-17,0.19768290576168362,0.047200907217225696,1.7833869656981292,-0.09216980769837324
arousal,emg_lagged_interaction_experimental,16,stimulus_plus_fewshot_bias,63,15,48,0,-33,0.00466795141805967,0.012933647347076693,0.031023140968663654,-0.11617377406245422
arousal,emg_lagged_interaction_experimental,16,stimulus_plus_fewshot_bias_plus_physio,63,15,48,0,-33,0.00540846245595908,0.014087502652782025,0.03279774405352409,-0.10903537258754903
arousal,emg_lagged_interaction_experimental,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,29,34,0,-5,0.0008973746405569401,0.0007175320203787194,0.01754959435003678,-0.011568173034731899
arousal,emg_lagged_interaction_experimental,16,stimulus_plus_physio,63,25,38,0,-13,0.198938507192733,0.04697756933128816,1.7898337527917652,-0.09128134662228904
valence,eeg_bandpower,0,stimulus_only,63,0,0,63,0,0.0,0.0,0.0,0.0
valence,eeg_bandpower,0,stimulus_plus_fewshot_bias,63,0,0,63,0,0.0,0.0,0.0,0.0
valence,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,63,25,38,0,-13,0.015847100053983244,0.005256307782217862,0.31310366356628694,-0.0898852032530526
valence,eeg_bandpower,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,25,38,0,-13,0.015847100053983244,0.005256307782217862,0.31310366356628694,-0.0898852032530526
valence,eeg_bandpower,0,stimulus_plus_physio,63,25,38,0,-13,0.015847100053983244,0.005256307782217862,0.31310366356628694,-0.0898852032530526
valence,eeg_bandpower,1,stimulus_only,63,45,18,0,27,-0.008051432056412584,-0.017007705547332774,0.12928304250750644,-0.04560604434690596
valence,eeg_bandpower,1,stimulus_plus_fewshot_bias,63,0,63,0,-63,0.4319484941801499,0.44049476306625035,0.7138455353202136,0.16798284084846205
valence,eeg_bandpower,1,stimulus_plus_fewshot_bias_plus_physio,63,0,63,0,-63,0.4412072849183609,0.43241915848004475,0.7077576573887097,0.17211807830144155
valence,eeg_bandpower,1,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,26,37,0,-11,0.01498226949501698,0.004123769153701162,0.28479665746464367,-0.06788956798024537
valence,eeg_bandpower,1,stimulus_plus_physio,63,30,33,0,-3,0.007850714978714972,0.00676099244014039,0.32205243879297063,-0.0592667358654424
valence,eeg_bandpower,2,stimulus_only,63,44,19,0,25,-0.010771731883561973,-0.023600325966787628,0.14410639599631714,-0.07831156700333741
valence,eeg_bandpower,2,stimulus_plus_fewshot_bias,63,0,63,0,-63,0.2149333908481901,0.20498745660038553,0.4344713524575512,0.056131437391478745
valence,eeg_bandpower,2,stimulus_plus_fewshot_bias_plus_physio,63,0,63,0,-63,0.22353148877227874,0.21899169489142922,0.42779575989530616,0.0666460039944412
valence,eeg_bandpower,2,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,25,38,0,-13,0.013749526156385864,0.00587744597643991,0.2637210547196931,-0.06672997086385135
valence,eeg_bandpower,2,stimulus_plus_physio,63,34,29,0,5,0.004972703945226753,-0.0060424508058032345,0.33808240912395804,-0.08312932445595544
valence,eeg_bandpower,4,stimulus_only,63,42,21,0,21,-0.005736323336005663,-0.0237415056749799,0.21725329657955994,-0.07657161503911558
valence,eeg_bandpower,4,stimulus_plus_fewshot_bias,63,0,63,0,-63,0.09359780086278692,0.0936609967330837,0.16240026505862493,0.0032850787736673492
valence,eeg_bandpower,4,stimulus_plus_fewshot_bias_plus_physio,63,0,63,0,-63,0.10327113311418609,0.10224118288141315,0.2663351804135621,0.009341759024940721
