epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_fit_mean,y_fit_std,early_stop,y_outer_mean,y_outer_std
10,0.2798763621184561,1.1768970273173456,gaussian_0p10,inner,7,valence,-2.4671622769447922e-17,1.2631913423510037,True,,
1,0.4413533114617871,,gaussian_0p10,final,7,valence,,,,-3.223228136008519e-17,1.2643525652675267
2,0.4228793524446026,,gaussian_0p10,final,7,valence,,,,-3.223228136008519e-17,1.2643525652675267
1,0.4522897728063442,1.0165052348371804,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
2,0.4347829995331941,1.0244360653531508,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
3,0.42409491042296094,1.0149637085083039,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
4,0.4198857518257918,1.0210955682716576,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
5,0.41182564861244625,1.0228446488694312,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
6,0.4000462343295415,1.032970562134498,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
7,0.38807999425464207,1.0471224564867518,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
8,0.3743242847698706,1.0373284998697243,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
9,0.3506176954618207,1.0546180538003012,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
10,0.324310888018873,1.1120676480336504,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,,,
11,0.29676156159904266,1.0961387559706355,gaussian_0p10,inner,8,valence,0.0,1.2593102900200466,True,,
1,0.44866294558009795,,gaussian_0p10,final,8,valence,,,,-1.4325458382260084e-17,1.2613999114594618
2,0.4353396628172167,,gaussian_0p10,final,8,valence,,,,-1.4325458382260084e-17,1.2613999114594618
3,0.42803716803750685,,gaussian_0p10,final,8,valence,,,,-1.4325458382260084e-17,1.2613999114594618
1,0.4410150089749583,1.0184615369887082,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
2,0.4275587929619683,1.004410358475045,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
3,0.42107308352435074,1.012581067920292,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
4,0.4143408536911011,1.0491424026895617,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
5,0.40634701594158457,1.034748331239515,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
6,0.3940644418751752,1.0499443503902248,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
7,0.36850692690522585,1.0753733881777936,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
8,0.35242713022011296,1.0897277261868934,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
9,0.3127377378167929,1.1200258256911195,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,,,
10,0.28108788971547727,1.16970219371661,gaussian_0p10,inner,9,valence,-8.22387425648264e-18,1.259433962264151,True,,
1,0.4408021227967355,,gaussian_0p10,final,9,valence,,,,-1.4325458382260084e-17,1.259250906693792
2,0.4287956472366087,,gaussian_0p10,final,9,valence,,,,-1.4325458382260084e-17,1.259250906693792
1,0.44825920628176796,1.0744032900326967,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
2,0.43805829380397443,1.081069620821178,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
3,0.43072577096797804,1.0900801814229577,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
4,0.4175741418644234,1.1125335061767603,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
5,0.40231253758624747,1.1114518369950301,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
6,0.3940939963967712,1.1164633275181737,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
7,0.3743258993382807,1.1511138675018657,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
