target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,best_val_sign_bce,best_val_objective,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss,final_train_last_huber,final_train_last_bce,aux_residual_sign_acc,aux_residual_sign_auroc,aux_residual_sign_prob_mean,aux_residual_sign_prob_std
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,1,32,1.454602652990102,1.7800724896471825,0.6841640895070805,0.7203083461128651,0.7166666666666667,0.722943722943723,0.8083333333333333,1.454602652990102,1.7800724896471825,0.3891976182508485,0.43918981029474935,0.78125,0.09979838709677412,1.8730758315387523,-0.0037898991403891302,0.3036137849827465,2,1.0143197857805948,0.6826077103614807,1.184971713370965,54,8,62,7.162729191130042e-18,1.9455604821992014,0.604376262714786,0.43116494123974153,0.6928452945524647,0.5625,0.7817460317460317,0.4565897220117257,0.027098999995985813
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,2,32,2.3174652221379826,2.7249070780076052,0.7274448736643695,0.7741859209360981,0.75,0.6559139784946236,0.8590909090909091,2.3174652221379826,2.7249070780076052,0.08818800092656438,0.05975073313782991,0.53125,2.2273185483870965,1.5829340702617387,0.009374718047098149,0.2797759017320427,2,0.9385517546941077,0.676167368888855,1.1075935969163213,54,8,62,-7.162729191130042e-18,1.9288502402018097,0.601772726543488,0.42942747665989783,0.6893809985729956,0.3125,0.7586206896551724,0.4641807777529787,0.035914377467380416
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,3,32,1.651837577176913,1.8738410593374197,0.627606737165781,0.6171766035661486,0.8548387096774194,0.5060034305317325,0.9354838709677419,1.651837577176913,1.8738410593374197,-0.1528335413743491,-0.282624633431085,0.5625,-1.265625,1.353914241378173,0.009831947637132216,0.100034885750573,2,1.1085036915078093,0.6827216148376465,1.2791840952172209,54,8,62,2.865091676452017e-17,1.9459122563827091,0.6036034793623032,0.4291398179146551,0.697854648674688,0.75,0.28205128205128205,0.47220143061095077,0.01870023494257569
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,5,32,1.3717853219128937,1.6927386868010408,0.6871487064822758,0.7295253519902419,0.7420634920634921,0.716256157635468,0.8809523809523809,1.3717853219128937,1.6927386868010408,0.0442438162917153,-0.027492668621700876,0.65625,0.893649193548387,1.5102454224184472,0.16766577680586264,0.31568823575947713,3,1.1537280965466477,0.6987450122833252,1.328414349617479,54,8,62,-7.162729191130042e-18,1.9474092830945495,0.5902778559154079,0.42026360092624543,0.6800570209180156,0.53125,0.5272727272727272,0.4951895541378666,0.047539675786684624
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,6,32,3.581840590729416,3.999259389911499,0.315183518635339,0.3555701312542875,0.6666666666666666,0.3333333333333333,0.5166666666666667,3.581840590729416,3.999259389911499,-0.1371005042363542,-0.12976539589442815,0.125,3.2752016129032255,1.790167901902087,-0.28179717412180466,0.19883220052407433,2,0.9412552078388186,0.6810392141342163,1.1115150113723726,54,8,62,1.7906822977825105e-17,1.9011711549146475,0.60090797562753,0.42852061482206466,0.6895494364923046,0.0625,0.4666666666666667,0.4306678338405109,0.015468710191304701
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,7,32,1.390852813300707,1.6777499268341138,0.6753137146679041,0.6711851155441778,0.6875,0.4074074074074074,,1.390852813300707,1.6777499268341138,0.07460350641310066,0.1085143437790032,0.375,-1.0433467741935485,1.2461858921407156,0.08381760878554136,0.09603310228193443,1,0.9053951212630014,0.6992976665496826,1.080219537900422,54,8,62,7.162729191130042e-18,1.949252022010084,0.6201135857451346,0.44559504668558797,0.6980741639291087,0.8125,0.6282051282051282,0.4682148762144054,0.008877509074256308
