augmentation_config,target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,1,32,1.524505639144698,1.8792694512456432,0.6461634811226444,0.6497225745416199,0.7166666666666667,0.722943722943723,0.7666666666666667,1.524505639144698,1.8792694512456432,0.11534216053400977,0.10979745257368734,0.59375,0.09979838709677412,1.8730758315387523,-0.16418168293006025,0.23122345494495503,2,1.0107299781412382,54,8,62,7.162729191130042e-18,1.9455604821992014,0.42620239238585195
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,2,32,2.5141187953381112,2.923181868711423,0.744832397120348,0.7861338107214635,0.7272727272727273,0.625,0.8681818181818182,2.5141187953381112,2.923181868711423,0.357981659264037,0.33687683284457476,0.125,2.2273185483870965,1.5829340702617387,-0.25785880919053944,0.1373472949663765,1,0.9362987708555864,54,8,62,-7.162729191130042e-18,1.9288502402018097,0.43585903101390405
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,3,32,1.6014590328272944,1.8060280579561436,0.6288655858466431,0.6269373041091655,0.8548387096774194,0.5060034305317325,0.967741935483871,1.6014590328272944,1.8060280579561436,-0.011311787819757353,-0.07404692082111436,0.5625,-1.265625,1.353914241378173,-0.07593798112495594,0.1010159114172906,1,1.0967102716434887,54,8,62,2.865091676452017e-17,1.9459122563827091,0.4413159677097874
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,5,32,1.6773011566549245,2.086514850661498,0.6895984619445342,0.7356824713292901,0.7777777777777778,0.746031746031746,0.8611111111111112,1.6773011566549245,2.086514850661498,-0.059916236810630456,-0.014662756598240468,0.28125,0.893649193548387,1.5102454224184472,-0.5304855713374051,0.13914469322785328,1,1.1534508046390213,54,8,62,-7.162729191130042e-18,1.9474092830945495,0.43891294588965757
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,6,32,3.279167992819985,3.7002595435298584,0.32738779380843475,0.36907761082574514,0.6666666666666666,0.3333333333333333,0.48333333333333334,3.279167992819985,3.7002595435298584,-0.04733792450201275,-0.08870967741935483,0.5,3.2752016129032255,1.790167901902087,0.05896165952325553,0.3028155271458304,2,0.9373246750401567,54,8,62,1.7906822977825105e-17,1.9011711549146475,0.42369283255069484
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,7,32,1.26645089709982,1.5628745757348608,0.6678724204876918,0.6874124282707046,0.6875,0.4074074074074074,,1.26645089709982,1.5628745757348608,0.1352712405614835,0.12556136062266418,0.6875,-1.0433467741935485,1.2461858921407156,-0.08595630308940494,0.20623000341810824,2,0.9177451225147752,54,8,62,7.162729191130042e-18,1.949252022010084,0.42661421289367063
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,8,32,1.781437736233988,1.9751071500048631,0.7705643676785063,0.7968626194312748,0.8541666666666667,0.8128654970760234,0.90625,1.781437736233988,1.9751071500048631,0.09908246592685852,0.13343108504398826,0.5,-1.0115927419354838,1.630470033705313,0.1107853114585855,0.25632414874263565,2,1.093585722843245,54,8,62,7.162729191130042e-18,1.9448718565923315,0.4329508990049362
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,9,32,1.8843321984158021,2.36553268141978,0.41550016046479143,0.4229992993846695,0.6647058823529413,0.6532019704433498,0.7647058823529411,1.8843321984158021,2.36553268141978,-0.009384720713634788,-0.03189441861072054,0.40625,1.0524193548387095,1.898183074793325,-0.11689196989018662,0.7731818107729886,5,0.9950935631192296,54,8,62,-3.581364595565021e-18,1.9405294107485496,0.398126887457986
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,10,32,1.4339969076851578,1.7273793085799853,0.7484850094912328,0.6308915677937224,0.8852813852813852,0.893687707641196,0.8701298701298701,1.4339969076851578,1.7273793085799853,-0.0365431886660047,0.06873797114379426,0.53125,-0.12247983870967742,1.7129972872947774,-0.09439607478386633,0.1667690714720236,1,1.1453839056471387,54,8,62,-7.162729191130042e-18,1.9479568986533093,0.44342890766359144
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,11,32,1.8299545525774523,2.289525211410463,0.4250013816037576,0.4137847167642387,0.5607287449392713,0.5588547189819725,0.5789473684210527,1.8299545525774523,2.289525211410463,-0.006006923000561057,-0.07277059878423019,0.40625,0.703125,1.9006477694544373,-0.5360933176099707,0.2950663321758466,2,0.9293711130327695,54,8,62,1.7906822977825105e-17,1.9430789912245294,0.4163163914795845
