test_subject,scope,model_group,task,n,subjects,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,cohen_kappa,auroc,average_precision,true_high_rate,pred_high_rate,majority_class_accuracy,accuracy_lift_vs_majority,valence_mae_score,valence_rmse_score,valence_pearson_score,valence_spearman_score,valence_true_score_std,valence_pred_score_std,valence_pred_over_true_std_ratio,valence_mae_deviation,valence_rmse_deviation,valence_pearson_deviation,valence_spearman_deviation,valence_sign_accuracy_deviation,valence_true_deviation_std,valence_pred_deviation_std,valence_pred_over_true_deviation_std_ratio,valence_mean_abs_true_deviation,valence_mean_abs_pred_deviation,arousal_mae_score,arousal_rmse_score,arousal_pearson_score,arousal_spearman_score,arousal_true_score_std,arousal_pred_score_std,arousal_pred_over_true_std_ratio,arousal_mae_deviation,arousal_rmse_deviation,arousal_pearson_deviation,arousal_spearman_deviation,arousal_sign_accuracy_deviation,arousal_true_deviation_std,arousal_pred_deviation_std,arousal_pred_over_true_deviation_std_ratio,arousal_mean_abs_true_deviation,arousal_mean_abs_pred_deviation,dimension_hamming_accuracy,both_dimensions_correct_rate,only_valence_correct_rate,only_arousal_correct_rate,neither_dimension_correct_rate,true_rate_LV_LA,pred_rate_LV_LA,true_rate_LV_HA,pred_rate_LV_HA,true_rate_HV_LA,pred_rate_HV_LA,true_rate_HV_HA,pred_rate_HV_HA
14,subject,eeg_gaussian10,valence_high_low,32,1,0.875,0.8947368421052632,0.8823529411764706,0.8947368421052632,0.8745098039215686,0.8759803921568627,0.7769911005144381,0.752895752895753,0.9554655870445344,0.9230835403912326,0.40625,0.53125,0.59375,0.28125,0.738029371856852,0.8861029239868682,0.9285362147134207,0.9031091636416688,2.234101818964391,2.1940910376450242,0.9820908872725883,0.7380293718568521,0.8861029239868683,0.01154134980308746,-0.05554537215238036,0.59375,0.8364190183117242,0.061642804459577344,0.07369847302602826,0.752016129032258,0.05247701280606873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,subject,eeg_gaussian10,arousal_high_low,32,1,0.75,0.8666666666666667,0.6,0.8666666666666667,0.5897435897435898,0.8141025641025641,0.38297084310253526,0.2558139534883721,0.9166666666666667,0.3666666666666667,0.0625,0.3125,0.9375,-0.1875,,,,,,,,,,,,,,,,,,1.3636695567640231,1.5556950500457907,0.8586631952480067,0.8051804070907957,1.6393596310755,1.6085191692456278,0.9811874946495902,1.3636695567640231,1.5556950500457907,0.04542680152898638,-0.03958944281524926,0.875,0.8494495885699882,0.20066580986592394,0.2362303926752145,1.610383064516129,0.3105642992930113,,,,,,,,,,,,,
14,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.625,0.7526395173453997,0.49583333333333335,0.5644796380090498,0.44226190476190474,0.654092261904762,0.500727390669879,0.446685878962536,,,,,0.53125,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,0.625,0.25,0.125,0.0,0.53125,0.21875,0.0625,0.25,0.40625,0.46875,0.0,0.0625
15,subject,eeg_gaussian10,valence_high_low,32,1,0.78125,0.8409090909090908,0.7941176470588236,0.8409090909090908,0.7757757757757757,0.7889139139139139,0.6333004963811235,0.5725190839694656,0.8954545454545455,0.7417748917748918,0.3125,0.53125,0.6875,0.09375,0.8549083305218123,1.0986454953754865,0.8704607205675792,0.8600141754403076,1.75,2.198364412960372,1.2562082359766376,0.8549083305218123,1.0986454953754865,0.31266194020196036,0.395564111275488,0.46875,1.1002827935536357,0.01926017245620488,0.017504747478584007,0.856350806451613,0.06747575102305615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,subject,eeg_gaussian10,arousal_high_low,32,1,0.75,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.75,0.41818181818181815,0.4181818181818182,0.7772727272727273,0.5220490620490621,0.3125,0.3125,0.6875,0.0625,,,,,,,,,,,,,,,,,,1.4577588145545284,1.7036616810230985,0.679452242860662,0.6763977910734268,2.214123697989794,1.625328871206696,0.734073201367024,1.4577588145545284,1.7036616810230985,-0.08909641177925204,-0.04857483294161461,0.3125,1.6186477056527646,0.08935269344362047,0.05520206350740868,1.4349798387096775,0.07113480504859507,,,,,,,,,,,,,
15,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.5625,0.6354166666666666,0.6892857142857143,0.6354166666666666,0.582815734989648,0.5584886128364389,0.4669608558730764,0.41514360313315923,,,,,0.5,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.5625,0.21875,0.1875,0.03125,0.5,0.21875,0.1875,0.25,0.1875,0.46875,0.125,0.0625
16,subject,eeg_gaussian10,valence_high_low,32,1,0.8125,0.8299595141700404,0.8196078431372549,0.8299595141700404,0.8117647058823529,0.8139705882352941,0.6494848686351458,0.6293436293436294,0.8987854251012146,0.8279980703057626,0.40625,0.53125,0.59375,0.21875,0.8696132329128459,1.136521288195692,0.9014187539653857,0.8554755726214127,1.9997558444720196,2.1957973564571045,1.0980327236076892,0.8696132329128459,1.1365212881956919,-0.20388764258234887,-0.06196150424918998,0.34375,0.9396886306748992,0.04898482731700953,0.05212878576787263,0.7721774193548387,0.23640330498894177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,subject,eeg_gaussian10,arousal_high_low,32,1,0.90625,0.9009661835748792,0.8772727272727273,0.9009661835748792,0.887719298245614,0.9076754385964912,0.777878154009821,0.7757009345794392,0.9371980676328503,0.9054093567251462,0.28125,0.3125,0.71875,0.1875,,,,,,,,,,,,,,,,,,1.0742309470894686,1.3625050536053003,0.8486365968678675,0.7821568140368431,2.4486922530199666,1.6577685188669198,0.6770015778102457,1.0742309470894686,1.3625050536053003,0.1184455641792114,0.06415543973420797,0.625,1.371204820434612,0.1871981753875531,0.13652094318635996,1.1154233870967742,0.22363830659635026,,,,,,,,,,,,,
16,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.71875,0.7045454545454546,0.7080357142857143,0.7045454545454546,0.6893049932523616,0.7102395411605937,0.6153657734219813,0.5972027972027971,,,,,0.375,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859375,0.71875,0.09375,0.1875,0.0,0.375,0.21875,0.21875,0.25,0.34375,0.46875,0.0625,0.0625
17,subject,eeg_gaussian10,valence_high_low,32,1,0.90625,0.9166666666666667,0.9117647058823529,0.9166666666666667,0.906158357771261,0.906524926686217,0.828416869579514,0.813953488372093,0.9484126984126984,0.9196490017918589,0.4375,0.53125,0.5625,0.34375,1.0072845143885387,1.189281491491979,0.8975381433038884,0.8905201309051453,2.623325358681229,2.1768743880414694,0.8298148686882573,1.0072845143885387,1.1892814914919787,0.00768898741172826,-0.08084326441980112,0.5625,1.1698479042515253,0.04220366364029771,0.036076197159376676,1.0090725806451613,0.04825981534258015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,subject,eeg_gaussian10,arousal_high_low,32,1,0.75,0.8400000000000001,0.7333333333333334,0.8400000000000001,0.722943722943723,0.7716450216450216,0.5633234713140696,0.4817813765182186,0.9771428571428572,0.9240362811791383,0.21875,0.46875,0.78125,-0.03125,,,,,,,,,,,,,,,,,,1.78065285102258,2.1189025925116183,0.829030347025504,0.7843870936683861,2.3747943989954163,1.8440343341790126,0.7765027300714108,1.7806528510225799,2.1189025925116183,0.19298312983278185,0.2230776290186603,0.25,1.3129056407007988,0.5992040409393705,0.45639535878532195,1.1703629032258065,1.0572911854573572,,,,,,,,,,,,,
17,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.65625,0.6861471861471862,0.5922619047619048,0.5146103896103896,0.487781954887218,0.6522556390977443,0.5423059722149691,0.5049226441631505,,,,,0.4375,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828125,0.65625,0.25,0.09375,0.0,0.34375,0.09375,0.21875,0.375,0.4375,0.4375,0.0,0.09375
18,subject,eeg_gaussian10,valence_high_low,32,1,0.8125,0.8299595141700404,0.8196078431372549,0.8299595141700404,0.8117647058823529,0.8139705882352941,0.6494848686351458,0.6293436293436294,0.9392712550607287,0.9001803751803752,0.40625,0.53125,0.59375,0.21875,1.3868026959214816,1.7339226200635378,0.8003981292056844,0.7824721102512376,2.857111467461499,2.181719096496457,0.7636100730903993,1.3868026959214816,1.7339226200635378,0.26440342271264905,0.13549689213185992,0.59375,1.7488893829746277,0.14655097228306546,0.08379659326064293,1.4475806451612905,0.20482911620683442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,subject,eeg_gaussian10,arousal_high_low,32,1,0.8125,0.8125,0.8636363636363636,0.8125,0.8056680161943319,0.8056680161943319,0.674199862463242,0.625,0.8203125,0.8854624542124543,0.5,0.3125,0.5,0.3125,,,,,,,,,,,,,,,,,,1.8889385118327287,2.2427139350775325,0.7252271501626251,0.6999179378938918,2.9679275176459416,1.5841058726761859,0.5337414284066178,1.8889385118327287,2.2427139350775325,0.020936482228323065,0.013563049853372432,0.5,2.1200614760696554,0.12163449792663239,0.05737309945939448,1.862399193548387,0.11172603254221143,,,,,,,,,,,,,
18,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.6875,0.6568181818181819,0.7952380952380953,0.6568181818181819,0.6722240383567615,0.6975999782063855,0.6012369133727196,0.5733333333333333,,,,,0.34375,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,0.6875,0.125,0.125,0.0625,0.25,0.21875,0.34375,0.25,0.25,0.46875,0.15625,0.0625
19,subject,eeg_gaussian10,valence_high_low,32,1,0.84375,0.8531746031746033,0.8490196078431372,0.8531746031746033,0.8435972629521017,0.844208211143695,0.7021819180245404,0.689922480620155,0.9484126984126984,0.9359046707260993,0.4375,0.53125,0.5625,0.28125,1.0175221822022857,1.303924985932093,0.8146940383526147,0.8143416354033607,2.005607373715005,2.208434629044609,1.1011300905584545,1.0175221822022857,1.303924985932093,0.19377665431808902,0.20749702222606695,0.5625,1.3051566660738005,0.045058536255363546,0.03452346942446001,1.028225806451613,0.058386069758688305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,subject,eeg_gaussian10,arousal_high_low,32,1,0.6875,0.7142857142857143,0.7454545454545455,0.7142857142857143,0.6825396825396826,0.6775793650793651,0.458682472293863,0.4029850746268657,0.8888888888888888,0.8929155405806593,0.5625,0.3125,0.5625,0.125,,,,,,,,,,,,,,,,,,1.552643211478539,1.9465656578330282,0.685938793014081,0.757778563130027,1.9354828209002528,1.6536216430999209,0.8543716457942603,1.5526432114785391,1.9465656578330282,0.3221795960830828,0.34753918210302376,0.28125,1.4699453361764527,0.0820105480824473,0.05579156317180691,1.478326612903226,0.15590245381642368,,,,,,,,,,,,,
19,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.625,0.6041666666666667,0.7092261904761905,0.6041666666666667,0.5892976588628762,0.6167015050167224,0.5194252637387757,0.4907161803713528,,,,,0.375,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.625,0.21875,0.0625,0.09375,0.1875,0.21875,0.375,0.25,0.25,0.46875,0.1875,0.0625
20,subject,eeg_gaussian10,valence_high_low,32,1,0.78125,0.8333333333333333,0.8055555555555556,0.8333333333333333,0.7793103448275862,0.7857758620689655,0.6382847385042254,0.5789473684210527,0.935064935064935,0.8922660672660673,0.34375,0.5625,0.65625,0.125,0.8491126455027295,1.1714626588189354,0.9212683224612523,0.8999475562798562,2.358288243090738,2.1819550572959834,0.925228314938898,0.8491126455027294,1.1714626588189354,0.06630790324222988,0.01778348220146188,0.40625,0.9188484563256268,0.08883513203780884,0.09668093952397114,0.7580645161290323,0.2790838798833569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,subject,eeg_gaussian10,arousal_high_low,32,1,0.75,0.7777777777777778,0.8181818181818181,0.7777777777777778,0.746031746031746,0.7420634920634921,0.5945883900105632,0.5223880597014925,0.873015873015873,0.919757943361931,0.5625,0.3125,0.5625,0.1875,,,,,,,,,,,,,,,,,,1.2896326732951358,1.6713952389362499,0.8129958401423917,0.8155809170565999,2.1423920626253263,1.6098195756352367,0.7514122198818189,1.2896326732951358,1.6713952389362499,-0.1036080210646184,-0.07222069501507983,0.25,1.2400897101370107,0.10004026385302162,0.08067179578636133,1.2222782258064515,0.10411918379695548,,,,,,,,,,,,,
20,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.5625,0.5694444444444444,0.6197916666666666,0.5694444444444444,0.5148809523809524,0.5712797619047619,0.47712727773099917,0.42710997442455245,,,,,0.375,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.5625,0.21875,0.1875,0.03125,0.28125,0.1875,0.375,0.25,0.15625,0.5,0.1875,0.0625
21,subject,eeg_gaussian10,valence_high_low,32,1,0.875,0.8947368421052632,0.8823529411764706,0.8947368421052632,0.8745098039215686,0.8759803921568627,0.7769911005144381,0.752895752895753,0.9919028340080972,0.9885883347421809,0.40625,0.53125,0.59375,0.28125,0.8709954920137141,1.0387259985291395,0.9504635366181878,0.9361248469541618,2.850438562747845,2.1839586975961844,0.7661833958245587,0.8709954920137141,1.0387259985291395,0.16143487840978935,0.06710056170860876,0.625,1.0394869532102124,0.07520787397771515,0.07235095519513819,0.8966733870967741,0.05714338994123398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,subject,eeg_gaussian10,arousal_high_low,32,1,0.96875,0.9782608695652174,0.95,0.9782608695652174,0.9625730994152046,0.9692251461988304,0.9278305692406299,0.9252336448598131,0.9806763285024155,0.9467813051146384,0.28125,0.3125,0.71875,0.25,,,,,,,,,,,,,,,,,,1.3902061416417033,1.708501977060225,0.8297069757052862,0.6956522569223037,2.745557491202834,1.554970844401887,0.5663588722449534,1.3902061416417033,1.708501977060225,-0.014697373823059036,-0.01099706744868035,0.53125,1.631799589761145,0.43356778903427445,0.2656991653598052,1.277217741935484,0.38199095208786427,,,,,,,,,,,,,
21,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.84375,0.8958333333333334,0.9020833333333333,0.8958333333333334,0.8790823211875843,0.8338478407557355,0.7998313916843082,0.7762237762237763,,,,,0.375,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921875,0.84375,0.03125,0.125,0.0,0.375,0.21875,0.21875,0.25,0.34375,0.46875,0.0625,0.0625
22,subject,eeg_gaussian10,valence_high_low,32,1,0.8125,0.8571428571428572,0.8235294117647058,0.8571428571428572,0.8095238095238095,0.8169642857142857,0.6798418006783489,0.632183908045977,0.9177489177489176,0.8629911754911754,0.34375,0.53125,0.65625,0.15625,1.0152318959907651,1.1997782881135437,0.8501692506898799,0.8468787448866738,1.9324531042175384,2.197786698261198,1.1373040274371664,1.0152318959907651,1.1997782881135437,-0.12331612870961171,-0.20438090086754826,0.40625,1.1568399012334067,0.016001880814867035,0.013832407403818123,1.0065524193548387,0.022032430577881377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,subject,eeg_gaussian10,arousal_high_low,32,1,0.84375,0.8318181818181818,0.8160173160173161,0.8318181818181818,0.82281284606866,0.8456533776301218,0.6476427756840265,0.6460176991150443,0.9181818181818182,0.9108974358974359,0.3125,0.34375,0.6875,0.15625,,,,,,,,,,,,,,,,,,2.025980329236695,2.270771276791362,0.7209848739129869,0.6972889642743113,3.0355961111452228,1.5989125836334048,0.5267211200338721,2.0259803292366954,2.270771276791362,-0.319086519368139,-0.31341642228739,0.40625,2.143575596227557,0.11942246345941475,0.05571180399213755,1.9672379032258065,0.1367366109167384,,,,,,,,,,,,,
22,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.75,0.6346153846153846,0.6607142857142857,0.6346153846153846,0.6206521739130435,0.754483695652174,0.6813031161473088,0.6526458616010855,,,,,0.40625,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828125,0.75,0.0625,0.09375,0.09375,0.40625,0.21875,0.25,0.25,0.28125,0.4375,0.0625,0.09375
23,subject,eeg_gaussian10,valence_high_low,32,1,0.90625,0.9166666666666667,0.9117647058823529,0.9166666666666667,0.906158357771261,0.906524926686217,0.828416869579514,0.813953488372093,0.988095238095238,0.985969387755102,0.4375,0.53125,0.5625,0.34375,0.8282000130812848,1.0378614035580012,0.9159240995173354,0.918144233583345,2.521780125229002,2.1828784410119284,0.8656101375264968,0.8282000130812845,1.0378614035580012,0.08542067592857445,0.017601761359483832,0.46875,1.0231610268410265,0.12298455268721661,0.12020058374076939,0.8432459677419354,0.09234374847736493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,subject,eeg_gaussian10,arousal_high_low,32,1,0.90625,0.8846153846153846,0.9318181818181819,0.8846153846153846,0.8981972428419936,0.9035657476139979,0.8150678894028793,0.7983193277310925,0.9352226720647774,0.9412820512820512,0.40625,0.3125,0.59375,0.3125,,,,,,,,,,,,,,,,,,1.3999023729377644,1.6406319989063163,0.8339023588864118,0.8135521546809267,2.108159371940366,1.625625324350841,0.771111210085522,1.3999023729377646,1.6406319989063163,-0.2578507415792575,-0.2962148303156574,0.21875,1.1590966729438268,0.04335192208634313,0.037401472282896184,1.2278225806451613,0.2871807066244437,,,,,,,,,,,,,
23,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.8125,0.7638888888888888,0.8809523809523809,0.7638888888888888,0.7894607843137255,0.8089767156862745,0.7556612704915039,0.7373461012311902,,,,,0.3125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90625,0.8125,0.09375,0.09375,0.0,0.28125,0.21875,0.28125,0.25,0.3125,0.46875,0.125,0.0625
24,subject,eeg_gaussian10,valence_high_low,32,1,0.78125,0.8409090909090908,0.7941176470588236,0.8409090909090908,0.7757757757757757,0.7889139139139139,0.6333004963811235,0.5725190839694656,0.8818181818181818,0.7370337995337994,0.3125,0.53125,0.6875,0.09375,0.977395326616414,1.2142310501335862,0.8828021998005664,0.8567419627846675,2.1028254801575903,2.208387741100692,1.050200200605397,0.9773953266164142,1.2142310501335862,0.008684644463241598,0.008982584935533458,0.3125,1.0480127617606025,0.046443697668107894,0.044315965761753486,0.9450604838709677,0.06991249184057663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,subject,eeg_gaussian10,arousal_high_low,32,1,0.9375,0.9307359307359306,0.9307359307359306,0.9307359307359306,0.9307359307359306,0.9375,0.8614718614718615,0.8614718614718615,0.987012987012987,0.975068870523416,0.34375,0.34375,0.65625,0.28125,,,,,,,,,,,,,,,,,,1.2967237732785932,1.4682046326482692,0.8860484810559133,0.8399612545006713,2.706870598587971,1.6673206856420866,0.6159587704381666,1.2967237732785932,1.4682046326482692,0.2830693685593466,0.24672349109212552,0.46875,1.4823221092336485,0.1229079095959881,0.08291579058983868,1.310483870967742,0.19700079586445685,,,,,,,,,,,,,
24,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.75,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7499999999999999,0.75,0.7067988668555241,0.6609271523178808,,,,,0.4375,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859375,0.75,0.03125,0.1875,0.03125,0.4375,0.21875,0.25,0.25,0.21875,0.4375,0.09375,0.09375
25,subject,eeg_gaussian10,valence_high_low,32,1,0.875,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.875,0.7777777777777778,0.7538461538461538,0.9841269841269841,0.9815476190476191,0.4375,0.5625,0.5625,0.3125,1.3060170091098515,1.6220251466893536,0.8184324954884293,0.8472686397814487,2.785109681412924,2.2960516832657327,0.8244026074047073,1.3060170091098515,1.6220251466893536,-0.11891936593889872,0.0049491339223531865,0.53125,1.5408977561477415,0.2863842573970675,0.1858554574787914,1.2711693548387097,0.28558685896817154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,subject,eeg_gaussian10,arousal_high_low,32,1,0.875,0.8614718614718615,0.8614718614718615,0.8614718614718615,0.8614718614718615,0.875,0.7229437229437229,0.722943722943723,0.9047619047619048,0.8694739603830512,0.34375,0.34375,0.65625,0.21875,,,,,,,,,,,,,,,,,,1.6567115471288099,2.134748588356721,0.730181887924879,0.7356365832853454,3.0413812651491097,1.7561394707512288,0.5774151011167464,1.65671154712881,2.1347485883567217,0.2345741517598086,0.2628299120234604,0.65625,2.18923247648393,0.5847673706091772,0.26711067777876646,1.7767137096774193,0.48523905197718054,,,,,,,,,,,,,
25,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.78125,0.8125,0.7770833333333333,0.8125,0.7762527233115468,0.774673202614379,0.6952582816975206,0.6853932584269663,,,,,0.375,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.78125,0.09375,0.09375,0.03125,0.28125,0.1875,0.28125,0.25,0.375,0.46875,0.0625,0.09375
26,subject,eeg_gaussian10,valence_high_low,32,1,0.78125,0.825,0.8157894736842105,0.825,0.7810361681329423,0.7827468230694037,0.6407232755171874,0.582089552238806,0.9375,0.8902158027158027,0.375,0.59375,0.625,0.15625,1.4352359428750867,1.7307361736369342,0.8476173905887195,0.8186644097825821,2.80554696093293,2.1948267536986403,0.7823168830394522,1.4352359428750865,1.7307361736369342,0.08959224294859958,0.035377142482006116,0.375,1.502704617996618,0.23277861887879014,0.15490643742678584,1.295866935483871,0.5092734134307917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,subject,eeg_gaussian10,arousal_high_low,32,1,0.8125,0.7916666666666667,0.7545454545454545,0.7916666666666667,0.7681159420289855,0.8188405797101449,0.5449492609130661,0.5384615384615384,0.8385416666666666,0.5020222832722833,0.25,0.3125,0.75,0.0625,,,,,,,,,,,,,,,,,,1.8559507433209843,2.126141093709453,0.6616143135515703,0.7108336355843088,2.381569860407206,1.6409721884487205,0.6890296252604802,1.8559507433209843,2.126141093709453,-0.3856537615364997,-0.3104838709677419,0.625,1.7189293581328962,0.16055785453428287,0.09340573175653225,1.861391129032258,0.1392296783966579,,,,,,,,,,,,,
26,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.59375,0.6833333333333332,0.7073529411764706,0.6833333333333332,0.6269230769230769,0.5533653846153845,0.5040236347426817,0.44533333333333336,,,,,0.46875,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796875,0.59375,0.1875,0.21875,0.0,0.46875,0.15625,0.15625,0.25,0.28125,0.53125,0.09375,0.0625
27,subject,eeg_gaussian10,valence_high_low,32,1,0.84375,0.8452380952380952,0.8411764705882353,0.8452380952380952,0.8423645320197044,0.8442118226600985,0.6864025490801687,0.6850393700787402,0.9642857142857142,0.972866773415019,0.5625,0.53125,0.5625,0.28125,1.074460166215791,1.3279602657731375,0.8651299430910583,0.8588217548464739,2.5262295892297675,2.184349398908448,0.8646678070038673,1.074460166215791,1.3279602657731375,0.19759822959289708,0.21776189258354017,0.34375,1.2826189990847694,0.09699730193270023,0.07562440756127764,1.0403225806451613,0.1514797571894046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,subject,eeg_gaussian10,arousal_high_low,32,1,0.78125,0.7550607287449393,0.7863636363636364,0.7550607287449393,0.7624602332979851,0.7749867444326617,0.5405187056040147,0.5294117647058824,0.8502024291497976,0.8473549397462441,0.40625,0.3125,0.59375,0.1875,,,,,,,,,,,,,,,,,,1.2732199411070637,1.6316752026384183,0.686887089554421,0.6254597642669643,1.71277370075559,1.665128006083887,0.9721821425377698,1.2732199411070637,1.6316752026384183,0.14967199287606897,0.20254788830371373,0.53125,1.3302540014938895,0.44060560609986454,0.33121915484165315,1.2263104838709675,0.3920609360309351,,,,,,,,,,,,,
27,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.6875,0.6052884615384616,0.6342261904761904,0.6052884615384616,0.6019917582417582,0.6691277472527472,0.556979143487148,0.5511921458625526,,,,,0.40625,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,0.6875,0.15625,0.09375,0.0625,0.1875,0.21875,0.25,0.25,0.40625,0.46875,0.15625,0.0625
28,subject,eeg_gaussian10,valence_high_low,32,1,0.84375,0.875,0.8529411764705883,0.875,0.8423645320197044,0.8460591133004927,0.7276068751089989,0.6923076923076923,0.9708333333333333,0.953052503052503,0.375,0.53125,0.625,0.21875,1.0837776491943973,1.3212926234077855,0.81614532934716,0.8121713446247355,1.5832990676116752,2.2015219456814847,1.3904650048212157,1.0837776491943973,1.3212926234077855,-0.20978255007590077,-0.1369762681747566,0.375,1.2733766266500448,0.07018613610713759,0.05511812816269898,1.0181451612903225,0.21763707085845577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,subject,eeg_gaussian10,arousal_high_low,32,1,0.90625,0.9375,0.8636363636363636,0.9375,0.887719298245614,0.9105263157894736,0.7977240352174656,0.7777777777777778,0.9947916666666667,0.9861111111111112,0.25,0.34375,0.75,0.15625,,,,,,,,,,,,,,,,,,1.2630669587529038,1.6150111321200555,0.8384913557064363,0.7160498333342281,2.346664854106781,1.67034506164903,0.711795320377825,1.263066958752904,1.6150111321200555,0.08556017999877867,0.07917888563049852,0.65625,1.2832399966930983,0.40795888395012486,0.3179131612177882,1.3870967741935485,0.38063802241137457,,,,,,,,,,,,,
28,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.8125,0.8194444444444445,0.6830357142857143,0.6145833333333334,0.6337297570850202,0.8412196356275303,0.7491395306766965,0.728813559322034,,,,,0.375,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.8125,0.03125,0.09375,0.0625,0.375,0.21875,0.25,0.25,0.375,0.4375,0.0,0.09375
29,subject,eeg_gaussian10,valence_high_low,32,1,0.96875,0.96875,0.9705882352941176,0.96875,0.9687194525904204,0.9687194525904204,0.9393364366277243,0.9375,1.0,1.0,0.5,0.53125,0.5,0.46875,0.7668400214729245,1.040073171494501,0.9252566617664986,0.9257709711444436,2.2603926650031405,2.189660846273143,0.9687081718915116,0.7668400214729245,1.040073171494501,0.06222088657659742,0.07186726827807276,0.40625,0.8583382261787255,0.15825906590704558,0.1843784432291008,0.7414314516129032,0.1600718337444385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,subject,eeg_gaussian10,arousal_high_low,32,1,0.875,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.875,0.7090909090909091,0.7090909090909091,0.9227272727272727,0.867227538543328,0.3125,0.3125,0.6875,0.1875,,,,,,,,,,,,,,,,,,1.1083441413415929,1.4314515753896355,0.7615780324757466,0.7676000269544838,2.0832291640623697,1.6489577640995148,0.7915393047220969,1.1083441413415929,1.4314515753896355,-0.07844129733529599,-0.18695014662756596,0.5,1.3387930792556502,0.10779070168603859,0.08051333948177276,1.0892137096774193,0.08223440390971067,,,,,,,,,,,,,
29,subject,eeg_gaussian10,joint_4class_valence_arousal,32,1,0.84375,0.8,0.8875,0.8,0.8090569561157795,0.834733893557423,0.7919109022629232,0.7771587743732591,,,,,0.375,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921875,0.84375,0.125,0.03125,0.0,0.3125,0.21875,0.1875,0.25,0.375,0.46875,0.125,0.0625
