augmentation_config,target,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,2016,1.6143471923203188,1.992522346291872,0.6128394685914433,0.5933217375016483,0.7673711396098455,0.7709914886703078,0.8118634470325501,1.6143471923203188,1.992522346291872,-0.027220266742815354,-0.031247919233600784,0.49404761904761907,-1.409807015397024e-17,1.9442049821165959,-0.05269552311812296,0.3832389541274596,-0.03442207711294554,-0.0483173641752761,-0.02153602603904603,-0.005178228676072094,-0.0012518852208542874,-0.002919584965151989,-0.004210189666634889,-0.03442207711294554,-0.0483173641752761,,,0.49404761904761907,0.0,0.3832389541274596
gaussian_0p10,arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.7686230248306998,0.7739110736354597,0.816073636699185,1.5799251152073732,1.9442049821165959,,,0.0,-1.409807015397024e-17,1.9442049821165959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
