augmentation_config,target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,1,32,0.9699793523975906,1.1812723111939831,0.8958296656351934,0.8920850077812851,0.875,0.8423645320197044,0.9291666666666667,0.9699793523975906,1.1812723111939831,0.30119469841523827,0.32505272106383426,0.625,-0.4495967741935484,1.1175376128242858,-0.019369848594411487,0.0632543310858579,1,1.0132750892729212,54,8,62,-1.0744093786695063e-17,1.2587906431828473,0.44146262734167036
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,2,32,1.2671633638655102,1.5745553330421718,0.8567183026420536,0.8087214453138725,0.868421052631579,0.8435972629521017,0.8987854251012146,1.2671633638655102,1.5745553330421718,0.12439930406647366,-0.0009165902995442305,0.4375,-0.3860887096774194,1.499820800408392,0.12818610661849372,0.19628893802101557,4,0.9036651640553002,54,8,62,-3.581364595565021e-18,1.252604113559039,0.4182925964555433
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,3,32,1.0465386398872487,1.1856105879596153,0.9000100563564433,0.8956678825859506,0.875,0.8423645320197044,0.9708333333333333,1.0465386398872487,1.1856105879596153,0.27567785784491294,0.24362970161885644,0.46875,-0.1955645161290323,1.1803897435466537,0.0007748330666398767,0.0431072967493471,1,1.0773251779607567,54,8,62,-1.4325458382260084e-17,1.2589173991989755,0.44382871591275735
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,5,32,1.210356643606148,1.4816434725634,0.8687685077022944,0.8480350843406542,0.90625,0.906158357771261,0.96875,1.210356643606148,1.4816434725634,0.32689378577494543,0.28398571061922123,0.6875,0.1854838709677419,1.4829722032698982,-0.022262548571461295,0.05129029654373862,1,1.0760415453770331,54,8,62,-2.865091676452017e-17,1.2536830985043268,0.4399108831440249
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,6,32,1.0737493570477208,1.1897360786159055,0.9514864131662156,0.9491547610632243,0.9411764705882353,0.9375,0.9803921568627451,1.0737493570477208,1.1897360786159055,-0.39744266111489984,-0.3283527486888478,0.34375,-0.10030241935483879,1.1527374217875292,0.04955667704750134,0.06540748071771756,1,1.1382296433443742,54,8,62,3.581364595565021e-18,1.2595209830295602,0.43878097495725077
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,7,32,0.6204030902488916,0.7913480327247022,0.9426029354814521,0.9431661926227474,0.875,0.8423645320197044,0.9958333333333333,0.6204030902488916,0.7913480327247022,0.17811481960794184,0.16831684300006416,0.53125,-0.16381048387096778,0.7539040491205143,0.1062819619507738,0.08004145057518676,2,1.0115083334252786,54,8,62,-3.223228136008519e-17,1.2643525652675267,0.4228793524446026
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,8,32,0.8588792357203352,1.0449740596775132,0.9426219473605206,0.9249384517016447,0.96875,0.9687194525904204,1.0,0.8588792357203352,1.0449740596775132,0.1343132350510503,0.1378425448003554,0.46875,0.3442540322580645,0.9651393883815917,-0.07628835265098119,0.10901441351248473,3,1.0149637085083039,54,8,62,-1.4325458382260084e-17,1.2613999114594618,0.42803716803750685
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,9,32,0.9341110870464218,1.1703537941189819,0.9104185312609564,0.8511135297507622,0.8583333333333334,0.8398398398398399,0.9625,0.9341110870464218,1.1703537941189819,0.042480329875433535,0.0524337722641041,0.59375,0.503024193548387,1.061751339195067,0.01700405731418722,0.1358276027384765,2,1.004410358475045,54,8,62,-1.4325458382260084e-17,1.259250906693792,0.4287956472366087
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,10,32,0.8095833175603204,1.0185585667170145,0.9084565186827653,0.8996115668874182,0.875,0.8423645320197044,0.9666666666666667,0.8095833175603204,1.0185585667170145,-0.22134050713452097,-0.2128322675541703,0.5,-0.036794354838709756,0.9997417263296526,-0.15404921767695307,0.04926360250808927,1,1.0744032900326967,54,8,62,-3.223228136008519e-17,1.2617194503981597,0.4380736677877365
gaussian_0p10,valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,11,32,1.2133289628346178,1.4625807164903686,0.9135502466733945,0.8863117163738455,0.9166666666666667,0.906158357771261,0.9563492063492064,1.2133289628346178,1.4625807164903686,-0.11218807791536975,-0.07368035190615835,0.46875,-0.10030241935483872,1.4456403474452697,-0.02385688223161391,0.10187309016070216,2,0.8946561414478507,54,8,62,0.0,1.254556998531285,0.4294262259237228
