target,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate,lift_vs_stimulus_accuracy,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc
valence,0,stimulus_plus_fewshot_bias,discard_midpoint,230,0.9521739130434783,0.9521324863883847,0.9521657748955399,0.9779189352692075,114,116,0.5043478260869565,0.508695652173913,0.0,0.0,0.0,0.0
valence,0,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,256,0.8828125,0.8891625615763546,0.8827838827838828,0.9423029556650246,140,116,0.453125,0.53125,0.0,0.0,0.0,0.0
valence,0,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,256,0.9296875,0.9314306893995552,0.9291643608190371,0.9696071163825055,114,142,0.5546875,0.53125,0.0,0.0,0.0,0.0
valence,0,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,230,0.9521739130434783,0.9521324863883847,0.9521657748955399,0.9779189352692075,114,116,0.5043478260869565,0.508695652173913,0.0,0.0,0.0,0.0
valence,1,stimulus_only,midpoint_as_low,12400,0.8833870967741936,0.8896349196553726,0.8833630624041962,0.9426845290046267,6772,5628,0.45387096774193547,0.5317741935483871,0.0,0.0,0.0,0.0
valence,1,stimulus_only,midpoint_as_high,12400,0.9300806451612903,0.9318832215087895,0.929543197131506,0.9700815842812587,5511,6889,0.5555645161290322,0.5317741935483871,0.0,0.0,0.0,0.0
valence,1,stimulus_only,discard_midpoint,11139,0.952778525899991,0.9527299345871157,0.9527684120770183,0.9783864944402079,5511,5628,0.5052518179369782,0.5093814525540893,0.0,0.0,0.0,0.0
valence,1,stimulus_plus_fewshot_bias,midpoint_as_low,12400,0.8416935483870968,0.8442891755886,0.8413006301743003,0.9098598093617642,6772,5628,0.45387096774193547,0.4963709677419355,-0.041693548387096824,-0.04534574406677261,-0.04206243222989581,-0.03282471964286249
valence,1,stimulus_plus_fewshot_bias,midpoint_as_high,12400,0.8693548387096774,0.8730386519746107,0.8688196885609096,0.9403478109564268,5511,6889,0.5555645161290322,0.5083064516129032,-0.06072580645161285,-0.058844569534178826,-0.060723508570596385,-0.029733773324831847
valence,1,stimulus_plus_fewshot_bias,discard_midpoint,11139,0.8923601759583446,0.8925718054103076,0.8923476821894271,0.953438313010214,5511,5628,0.5052518179369782,0.4839752221922973,-0.06041834994164641,-0.060158129176808184,-0.060420729887591285,-0.024948181429993888
