target,n,subjects,stimuli,y_mean,y_std,sst_total,r2_stimulus_in_sample,r2_subject_in_sample,r2_subject_plus_stimulus_in_sample,unique_stimulus_r2_over_subject,unique_subject_r2_over_stimulus,overlap_r2_stimulus_subject,loso_global_mae,loso_global_rmse,loso_global_pearson,loso_global_spearman,loso_global_ccc,loso_global_pred_std,loso_stimulus_mae,loso_stimulus_rmse,loso_stimulus_pearson,loso_stimulus_spearman,loso_stimulus_ccc,loso_stimulus_pred_std,lift_stimulus_vs_global_mae,lift_stimulus_vs_global_rmse,lift_stimulus_vs_global_pearson,lift_stimulus_vs_global_spearman,lift_stimulus_vs_global_ccc,loso_stimulus_r2_vs_loso_global,loso_stimulus_residual_mean,loso_stimulus_residual_std,residual_std_ratio_after_loso_stimulus,additive_design_rank,additive_design_cols
valence,2016,63,32,4.911210317460317,2.5179028270055928,12781.106646825396,0.7583263149107389,0.022421798420450223,0.7807481133311892,0.758326314910739,0.022421798420450334,-1.1102230246251565e-16,2.103508124519969,2.5188205823164975,-0.1497391011741765,-0.14513636421250328,-0.0007232796011723227,0.006081104938060229,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,2.192729356794927,1.0814427123335892,1.2610468876426395,1.016046324640646,0.9864934189639775,0.8588135801616572,0.750649324974545,-1.409807015397024e-17,1.257773694673858,0.4995322620014137,94,94
arousal,2016,63,32,4.308035714285714,2.514611055537069,12747.709821428572,0.42104508890349623,0.15584101766178593,0.5768861065652822,0.42104508890349623,0.15584101766178593,0.0,2.1876575100806446,2.5209746143429186,-0.39476704226896375,-0.3801998772132442,-0.005026925803545392,0.016011057562116203,1.5799251152073732,1.9442049821165959,0.6343754946304895,0.5984999661777204,0.5793812998802726,1.6319723102903876,0.6077323948732714,0.5767696322263227,1.0291425368994531,0.9786998433909646,0.584408225683818,0.4052325969118472,-1.409807015397024e-17,1.9442049821165959,0.7731633000799616,94,94
