epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_outer_mean,y_outer_std,oracle_test_checkpoint_selection,early_stop,arch_config,arch_description
2,0.42251494046180477,1.1179436310069337,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
3,0.4091658111541502,1.0860693985200653,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
4,0.3894737372475286,1.101740135884633,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
5,0.3683504769879003,1.274504164457316,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
6,0.337069135519766,1.1878584964002725,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
7,0.31345694800538404,1.2086119803353066,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
8,0.27439914715866887,1.1407275750573167,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
9,0.24114182182858068,1.3141850182046477,gaussian_0p10,oracle_test_checkpoint_selection,11,arousal,1.7906822977825105e-17,1.9430789912245294,True,True,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
1,0.4398785444997972,0.7184087298625375,gaussian_0p10,oracle_test_checkpoint_selection,12,arousal,2.865091676452017e-17,1.9529172322977033,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
2,0.424878140370692,0.6674809062539756,gaussian_0p10,oracle_test_checkpoint_selection,12,arousal,2.865091676452017e-17,1.9529172322977033,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
3,0.42369994400970395,0.7585780014103188,gaussian_0p10,oracle_test_checkpoint_selection,12,arousal,2.865091676452017e-17,1.9529172322977033,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
