split,fold_id,test_subject,n_high,zero_rmse_high,model_rmse_high,improvement_zero_minus_model,pearson_high,sign_acc_high
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,47,6,4.06277980363113,4.180053117349443,-0.11727331371831351,0.18310435595201555,0.3333333333333333
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,48,4,3.2625176458969984,3.37683016972153,-0.11431252382453172,0.4392173557077999,0.25
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,49,4,3.313411366895216,3.090955806036381,0.222455560858835,-0.19024178758314741,1.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,50,2,2.696670325116022,2.876019379644579,-0.17934905452855743,-1.0,0.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,52,6,3.451166995086014,3.5764172960453235,-0.12525030095930934,0.06251105148635501,0.3333333333333333
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,53,4,2.8462862769558273,2.7675989413780013,0.07868733557782592,-0.5543418363979152,0.75
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,54,4,2.884973312169902,2.8626062742857097,0.022367037884192253,0.7382504983420533,0.5
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,55,8,2.9433883613643435,2.6931930477918726,0.2501953135724708,0.3433035662824434,1.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,56,1,2.9117647058823533,3.1017985291340775,-0.19003382325172424,,0.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,57,4,3.6134266736172616,3.657483238490952,-0.04405656487369036,0.021982689149289112,0.5
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,58,4,2.6716950077443937,2.4526467243144485,0.2190482834299452,-0.547699479122564,1.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,59,1,4.466019417475728,4.744367744158772,-0.27834832668304443,,0.0
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,60,6,3.7858248874678946,3.9216309786018404,-0.13580609113394582,0.20858848750730843,0.16666666666666666
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,61,4,3.20827080218138,3.095281710632354,0.11298909154902637,-0.46536249483881303,0.75
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,62,7,3.4511576585481536,3.515814963661715,-0.06465730511356149,0.2650350749334392,0.42857142857142855
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,63,6,3.662610889379846,3.648560674350802,0.014050215029044022,0.07151320728151332,0.6666666666666666
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,64,3,3.150837384785283,3.227575376367216,-0.07673799158193306,0.7137682466184129,0.3333333333333333
within_subject_trial_kfold_subjects_overlap,within_subject_fold_2,65,7,2.9678074769926264,2.8284838251310385,0.1393236518615879,0.4363394892479117,0.8571428571428571
within_subject_trial_kfold_subjects_overlap,within_subject_fold_3,1,2,3.0426356589147288,2.854238606837165,0.18839705207756374,,1.0
