split,fold_id,test_subject,n_high,zero_rmse_high,model_rmse_high,improvement_zero_minus_model,pearson_high,sign_acc_high
random_trial_kfold_subjects_overlap,random_fold_1,1,2,3.490614156531621,3.732747486274864,-0.2421333297432433,-1.0,0.0
random_trial_kfold_subjects_overlap,random_fold_1,2,5,3.443118091391241,3.5948351674876964,-0.15171707609645546,-0.6829101616867562,0.2
random_trial_kfold_subjects_overlap,random_fold_1,3,2,2.887036592360311,2.5042747966431644,0.38276179571714675,0.9999999999999999,1.0
random_trial_kfold_subjects_overlap,random_fold_1,5,2,3.467005617000166,3.386493382182166,0.08051223481799985,0.9999999999999998,1.0
random_trial_kfold_subjects_overlap,random_fold_1,6,4,5.2877252811409745,5.446865596540382,-0.15914031539940776,0.492085761785859,0.0
random_trial_kfold_subjects_overlap,random_fold_1,8,4,3.29886284727443,3.2490647695479247,0.04979807772650524,0.508272677101855,0.75
random_trial_kfold_subjects_overlap,random_fold_1,9,5,3.165675502669645,3.393864252794497,-0.2281887501248523,0.09998950453169557,0.2
random_trial_kfold_subjects_overlap,random_fold_1,10,3,2.580680232454148,2.4899370673320895,0.09074316512205849,0.8248606871588473,0.6666666666666666
random_trial_kfold_subjects_overlap,random_fold_1,11,2,2.6891131339094754,2.877086035331865,-0.18797290142238943,0.9999999999999998,0.0
random_trial_kfold_subjects_overlap,random_fold_1,12,2,2.9095073277673347,2.861021659120437,0.04848566864689774,1.0,0.5
random_trial_kfold_subjects_overlap,random_fold_1,13,5,2.9966846608489104,2.795543132129668,0.2011415287192424,0.8416399685000733,1.0
random_trial_kfold_subjects_overlap,random_fold_1,14,3,2.9711541917880915,2.7985891359209547,0.17256505586713677,-0.6443412255900933,1.0
random_trial_kfold_subjects_overlap,random_fold_1,15,3,2.5807040097229303,2.4941515750543584,0.08655243466857199,0.9743931225283091,1.0
random_trial_kfold_subjects_overlap,random_fold_1,16,2,4.808458536358354,4.979638892503819,-0.17118035614546478,-0.9999999999999999,0.0
random_trial_kfold_subjects_overlap,random_fold_1,17,2,2.7954342921432436,2.8720720463265152,-0.07663775418327168,-1.0,0.0
random_trial_kfold_subjects_overlap,random_fold_1,18,1,4.279069767441861,4.0953571359778564,0.18371263146400452,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,19,1,2.8,2.932695913314819,-0.13269591331481934,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,20,1,5.282392026578073,5.3143830687748235,-0.03199104219675064,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,21,3,4.562228787924631,4.5686901816374395,-0.0064613937128088494,0.340144648824637,0.6666666666666666
random_trial_kfold_subjects_overlap,random_fold_1,22,5,3.8081323899230344,3.8197214200463847,-0.01158903012335033,-0.035370586685250165,0.6
random_trial_kfold_subjects_overlap,random_fold_1,23,2,4.27922464438075,4.433885750908653,-0.15466110652790288,-1.0,0.0
random_trial_kfold_subjects_overlap,random_fold_1,24,2,4.083387684686579,4.081836563264209,0.0015511214223700165,1.0,0.5
random_trial_kfold_subjects_overlap,random_fold_1,25,1,5.15,4.935883784294129,0.21411621570587158,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,26,2,3.1228326465537943,3.037069290710582,0.08576335584321226,1.0,0.5
random_trial_kfold_subjects_overlap,random_fold_1,28,2,3.013261564596554,3.0807447849568503,-0.06748322036029641,-1.0,0.5
random_trial_kfold_subjects_overlap,random_fold_1,29,1,3.0470588235294116,2.8535673050319446,0.19349151849746704,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,31,5,2.835586048422073,2.824532605348144,0.011053443073929081,-0.3268139741501601,0.4
random_trial_kfold_subjects_overlap,random_fold_1,32,1,2.5,2.6419730484485626,-0.14197304844856262,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,33,2,3.0410938992669676,2.79595271956225,0.2451411797047176,1.0,1.0
random_trial_kfold_subjects_overlap,random_fold_1,35,3,3.3181131999707363,3.292832798815809,0.025280401154927468,0.6747884051753713,0.6666666666666666
random_trial_kfold_subjects_overlap,random_fold_1,36,3,3.3208864805151324,3.3512156796969657,-0.0303291991818333,0.2575802932521574,0.6666666666666666
random_trial_kfold_subjects_overlap,random_fold_1,37,1,2.2823920265780733,2.5241386310206697,-0.24174660444259644,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,38,3,3.388418321193601,3.28171579335007,0.1067025278435314,0.9784289224498554,1.0
random_trial_kfold_subjects_overlap,random_fold_1,39,3,2.872380299648548,2.834029274874921,0.03835102477362673,0.058888059756622355,0.3333333333333333
random_trial_kfold_subjects_overlap,random_fold_1,40,7,3.236557991930881,3.2987149812451717,-0.06215698931429081,-0.4984543287582952,0.2857142857142857
random_trial_kfold_subjects_overlap,random_fold_1,41,3,2.8881148317894993,2.707049132853144,0.18106569893635527,0.9975058994260738,1.0
random_trial_kfold_subjects_overlap,random_fold_1,42,2,2.8269604506545964,2.8363902668083547,-0.009429816153758264,-1.0,0.5
random_trial_kfold_subjects_overlap,random_fold_1,43,1,2.7176079734219267,2.656427523399706,0.06118045002222061,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,44,4,4.055811381203,4.039180417678717,0.016630963524282727,0.40063706026801976,0.5
random_trial_kfold_subjects_overlap,random_fold_1,46,1,3.2823920265780733,3.1966769115077303,0.08571511507034302,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,47,2,2.7723780931745887,2.603475203915528,0.16890288925906072,-1.0,1.0
random_trial_kfold_subjects_overlap,random_fold_1,48,1,4.282392026578073,4.477611275111322,-0.1952192485332489,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,49,3,2.9450827613382864,2.7923182456464195,0.1527645156918669,-0.7224216264498065,1.0
random_trial_kfold_subjects_overlap,random_fold_1,50,1,2.481203007518797,2.298451918184309,0.18275108933448792,,1.0
random_trial_kfold_subjects_overlap,random_fold_1,52,3,3.5549369727681714,3.5400948557692242,0.014842116998947219,0.13137822023065743,0.6666666666666666
random_trial_kfold_subjects_overlap,random_fold_1,53,1,3.2823920265780733,3.439669074212198,-0.15727704763412476,,0.0
random_trial_kfold_subjects_overlap,random_fold_1,54,1,3.5,3.7227915227413177,-0.22279152274131775,,0.0
