target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std,experiment,table,experiment_description,is_stimulus_only,is_residual_model,is_direct_model,is_augmented,subset
valence,emg_expanded_ridge_direct,2016,2.1897803094822987,2.6221548766458773,-0.0095420120578912,0.0078573910467425,-0.0049742926076504,0.5064916813998821,0.5063241169132624,0.4965189315522513,2.6221548766458773,2.1897803094822987,0.0040607572581499,-0.0357544734327075,0.4965277777777778,2.3058706274841767,-1.1677148972959188,-1.3643811819720193,-0.8758492355243607,-0.8334996637047316,-0.8630645931681353,-0.3730676821252097,-0.3594798610402483,-0.4467670036417486,-1.1677148972959188,-1.3643811819720193,,,0.4965277777777778,2.3058706274841767,04e_expanded_812feat,main,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,
valence,emg_expanded_ridge_residual,2016,1.0513513964103254,1.312637283623365,0.8538225176901193,0.8418506756975098,0.8471252226210053,0.8749444671109298,0.8608695652173913,0.9417753398713552,1.312637283623365,1.0513513964103254,-0.0179006271047526,-0.0247964178783613,0.4880952380952381,0.3536875324241959,-0.0292859842239454,-0.054863588949507,-0.01248470577635,0.0004936209460356,-0.0109650779394795,-0.004614896414162,-0.0049344127361193,-0.0015105953226448,-0.0292859842239454,-0.054863588949507,,,0.4880952380952381,0.3536875324241959,04e_expanded_812feat,main,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,
valence,emg_expanded_extratrees_direct,2016,2.126652568075185,2.537374892606385,-0.0466081300381995,-0.0342443593203169,-0.0079889996064114,0.4859739788748357,0.4661582754913856,0.4828777369781041,2.537374892606385,2.126652568075185,0.0066920391538414,-0.0351085479831253,0.5079365079365079,2.212096877741736,-1.1045871558888056,-1.2796011979325277,-0.9129153535046688,-0.8756014140717912,-0.8660793001668963,-0.3935853846502561,-0.3996457024621251,-0.4604081982158958,-1.1045871558888056,-1.2796011979325277,,,0.5079365079365079,2.212096877741736,04e_expanded_812feat,main,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,
valence,emg_expanded_extratrees_residual,2016,1.0209404142043874,1.2630735009075431,0.8651082771409402,0.8515666890789911,0.8570544522651283,0.8795593635250918,0.8658039779535107,0.9472102593549622,1.2630735009075431,1.0209404142043874,0.0169924666714762,-0.0060756637794564,0.5124007936507936,0.1387928036678567,0.0011249979819925,-0.0052998062336853,-0.0011989463255291,0.0102096343275169,-0.0010358482953565,0.0,0.0,0.0039243241609622,0.0011249979819925,-0.0052998062336853,,,0.5124007936507936,0.1387928036678567,04e_expanded_812feat,main,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,
arousal,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.2674343736552073,0.2472329398646137,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1.7458397337429594,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,True,False,False,False,top25_train_entropy
arousal,emg_expanded_ridge_direct,504,2.360979083460397,2.754356716157184,0.0773598536463796,0.0697746752808437,0.0350595304818394,0.5371799135350848,0.435340637614301,0.537246425008314,2.754356716157184,2.360979083460397,0.0213642415248175,0.0154059383715689,0.4325396825396825,1.1060142643768491,-0.6151393497174376,-0.6779744269027983,-0.3152917815998107,-0.1976596983743636,-0.2121734093827743,-0.1102593947455936,-0.2157566281502134,-0.085966079148653,-0.6151393497174378,-0.6779744269027983,,,0.4325396825396825,1.1060142643768491,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_entropy
arousal,emg_expanded_ridge_residual,504,1.8169861216760368,2.1676762895048136,0.3159971146415624,0.2919692271128314,0.2430163488954576,0.6107249750581976,0.6098124098124098,0.6453441968739607,2.1676762895048136,1.8169861216760368,0.0140823226266468,0.0132141236528583,0.5059523809523809,0.6530978837878284,-0.0711463879330771,-0.0912940002504285,-0.0766545206046279,0.0245348534576241,-0.0042165909691561,-0.0367143332224808,-0.0412848559521046,0.0221316927169936,-0.0711463879330773,-0.0912940002504285,,,0.5059523809523809,0.6530978837878284,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_entropy
arousal,emg_expanded_extratrees_direct,504,2.352290024658292,2.718654035010481,-0.0424717111900939,-0.054483925416747,-0.0100315867833878,0.514216827402727,0.338035705599066,0.4776854007316262,2.718654035010481,2.352290024658292,-0.0612976056613145,-0.0589787912230642,0.4365079365079365,0.8793473675690531,-0.6064502909153322,-0.642271745756096,-0.4351233464362842,-0.3219182990719543,-0.2572645266480016,-0.1332224808779514,-0.3130615601654484,-0.1455271034253408,-0.6064502909153324,-0.642271745756096,,,0.4365079365079365,0.8793473675690531,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_entropy
arousal,emg_expanded_extratrees_residual,504,1.773115954548506,2.1118036914750253,0.3529455496580009,0.3034384961448963,0.2367840676932118,0.6339208513468574,0.6361273554256011,0.6428001330229465,2.1118036914750253,1.773115954548506,-0.059539762757826,-0.0611167457443369,0.4781746031746032,0.2811086008927286,-0.0272762208055463,-0.0354214022206402,-0.0397060855881893,0.0360041224896889,-0.0104488721714018,-0.013518456933821,-0.0149699103389133,0.0195876288659794,-0.0272762208055465,-0.0354214022206402,,,0.4781746031746032,0.2811086008927286,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_entropy
arousal,stimulus_only,504,1.910426267281106,2.2739644157974346,0.3813269507180007,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346,1.910426267281106,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,True,False,False,False,top25_train_score_std
arousal,emg_expanded_ridge_direct,504,2.216311349816438,2.5656955388373497,0.0174707682606488,0.0085283084563947,0.0100452895243637,0.5072690217391305,0.482873129236228,0.4832710597826087,2.5656955388373497,2.216311349816438,0.0472799629520077,0.0222795811661603,0.4384920634920635,1.300389281596692,-0.3058850825353325,-0.2917311230399151,-0.3638561824573519,-0.2941657131027855,-0.2580882579919397,-0.1425271739130434,-0.1724000013673397,-0.1867357336956521,-0.3058850825353325,-0.2917311230399151,,,0.4384920634920635,1.300389281596692,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_score_std
arousal,emg_expanded_ridge_residual,504,1.9729877323594536,2.3636078059231806,0.3191782578339368,0.3378594830941245,0.2493251616053004,0.6484375,0.6521035669848361,0.6803838315217391,2.3636078059231806,1.9729877323594536,-0.0011914884315014,0.0077301997455397,0.5099206349206349,0.6422187717093912,-0.0625614650783477,-0.089643390125746,-0.0621486928840639,0.0351654615349442,-0.0188083859110029,-0.0013586956521739,-0.0031695636187316,0.0103770380434782,-0.0625614650783477,-0.089643390125746,,,0.5099206349206349,0.6422187717093912,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_score_std
arousal,emg_expanded_extratrees_direct,504,2.1725850882603632,2.499495761424351,-0.0331412509278166,-0.0431353496031172,-0.0099232023608413,0.5130434782608695,0.448292097271593,0.4802479619565217,2.499495761424351,2.1725850882603632,0.015811056033528,-0.0056165384416948,0.4305555555555556,1.074290872305583,-0.2621588209792571,-0.2255313456269165,-0.4144682016458174,-0.3458293711622975,-0.2780567498771448,-0.1367527173913044,-0.2069810333319747,-0.1897588315217391,-0.2621588209792571,-0.2255313456269165,,,0.4305555555555556,1.074290872305583,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_score_std
arousal,emg_expanded_extratrees_residual,504,1.9316727236883573,2.3034667293294286,0.3561129140676753,0.3616879300591845,0.2560654622728893,0.6520380434782609,0.6571505800202726,0.6976902173913043,2.3034667293294286,1.9316727236883573,-0.047478126461368,-0.0399336150406466,0.490079365079365,0.2751708441512188,-0.0212464564072514,-0.029502313531994,-0.0252140366503254,0.0589939085000041,-0.012068085243414,0.0022418478260869,0.0018774494167048,0.0276834239130434,-0.0212464564072514,-0.029502313531994,,,0.490079365079365,0.2751708441512188,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_score_std
valence,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.3318823247544605,0.2667050643714082,0.2025541116278129,0.5037703065166417,0.3968343842491313,0.6852511007270703,1.3230693666365962,1.0589157706093189,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,True,False,False,False,top25_train_entropy
valence,emg_expanded_ridge_direct,504,1.6024787641600764,2.018412716305702,-0.0309534230093971,-0.0425367142729857,-0.0156700865877036,0.4603653907791967,0.4504997771694149,0.455507009227551,2.018412716305702,1.6024787641600764,-0.0131529996950098,-0.0106502559677314,0.5079365079365079,0.8794055636542979,-0.5435629935507575,-0.6953433496691057,-0.3628357477638577,-0.3092417786443939,-0.2182241982155165,-0.0434049157374449,0.0536653929202835,-0.2297440914995192,-0.5435629935507575,-0.6953433496691057,,,0.5079365079365079,0.8794055636542979,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_entropy
valence,emg_expanded_ridge_residual,504,1.0792664686414484,1.3742471159894447,0.2590031942517176,0.2927990190794743,0.1861336703113146,0.5146004487255184,0.430410534850011,0.683783464633344,1.3742471159894447,1.0792664686414484,-0.01206304042482,-0.0129759324345961,0.494047619047619,0.3562155261687781,-0.0203506980321295,-0.0511777493528484,-0.0728791305027429,0.0260939547080661,-0.0164204413164983,0.0108301422088766,0.0335761506008796,-0.0014676360937262,-0.0203506980321295,-0.0511777493528484,,,0.494047619047619,0.3562155261687781,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_entropy
valence,emg_expanded_extratrees_direct,504,1.4941354115875716,1.9337662819444728,-0.0337909581342978,-0.0619412927572336,-0.0056906519985445,0.4650635132171595,0.3873262321718722,0.4500413299819498,1.9337662819444728,1.4941354115875716,0.0069615929084576,0.0261247347285736,0.5396825396825397,0.5451988840794493,-0.4352196409782527,-0.6106969153078765,-0.3656732828887584,-0.3286463571286418,-0.2082447636263574,-0.0387067932994821,-0.0095081520772591,-0.2352097707451205,-0.4352196409782527,-0.6106969153078765,,,0.5396825396825397,0.5451988840794493,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_entropy
valence,emg_expanded_extratrees_residual,504,1.0519785175560346,1.3256199028734172,0.3281040376457599,0.3616039480307106,0.2041613747105094,0.5037703065166417,0.3968343842491313,0.7285885389429646,1.3256199028734172,1.0519785175560346,0.0334775406430328,0.0124628569431061,0.5079365079365079,0.1315211022109189,0.0069372530532842,-0.0025505362368209,-0.0037782871087005,0.0948988836593024,0.0016072630826965,0.0,0.0,0.0433374382158943,0.0069372530532842,-0.0025505362368209,,,0.5079365079365079,0.1315211022109189,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_entropy
valence,stimulus_only,504,1.0547875064004095,1.2971505530737022,0.7377818837811864,0.6314972032763382,0.7031681563849894,0.7380944881889764,0.7193987115246958,0.8359370078740157,1.2971505530737022,1.0547875064004095,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,True,False,False,False,top25_train_score_std
valence,emg_expanded_ridge_direct,504,1.7247878277378246,2.148019951482514,0.0035219979407594,0.0357728229110033,0.0022019075398849,0.4955590551181102,0.4939919048823678,0.4899842519685039,2.148019951482514,1.7247878277378246,-0.0191851625187405,-0.0138544439228289,0.4861111111111111,1.576968716715765,-0.6700003213374148,-0.8508693984088116,-0.7342598858404269,-0.5957243803653348,-0.7009662488451045,-0.2425354330708661,-0.2254068066423279,-0.3459527559055118,-0.6700003213374148,-0.8508693984088116,,,0.4861111111111111,1.576968716715765,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_score_std
valence,emg_expanded_ridge_residual,504,1.075922458848807,1.3518088015248797,0.7117242064956736,0.670120801635768,0.6833067010503555,0.7399685039370079,0.723445294313269,0.8501259842519685,1.3518088015248797,1.075922458848807,-0.0088910465193493,-0.0071902050426465,0.501984126984127,0.3691483136145096,-0.0211349524483972,-0.0546582484511775,-0.0260576772855127,0.0386235983594298,-0.0198614553346339,0.0018740157480314,0.0040465827885731,0.0141889763779528,-0.0211349524483972,-0.0546582484511775,,,0.501984126984127,0.3691483136145096,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_score_std
valence,emg_expanded_extratrees_direct,504,1.6143076873039943,2.0569487309658343,-0.0542451174199902,-0.0572200069085265,-0.0119020744401641,0.4720472440944881,0.4309209825518226,0.4541417322834645,2.0569487309658343,1.6143076873039943,-0.0099966150069324,-0.010702867432585,0.5158730158730159,1.441858538967027,-0.5595201809035848,-0.7597981778921321,-0.7920270012011766,-0.6887172101848648,-0.7150702308251535,-0.2660472440944882,-0.2884777289728732,-0.3817952755905511,-0.5595201809035848,-0.7597981778921321,,,0.5158730158730159,1.441858538967027,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,False,True,False,top25_train_score_std
valence,emg_expanded_extratrees_residual,504,1.0523731255525426,1.3047753904802628,0.7341478768167511,0.6798348634667642,0.6995394327638534,0.7380944881889764,0.7193987115246958,0.8552755905511811,1.3047753904802628,1.0523731255525426,-0.003970093141537,-0.0143014401300872,0.5138888888888888,0.1350981323824771,0.0024143808478671,-0.0076248374065606,-0.0036340069644352,0.048337660190426,-0.0036287236211359,0.0,0.0,0.0193385826771653,0.0024143808478671,-0.0076248374065606,,,0.5138888888888888,0.1350981323824771,04e_expanded_812feat,subset,812-feature expanded EMG Ridge and ExtraTrees probe,False,True,False,False,top25_train_score_std
arousal,stimulus_only,2016,1.5799251152073732,1.944204982116596,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.944204982116596,1.5799251152073732,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,True,False,False,False,
arousal,emg_expanded_ridge_residual_noaug,2016,1.635928412461511,2.0254897136371697,0.6013448272687199,0.5855364332444125,0.5659673699527366,0.766020680749554,0.7668599117418016,0.811623036878589,2.0254897136371697,1.635928412461511,0.0322812095572026,0.0401923629263414,0.5208333333333334,0.6342562313819026,-0.0560032972541377,-0.0812847315205738,-0.0330306673617695,-0.0129635329333078,-0.013413929927536,-0.0026023440811457,-0.0070511618936581,-0.0044505998205959,-0.0560032972541377,-0.0812847315205738,,,0.5208333333333334,0.6342562313819026,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,False,
arousal,emg_expanded_ridge_residual_aug,2016,1.6587300468580095,2.053242736968759,0.5913459758246864,0.5785351225657025,0.5605357131585395,0.7597234680834984,0.7600881835182371,0.8089516912498371,2.053242736968759,1.6587300468580095,0.0387774718729456,0.0402133801300012,0.5109126984126984,0.7394131332795013,-0.0788049316506362,-0.109037754852163,-0.0430295188058029,-0.0199648436120178,-0.0188455867217332,-0.0088995567472013,-0.0138228901172225,-0.0071219454493478,-0.0788049316506362,-0.109037754852163,,,0.5109126984126984,0.7394131332795013,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,True,
arousal,emg_expanded_extratrees_residual_noaug,2016,1.599583502074693,1.9707517372415808,0.62227328181297,0.6003116274587472,0.5722462441250462,0.7692029664093895,0.7727571563105244,0.8175752418066139,1.9707517372415808,1.599583502074693,-0.0284883022960366,-0.0282395899335149,0.4965277777777778,0.2717144389431299,-0.0196583868673196,-0.0265467551249847,-0.0121022128175193,0.0018116612810268,-0.0071350557552264,0.0005799415786896,-0.0011539173249353,0.0015016051074289,-0.0196583868673196,-0.0265467551249847,,,0.4965277777777778,0.2717144389431299,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,False,
arousal,emg_expanded_extratrees_residual_aug,2016,1.601217785518697,1.970173266284092,0.6224947632882457,0.6001956950646631,0.5720873906246107,0.7692276098192488,0.7730592336857834,0.81867379025501,1.970173266284092,1.601217785518697,-0.0370239164065959,-0.0369656070133612,0.496031746031746,0.2547678025880294,-0.0212926703113238,-0.0259682841674961,-0.0118807313422436,0.0016957288869426,-0.0072939092556619,0.0006045849885489,-0.0008518399496763,0.0026001535558249,-0.0212926703113238,-0.0259682841674961,,,0.496031746031746,0.2547678025880294,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,True,
valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,True,False,False,False,
valence,emg_expanded_ridge_residual_noaug,2016,1.0513513964103254,1.312637283623365,0.8538225176901193,0.8418506756975098,0.8471252226210053,0.8749444671109298,0.8608695652173913,0.9417753398713552,1.312637283623365,1.0513513964103254,-0.0179006271047526,-0.0247964178783613,0.4880952380952381,0.3536875324241959,-0.0292859842239454,-0.054863588949507,-0.01248470577635,0.0004936209460356,-0.0109650779394795,-0.004614896414162,-0.0049344127361193,-0.0015105953226448,-0.0292859842239454,-0.054863588949507,,,0.4880952380952381,0.3536875324241959,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,False,
valence,emg_expanded_ridge_residual_aug,2016,1.0656502060439526,1.3309228751845144,0.8496585682589654,0.8375281864111156,0.8434651553106073,0.875651661453375,0.8618399255320828,0.9394935803476536,1.3309228751845144,1.0656502060439526,-0.0132605800523553,-0.0238332900717908,0.4880952380952381,0.4187715767352265,-0.0435847938575726,-0.0731491805106563,-0.016648655207504,-0.0038288683403585,-0.0146251452498775,-0.0039077020717167,-0.0039640524214279,-0.0037923548463464,-0.0435847938575726,-0.0731491805106563,,,0.4880952380952381,0.4187715767352265,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,True,
valence,emg_expanded_extratrees_residual_noaug,2016,1.0214238829529645,1.2636807551287252,0.8649758589901241,0.851255664682987,0.856991833656786,0.8795593635250918,0.8658039779535107,0.9469604243166054,1.2636807551287252,1.0214238829529645,0.0113328238847089,-0.0126481988665578,0.5148809523809523,0.1369187570957331,0.0006415292334156,-0.0059070604548672,-0.0013313644763452,0.0098986099315128,-0.0010984669036988,0.0,0.0,0.0036744891226054,0.0006415292334156,-0.0059070604548672,,,0.5148809523809523,0.1369187570957331,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,False,
valence,emg_expanded_extratrees_residual_aug,2016,1.0226419350721323,1.2643653911601156,0.8648137157242625,0.8509082591689591,0.8567439632861934,0.8794052314248153,0.8657919341031295,0.9469745279074804,1.2643653911601156,1.0226419350721323,0.0109712312456803,-0.0158526593223463,0.501984126984127,0.143284521789385,-0.0005765228857526,-0.0065916964862575,-0.0014935077422069,0.0095512044174849,-0.0013463372742914,-0.0001541321002764,-1.2043850381227015e-05,0.0036885927134805,-0.0005765228857526,-0.0065916964862575,,,0.501984126984127,0.143284521789385,04f_augmented_812feat,main,812-feature expanded EMG train-only augmentation probe,False,True,False,True,
arousal,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.2674343736552073,0.2472329398646137,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1.7458397337429594,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,True,False,False,False,top25_train_entropy
arousal,emg_expanded_ridge_residual_noaug,504,1.8169861216760368,2.1676762895048136,0.3159971146415624,0.2919692271128314,0.2430163488954576,0.6107249750581976,0.6098124098124098,0.6453441968739607,2.1676762895048136,1.8169861216760368,0.0140823226266468,0.0132141236528583,0.5059523809523809,0.6530978837878284,-0.0711463879330771,-0.0912940002504285,-0.0766545206046279,0.0245348534576241,-0.0042165909691561,-0.0367143332224808,-0.0412848559521046,0.0221316927169936,-0.0711463879330773,-0.0912940002504285,,,0.5059523809523809,0.6530978837878284,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,False,top25_train_entropy
arousal,emg_expanded_ridge_residual_aug,504,1.837546218161458,2.1920541492194032,0.3058912972570061,0.2932830859139979,0.2451066745774399,0.5984702361157299,0.5970930232558139,0.6481543066178916,2.1920541492194032,1.837546218161458,0.0265996280301687,0.0179668056006607,0.5079365079365079,0.7610933188479355,-0.0917064844184982,-0.1156718599650181,-0.0867603379891842,0.0258487122587905,-0.0021262652871738,-0.0489690721649485,-0.0540042425087005,0.0249418024609245,-0.0917064844184984,-0.1156718599650181,,,0.5079365079365079,0.7610933188479355,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,True,top25_train_entropy
arousal,emg_expanded_extratrees_residual_noaug,504,1.7728909182656245,2.1147251920943284,0.3497141473000684,0.2991587309906971,0.2342157538514714,0.6303791153974061,0.6320450557074644,0.6408879281676089,2.1147251920943284,1.7728909182656245,-0.0725030604841503,-0.0777132804211483,0.4583333333333333,0.2778761745482884,-0.0270511845226646,-0.0383429028399433,-0.0429374879461219,0.0317243573354897,-0.0130171860131422,-0.0170601928832723,-0.01905221005705,0.0176754240106418,-0.0270511845226648,-0.0383429028399433,,,0.4583333333333333,0.2778761745482884,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,False,top25_train_entropy
arousal,emg_expanded_extratrees_residual_aug,504,1.7790561597791836,2.11280628612318,0.3515429648852244,0.2993585590436153,0.233267422671866,0.6339208513468574,0.6361273554256011,0.6432823412038576,2.11280628612318,1.7790561597791836,-0.074595714830451,-0.0772281167627657,0.4742063492063492,0.2649368867899792,-0.0332164260362239,-0.0364239968687951,-0.0411086703609658,0.0319241853884079,-0.0139655171927477,-0.013518456933821,-0.0149699103389133,0.0200698370468905,-0.0332164260362242,-0.0364239968687951,,,0.4742063492063492,0.2649368867899792,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,True,top25_train_entropy
arousal,stimulus_only,504,1.910426267281106,2.2739644157974346,0.3813269507180007,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346,1.910426267281106,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,True,False,False,False,top25_train_score_std
arousal,emg_expanded_ridge_residual_noaug,504,1.9729877323594536,2.3636078059231806,0.3191782578339368,0.3378594830941245,0.2493251616053004,0.6484375,0.6521035669848361,0.6803838315217391,2.3636078059231806,1.9729877323594536,-0.0011914884315014,0.0077301997455397,0.5099206349206349,0.6422187717093912,-0.0625614650783477,-0.089643390125746,-0.0621486928840639,0.0351654615349442,-0.0188083859110029,-0.0013586956521739,-0.0031695636187316,0.0103770380434782,-0.0625614650783477,-0.089643390125746,,,0.5099206349206349,0.6422187717093912,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,False,top25_train_score_std
arousal,emg_expanded_ridge_residual_aug,504,1.9958657263179456,2.395270466725975,0.3018561278475397,0.3289746357377881,0.2420974180947607,0.627445652173913,0.6305572728075599,0.6749660326086957,2.395270466725975,1.9958657263179456,-0.001730634596017,0.0022703729128572,0.5099206349206349,0.7481147877575496,-0.0854394590368397,-0.1213060509285406,-0.079470822870461,0.0262806141786078,-0.0260361294215426,-0.0223505434782609,-0.0247158577960078,0.0049592391304348,-0.0854394590368397,-0.1213060509285406,,,0.5099206349206349,0.7481147877575496,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,True,top25_train_score_std
arousal,emg_expanded_extratrees_residual_noaug,504,1.930980965897089,2.304699764916799,0.3547858272659175,0.3588107253778985,0.2544113782854957,0.6516304347826087,0.6565279770444763,0.6967900815217392,2.304699764916799,1.930980965897089,-0.0509705494898576,-0.0497966958805473,0.492063492063492,0.2765314060853791,-0.0205546986159828,-0.0307353491193644,-0.0265411234520832,0.0561167038187181,-0.0137221692308076,0.0018342391304347,0.0012548464409085,0.0267832880434782,-0.0205546986159828,-0.0307353491193644,,,0.492063492063492,0.2765314060853791,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,False,top25_train_score_std
arousal,emg_expanded_extratrees_residual_aug,504,1.9305937361251344,2.299693593551841,0.3591000296351338,0.3644094441980476,0.2571205511379333,0.6520380434782609,0.6571505800202726,0.699711277173913,2.299693593551841,1.9305937361251344,-0.0424644615406267,-0.0369667356705042,0.4861111111111111,0.2600158216948686,-0.020167468844028,-0.0257291777544059,-0.0222269210828669,0.0617154226388673,-0.0110129963783701,0.0022418478260869,0.0018774494167048,0.0297044836956521,-0.0201674688440283,-0.0257291777544059,,,0.4861111111111111,0.2600158216948686,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,True,top25_train_score_std
valence,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.3318823247544605,0.2667050643714082,0.2025541116278129,0.5037703065166417,0.3968343842491313,0.6852511007270703,1.3230693666365962,1.0589157706093189,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,True,False,False,False,top25_train_entropy
valence,emg_expanded_ridge_residual_noaug,504,1.0792664686414484,1.3742471159894447,0.2590031942517176,0.2927990190794743,0.1861336703113146,0.5146004487255184,0.430410534850011,0.683783464633344,1.3742471159894447,1.0792664686414484,-0.01206304042482,-0.0129759324345961,0.494047619047619,0.3562155261687781,-0.0203506980321295,-0.0511777493528484,-0.0728791305027429,0.0260939547080661,-0.0164204413164983,0.0108301422088766,0.0335761506008796,-0.0014676360937262,-0.0203506980321295,-0.0511777493528484,,,0.494047619047619,0.3562155261687781,04f_augmented_812feat,subset,812-feature expanded EMG train-only augmentation probe,False,True,False,False,top25_train_entropy
