experiment,target,model,n,aggregate_rmse,stimulus_rmse,aggregate_lift_vs_stimulus_rmse,aggregate_auroc,stimulus_auroc,aggregate_lift_vs_stimulus_auroc,aggregate_balanced_accuracy,stimulus_balanced_accuracy,aggregate_dev_pearson,subject_centered_dev_pearson,macro_mean_fold_dev_pearson,macro_median_fold_dev_pearson,positive_fold_dev_pearson_count,negative_fold_dev_pearson_count,mean_fold_rmse_lift,positive_fold_rmse_lift_count,negative_fold_rmse_lift_count,true_dev_std,pred_dev_std,std_ratio_pred_over_true,true_dev_mean,pred_dev_mean,mean_bias_pred_minus_true,diagnostic_verdict
05b_residual_smoke,arousal,eeg_bc_residual_huber_smoke,192,2.479365675677111,2.383014197656634,-0.09635147802047728,0.6533657566043992,0.6476732618547585,0.005692494749640731,0.6279982314579419,0.6279982314579419,-0.07956832113678965,0.03299211194637471,0.0846520286418322,0.026236611961707124,3,3,-0.060104494390115115,2,4,2.2785491530949153,0.21173227507138806,0.09292416395042552,0.6978326612903225,-0.21532838220203607,-0.9131610434923586,collapsed_or_under_scaled
05c_stabilized_residual_smoke,arousal,eeg_bc_residual_huber_norm_stabilized_smoke,192,2.4435752072042414,2.383014197656634,-0.06056100954760746,0.6566817729634132,0.6476732618547585,0.009008511108654749,0.6279982314579419,0.6279982314579419,0.046739189098856895,0.06547677384575086,0.08167375075920831,0.052024208724382716,3,3,-0.06398184568232324,3,3,2.2785491530949153,0.2714010084145741,0.1191113248734685,0.6978326612903225,-0.1759076446256449,-0.8737403059159674,collapsed_or_under_scaled
05d_multitask_highlow_smoke,arousal,eeg_bc_residual_huber_norm_multitask_smoke,192,2.486073928962678,2.383014197656634,-0.10305973130604418,0.625732286945949,0.6476732618547585,-0.02194097490880953,0.6234110754946391,0.6279982314579419,-0.2625207837425656,0.2065672995966318,0.1700603660162867,0.12201757645362785,5,1,-0.07051301459488857,2,4,2.2785491530949153,0.2821236604315616,0.12381723696775816,0.6978326612903225,-0.05825577733745129,-0.7560884386277738,ranking_signal_but_calibration_problem
