target,model,n,rmse,lift_vs_stimulus_rmse,dev_rmse,lift_vs_stimulus_dev_rmse,pearson,spearman,ccc,dev_pearson,dev_sign_acc,pred_dev_std,true_dev_std
arousal,physio_eeg_entropy_complexity_ridge,2016,1.9463678558614221,-0.0021628737448260438,1.9485175118232667,-0.00431252970667062,0.6349201546520523,0.620546870889088,0.5910524262350471,0.13174672687461148,0.5615079365079365,0.5429364671808452,1.944204982116596
arousal,physio_emg_bsl_stats_22_ridge,2016,1.9524919414034763,-0.008286959286880169,3.038803962799144,-1.094598980682548,0.6306485786327654,0.6080520474131956,0.5781468618189847,0.04981335666914293,0.5104166666666666,2.4335781532417835,1.944204982116596
arousal,physio_emg_lagged_interaction_experimental_ridge,2016,1.9540013901575088,-0.009796408040912752,1.9540013901575088,-0.009796408040912752,0.6297923888710206,0.6095024553512983,0.5759954557172707,-0.04407182773693488,0.5143849206349206,0.1276928505332191,1.944204982116596
arousal,physio_eeg_bandpower_ridge,2016,1.961104332506737,-0.0168993503901409,1.9624435573658796,-0.018238575249283517,0.6287096642720235,0.6131120214259823,0.5870593806188645,0.12546633047173086,0.5277777777777778,0.6054249476481015,1.944204982116596
arousal,physio_emg_existing_22_ridge,2016,1.9618606315947302,-0.01765564947813414,3.393353589992773,-1.449148607876177,0.6262400641302154,0.6035306890614616,0.5741737568883871,0.02214712736198539,0.4930555555555556,2.824193320347788,1.944204982116596
arousal,physio_eeg_directed_connectivity_experimental_ridge,2016,1.9658826070834112,-0.021677624966815134,1.9663756309576648,-0.022170648841068674,0.6256855709538078,0.6072686243580631,0.5807628809474886,0.06517015484018787,0.5188492063492064,0.44650013601793875,1.944204982116596
arousal,physio_eeg_cov_riemannian_ridge,2016,1.9993700853597687,-0.055165103243172586,2.0030284901775666,-0.058823508060970475,0.6112333906265088,0.590832884780525,0.5705687885467957,0.06676967859305719,0.5148809523809523,0.6284229856835406,1.944204982116596
arousal,physio_emg_expanded_812_ridge,2016,2.0469107383556744,-0.1027057562390783,485887.2715143047,-485885.32730932254,0.5900233005627885,0.5810700539019578,0.5525670001006984,0.014011982496978017,0.503968253968254,484700.6028453848,1.944204982116596
valence,physio_emg_lagged_interaction_experimental_ridge,2016,1.2591521569008588,-0.0013784622270007763,1.2591521569008588,-0.0013784622270007763,0.8659950291855061,0.848919951305871,0.857827751896266,0.0022037975299574043,0.4816468253968254,0.06173827305535914,1.257773694673858
valence,physio_emg_existing_22_ridge,2016,1.2591848084226458,-0.0014111137487877734,3.279431250740726,-2.0216575560668684,0.8659884473960406,0.849978663106911,0.8578378361098963,0.05104983417740579,0.49603174603174605,3.0927507599443165,1.257773694673858
valence,physio_emg_bsl_stats_22_ridge,2016,1.263147610785086,-0.005373916111228061,1.8399759271312894,-0.5822022324574314,0.8650951719874717,0.8493163926149768,0.8571454713247383,-0.021511072472120037,0.47767857142857145,1.315831231525879,1.257773694673858
valence,physio_eeg_entropy_complexity_ridge,2016,1.278739365966272,-0.020965671292414,1.2787530351121685,-0.020979340438310512,0.8615292089914215,0.849961605595654,0.8537439346602784,-0.009648651531804846,0.5109126984126984,0.21882388707700362,1.257773694673858
valence,physio_eeg_directed_connectivity_experimental_ridge,2016,1.2820152968304432,-0.024241602156585218,1.282021363726977,-0.024247669053119036,0.8607872304999779,0.847595852068605,0.8530983110611424,-0.0426129533007703,0.4965277777777778,0.20015485292005677,1.257773694673858
valence,physio_eeg_bandpower_ridge,2016,1.2913515947270813,-0.03357790005322325,1.291436442406064,-0.03366274773220601,0.8585956736257658,0.8468439838835584,0.8507034775642873,-0.034817376374411985,0.4965277777777778,0.25221975786397666,1.257773694673858
valence,physio_eeg_cov_riemannian_ridge,2016,1.3174330779301284,-0.059659383256270404,1.3226408131355183,-0.06486711846166027,0.8527474798547395,0.8420221780891362,0.8462411476657695,-0.02221174845819962,0.5024801587301587,0.3820657403526528,1.257773694673858
valence,physio_emg_expanded_812_ridge,2016,1.330907052350724,-0.07313335767686602,39226.48044113862,-39225.222667443944,0.8496062455426764,0.8389152976748024,0.8430405512320018,-0.013332509615180158,0.4955357142857143,39125.690207134125,1.257773694673858
