target,subset,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
arousal,top25_train_entropy,eeg_bc_residual_huber_smoke,48,1.8312279803688405,2.0375876489742897,0.31280999873063897,0.3016002597802344,0.6216931216931216,0.6177985948477751,0.5520282186948854,1.8312279803688405,2.0375876489742897,-0.14482142159145572,-0.15650286962779533,0.4791666666666667,0.20295338100769397,-0.04594572230432448,-0.07864463644770181,-0.04601231796141281,0.030230883341474113,0.0,0.0,0.011463844797178102,-0.04594572230432448,-0.07864463644770181,,,0.4791666666666667,0.20295338100769397
arousal,top25_train_entropy,stimulus_only,48,1.785282258064516,1.9589430125265879,0.3588223166920518,0.2713693764387603,0.6216931216931216,0.6177985948477751,0.5405643738977073,1.785282258064516,1.9589430125265879,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,top25_train_score_std,eeg_bc_residual_huber_smoke,48,2.0726176147218993,2.547494774524982,0.2590243259625853,0.23485553690817246,0.6164021164021164,0.6075036075036075,0.6490299823633157,2.0726176147218993,2.547494774524982,-0.004282450146399656,-0.03925934340887285,0.4791666666666667,0.1966480459281322,-0.00541331364663078,-0.07446780683246512,-0.00477295829553237,0.06547133502186167,0.0,0.0,0.04056437389770717,-0.00541331364663078,-0.07446780683246512,,,0.4791666666666667,0.1966480459281322
arousal,top25_train_score_std,stimulus_only,48,2.0672043010752685,2.4730269676925167,0.26379728425811766,0.1693842018863108,0.6164021164021164,0.6075036075036075,0.6084656084656085,2.0672043010752685,2.4730269676925167,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
