target,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate,lift_vs_stimulus_accuracy,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc
valence,2,stimulus_plus_fewshot_bias,midpoint_as_high,378000,0.8642804232804233,0.8728570659720354,0.8621148274404423,0.9407009197329036,152300,225700,0.5970899470899471,0.5282328042328043,-0.024037037037036968,-0.02443971640283915,-0.02434250357849843,-0.012462529400761202
valence,2,stimulus_plus_fewshot_bias,discard_midpoint,312588,0.9289640037365477,0.9286774887769316,0.9288771580273876,0.9728433696848955,152300,160288,0.5127772019399337,0.5221665578972962,-0.027294713808591498,-0.027264285005965005,-0.027322142143561656,-0.009052963816476356
valence,2,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,378000,0.864457671957672,0.8781270663089382,0.864201644319079,0.9477663347384002,217712,160288,0.42404232804232805,0.532537037037037,-0.0018333333333333535,-0.0016228175188972571,-0.0018174111797376602,0.004370560841843396
valence,2,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,378000,0.8878015873015873,0.8964014268296692,0.8858796192132387,0.9559844004542954,152300,225700,0.5970899470899471,0.5326851851851852,-0.0005158730158729696,-0.0008953555452053674,-0.0005777118057020969,0.002820951320630649
valence,2,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,312588,0.9548319193315162,0.9544837755598687,0.9547665510159596,0.9828689746137517,152300,160288,0.5127772019399337,0.5252376930656327,-0.001426798213623015,-0.0014579982230278343,-0.0014327491549895877,0.000972641112379824
valence,4,stimulus_only,midpoint_as_low,352800,0.8659353741496598,0.8795509688365719,0.8656641659282887,0.9432030238580836,203311,149489,0.4237216553287982,0.5313463718820862,0.0,0.0,0.0,0.0
valence,4,stimulus_only,midpoint_as_high,352800,0.8884722222222222,0.8972966810853996,0.8866099444299176,0.9529297938545439,142246,210554,0.5968083900226757,0.5313463718820862,0.0,0.0,0.0,0.0
valence,4,stimulus_only,discard_midpoint,291735,0.9561588427854045,0.9558369966394205,0.9560997324478295,0.9817004415860823,142246,149489,0.5124136630846488,0.5242805971172468,0.0,0.0,0.0,0.0
valence,4,stimulus_plus_fewshot_bias,midpoint_as_low,352800,0.8560232426303855,0.86980862476466,0.8557647639841166,0.938832844598447,203311,149489,0.4237216553287982,0.5339455782312925,-0.009912131519274281,-0.00974234407191188,-0.009899401944172048,-0.004370179259636675
valence,4,stimulus_plus_fewshot_bias,midpoint_as_high,352800,0.8796003401360544,0.8874760164302233,0.8774930647553698,0.9494743033479981,142246,210554,0.5968083900226757,0.534345238095238,-0.008871882086167848,-0.009820664655176281,-0.009116879674547773,-0.003455490506545811
valence,4,stimulus_plus_fewshot_bias,discard_midpoint,291735,0.9446998131866249,0.9443059262611782,0.9446142284126404,0.9790348868400928,142246,149489,0.5124136630846488,0.5268959843693763,-0.011459029598779646,-0.011531070378242303,-0.011485504035189109,-0.002665554745989507
valence,4,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,352800,0.8635827664399093,0.8775159591201377,0.8633354549184697,0.9481353059698403,203311,149489,0.4237216553287982,0.5337386621315193,-0.0023526077097505427,-0.002035009716434222,-0.0023287110098189068,0.0049322821117566695
valence,4,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,352800,0.8883475056689343,0.8966539498136081,0.8864068806440559,0.9558221864791977,142246,210554,0.5968083900226757,0.5338973922902495,-0.00012471655328794018,-0.0006427312717914857,-0.00020306378586165685,0.0028923926246537945
valence,4,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,291735,0.9546129192589164,0.9542505226363595,0.9545462848328199,0.9827989703336809,142246,149489,0.5124136630846488,0.5258745094006547,-0.00154592352648808,-0.0015864740030610003,-0.00155344761500964,0.0010985287475986372
valence,8,stimulus_only,midpoint_as_low,302400,0.8660449735449736,0.8796698752446304,0.8657749226309659,0.9432096313752887,174263,128137,0.4237334656084656,0.531412037037037,0.0,0.0,0.0,0.0
valence,8,stimulus_only,midpoint_as_high,302400,0.8884986772486773,0.8974055617313822,0.8866239227843711,0.9530744118078032,121813,180587,0.5971792328042328,0.531412037037037,0.0,0.0,0.0,0.0
valence,8,stimulus_only,discard_midpoint,249950,0.9564392878575715,0.9561133916869714,0.9563793404319365,0.9817974528927854,121813,128137,0.5126505301060212,0.5244208841768354,0.0,0.0,0.0,0.0
