target,block,k_calibration,model,n,mae,rmse,pearson,ccc,y_true_std,y_pred_std,locked_reference_rmse,locked_reference_model,lift_vs_locked_rmse,subjects,rmse_wins_vs_locked,rmse_losses_vs_locked,rmse_ties_vs_locked,rmse_win_margin_vs_locked,mean_delta_rmse_model_minus_locked,median_delta_rmse_model_minus_locked,worst_regression_delta_rmse,best_gain_delta_rmse
valence,emg_existing_22,16,physio_residual_ridge100,50400,1.0367710250024758,1.4702940017886745,0.8193770036140657,0.8174996675738485,2.514174774760939,2.350298722160308,1.1553801587855355,locked_kernel_residual_shrink4,-0.31491384300313907,63.0,14.0,49.0,0.0,-35.0,0.18809085096811776,0.08031638835816024,5.111716068220233,-0.08682728210521629
valence,emg_existing_22,16,physio_context_ridge100,50400,1.0425050179163615,1.497342104900878,0.808881651909186,0.8046928814256518,2.514174774760939,2.271139004915424,1.1553801587855355,locked_kernel_residual_shrink4,-0.3419619461153425,63.0,18.0,45.0,0.0,-27.0,0.19549238113141956,0.07645233116567218,5.477144093337813,-0.06826151892915422
valence,emg_existing_22,16,physio_residual_ridge1000,50400,1.0388366319215487,1.5162872177133389,0.809537099510748,0.8083475957510275,2.514174774760939,2.382235049955426,1.1553801587855355,locked_kernel_residual_shrink4,-0.3609070589278034,63.0,17.0,46.0,0.0,-29.0,0.19769197748751816,0.08313723045882915,5.798676800746121,-0.08183967220755584
valence,emg_existing_22,16,physio_context_ridge1000,50400,1.2062792330128806,1.6087789908267978,0.7777979664567145,0.7142516004191508,2.514174774760939,1.654123470946836,1.1553801587855355,locked_kernel_residual_shrink4,-0.4533988320412623,63.0,8.0,55.0,0.0,-47.0,0.3456577526218855,0.23178482001007983,4.691711108076077,-0.12500869519015212
valence,emg_existing_22,16,physio_similarity_knn64,50400,1.0186133932570616,1.2638325868829368,0.8645411272537338,0.8567936801558566,2.514174774760939,2.198275147135598,1.1553801587855355,locked_kernel_residual_shrink4,-0.1084524280974013,63.0,15.0,48.0,0.0,-33.0,0.11408894648741,0.08501325213381095,0.6884563149397215,-0.12463408153820499
arousal,emg_existing_22,4,locked_kernel_residual_shrink4,88200,1.448912070940952,1.7989767392129719,0.6990548921091487,0.6494798480600618,2.5147294577875834,1.7055766465624098,1.7989767392129719,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_existing_22,4,physio_residual_ridge100,88200,1.6490193638766433,2.5895241882917945,0.44192861002868644,0.44128732390468905,2.5147294577875834,2.3828652758930953,1.7989767392129719,locked_kernel_residual_shrink4,-0.7905474490788227,63.0,14.0,49.0,0.0,-35.0,0.3434795986327548,0.07350050300669952,12.018224268583085,-0.09324814577138385
arousal,emg_existing_22,4,physio_context_ridge100,88200,1.661437764703011,2.653424273588849,0.41823508320844227,0.4177921281946208,2.5147294577875834,2.4018940716810104,1.7989767392129719,locked_kernel_residual_shrink4,-0.8544475343758773,63.0,13.0,50.0,0.0,-37.0,0.3562216064474386,0.086645230329645,12.78607439597993,-0.07058517938105124
arousal,emg_existing_22,4,physio_residual_ridge1000,88200,1.6509262270194873,3.382499846793887,0.3308743884941018,0.3204306341884744,2.5147294577875834,3.241838613684827,1.7989767392129719,locked_kernel_residual_shrink4,-1.5835231075809153,63.0,14.0,49.0,0.0,-35.0,0.4646638287978316,0.06994401561297314,20.551632331712927,-0.08892590341375506
arousal,emg_existing_22,4,physio_context_ridge1000,88200,1.770055782021849,3.4723698184475524,0.2368206351725769,0.23225162580169914,2.5147294577875834,3.062323001055594,1.7989767392129719,locked_kernel_residual_shrink4,-1.6733930792345806,63.0,12.0,51.0,0.0,-39.0,0.540248525650903,0.22427721362022957,21.067890325604886,-0.1626706920644423
arousal,emg_existing_22,4,physio_similarity_knn64,88200,1.6117004608188896,1.9857119132047816,0.6159547572869364,0.5681604186193316,2.5147294577875834,1.6745994057573432,1.7989767392129719,locked_kernel_residual_shrink4,-0.18673517399180972,63.0,10.0,53.0,0.0,-43.0,0.1732420107950893,0.1284013343565351,0.9833491387775473,-0.08260080438955875
arousal,emg_existing_22,8,locked_kernel_residual_shrink4,75600,1.3889049709947021,1.7332689677730782,0.726378618370737,0.6794149465386313,2.5184988591544624,1.7401590453966331,1.7332689677730782,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_existing_22,8,physio_residual_ridge100,75600,1.6455795931958017,2.5525650420549364,0.4504672286244711,0.44929025588486465,2.5184988591544624,2.3427336604523084,1.7332689677730782,locked_kernel_residual_shrink4,-0.8192960742818582,63.0,11.0,52.0,0.0,-41.0,0.4000584745107329,0.10769301270855935,11.574277620923784,-0.11018979166923781
arousal,emg_existing_22,8,physio_context_ridge100,75600,1.6581310214062848,2.613189987481433,0.42702796009740374,0.4260929458119202,2.5184988591544624,2.3570928280004293,1.7332689677730782,locked_kernel_residual_shrink4,-0.8799210197083547,63.0,10.0,53.0,0.0,-43.0,0.4126228169329309,0.10767274689600259,12.314104637597122,-0.08772569832805344
arousal,emg_existing_22,8,physio_residual_ridge1000,75600,1.6459026782553663,3.3055121662688025,0.339677439773947,0.3310679204600961,2.5184988591544624,3.1606335048182754,1.7332689677730782,locked_kernel_residual_shrink4,-1.5722431984957244,63.0,13.0,50.0,0.0,-37.0,0.5161643811133607,0.10938890231668408,19.803249595148724,-0.10581280999891973
arousal,emg_existing_22,8,physio_context_ridge1000,75600,1.7665024786872208,3.395119517846029,0.2438864568175848,0.24054989783799155,2.5184988591544624,2.9720535352657023,1.7332689677730782,locked_kernel_residual_shrink4,-1.6618505500729508,63.0,8.0,55.0,0.0,-47.0,0.5933892397505199,0.25815052227198176,20.30375055699621,-0.16988845167618538
arousal,emg_existing_22,8,physio_similarity_knn64,75600,1.6115589948321776,1.9845632343402013,0.6178888366744526,0.56954551879122,2.5184988591544624,1.67436056026032,1.7332689677730782,locked_kernel_residual_shrink4,-0.25129426656712317,63.0,8.0,55.0,0.0,-47.0,0.2375752964774397,0.16388048780012276,1.377920962691745,-0.07159406749475572
arousal,emg_existing_22,16,locked_kernel_residual_shrink4,50400,1.3181592659250139,1.6600603895251747,0.7515252163570842,0.7110350725523011,2.5124533253412182,1.795651727393977,1.6600603895251747,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_existing_22,16,physio_residual_ridge100,50400,1.6546677235289224,2.636165353854073,0.4320371614161135,0.43181077611634083,2.5124533253412182,2.4327454964653947,1.6600603895251747,locked_kernel_residual_shrink4,-0.9761049643288982,63.0,9.0,54.0,0.0,-45.0,0.4936964353028601,0.17143251766752532,12.606592912292559,-0.09671375023199724
arousal,emg_existing_22,16,physio_context_ridge100,50400,1.6670687616746578,2.7046292431687986,0.40800873247374103,0.40790689326507434,2.5124533253412182,2.4580406573314995,1.6600603895251747,locked_kernel_residual_shrink4,-1.044568853643624,63.0,7.0,56.0,0.0,-49.0,0.5068825540544898,0.15487491386804808,13.411801818207508,-0.10083814735113261
arousal,emg_existing_22,16,physio_residual_ridge1000,50400,1.659409306068269,3.4816799740547584,0.3203235294793219,0.30757369545934504,2.5124533253412182,3.3453109538356354,1.6600603895251747,locked_kernel_residual_shrink4,-1.8216195845295837,63.0,8.0,55.0,0.0,-47.0,0.6214922726002869,0.15296388631891,21.53732643463828,-0.11713561065568179
arousal,emg_existing_22,16,physio_context_ridge1000,50400,1.7766326083171935,3.5730918084306795,0.22843768076856125,0.2222253634545972,2.5124533253412182,3.177843156926782,1.6600603895251747,locked_kernel_residual_shrink4,-1.9130314189055049,63.0,6.0,57.0,0.0,-51.0,0.6960638579599083,0.2967615782134194,22.076303150581694,-0.08376986428016187
arousal,emg_existing_22,16,physio_similarity_knn64,50400,1.6151480466505839,1.9873733990690468,0.6142101536084505,0.566039167817309,2.5124533253412182,1.66920587946129,1.6600603895251747,locked_kernel_residual_shrink4,-0.3273130095438721,63.0,5.0,58.0,0.0,-53.0,0.31516140047319524,0.2150586103577683,1.8470145301353602,-0.0512304733543405
valence,emg_bsl_stats_22,4,locked_kernel_residual_shrink4,88200,0.965535725173361,1.2161577768275076,0.8755902710963341,0.8682651800100298,2.5175662347137115,2.2111582052677807,1.2161577768275076,locked_kernel_residual_shrink4,0.0,,,,,,,,,
valence,emg_bsl_stats_22,4,physio_residual_ridge100,88200,1.1435848967720863,4.966997090490838,0.37196249724111907,0.28761672292153817,2.5175662347137115,5.318365409926873,1.2161577768275076,locked_kernel_residual_shrink4,-3.7508393136633305,63.0,22.0,41.0,0.0,-19.0,0.6446867812475601,0.033888781735613493,36.77378028303389,-0.0588105061294939
valence,emg_bsl_stats_22,4,physio_context_ridge100,88200,1.1510389960379828,5.11412534265566,0.34916694619507943,0.26688059446514323,2.5175662347137115,5.415530317420693,1.2161577768275076,locked_kernel_residual_shrink4,-3.8979675658281523,63.0,19.0,44.0,0.0,-25.0,0.6669301879772421,0.03231963970571705,37.97081817291797,-0.06044776817163511
valence,emg_bsl_stats_22,4,physio_residual_ridge1000,88200,1.0524484422296083,1.8248738531916873,0.7441157782769665,0.7438440009605831,2.5175662347137115,2.5810214657783006,1.2161577768275076,locked_kernel_residual_shrink4,-0.6087160763641797,63.0,23.0,40.0,0.0,-17.0,0.18771018582352522,0.02792448850705609,9.251252760804926,-0.05675009531017938
valence,emg_bsl_stats_22,4,physio_context_ridge1000,88200,1.2292815184187726,2.111377004330443,0.6001200292461051,0.5924278130467858,2.5175662347137115,2.1444377875153102,1.2161577768275076,locked_kernel_residual_shrink4,-0.8952192275029356,63.0,11.0,52.0,0.0,-41.0,0.3936572309365738,0.22372150279376402,10.854088952687459,-0.36635954427075035
valence,emg_bsl_stats_22,4,physio_similarity_knn64,88200,1.018397137196291,1.2636992109176006,0.8650451742850891,0.857409658878129,2.5175662347137115,2.2046314758105683,1.2161577768275076,locked_kernel_residual_shrink4,-0.04754143409009304,63.0,19.0,44.0,0.0,-25.0,0.04765185700936632,0.03867220669189719,0.31779450975587986,-0.07699082624624021
valence,emg_bsl_stats_22,8,locked_kernel_residual_shrink4,75600,0.9352307280259473,1.1893007555552697,0.8811976250060108,0.8744702905272262,2.5156683105955766,2.2224153724002527,1.1893007555552697,locked_kernel_residual_shrink4,0.0,,,,,,,,,
valence,emg_bsl_stats_22,8,physio_residual_ridge100,75600,1.150447733435366,5.105458990394219,0.36404828083378127,0.27695087807908747,2.5156683105955766,5.4508241109554145,1.1893007555552697,locked_kernel_residual_shrink4,-3.916158234838949,63.0,18.0,45.0,0.0,-27.0,0.6908364003934263,0.04849513924872362,38.05844455396561,-0.07267674809865876
valence,emg_bsl_stats_22,8,physio_context_ridge100,75600,1.1580089390593231,5.257131953452437,0.3416098719223795,0.25671737197889544,2.5156683105955766,5.553736162106365,1.1893007555552697,locked_kernel_residual_shrink4,-4.067831197897167,63.0,19.0,44.0,0.0,-25.0,0.713462941582903,0.05828111152198434,39.29151581728128,-0.06047442267964831
valence,emg_bsl_stats_22,8,physio_residual_ridge1000,75600,1.0550083316602403,1.853742707086834,0.7382978382752408,0.7378221690313435,2.5156683105955766,2.6033926436819654,1.1893007555552697,locked_kernel_residual_shrink4,-0.6644419515315643,63.0,19.0,44.0,0.0,-25.0,0.2210247527124699,0.04635481515754791,9.707779246869094,-0.06265249045327304
valence,emg_bsl_stats_22,8,physio_context_ridge1000,75600,1.2304415696291697,2.1438335177691297,0.5912753171132014,0.585189785888838,2.5156683105955766,2.1794970437042633,1.1893007555552697,locked_kernel_residual_shrink4,-0.95453276221386,63.0,10.0,53.0,0.0,-43.0,0.4262697064401034,0.23434165747409708,11.363645832503426,-0.24248469972117992
valence,emg_bsl_stats_22,8,physio_similarity_knn64,75600,1.0192616091447848,1.2639192619902155,0.8647825707848913,0.8572372690387599,2.5156683105955766,2.2046241430654008,1.1893007555552697,locked_kernel_residual_shrink4,-0.07461850643494583,63.0,17.0,46.0,0.0,-29.0,0.07590160201358358,0.056177233729511,0.4842016270850704,-0.09332660250515135
valence,emg_bsl_stats_22,16,locked_kernel_residual_shrink4,50400,0.9000825060561063,1.1572427919031498,0.8881213881907686,0.8816941798903792,2.51786596462362,2.2316490600150107,1.1572427919031498,locked_kernel_residual_shrink4,0.0,,,,,,,,,
valence,emg_bsl_stats_22,16,physio_residual_ridge100,50400,1.1343024375561683,4.765203274834114,0.38451264125233126,0.30420899294441617,2.51786596462362,5.127230889973185,1.1572427919031498,locked_kernel_residual_shrink4,-3.6079604829309644,63.0,16.0,47.0,0.0,-31.0,0.6817176990835612,0.08051629628774304,35.38822998188478,-0.07323241586245643
valence,emg_bsl_stats_22,16,physio_context_ridge100,50400,1.1417485547775315,4.905611026872506,0.3611910959006096,0.28275170551658124,2.51786596462362,5.215816324689521,1.1572427919031498,locked_kernel_residual_shrink4,-3.7483682349693566,63.0,16.0,47.0,0.0,-31.0,0.7031927424538791,0.08675710829647754,36.533000847594764,-0.058101114112734775
valence,emg_bsl_stats_22,16,physio_residual_ridge1000,50400,1.049638297065856,1.782616369457419,0.752712613146558,0.7526152177059943,2.51786596462362,2.5504921939214444,1.1572427919031498,locked_kernel_residual_shrink4,-0.6253735775542693,63.0,15.0,48.0,0.0,-33.0,0.24352228487014574,0.07850427443463714,9.067458332050704,-0.06828727349260078
valence,emg_bsl_stats_22,16,physio_context_ridge1000,50400,1.226227729471903,2.063087021958763,0.6135695347631395,0.6032802776299502,2.51786596462362,2.0948071128232346,1.1572427919031498,locked_kernel_residual_shrink4,-0.9058442300556133,63.0,8.0,55.0,0.0,-47.0,0.4482646969008736,0.23489921388581236,10.599377200191492,-0.14195115858143215
valence,emg_bsl_stats_22,16,physio_similarity_knn64,50400,1.018952175267632,1.2628361541644655,0.865282765791099,0.8577074347304219,2.51786596462362,2.2061260502835944,1.1572427919031498,locked_kernel_residual_shrink4,-0.10559336226131566,63.0,13.0,50.0,0.0,-37.0,0.11086874295893102,0.08459745756659576,0.6667009737563543,-0.09159647577033359
arousal,emg_bsl_stats_22,4,locked_kernel_residual_shrink4,88200,1.4490742998301578,1.7998262196656707,0.6994207842812462,0.6493534224763123,2.5170082658164112,1.7038035029956224,1.7998262196656707,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_bsl_stats_22,4,physio_residual_ridge100,88200,1.9113202039995432,15.019824086108173,0.08824326276976528,0.02873992706078834,2.5170082658164112,15.02739226214143,1.7998262196656707,locked_kernel_residual_shrink4,-13.219997866442503,63.0,15.0,48.0,0.0,-33.0,1.9901740706254676,0.08336990256959753,116.31901338365753,-0.14826938665551248
arousal,emg_bsl_stats_22,4,physio_context_ridge100,88200,1.920695757273914,14.911489673372651,0.08538513860522787,0.028015553465528243,2.5170082658164112,14.910253599302537,1.7998262196656707,locked_kernel_residual_shrink4,-13.111663453706981,63.0,14.0,49.0,0.0,-35.0,1.977727370024859,0.08262968509631818,115.45151771010697,-0.15044999448839436
arousal,emg_bsl_stats_22,4,physio_residual_ridge1000,88200,1.6266641915682492,2.9319297149300487,0.3903939596763436,0.38841580023834643,2.5170082658164112,2.777985754933457,1.7998262196656707,locked_kernel_residual_shrink4,-1.132103495264378,63.0,16.0,47.0,0.0,-31.0,0.37464036531818146,0.06388354407722541,15.63883721162058,-0.13857520959590897
arousal,emg_bsl_stats_22,4,physio_context_ridge1000,88200,1.737998620274386,2.622819446062586,0.353875859572949,0.346362622448126,2.5170082658164112,2.046281394314349,1.7998262196656707,locked_kernel_residual_shrink4,-0.8229932263969155,63.0,14.0,49.0,0.0,-35.0,0.3873108144210752,0.21984645026851002,11.560478630282539,-0.15226930698604102
arousal,emg_bsl_stats_22,4,physio_similarity_knn64,88200,1.5939994380087539,1.9686580238964386,0.6247895581137728,0.5751374971213277,2.5170082658164112,1.6680744961787686,1.7998262196656707,locked_kernel_residual_shrink4,-0.16883180423076793,63.0,8.0,55.0,0.0,-47.0,0.15587867212141124,0.10497171351610457,0.8989961652822971,-0.20182576579945
arousal,emg_bsl_stats_22,8,locked_kernel_residual_shrink4,75600,1.39051352002791,1.737946840135076,0.7236775081734098,0.677283476846306,2.5155795098255576,1.7410415505767787,1.737946840135076,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_bsl_stats_22,8,physio_residual_ridge100,75600,1.96011208363311,16.003339365868374,0.08483471217199225,0.02599543691469177,2.5155795098255576,16.014586317589,1.737946840135076,locked_kernel_residual_shrink4,-14.265392525733299,63.0,12.0,51.0,0.0,-39.0,2.1828995431836398,0.11740596006160553,124.39953823563155,-0.15016217949231714
arousal,emg_bsl_stats_22,8,physio_context_ridge100,75600,1.9689445724909898,15.887659584964965,0.08216882852741655,0.025365329817124825,2.5155795098255576,15.890712473755517,1.737946840135076,locked_kernel_residual_shrink4,-14.14971274482989,63.0,11.0,52.0,0.0,-41.0,2.16927553442991,0.12411179362336333,123.4744069865064,-0.15286310002495074
arousal,emg_bsl_stats_22,8,physio_residual_ridge1000,75600,1.6381569671063196,3.0464430842872723,0.37359920117425977,0.36979207957494786,2.5155795098255576,2.8972495371740985,1.737946840135076,locked_kernel_residual_shrink4,-1.3084962441521963,63.0,13.0,50.0,0.0,-37.0,0.4605416514738232,0.09811935632855451,17.001910588075113,-0.1412934157312542
arousal,emg_bsl_stats_22,8,physio_context_ridge1000,75600,1.746103062617085,2.6985668930663853,0.33758958672996514,0.3332052676532683,2.5155795098255576,2.1425402435491994,1.737946840135076,locked_kernel_residual_shrink4,-0.9606200529313094,63.0,10.0,53.0,0.0,-43.0,0.46663837536038855,0.25844754122378966,12.650677584511936,-0.1574704870335446
arousal,emg_bsl_stats_22,8,physio_similarity_knn64,75600,1.5990897707680545,1.9754372479465572,0.6210884513029091,0.5713547562069681,2.5155795098255576,1.6646112151880286,1.737946840135076,locked_kernel_residual_shrink4,-0.23749040781148123,63.0,8.0,55.0,0.0,-47.0,0.22333006359007973,0.14582834128466549,1.3350258015014083,-0.20244482044570922
arousal,emg_bsl_stats_22,16,locked_kernel_residual_shrink4,50400,1.3080583556351209,1.6491193931610906,0.7546426352578384,0.7141704986441382,2.5088035358325484,1.7945727361952761,1.6491193931610906,locked_kernel_residual_shrink4,0.0,,,,,,,,,
arousal,emg_bsl_stats_22,16,physio_residual_ridge100,50400,1.8548335379196539,13.717255746281321,0.0926733487795569,0.03278829698386301,2.5088035358325484,13.717667866171412,1.6491193931610906,locked_kernel_residual_shrink4,-12.06813635312023,63.0,11.0,52.0,0.0,-41.0,1.9714871216461283,0.17506517518782494,106.3511493910501,-0.2024752612897991
arousal,emg_bsl_stats_22,16,physio_context_ridge100,50400,1.8642047835578994,13.61863261668907,0.08956111750519131,0.03192273710481206,2.5088035358325484,13.609461998728053,1.6491193931610906,locked_kernel_residual_shrink4,-11.96951322352798,63.0,8.0,55.0,0.0,-47.0,1.9601775248151174,0.17021411697007882,105.56004080339129,-0.20415214726841535
arousal,emg_bsl_stats_22,16,physio_residual_ridge1000,50400,1.6157812338050395,2.7873328040509326,0.40971396065611987,0.40929679870228186,2.5088035358325484,2.6186006070153787,1.6491193931610906,locked_kernel_residual_shrink4,-1.138213410889842,63.0,11.0,52.0,0.0,-41.0,0.49739531263163844,0.15112770852295476,14.588711299590114,-0.19273135498840177
arousal,emg_bsl_stats_22,16,physio_context_ridge1000,50400,1.726154717907073,2.526771559995295,0.37295045635484886,0.3598878096039549,2.5088035358325484,1.9182058298121416,1.6491193931610906,locked_kernel_residual_shrink4,-0.8776521668342046,63.0,7.0,56.0,0.0,-49.0,0.5149767132547157,0.309223678941956,10.86991260534417,-0.1339039805953266
arousal,emg_bsl_stats_22,16,physio_similarity_knn64,50400,1.5911205348940123,1.9647210826935635,0.6235236851030799,0.574371712427358,2.5088035358325484,1.6650020251070643,1.6491193931610906,locked_kernel_residual_shrink4,-0.3156016895324729,63.0,6.0,57.0,0.0,-51.0,0.3041949790147572,0.20826897560310864,1.8397471615841186,-0.24376819875061684
valence,eeg_entropy_complexity,4,locked_kernel_residual_shrink4,88200,0.966521210205528,1.216896192519082,0.8753978126011618,0.8682137028762169,2.5171956977749756,2.2136604781042934,1.216896192519082,locked_kernel_residual_shrink4,0.0,,,,,,,,,
valence,eeg_entropy_complexity,4,physio_residual_ridge100,88200,1.0673364337001527,1.3279222234792902,0.8502552632198959,0.8439906562851704,2.5171956977749756,2.2286198864775804,1.216896192519082,locked_kernel_residual_shrink4,-0.11102603096020824,63.0,12.0,51.0,0.0,-39.0,0.10918442423017488,0.07209445786168411,0.4923947289943802,-0.10813415826486517
valence,eeg_entropy_complexity,4,physio_context_ridge100,88200,1.0755047616423392,1.331978747244127,0.8485319284050775,0.8367520050158106,2.5171956977749756,2.128767991635215,1.216896192519082,locked_kernel_residual_shrink4,-0.11508255472504492,63.0,10.0,53.0,0.0,-43.0,0.11201281610870222,0.07708494416953027,0.5091327933691412,-0.11904052296143908
valence,eeg_entropy_complexity,4,physio_residual_ridge1000,88200,1.0297520228673,1.2778734950946897,0.8616500246809595,0.8538663194633204,2.5171956977749756,2.199568057149162,1.216896192519082,locked_kernel_residual_shrink4,-0.06097730257560774,63.0,17.0,46.0,0.0,-29.0,0.0616125410852973,0.042335775028234934,0.34341866638388674,-0.09653260835755417
valence,eeg_entropy_complexity,4,physio_context_ridge1000,88200,1.2093906517553221,1.477227723697249,0.8537009904776057,0.7429972388732378,2.5171956977749756,1.4678833625955696,1.216896192519082,locked_kernel_residual_shrink4,-0.2603315311781671,63.0,12.0,51.0,0.0,-39.0,0.2382435359804924,0.25157019073630904,0.9284741371205367,-0.38064274795638253
valence,eeg_entropy_complexity,4,physio_similarity_knn64,88200,1.0273723871015907,1.2717093442770788,0.8630921729838601,0.8552596997841766,2.5171956977749756,2.199277896448192,1.216896192519082,locked_kernel_residual_shrink4,-0.054813151757996836,63.0,19.0,44.0,0.0,-25.0,0.054456242480702514,0.05272519775538642,0.41065231673230107,-0.06404955541432256
valence,eeg_entropy_complexity,8,locked_kernel_residual_shrink4,75600,0.9371846766407212,1.1903458188628917,0.8811046746745176,0.8739764563111234,2.5169933034139333,2.215413442216918,1.1903458188628917,locked_kernel_residual_shrink4,0.0,,,,,,,,,
valence,eeg_entropy_complexity,8,physio_residual_ridge100,75600,1.0681019365353874,1.327574366719406,0.8502722857163542,0.8438872099695428,2.5169933034139333,2.2258380203053885,1.1903458188628917,locked_kernel_residual_shrink4,-0.13722854785651428,63.0,10.0,53.0,0.0,-43.0,0.13763935247427725,0.10353270476336895,0.5392669613093798,-0.14275731179538997
valence,eeg_entropy_complexity,8,physio_context_ridge100,75600,1.0764241746280874,1.3317385709974858,0.8485707935126752,0.8366245973285608,2.5169933034139333,2.126090656951363,1.1903458188628917,locked_kernel_residual_shrink4,-0.14139275213459412,63.0,9.0,54.0,0.0,-45.0,0.14044688470434935,0.09706406316454808,0.5634482328119197,-0.15012072505446672
valence,eeg_entropy_complexity,8,physio_residual_ridge1000,75600,1.0308111315366453,1.278316736753583,0.8615092193810521,0.8536295927661051,2.5169933034139333,2.1974608492744836,1.1903458188628917,locked_kernel_residual_shrink4,-0.08797091789069134,63.0,11.0,52.0,0.0,-41.0,0.09071471959562456,0.06260115536579858,0.5035848681343478,-0.1311993369676714
