target,subset,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
arousal,top25_train_entropy,stimulus_only,504,1.7458397337429596,2.076382289254385,0.3926516352461903,0.26743437365520734,0.24723293986461373,0.6474393082806784,0.6510972657645144,0.623212504156967,2.076382289254385,1.7458397337429594,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,top25_train_entropy,emg_expanded_ridge_direct,504,2.360979083460397,2.7543567161571834,0.07735985364637961,0.06977467528084372,0.03505953048183945,0.5371799135350848,0.435340637614301,0.537246425008314,2.7543567161571834,2.360979083460397,0.021364241524817574,0.015405938371568931,0.43253968253968256,1.1060142643768491,-0.6151393497174376,-0.6779744269027983,-0.3152917815998107,-0.19765969837436362,-0.2121734093827743,-0.11025939474559365,-0.21575662815021346,-0.08596607914865306,-0.6151393497174378,-0.6779744269027983,,,0.43253968253968256,1.1060142643768491
arousal,top25_train_entropy,emg_expanded_ridge_residual,504,1.8169861216760368,2.1676762895048136,0.3159971146415624,0.29196922711283146,0.2430163488954576,0.6107249750581976,0.6098124098124098,0.6453441968739607,2.1676762895048136,1.8169861216760368,0.014082322626646888,0.013214123652858366,0.5059523809523809,0.6530978837878284,-0.07114638793307715,-0.09129400025042855,-0.07665452060462791,0.02453485345762413,-0.0042165909691561365,-0.036714333222480855,-0.04128485595210463,0.022131692716993667,-0.07114638793307737,-0.09129400025042855,,,0.5059523809523809,0.6530978837878284
arousal,top25_train_entropy,emg_expanded_extratrees_direct,504,2.352290024658292,2.718654035010481,-0.04247171119009398,-0.05448392541674704,-0.010031586783387865,0.514216827402727,0.338035705599066,0.4776854007316262,2.718654035010481,2.352290024658292,-0.06129760566131454,-0.05897879122306421,0.4365079365079365,0.8793473675690531,-0.6064502909153322,-0.642271745756096,-0.43512334643628425,-0.32191829907195435,-0.2572645266480016,-0.1332224808779514,-0.31306156016544845,-0.14552710342534086,-0.6064502909153324,-0.642271745756096,,,0.4365079365079365,0.8793473675690531
arousal,top25_train_entropy,emg_expanded_extratrees_residual,504,1.773115954548506,2.1118036914750253,0.35294554965800096,0.3034384961448963,0.23678406769321184,0.6339208513468574,0.6361273554256011,0.6428001330229465,2.1118036914750253,1.773115954548506,-0.05953976275782606,-0.061116745744336946,0.4781746031746032,0.2811086008927286,-0.02727622080554637,-0.035421402220640275,-0.03970608558818933,0.03600412248968898,-0.01044887217140189,-0.013518456933821033,-0.014969910338913373,0.019587628865979423,-0.02727622080554659,-0.035421402220640275,,,0.4781746031746032,0.2811086008927286
arousal,top25_train_score_std,stimulus_only,504,1.910426267281106,2.2739644157974346,0.38132695071800077,0.3026940215591803,0.2681335475163034,0.649796195652174,0.6552731306035677,0.6700067934782609,2.2739644157974346,1.910426267281106,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,top25_train_score_std,emg_expanded_ridge_direct,504,2.2163113498164386,2.5656955388373497,0.0174707682606488,0.008528308456394774,0.01004528952436373,0.5072690217391305,0.482873129236228,0.4832710597826087,2.5656955388373497,2.2163113498164386,0.04727996295200779,0.02227958116616037,0.4384920634920635,1.300389281596692,-0.30588508253533253,-0.2917311230399151,-0.36385618245735196,-0.2941657131027855,-0.2580882579919397,-0.14252717391304348,-0.17240000136733974,-0.18673573369565216,-0.30588508253533253,-0.2917311230399151,,,0.4384920634920635,1.300389281596692
arousal,top25_train_score_std,emg_expanded_ridge_residual,504,1.9729877323594538,2.3636078059231806,0.31917825783393683,0.33785948309412456,0.24932516160530047,0.6484375,0.6521035669848361,0.6803838315217391,2.3636078059231806,1.9729877323594538,-0.0011914884315014729,0.007730199745539769,0.5099206349206349,0.6422187717093912,-0.0625614650783477,-0.08964339012574607,-0.06214869288406394,0.035165461534944265,-0.01880838591100295,-0.0013586956521739468,-0.0031695636187316634,0.010377038043478226,-0.0625614650783477,-0.08964339012574607,,,0.5099206349206349,0.6422187717093912
arousal,top25_train_score_std,emg_expanded_extratrees_direct,504,2.1725850882603632,2.499495761424351,-0.03314125092781668,-0.04313534960311724,-0.009923202360841361,0.5130434782608695,0.448292097271593,0.48024796195652175,2.499495761424351,2.1725850882603632,0.015811056033528097,-0.005616538441694803,0.4305555555555556,1.074290872305583,-0.26215882097925713,-0.22553134562691657,-0.41446820164581744,-0.3458293711622975,-0.2780567498771448,-0.13675271739130446,-0.2069810333319747,-0.1897588315217391,-0.26215882097925713,-0.22553134562691657,,,0.4305555555555556,1.074290872305583
arousal,top25_train_score_std,emg_expanded_extratrees_residual,504,1.9316727236883575,2.3034667293294286,0.3561129140676753,0.3616879300591845,0.25606546227288934,0.6520380434782609,0.6571505800202726,0.6976902173913043,2.3034667293294286,1.9316727236883575,-0.04747812646136801,-0.039933615040646624,0.49007936507936506,0.2751708441512188,-0.021246456407251424,-0.029502313531994062,-0.025214036650325455,0.05899390850000419,-0.012068085243414073,0.00224184782608694,0.0018774494167048683,0.02768342391304346,-0.021246456407251424,-0.029502313531994062,,,0.49007936507936506,0.2751708441512188
