target,subset,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
valence,top25_train_entropy,stimulus_only,504,1.0589157706093189,1.3230693666365962,0.33188232475446056,0.2667050643714082,0.20255411162781292,0.5037703065166417,0.39683438424913137,0.6852511007270703,1.3230693666365962,1.0589157706093189,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
valence,top25_train_entropy,emg_expanded_ridge_direct,504,1.6024787641600764,2.018412716305702,-0.030953423009397178,-0.04253671427298573,-0.015670086587703608,0.4603653907791967,0.4504997771694149,0.45550700922755105,2.018412716305702,1.6024787641600764,-0.013152999695009819,-0.010650255967731453,0.5079365079365079,0.8794055636542979,-0.5435629935507575,-0.6953433496691057,-0.36283574776385774,-0.3092417786443939,-0.21822419821551653,-0.04340491573744498,0.05366539292028355,-0.22974409149951924,-0.5435629935507575,-0.6953433496691057,,,0.5079365079365079,0.8794055636542979
valence,top25_train_entropy,emg_expanded_ridge_residual,504,1.0792664686414484,1.3742471159894447,0.25900319425171764,0.29279901907947437,0.18613367031131461,0.5146004487255184,0.430410534850011,0.683783464633344,1.3742471159894447,1.0792664686414484,-0.01206304042482,-0.01297593243459614,0.49404761904761907,0.3562155261687781,-0.02035069803212952,-0.05117774935284847,-0.07287913050274292,0.02609395470806619,-0.016420441316498308,0.01083014220887668,0.03357615060087965,-0.0014676360937262434,-0.02035069803212952,-0.05117774935284847,,,0.49404761904761907,0.3562155261687781
valence,top25_train_entropy,emg_expanded_extratrees_direct,504,1.4941354115875716,1.9337662819444728,-0.033790958134297853,-0.06194129275723366,-0.005690651998544533,0.46506351321715955,0.3873262321718722,0.4500413299819498,1.9337662819444728,1.4941354115875716,0.006961592908457672,0.02612473472857366,0.5396825396825397,0.5451988840794493,-0.4352196409782527,-0.6106969153078765,-0.3656732828887584,-0.3286463571286418,-0.20824476362635747,-0.03870679329948212,-0.009508152077259191,-0.2352097707451205,-0.4352196409782527,-0.6106969153078765,,,0.5396825396825397,0.5451988840794493
valence,top25_train_entropy,emg_expanded_extratrees_residual,504,1.0519785175560346,1.3256199028734172,0.32810403764575996,0.36160394803071066,0.20416137471050946,0.5037703065166417,0.39683438424913137,0.7285885389429646,1.3256199028734172,1.0519785175560346,0.0334775406430328,0.0124628569431061,0.5079365079365079,0.13152110221091895,0.006937253053284298,-0.0025505362368209994,-0.0037782871087005954,0.09489888365930249,0.0016072630826965417,0.0,0.0,0.04333743821589431,0.006937253053284298,-0.0025505362368209994,,,0.5079365079365079,0.13152110221091895
valence,top25_train_score_std,stimulus_only,504,1.0547875064004097,1.2971505530737022,0.7377818837811864,0.6314972032763382,0.7031681563849894,0.7380944881889764,0.7193987115246958,0.8359370078740157,1.2971505530737022,1.0547875064004097,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
valence,top25_train_score_std,emg_expanded_ridge_direct,504,1.7247878277378246,2.148019951482514,0.003521997940759493,0.035772822911003394,0.002201907539884904,0.49555905511811027,0.4939919048823678,0.4899842519685039,2.148019951482514,1.7247878277378246,-0.019185162518740594,-0.013854443922828901,0.4861111111111111,1.576968716715765,-0.6700003213374148,-0.8508693984088116,-0.7342598858404269,-0.5957243803653348,-0.7009662488451045,-0.2425354330708661,-0.22540680664232798,-0.3459527559055118,-0.6700003213374148,-0.8508693984088116,,,0.4861111111111111,1.576968716715765
valence,top25_train_score_std,emg_expanded_ridge_residual,504,1.075922458848807,1.3518088015248797,0.7117242064956736,0.670120801635768,0.6833067010503555,0.7399685039370079,0.723445294313269,0.8501259842519685,1.3518088015248797,1.075922458848807,-0.008891046519349341,-0.007190205042646592,0.501984126984127,0.3691483136145096,-0.02113495244839725,-0.054658248451177505,-0.02605767728551278,0.038623598359429856,-0.019861455334633904,0.0018740157480314767,0.004046582788573172,0.0141889763779528,-0.02113495244839725,-0.054658248451177505,,,0.501984126984127,0.3691483136145096
valence,top25_train_score_std,emg_expanded_extratrees_direct,504,1.6143076873039945,2.0569487309658343,-0.05424511741999025,-0.05722000690852658,-0.011902074440164103,0.47204724409448817,0.4309209825518226,0.45414173228346455,2.0569487309658343,1.6143076873039945,-0.009996615006932452,-0.010702867432585063,0.5158730158730159,1.4418585389670273,-0.5595201809035848,-0.7597981778921321,-0.7920270012011766,-0.6887172101848648,-0.7150702308251535,-0.2660472440944882,-0.2884777289728732,-0.38179527559055115,-0.5595201809035848,-0.7597981778921321,,,0.5158730158730159,1.4418585389670273
valence,top25_train_score_std,emg_expanded_extratrees_residual,504,1.0523731255525426,1.3047753904802628,0.7341478768167511,0.6798348634667642,0.6995394327638534,0.7380944881889764,0.7193987115246958,0.8552755905511811,1.3047753904802628,1.0523731255525426,-0.003970093141537072,-0.014301440130087243,0.5138888888888888,0.13509813238247717,0.002414380847867159,-0.007624837406560614,-0.003634006964435277,0.04833766019042607,-0.0036287236211359764,0.0,0.0,0.019338582677165372,0.002414380847867159,-0.007624837406560614,,,0.5138888888888888,0.13509813238247717
