target,block,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,n_low,n_high
arousal,emg_lagged_interaction_experimental,4,physio_similarity_knn64,midpoint_as_high,2240,0.6089285714285714,0.6082169924212206,0.6082089552238805,1090,1150
arousal,emg_lagged_interaction_experimental,4,physio_similarity_knn64,discard_midpoint,2032,0.6033464566929134,0.6050507411519508,0.6031769260962478,1090,942
arousal,emg_lagged_interaction_experimental,16,locked_kernel_residual_shrink4,midpoint_as_low,1280,0.7515625,0.7533171066591775,0.7490530303030303,735,545
arousal,emg_lagged_interaction_experimental,16,locked_kernel_residual_shrink4,midpoint_as_high,1280,0.74921875,0.7506798329273899,0.7492112496040226,614,666
arousal,emg_lagged_interaction_experimental,16,locked_kernel_residual_shrink4,discard_midpoint,1159,0.7765314926660914,0.7758912829094822,0.775804470003921,614,545
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge100,midpoint_as_low,1280,0.55234375,0.5532859015165699,0.5497581017943008,735,545
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge100,midpoint_as_high,1280,0.5890625,0.5892733124003482,0.5889179789769841,614,666
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge100,discard_midpoint,1159,0.5780845556514237,0.5770477841197741,0.5769507815666566,614,545
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge100,midpoint_as_low,1280,0.52421875,0.5233414466704114,0.5208706347025817,735,545
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge100,midpoint_as_high,1280,0.5609375,0.5614197259148399,0.5608849691491413,614,666
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge100,discard_midpoint,1159,0.5470232959447799,0.5453605474703405,0.5453648848870389,614,545
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge1000,midpoint_as_low,1280,0.5796875,0.5759096299070087,0.5744502038021648,735,545
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge1000,midpoint_as_high,1280,0.61328125,0.614962682552259,0.6131771308073035,614,666
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge1000,discard_midpoint,1159,0.6065573770491803,0.6034052535636374,0.6034252989482783,614,545
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge1000,midpoint_as_low,1280,0.42421875,0.4042501404231418,0.4015728251540378,735,545
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge1000,midpoint_as_high,1280,0.434375,0.4391622893251558,0.42866161616161613,614,666
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge1000,discard_midpoint,1159,0.42191544434857636,0.4133640139855961,0.4050745600862973,614,545
arousal,emg_lagged_interaction_experimental,16,physio_similarity_knn64,midpoint_as_low,1280,0.5640625,0.5694189602446483,0.5630373018728021,735,545
arousal,emg_lagged_interaction_experimental,16,physio_similarity_knn64,midpoint_as_high,1280,0.59296875,0.5920733437020083,0.592102116373961,614,666
arousal,emg_lagged_interaction_experimental,16,physio_similarity_knn64,discard_midpoint,1159,0.5867126833477135,0.5877685802229329,0.5865895786745066,614,545
