test_subject,best_epoch,best_val_rmse_scaled,rmse,dev_pearson,pred_dev_std,true_dev_std,std_ratio_pred_over_true
1,4,0.8895686682231241,1.11978070987726,0.3293916522307619,0.2060860445936026,1.1175376128242858,0.1844108352405014
2,1,1.2289658462484891,1.5394076913016426,-0.1571139881825114,0.0844681015319823,1.499820800408392,0.056318795891470604
3,6,0.8933510767135069,1.124655214686715,0.306841334356372,0.3511804247782645,1.1803897435466535,0.2975122638079619
5,12,1.104047241259802,1.3838483670918895,0.395462951299161,0.7147968485574491,1.4829722032698982,0.48200286356099514
6,1,0.9272747329859166,1.167921993436016,-0.21070229994752,0.0629694148716165,1.1527374217875292,0.054625983056896824
7,2,0.6001892535273867,0.7588508328901998,0.1742044580002606,0.0521703438278095,0.7539040491205143,0.06920024357034575
8,3,0.7845217815653533,0.989595696611303,0.0420210058597218,0.1363402741607641,0.9651393883815916,0.141264853348684
9,4,0.9226264070337716,1.161818135969555,-0.0922176348988266,0.1226920082986063,1.061751339195067,0.11555625481162221
10,1,0.8044475919201458,1.0149871774210106,-0.1693373875591489,0.0654689549051997,0.9997417263296526,0.06548586818073063
11,2,1.1490872027917096,1.441595395883131,0.1535159441286813,0.0433095795137974,1.4456403474452697,0.029958751213836784
12,8,0.9328399667231242,1.174561366186572,0.0515257679708189,0.2724405387727987,1.156639274123462,0.23554494894638853
13,8,0.7676925030465058,0.9681014403515584,0.1249922015951916,0.2585711419405553,0.933579727266912,0.27696739163084827
14,2,0.6966917087435849,0.8799217152069208,-0.1988482837947927,0.0659408190794888,0.8364190183117242,0.07883706328508348
15,3,0.8529081901018716,1.0748186252461016,0.2706712398373452,0.1170272850145759,1.1002827935536357,0.10636109707451419
16,4,0.7415043398248949,0.9354198999360708,0.1031596228117401,0.1291621335980285,0.9396886306748992,0.1374520552677776
17,1,0.9576412975795962,1.205597691821398,0.0179115451560454,0.086094351852984,1.1698479042515253,0.07359448312904199
18,5,1.3876983125377658,1.7304689841866248,0.1533362202863724,0.2723427342348298,1.7488893829746277,0.1557232474998568
19,6,1.0159693227405295,1.2769933374834397,0.268710646015931,0.1883941683313192,1.3051566660738003,0.1443460185496738
20,1,0.8000348193536221,1.0091824962415774,-0.0738355427049862,0.0737175860881393,0.9188484563256268,0.08022823086945997
21,7,0.8172298502747899,1.0305489141383934,0.2706293952585497,0.3113832368407702,1.0394869532102124,0.29955473311053676
22,1,0.9326575346296532,1.174191675887419,-0.0762962731927817,0.0410633714314979,1.1568399012334067,0.035496157582148316
23,7,0.7994243201560709,1.008164860635037,0.1818944919690468,0.2433407535969765,1.0231610268410265,0.23783231301165025
24,4,0.9192030264740808,1.1574183633680324,-0.04223526723954,0.1106518132055047,1.0480127617606023,0.10558250552179908
25,13,1.2119811214500291,1.5182748096166885,0.2629920441041589,0.7029365665263586,1.5408977561477415,0.4561863781823568
26,8,1.1859762794102795,1.4856740552366166,0.4104484570493368,0.3924843527730652,1.502704617996618,0.26118529754458275
