test_subject,best_epoch,best_val_rmse_scaled,rmse,dev_pearson,pred_dev_std,true_dev_std,std_ratio_pred_over_true
27,6,0.9968965721851152,1.253220219072106,0.2197401802370155,0.2866963610038229,1.2826189990847694,0.223524180764825
28,5,1.0171855228068136,1.2792626371173197,0.1531019717374064,0.2395179293292523,1.2733766266500446,0.18809669057564518
29,2,0.7263595738784824,0.9166602080823534,0.1346529635400498,0.0786196861047977,0.8583382261787255,0.09159522867204484
30,1,0.7807508801715641,0.985288630046954,-0.0828533487996026,0.0383647085895944,0.980497567382806,0.039127795790457116
31,3,1.2445640412288914,1.556532653500878,0.0654010057782058,0.1059394099221061,1.5157854873086032,0.06989076674049036
32,4,0.7984808154639976,1.0046376344253751,-0.0245062346661061,0.1881641810991359,0.982104106391065,0.19159290738594123
33,13,0.5959310988807229,0.7201465457444592,0.4624059525959094,0.5279915742090026,0.7908206698619183,0.6676501947036776
34,4,0.9945075611333738,1.2491235565038925,0.0224228469758784,0.1706590729603661,1.0638972447601784,0.16040935701345455
35,1,0.698305940221098,0.8820046170664615,-0.1328045434695433,0.0468627417861042,0.8615394651342101,0.05439419049573539
36,7,0.7257096596141687,0.9154511704782652,0.4057898666330222,0.3570532134983792,0.9870053317530504,0.36175408785705954
37,2,0.966032119431132,1.2157034446281267,0.0636706226842471,0.0575301216551693,1.2103811796934416,0.047530581787251676
38,8,1.1518460633137162,1.4413274558015003,0.4343808145760167,0.5940184109216411,1.5946821551965669,0.3724995661272826
39,1,0.9274348042291308,1.1678638395953889,0.0170429919038422,0.0498025824269436,1.153348173176057,0.04318087424528421
40,1,1.16332601922635,1.459949333335961,-0.3257376006067023,0.0632510712167016,1.4100396784327782,0.04485765342930171
41,10,1.1994455530233843,1.5028244278894498,0.1532476498477,0.3895046067946752,1.512064179756227,0.25759793268660763
42,9,0.8175632004130903,1.0307351269338632,0.2704017915464008,0.3370761384436668,1.05081901849707,0.32077468385161956
43,3,0.8258518730365509,1.0412730074644283,-0.0067079157743867,0.0872815890707848,1.0277185606429846,0.08492752044506982
44,5,1.2186122200323797,1.5263692261032429,-0.1271075345472344,0.1769483169116302,1.3715575366482071,0.12901268243113884
45,1,0.74652784452949,0.9424650746160378,-0.0535683527311087,0.0490157759250146,0.9359767748222356,0.05236858140451601
46,4,1.023896809737812,1.2864922787353388,0.1131546658920181,0.2027390148488038,1.28779955889462,0.1574305670851638
47,1,1.4603199780362923,1.820659848698904,-0.1858729106110951,0.0233124444976527,1.813517800521661,0.01285481978227445
48,3,0.8164577890478651,1.029667761732207,-0.061174962512109,0.1773164850794487,0.9610845807699396,0.18449623334649456
49,37,0.927241524413418,1.1414009094637876,0.5318030698401275,0.7737184790755353,1.3316696325086343,0.5810138342029952
50,4,1.0051396671656938,1.263921845644791,0.2018161350245634,0.2133828049613299,1.2860895432780777,0.1659159784609122
52,4,1.195184085558152,1.497957701139046,0.011899209564568,0.2125725912526964,1.3983624472285212,0.1520153746076375
53,5,0.8546132765706629,1.0768990087592187,-0.006429526402696,0.2246648137222053,0.8934942463418373,0.2514451711827274
54,5,1.0825781875088791,1.3582864699434885,0.3037371304374502,0.3160926014070513,1.415160932864053,0.22336159377105744
55,9,0.8613588293337943,1.0828759606884948,0.5074635747030126,0.4556711432036076,1.2154548484692485,0.3748976309383131
56,1,0.8697155392010754,1.0961728129349793,-0.0346141559491523,0.0430098265669835,1.0862285750031415,0.03959555802226904
57,5,0.8902416454928577,1.1191479533143665,0.3503530201148045,0.3331130025062976,1.0644010927273946,0.3129581553253926
58,5,0.7706231449576132,0.9721691444126026,0.1081901037176117,0.245498347103914,0.9650647612965452,0.2543853603918683
59,1,1.0931244489863654,1.3726230248682962,0.2200024965800554,0.0286587150874917,1.370997297920261,0.020903553297271726
60,3,0.966400539906552,1.2157962008347254,0.2131770144945439,0.1954584148865143,1.2403764851994614,0.1575799099860259
61,5,1.4285532866213166,1.781641517291692,-0.0477824803822534,0.2034105918781553,1.4155227972469693,0.14369997591968547
62,4,0.9791663800234786,1.2311503292527717,0.2566771981143017,0.1806304471512404,1.1466678482673742,0.15752639042262734
63,1,0.9073801693720394,1.1431305348048488,-0.1558525678618542,0.0360182920678373,1.1368553448155885,0.03168238794151942
64,1,0.968098189705912,1.2183810262522632,-0.2765082354218673,0.0401754918706885,1.076333478297336,0.037326249420618754
65,1,0.761940801358937,0.9617459615540666,-0.0344105191979803,0.0643703538985762,0.955941659589858,0.06733711545346185
