augmentation_config,target,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,640,1.6428118575617803,2.044953164292338,0.5642243848658792,0.5512190408482437,0.703764581124072,0.7085761184018584,0.7496182396606574,1.6428118575617803,2.0449531642923384,0.01636592948508724,0.04385604554248884,0.5234375,0.16330645161290322,2.004393059946503,-0.10724151987061599,0.3363194665839513,-0.018467099497263995,-0.033918471428958874,-0.009509087524304016,0.006470143593042654,-0.0070519618239661686,-0.007757670927826976,0.001998939554612944,-0.018467099497264217,-0.03391847142895976,,,0.5234375,0.0,0.3363194665839513
gaussian_0p05,arousal,stimulus_only,640,1.6243447580645163,2.011034692863379,0.5737334723901832,0.544748897255201,0.7108165429480382,0.7163337893296854,0.7476193001060445,1.624344758064516,2.0110346928633787,,,0.0,0.16330645161290322,2.004393059946503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,640,1.6291773932444589,2.0126243590427557,0.5744201958562941,0.559253511248041,0.7179215270413575,0.7195502543713395,0.7619936373276777,1.6291773932444589,2.0126243590427557,0.11411796627096593,0.11337622691964223,0.5359375,0.16330645161290322,2.004393059946503,0.11307189365920696,0.5165957230435717,-0.00483263517994259,-0.0015896661793766143,0.0006867234661108723,0.014504613992839976,0.007104984093319278,0.0032164650416540708,0.014374337221633171,-0.0048326351799428124,-0.0015896661793770583,,,0.5359375,0.0,0.5165957230435717
gaussian_0p10,arousal,stimulus_only,640,1.6243447580645163,2.011034692863379,0.5737334723901832,0.544748897255201,0.7108165429480382,0.7163337893296854,0.7476193001060445,1.624344758064516,2.0110346928633787,,,0.0,0.16330645161290322,2.004393059946503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
gaussian_0p15,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,640,1.6373934685978901,2.0308694734522077,0.5709526485060429,0.558820734646697,0.7127253446447508,0.7176193744484753,0.758525980911983,1.6373934685978901,2.0308694734522077,0.054685597185385994,0.07551330243457373,0.5546875,0.16330645161290322,2.004393059946503,-0.10794558870771864,0.3223936581101163,-0.013048710533373864,-0.019834780588828593,-0.00278082388414036,0.014071837391495978,0.001908801696712592,0.0012855851187899558,0.010906680805938485,-0.013048710533374086,-0.019834780588829037,,,0.5546875,0.0,0.3223936581101163
gaussian_0p15,arousal,stimulus_only,640,1.6243447580645163,2.011034692863379,0.5737334723901832,0.544748897255201,0.7108165429480382,0.7163337893296854,0.7476193001060445,1.624344758064516,2.0110346928633787,,,0.0,0.16330645161290322,2.004393059946503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
none,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,640,1.661325542771604,2.061878609808208,0.5582914736521266,0.5413607163194816,0.7139448568398727,0.7190464375011929,0.7524390243902439,1.661325542771604,2.0618786098082085,0.021417501366343978,-0.020219524919203914,0.4953125,0.16330645161290322,2.004393059946503,-0.13322449778185858,0.4272000446428318,-0.036980784707087766,-0.050843916944828926,-0.015441998738056628,-0.0033881809357194648,0.0031283138918345443,0.0027126481715075146,0.0048197242841994115,-0.03698078470708799,-0.050843916944829814,,,0.4953125,0.0,0.4272000446428318
none,arousal,stimulus_only,640,1.6243447580645163,2.011034692863379,0.5737334723901832,0.544748897255201,0.7108165429480382,0.7163337893296854,0.7476193001060445,1.624344758064516,2.0110346928633787,,,0.0,0.16330645161290322,2.004393059946503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
