target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_std,pred_dev_std
arousal,physio_emg_lagged_interaction_experimental_ridge,3,32,2.7166014796321316,3.064309993560879,0.5545476968190635,0.5236991252887938,0.2720289554541939,1.5194057226429023,2.082206338986255,2.743873286420069,3.121066718983694,-0.12612813456970065,-0.18524369728050355,0.28125,1.5553656568115708,0.7879710743483631
arousal,physio_emg_lagged_interaction_experimental_ridge,5,32,1.3196419449572243,1.7051342687803912,0.6648907627279979,0.7028445015210336,0.6236454074189561,2.0832291640623697,1.7391631786124708,1.319704395900377,1.7053174217149765,0.18584899705890803,0.2660428172593281,0.6774193548387096,1.587405673050633,0.6331919839073646
arousal,stimulus_only,1,32,2.09375,2.4544460791705234,0.3649736314356434,0.38795030623262916,0.3312777028329158,2.4348944407304396,1.6791201399674904,2.09375,2.4544460791705234,,,0.0,2.400787450388819,0.0
arousal,stimulus_only,2,32,2.489583333333333,2.9005507139928524,0.6304858057954145,0.6362665848053127,0.3479547900968784,2.3048861143232218,1.5447252879647493,2.489583333333333,2.9005507139928524,,,0.0,1.7913941168666498,0.0
arousal,stimulus_only,3,32,2.447916666666667,2.7782638463616087,0.5673762146700769,0.5428498370956654,0.2851802725189919,1.5194057226429023,1.7860558949042502,2.447916666666667,2.7782638463616087,,,0.0,1.5553656568115708,0.0
arousal,stimulus_only,5,32,1.3645833333333335,1.673942452216722,0.6565598004473754,0.7032967328112067,0.6086561192944171,2.0832291640623697,1.5931371370663607,1.3645833333333335,1.673942452216722,,,0.0,1.587405673050633,0.0
valence,physio_eeg_entropy_complexity_ridge,1,32,1.1815378064523485,1.3799487478858645,0.8547950093895476,0.8357856840599833,0.8468136818034723,2.4746764308692963,2.488189230055426,1.189488331045353,1.392150635558347,0.3232459341591699,0.2960450634443995,0.6129032258064516,1.4165134721091315,0.3169366331447272
valence,physio_eeg_entropy_complexity_ridge,2,32,1.153052210232922,1.5315941215664886,0.8502501978972771,0.8252146186944718,0.836020115875285,2.839282204624965,2.477012715088662,1.1542206107352202,1.532371051453629,0.3018130116188548,0.29410724926984616,0.6206896551724138,1.5353191398243922,0.14990746925727869
valence,physio_eeg_entropy_complexity_ridge,3,32,1.7426874958509855,2.251935159404312,0.7902262338214623,0.8207729646174168,0.6639667904851592,2.6485181588012567,2.393820199303935,2.2512215606758383,2.6222788203962155,0.30318118371457387,0.2608059734373786,0.5172413793103449,1.5521881955627819,1.1955761414572208
valence,physio_eeg_entropy_complexity_ridge,5,32,1.2788375176498643,1.5643801911804986,0.8609648225015878,0.8540384898783179,0.8315515780824949,2.8870332414954976,2.430186892865223,1.2854815881964377,1.5657118133661927,0.07187131548103454,0.06387672085056234,0.5161290322580645,1.4718127050983385,0.06561827440324575
valence,physio_emg_existing_22_ridge,1,32,1.2008208645586183,1.460001022295118,0.8445072953613761,0.8584025210746423,0.83462360383037,2.4746764308692963,2.5737812662814292,1.2485173375071492,1.5206388178761696,0.25646806531905963,0.26245780578145766,0.6129032258064516,1.4165134721091315,0.8861317702081372
valence,physio_emg_existing_22_ridge,2,32,1.2620802716781396,1.7885068313059127,0.7801645676858324,0.7879659911719948,0.7704613295461992,2.839282204624965,2.423546808829431,1.2774156626136612,1.7906094662188532,-0.13931836413018345,0.09546552410756554,0.5517241379310345,1.5353191398243922,0.7320323494207265
valence,physio_emg_existing_22_ridge,3,32,1.4152582507868932,1.6748420673613902,0.815138618222885,0.8130838346871747,0.7956624252371028,2.6485181588012567,2.5296702685610923,1.424311386297733,1.6872313657256606,0.006719132998059562,-0.10223006840578458,0.4482758620689655,1.5521881955627819,0.34728319819436054
valence,physio_emg_existing_22_ridge,5,32,1.3429708322887133,1.6429007030182428,0.8649621212029232,0.8553847982623562,0.8161238610457794,2.8870332414954976,2.3986918606683694,1.3645869493734435,1.6529193895385659,0.22064089804550965,0.35994899306882977,0.3225806451612903,1.4718127050983385,0.10716420263193015
valence,physio_emg_lagged_interaction_experimental_ridge,1,32,1.267608193356775,1.4622004837877844,0.8430733220216118,0.8255999511498795,0.83361007387082,2.4746764308692963,2.567059927502464,1.2698105705589238,1.465262767727592,-0.055035517194854666,-0.004404886250877612,0.3548387096774194,1.4165134721091315,0.0181525748479812
valence,physio_emg_lagged_interaction_experimental_ridge,2,32,1.1659769134006857,1.5525551876790245,0.8412211959274885,0.822232250188582,0.8303624804945966,2.839282204624965,2.4699669067190233,1.167896323051415,1.5528314241930168,-0.07318113591938884,-0.12502311907163874,0.5172413793103449,1.5353191398243922,0.0308557748348858
valence,physio_emg_lagged_interaction_experimental_ridge,3,32,1.889694638463114,2.808408305233215,0.5747795022816826,0.5320785083125521,0.5510687628428448,2.6485181588012567,3.1798910733679846,3.63313798682192,4.861305239572663,-0.17397414028712205,-0.04570069485285522,0.5517241379310345,1.5521881955627819,4.279069389746976
valence,physio_emg_lagged_interaction_experimental_ridge,5,32,1.2697517546540582,1.5600523543604607,0.8604244456949427,0.8527422475909917,0.8325871069034182,2.8870332414954976,2.4362654450296657,1.2714882954274258,1.5608576545402368,-0.011932082073807729,0.02716596174104376,0.41935483870967744,1.4718127050983385,0.02004167032524987
valence,stimulus_only,1,32,1.25,1.4505745987941008,0.843328769756475,0.8241161932973933,0.8362632352196161,2.4746764308692963,2.5747294558522715,1.25,1.4505745987941008,,,0.0,1.4165134721091315,0.0
valence,stimulus_only,2,32,1.1666666666666667,1.552328000849763,0.8415967957305996,0.8230010108987657,0.8301231545934369,2.839282204624965,2.463954554899727,1.1666666666666667,1.552328000849763,,,0.0,1.5353191398243922,0.0
valence,stimulus_only,3,32,1.2083333333333333,1.552328000849763,0.8216088778923217,0.8105190938933253,0.820813632622763,2.6485181588012567,2.536346036186265,1.2083333333333333,1.552328000849763,,,0.0,1.5521881955627819,0.0
valence,stimulus_only,5,32,1.2708333333333333,1.5612494995995994,0.8604567133608831,0.8623646177641908,0.8323406923111369,2.8870332414954976,2.4356073492503305,1.2708333333333333,1.5612494995995994,,,0.0,1.4718127050983385,0.0
