target,method,adaptation,k_calibration,subject,n_eval,zero_rmse,model_rmse,improvement_zero_minus_model
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,50,3,2.50815527270708,3.0777102326717642,-0.5695549599646843
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,52,8,3.337034019273049,3.1991359341852936,0.13789808508775536
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,53,1,2.3870967741935485,1.6805319901435607,0.7065647840499878
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,54,7,2.668103274889568,2.9915831114726306,-0.3234798365830627
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,55,16,3.0956714266352208,2.8453925910478692,0.25027883558735153
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,56,4,2.4152922880323433,2.541482898851051,-0.12619061081870786
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,57,9,3.447972320495683,3.7160345045056586,-0.2680621840099757
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,58,5,2.9292471855207736,2.948910334624191,-0.0196631491034176
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,59,9,3.5060771777803468,3.850226615528661,-0.3441494377483143
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,60,13,3.364229198692733,3.6119635826172183,-0.24773438392448544
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,61,7,2.9657501831664757,2.5786118480478284,0.38713833511864726
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,62,8,3.4774105646546394,3.9612640486841215,-0.48385348402948214
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,63,12,3.156342133584165,3.044899176998919,0.11144295658524594
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,64,2,3.751967919296454,3.9851243310232314,-0.23315641172677726
arousal,trialz_summary_ridge_alpha100,none_pure_loso,0,65,10,2.7879768249170787,1.6441957870117803,1.1437810379052984
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,1,9,3.054269797486409,2.7653783449077483,0.2888914525786608
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,2,16,3.606356125027074,3.0071906852896393,0.5991654397374346
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,3,6,3.1081918773532426,1.6960466929277844,1.4121451844254582
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,5,8,2.909100239585122,2.3640531648726624,0.5450470747124596
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,6,22,4.3794514632224235,4.730190895817168,-0.3507394325947448
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,7,7,2.661457891666245,3.1395481578907005,-0.4780902662244557
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,8,10,2.7801792140109836,3.1190696598001004,-0.33889044578911687
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,9,10,3.5470415337347743,2.239624542143752,1.307416991591022
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,10,7,2.8355134918213976,2.824988973735321,0.010524518086076462
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,11,9,3.2928911542907464,3.0127221613849144,0.28016899290583197
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,12,3,2.313940020466014,2.4403837927381624,-0.12644377227214854
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,13,13,3.3718165315100426,2.4485438837882842,0.9232726477217583
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,14,7,2.819840671424436,2.4238031091792243,0.3960375622452119
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,15,5,3.0078115434576906,3.1980869135886287,-0.1902753701309381
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,16,4,2.809613069149392,2.0698650362656217,0.7397480328837704
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,17,5,2.636975926993294,2.169226746888024,0.4677491801052702
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,18,12,3.2156493316824264,2.7304800932022975,0.48516923848012894
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,19,9,3.1007945080426795,3.322970108492794,-0.22217560045011453
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,20,6,3.0205246562064842,2.787029100972698,0.23349555523378607
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,21,5,3.029623082988045,2.9311754794448475,0.09844760354319737
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,22,12,3.0969141993441154,3.1563516083075904,-0.05943740896347505
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,23,4,2.6671489765011622,2.5427577867313467,0.12439118976981556
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,24,5,2.2763202136079914,2.1519421111576023,0.12437810245038916
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,25,9,3.5687587265633103,3.673633845095131,-0.10487511853182063
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,26,11,2.9441278102436135,2.7878445395670726,0.1562832706765409
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,27,5,2.9825890882075416,2.7080615028698607,0.27452758533768096
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,28,9,2.7827242350099874,2.482983414302066,0.2997408207079215
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,29,6,2.585923701009687,2.64976344666774,-0.06383974565805328
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,30,1,2.467741935483871,2.2407377650660854,0.22700417041778564
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,31,13,3.312745930483647,3.408929758899768,-0.09618382841612094
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,32,3,2.362816065037091,3.314280429233181,-0.9514643641960903
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,33,5,2.9890974279743703,2.292655372522727,0.6964420554516431
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,34,3,2.3030465880094124,3.452444657053716,-1.1493980690443037
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,35,5,3.0611186599954463,2.937044019233225,0.1240746407622213
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,36,5,2.7350863222989212,2.251420212684324,0.48366610961459733
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,37,4,3.14414789298227,2.738158999515227,0.40598889346704325
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,38,5,2.6995394065069838,2.605251281241232,0.0942881252657517
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,39,10,3.051462009499944,3.2401718001886324,-0.18870979068868854
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,40,17,3.798886123284371,3.9261806811550604,-0.12729455787068922
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,41,13,3.6109835160373875,4.032716041959504,-0.4217325259221165
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,42,14,3.685245633578947,3.760795930538199,-0.07555029695925164
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,43,8,2.7786910280461976,3.251684546248888,-0.4729935182026903
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,44,12,3.665941340298544,3.6867352334250834,-0.02079389312653923
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,45,5,3.072434591397889,2.4518168064497683,0.6206177849481209
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,46,9,3.3049607618920334,3.6613078963178207,-0.35634713442578736
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,47,13,3.523931629971603,3.5423557533683767,-0.018424123396773684
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,48,3,2.7659605265456344,2.7359793441212035,0.02998118242443093
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,49,12,3.440254272923092,3.1422303058107417,0.29802396711235035
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,50,3,2.50815527270708,2.8827949154148538,-0.37463964270777383
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,52,8,3.337034019273049,3.2804808498463003,0.056553169426748706
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,53,1,2.3870967741935485,2.2696004923312896,0.11749628186225891
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,54,7,2.668103274889568,2.7452395888899854,-0.07713631400041754
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,55,16,3.0956714266352208,3.003810763541737,0.09186066309348373
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,56,4,2.4152922880323433,2.9479894894163303,-0.532697201383987
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,57,9,3.447972320495683,3.4276751861069705,0.02029713438871239
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,58,5,2.9292471855207736,2.885912223630204,0.04333496189056962
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,59,9,3.5060771777803468,4.3442187047916905,-0.8381415270113437
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,60,13,3.364229198692733,3.214587441244348,0.14964175744838482
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,61,7,2.9657501831664757,2.539450729905233,0.4262994532612425
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,62,8,3.4774105646546394,3.661000493148062,-0.1835899284934226
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,63,12,3.156342133584165,3.103364278338747,0.05297785524541787
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,64,2,3.751967919296454,3.5019143167880027,0.25005360250845143
arousal,raw_summary_ridge_alpha1000,none_pure_loso,0,65,10,2.7879768249170787,2.244065236654407,0.5439115882626715
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,1,9,3.054269797486409,3.07604471603356,-0.021774918547150968
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,2,16,3.606356125027074,3.2385297782878553,0.36782634673921866
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,3,6,3.1081918773532426,8.5994067461306,-5.491214868777357
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,5,8,2.909100239585122,2.633419902212678,0.27568033737244413
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,6,22,4.3794514632224235,4.355409135024356,0.02404232819806751
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,7,7,2.661457891666245,2.851798914889272,-0.19034102322302715
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,8,10,2.7801792140109836,2.9988888679316155,-0.2187096539206319
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,9,10,3.5470415337347743,3.3828100357028523,0.16423149803192194
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,10,7,2.8355134918213976,2.7787459699397603,0.05676752188163725
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,11,9,3.2928911542907464,3.038518489025913,0.2543726652648335
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,12,3,2.313940020466014,2.6648448336037993,-0.35090481313778543
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,13,13,3.3718165315100426,2.4204568326688727,0.9513596988411699
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,14,7,2.819840671424436,2.277557253751402,0.5422834176730342
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,15,5,3.0078115434576906,3.0483976804094968,-0.04058613695180613
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,16,4,2.809613069149392,2.1803978146462897,0.6292152545031025
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,17,5,2.636975926993294,2.867974636485103,-0.2309987094918089
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,18,12,3.2156493316824264,2.9741210130261986,0.24152831865622781
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,19,9,3.1007945080426795,3.3575048168760566,-0.2567103088333771
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,20,6,3.0205246562064842,3.177928243411696,-0.15740358720521197
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,21,5,3.029623082988045,3.4390773950325584,-0.40945431204451355
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,22,12,3.0969141993441154,3.1702289476248704,-0.07331474828075502
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,23,4,2.6671489765011622,2.817224271885137,-0.1500752953839748
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,24,5,2.2763202136079914,2.351668016897838,-0.07534780328984647
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,25,9,3.5687587265633103,3.492784370235495,0.07597435632781524
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,26,11,2.9441278102436135,3.090428694260475,-0.1463008840168616
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,27,5,2.9825890882075416,3.0567257293135466,-0.07413664110600493
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,28,9,2.7827242350099874,2.623314742314868,0.1594094926951195
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,29,6,2.585923701009687,2.611693568524273,-0.025769867514585876
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,30,1,2.467741935483871,2.6221882989329677,-0.15444636344909668
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,31,13,3.312745930483647,3.24624135181538,0.0665045786682672
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,32,3,2.362816065037091,2.7675136070532362,-0.4046975420161454
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,33,5,2.9890974279743703,2.5281390445104264,0.4609583834639439
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,34,3,2.3030465880094124,2.529874113354696,-0.2268275253452834
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,35,5,3.0611186599954463,2.794402484079825,0.26671617591562136
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,36,5,2.7350863222989212,2.481661629260524,0.2534246930383972
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,37,4,3.14414789298227,3.3043113854392643,-0.16016349245699413
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,38,5,2.6995394065069838,3.1943860217705713,-0.49484661526358753
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,39,10,3.051462009499944,3.340793435741544,-0.2893314262416
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,40,17,3.798886123284371,4.049433340187558,-0.2505472169031866
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,41,13,3.6109835160373875,4.19642229313408,-0.5854387770966922
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,42,14,3.685245633578947,4.164153346906485,-0.47890771332753745
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,43,8,2.7786910280461976,3.1370433793479524,-0.3583523513017548
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,44,12,3.665941340298544,3.6836149282540527,-0.017673587955508552
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,45,5,3.072434591397889,2.541571931611844,0.5308626597860453
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,46,9,3.3049607618920334,3.5345297243405795,-0.2295689624485462
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,47,13,3.523931629971603,3.641182670222848,-0.117251040251245
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,48,3,2.7659605265456344,2.7196834609191196,0.04627706562651479
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,49,12,3.440254272923092,3.0774395791727858,0.3628146937503063
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,50,3,2.50815527270708,2.9242345748346503,-0.4160793021275704
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,52,8,3.337034019273049,3.227367559646355,0.10966645962669386
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,53,1,2.3870967741935485,1.6386836882560485,0.7484130859375
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,54,7,2.668103274889568,2.9473494544558743,-0.2792461795663064
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,55,16,3.0956714266352208,3.0644713727691704,0.031200053866050403
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,56,4,2.4152922880323433,2.6586115780889665,-0.24331929005662323
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,57,9,3.447972320495683,3.567428398688355,-0.1194560781926719
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,58,5,2.9292471855207736,2.8026277177324843,0.12661946778828925
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,59,9,3.5060771777803468,3.7523765528082844,-0.24629937502793764
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,60,13,3.364229198692733,3.5309678145266927,-0.16673861583395988
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,61,7,2.9657501831664757,2.4649358001974897,0.500814382968986
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,62,8,3.4774105646546394,3.7795847670472726,-0.30217420239263326
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,63,12,3.156342133584165,3.053531404278274,0.10281072930589108
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,64,2,3.751967919296454,3.9013138456981693,-0.14934592640171518
arousal,trialz_summary_ridge_alpha1000,none_pure_loso,0,65,10,2.7879768249170787,2.1228275167740613,0.6651493081430173
