target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,emg_expanded_ridge_direct,2016,2.2302396563288656,2.599870490422729,0.04866319031043862,0.05169060702950299,0.027942784583650872,0.5222809283008205,0.5062023641034132,0.5290474610168637,2.599870490422729,2.2302396563288656,0.032744462673940246,-0.014865060248266837,0.44246031746031744,1.7909149395340134,-0.6503145411214923,-0.6556655083061333,-0.5857123043200507,-0.5468093591482174,-0.5514385152966218,-0.24634209652987926,-0.2677087095320465,-0.28702617568232125,-0.6503145411214923,-0.6556655083061333,,,0.44246031746031744,1.7909149395340134
arousal,emg_expanded_ridge_residual,2016,1.635928412461511,2.0254897136371697,0.6013448272687199,0.5855364332444125,0.5659673699527366,0.766020680749554,0.7668599117418016,0.811623036878589,2.0254897136371697,1.635928412461511,0.032281209557202685,0.040192362926341464,0.5208333333333334,0.6342562313819026,-0.056003297254137774,-0.0812847315205738,-0.03303066736176952,-0.012963532933307875,-0.013413929927536095,-0.002602344081145791,-0.0070511618936581755,-0.004450599820595924,-0.056003297254137774,-0.0812847315205738,,,0.5208333333333334,0.6342562313819026
arousal,emg_expanded_extratrees_direct,2016,2.204839035840093,2.5514072674681345,-0.031757767975290535,-0.025407286234024832,-0.008881795209723996,0.5062117821785431,0.4399779657682471,0.4920149875742451,2.5514072674681345,2.204839035840093,0.005666140072994992,-0.0454800247908358,0.4305555555555556,1.663139968117221,-0.6249139206327197,-0.6072022853515386,-0.6661332626057799,-0.6239072524117453,-0.5882630950899966,-0.26241124265215665,-0.33393310786721264,-0.32405864912493987,-0.6249139206327197,-0.6072022853515386,,,0.4305555555555556,1.663139968117221
arousal,emg_expanded_extratrees_residual,2016,1.6009714293256567,1.9721542819077305,0.6216233297410015,0.5989993379025338,0.5717185704716419,0.7696038325431014,0.7735335335335335,0.8169914668086127,1.9721542819077305,1.6009714293256567,-0.03229928295297125,-0.03091672325476768,0.5,0.2739513093034497,-0.021046314118283505,-0.027949299791134585,-0.012752164889487827,0.0004993717248134022,-0.007662729408630775,0.0009808077124016101,-0.00037754010192625476,0.0009178301094276975,-0.021046314118283505,-0.027949299791134585,,,0.5,0.2739513093034497
valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
valence,emg_expanded_ridge_direct,2016,2.1897803094822987,2.6221548766458773,-0.009542012057891248,0.00785739104674256,-0.004974292607650421,0.5064916813998821,0.5063241169132624,0.4965189315522513,2.6221548766458773,2.1897803094822987,0.00406075725814995,-0.035754473432707566,0.4965277777777778,2.3058706274841767,-1.1677148972959188,-1.3643811819720193,-0.8758492355243607,-0.8334996637047316,-0.8630645931681353,-0.3730676821252097,-0.3594798610402483,-0.44676700364174865,-1.1677148972959188,-1.3643811819720193,,,0.4965277777777778,2.3058706274841767
valence,emg_expanded_ridge_residual,2016,1.0513513964103254,1.312637283623365,0.8538225176901193,0.8418506756975098,0.8471252226210053,0.8749444671109298,0.8608695652173913,0.9417753398713551,1.312637283623365,1.0513513964103254,-0.017900627104752605,-0.024796417878361312,0.4880952380952381,0.3536875324241959,-0.02928598422394546,-0.05486358894950705,-0.01248470577635008,0.0004936209460356666,-0.01096507793947954,-0.0046148964141620175,-0.004934412736119387,-0.0015105953226448587,-0.02928598422394546,-0.05486358894950705,,,0.4880952380952381,0.3536875324241959
valence,emg_expanded_extratrees_direct,2016,2.1266525680751855,2.5373748926063855,-0.04660813003819955,-0.03424435932031694,-0.007988999606411452,0.4859739788748357,0.4661582754913856,0.48287773697810416,2.5373748926063855,2.1266525680751855,0.006692039153841486,-0.035108547983125356,0.5079365079365079,2.2120968777417356,-1.1045871558888056,-1.2796011979325275,-0.9129153535046689,-0.8756014140717912,-0.8660793001668963,-0.3935853846502561,-0.3996457024621251,-0.4604081982158958,-1.1045871558888056,-1.2796011979325275,,,0.5079365079365079,2.2120968777417356
valence,emg_expanded_extratrees_residual,2016,1.0209404142043874,1.2630735009075433,0.8651082771409402,0.8515666890789911,0.8570544522651283,0.8795593635250918,0.8658039779535107,0.9472102593549622,1.2630735009075433,1.0209404142043874,0.01699246667147629,-0.006075663779456424,0.5124007936507936,0.1387928036678567,0.0011249979819925038,-0.005299806233685311,-0.0011989463255291932,0.010209634327516981,-0.001035848295356523,0.0,0.0,0.003924324160962223,0.0011249979819925038,-0.005299806233685311,,,0.5124007936507936,0.1387928036678567
