target,subset,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std
arousal,top25_train_entropy,eeg_bc_residual_huber_norm_multitask_smoke,48,1.840601342362139,2.042526866872275,0.27757050272221206,0.2810716289594265,0.5978835978835979,0.5901328273244781,0.5255731922398589,1.840601342362139,2.042526866872275,-0.19706972942860498,-0.11973935722737292,0.3958333333333333,0.2086693548387096,1.9477974295798677,-0.061954349586428,0.2885365738612745,-0.055319084297623,-0.08358385434568705,-0.08125181396983971,0.0097022525206662,-0.023809523809523725,-0.02766576752329697,-0.014991181657848407,-0.055319084297623,-0.08358385434568705,,,0.3958333333333333,0.0,0.2885365738612745
arousal,top25_train_entropy,stimulus_only,48,1.785282258064516,1.9589430125265879,0.3588223166920518,0.2713693764387603,0.6216931216931216,0.6177985948477751,0.5405643738977073,1.785282258064516,1.9589430125265879,,,0.0,0.2086693548387096,1.9477974295798677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arousal,top25_train_score_std,eeg_bc_residual_huber_norm_multitask_smoke,48,2.0887038065409445,2.551401600260337,0.21060484328180426,0.18152159124518344,0.5978835978835979,0.5901328273244781,0.6049382716049383,2.0887038065409445,2.551401600260337,-0.18469155929531597,-0.07107950279697725,0.4583333333333333,0.6875,2.375543334257332,-0.06268491391102358,0.2656447573853302,-0.021499505465675917,-0.07837463256782007,-0.0531924409763134,0.012137389358872652,-0.01851851851851849,-0.017370780179129408,-0.003527336860670194,-0.021499505465675917,-0.07837463256782007,,,0.4583333333333333,0.0,0.2656447573853302
arousal,top25_train_score_std,stimulus_only,48,2.0672043010752685,2.4730269676925167,0.26379728425811766,0.1693842018863108,0.6164021164021164,0.6075036075036075,0.6084656084656085,2.0672043010752685,2.4730269676925167,,,0.0,0.6875,2.375543334257332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
