scope,test_subject,task,eeg_accuracy,stimulus_accuracy,delta_accuracy_eeg_minus_stimulus,eeg_balanced_accuracy,stimulus_balanced_accuracy,delta_balanced_accuracy_eeg_minus_stimulus,eeg_macro_f1,stimulus_macro_f1,delta_macro_f1_eeg_minus_stimulus,eeg_weighted_f1,stimulus_weighted_f1,delta_weighted_f1_eeg_minus_stimulus,eeg_mcc,stimulus_mcc,delta_mcc_eeg_minus_stimulus,eeg_cohen_kappa,stimulus_cohen_kappa,delta_cohen_kappa_eeg_minus_stimulus,eeg_auroc,stimulus_auroc,delta_auroc_eeg_minus_stimulus,eeg_average_precision,stimulus_average_precision,delta_average_precision_eeg_minus_stimulus,eeg_accuracy_lift_vs_majority,stimulus_accuracy_lift_vs_majority,delta_accuracy_lift_vs_majority_eeg_minus_stimulus,eeg_dimension_hamming_accuracy,stimulus_dimension_hamming_accuracy,delta_dimension_hamming_accuracy_eeg_minus_stimulus,eeg_both_dimensions_correct_rate,stimulus_both_dimensions_correct_rate,delta_both_dimensions_correct_rate_eeg_minus_stimulus,eeg_neither_dimension_correct_rate,stimulus_neither_dimension_correct_rate,delta_neither_dimension_correct_rate_eeg_minus_stimulus
subject,16.0,valence_high_low,0.8125,0.8125,0.0,0.8299595141700404,0.8299595141700404,0.0,0.8117647058823529,0.8117647058823529,0.0,0.8139705882352941,0.8139705882352941,0.0,0.6494848686351458,0.6494848686351458,0.0,0.6293436293436294,0.6293436293436294,0.0,0.8987854251012146,0.8947368421052633,0.004048582995951344,0.8279980703057626,0.8325768248845171,-0.0045787545787545625,0.21875,0.21875,0.0,,,,,,,,,
subject,17.0,valence_high_low,0.90625,0.90625,0.0,0.9166666666666667,0.9166666666666667,0.0,0.906158357771261,0.906158357771261,0.0,0.906524926686217,0.906524926686217,0.0,0.828416869579514,0.828416869579514,0.0,0.813953488372093,0.813953488372093,0.0,0.9484126984126984,0.9503968253968255,-0.001984126984127088,0.9196490017918589,0.9196490017918588,1.1102230246251565e-16,0.34375,0.34375,0.0,,,,,,,,,
subject,18.0,valence_high_low,0.8125,0.8125,0.0,0.8299595141700404,0.8299595141700404,0.0,0.8117647058823529,0.8117647058823529,0.0,0.8139705882352941,0.8139705882352941,0.0,0.6494848686351458,0.6494848686351458,0.0,0.6293436293436294,0.6293436293436294,0.0,0.9392712550607287,0.9352226720647774,0.004048582995951344,0.9001803751803752,0.8965878138955061,0.003592561284869067,0.21875,0.21875,0.0,,,,,,,,,
subject,19.0,valence_high_low,0.84375,0.84375,0.0,0.8531746031746033,0.8531746031746033,0.0,0.8435972629521017,0.8435972629521017,0.0,0.844208211143695,0.844208211143695,0.0,0.7021819180245404,0.7021819180245404,0.0,0.689922480620155,0.689922480620155,0.0,0.9484126984126984,0.9484126984126984,0.0,0.9359046707260993,0.9359046707260992,1.1102230246251565e-16,0.28125,0.28125,0.0,,,,,,,,,
subject,20.0,valence_high_low,0.78125,0.8125,-0.03125,0.8333333333333333,0.8571428571428572,-0.023809523809523947,0.7793103448275862,0.8095238095238095,-0.030213464696223324,0.7857758620689655,0.8169642857142857,-0.03118842364532015,0.6382847385042254,0.6798418006783489,-0.04155706217412347,0.5789473684210527,0.632183908045977,-0.05323653962492436,0.935064935064935,0.9307359307359307,0.0043290043290042934,0.8922660672660673,0.8792790542790543,0.012987012987012991,0.125,0.15625,-0.03125,,,,,,,,,
subject,21.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.9919028340080972,0.9919028340080972,0.0,0.9885883347421809,0.9885883347421807,2.220446049250313e-16,0.28125,0.28125,0.0,,,,,,,,,
subject,22.0,valence_high_low,0.8125,0.8125,0.0,0.8571428571428572,0.8571428571428572,0.0,0.8095238095238095,0.8095238095238095,0.0,0.8169642857142857,0.8169642857142857,0.0,0.6798418006783489,0.6798418006783489,0.0,0.632183908045977,0.632183908045977,0.0,0.9177489177489176,0.9199134199134198,-0.0021645021645021467,0.8629911754911754,0.8629911754911754,0.0,0.15625,0.15625,0.0,,,,,,,,,
subject,23.0,valence_high_low,0.90625,0.90625,0.0,0.9166666666666667,0.9166666666666667,0.0,0.906158357771261,0.906158357771261,0.0,0.906524926686217,0.906524926686217,0.0,0.828416869579514,0.828416869579514,0.0,0.813953488372093,0.813953488372093,0.0,0.988095238095238,0.9841269841269841,0.003968253968253954,0.985969387755102,0.9804748822605965,0.005494505494505475,0.34375,0.34375,0.0,,,,,,,,,
subject,24.0,valence_high_low,0.78125,0.78125,0.0,0.8409090909090908,0.8409090909090908,0.0,0.7757757757757757,0.7757757757757757,0.0,0.7889139139139139,0.7889139139139139,0.0,0.6333004963811235,0.6333004963811235,0.0,0.5725190839694656,0.5725190839694656,0.0,0.8818181818181818,0.8772727272727272,0.00454545454545463,0.7370337995337994,0.72750999000999,0.00952380952380949,0.09375,0.09375,0.0,,,,,,,,,
subject,25.0,valence_high_low,0.875,0.90625,-0.03125,0.8888888888888888,0.9166666666666667,-0.0277777777777779,0.875,0.906158357771261,-0.03115835777126097,0.875,0.906524926686217,-0.03152492668621698,0.7777777777777778,0.828416869579514,-0.0506390918017362,0.7538461538461538,0.813953488372093,-0.06010733452593919,0.9841269841269841,0.9761904761904762,0.007936507936507908,0.9815476190476191,0.9713435374149659,0.010204081632653184,0.3125,0.34375,-0.03125,,,,,,,,,
subject,26.0,valence_high_low,0.78125,0.84375,-0.0625,0.825,0.875,-0.050000000000000044,0.7810361681329423,0.8423645320197044,-0.061328363886762105,0.7827468230694037,0.8460591133004927,-0.06331229023108897,0.6407232755171874,0.7276068751089989,-0.08688359959181147,0.582089552238806,0.6923076923076923,-0.1102181400688863,0.9375,0.9291666666666667,0.008333333333333304,0.8902158027158027,0.8497396122396121,0.040476190476190554,0.15625,0.21875,-0.0625,,,,,,,,,
subject,27.0,valence_high_low,0.84375,0.84375,0.0,0.8452380952380952,0.8452380952380952,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8442118226600985,0.8442118226600985,0.0,0.6864025490801687,0.6864025490801687,0.0,0.6850393700787402,0.6850393700787402,0.0,0.9642857142857142,0.9603174603174603,0.003968253968253843,0.972866773415019,0.9707022712505169,0.0021645021645021467,0.28125,0.28125,0.0,,,,,,,,,
subject,28.0,valence_high_low,0.84375,0.84375,0.0,0.875,0.875,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8460591133004927,0.8460591133004927,0.0,0.7276068751089989,0.7276068751089989,0.0,0.6923076923076923,0.6923076923076923,0.0,0.9708333333333333,0.9750000000000001,-0.004166666666666763,0.953052503052503,0.9613858363858364,-0.008333333333333415,0.21875,0.21875,0.0,,,,,,,,,
subject,29.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46875,0.46875,0.0,,,,,,,,,
subject,30.0,valence_high_low,0.9375,0.9375,0.0,0.9372549019607843,0.9372549019607843,0.0,0.9372549019607843,0.9372549019607843,0.0,0.9375,0.9375,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8745098039215686,0.8745098039215686,0.0,0.9843137254901961,0.9921568627450981,-0.007843137254901933,0.9866713713349116,0.9932718185313343,-0.006600447196422721,0.40625,0.40625,0.0,,,,,,,,,
subject,31.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,0.99609375,1.0,-0.00390625,0.9963235294117647,1.0,-0.003676470588235281,0.46875,0.46875,0.0,,,,,,,,,
subject,32.0,valence_high_low,0.84375,0.84375,0.0,0.875,0.875,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8460591133004927,0.8460591133004927,0.0,0.7276068751089989,0.7276068751089989,0.0,0.6923076923076923,0.6923076923076923,0.0,0.9291666666666667,0.9291666666666667,0.0,0.7864128926628926,0.7879009879009878,-0.0014880952380952328,0.21875,0.21875,0.0,,,,,,,,,
subject,33.0,valence_high_low,0.8125,0.8125,0.0,0.8299595141700404,0.8299595141700404,0.0,0.8117647058823529,0.8117647058823529,0.0,0.8139705882352941,0.8139705882352941,0.0,0.6494848686351458,0.6494848686351458,0.0,0.6293436293436294,0.6293436293436294,0.0,0.9757085020242916,0.9757085020242916,0.0,0.972715318869165,0.9727153188691648,1.1102230246251565e-16,0.21875,0.21875,0.0,,,,,,,,,
subject,34.0,valence_high_low,0.78125,0.78125,0.0,0.8409090909090908,0.8409090909090908,0.0,0.7757757757757757,0.7757757757757757,0.0,0.7889139139139139,0.7889139139139139,0.0,0.6333004963811235,0.6333004963811235,0.0,0.5725190839694656,0.5725190839694656,0.0,0.9681818181818181,0.9727272727272728,-0.00454545454545463,0.9290262515262515,0.9290262515262514,1.1102230246251565e-16,0.09375,0.09375,0.0,,,,,,,,,
subject,35.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.9838056680161944,0.979757085020243,0.004048582995951455,0.9751850713389175,0.9674927636466095,0.007692307692307998,0.28125,0.28125,0.0,,,,,,,,,
subject,36.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.9757085020242915,0.9878542510121457,-0.012145748987854255,0.9627308588847051,0.9838264299802761,-0.02109557109557103,0.28125,0.28125,0.0,,,,,,,,,
subject,37.0,valence_high_low,0.75,0.75,0.0,0.8260869565217391,0.8260869565217391,0.0,0.7408906882591093,0.7408906882591093,0.0,0.7621457489878543,0.7621457489878543,0.0,0.5875955600576714,0.5875955600576714,0.0,0.5133079847908746,0.5133079847908746,0.0,0.966183574879227,0.963768115942029,0.0024154589371979673,0.9237043820377154,0.9138278388278389,0.00987654320987652,0.03125,0.03125,0.0,,,,,,,,,
subject,38.0,valence_high_low,0.75,0.75,0.0,0.7878787878787878,0.7878787878787878,0.0,0.746031746031746,0.746031746031746,0.0,0.7559523809523809,0.7559523809523809,0.0,0.5479936938801236,0.5479936938801236,0.0,0.5095785440613028,0.5095785440613028,0.0,0.8961038961038961,0.8917748917748918,0.0043290043290042934,0.8416771293565553,0.8319368696162954,0.009740259740259827,0.09375,0.09375,0.0,,,,,,,,,
subject,39.0,valence_high_low,0.9375,0.9375,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9375,0.9375,0.0,0.9375,0.9375,0.0,0.8823529411764706,0.8823529411764706,0.0,0.8754863813229572,0.8754863813229572,0.0,0.9686274509803922,0.9686274509803922,0.0,0.9623172579054932,0.962317257905493,1.1102230246251565e-16,0.40625,0.40625,0.0,,,,,,,,,
subject,40.0,valence_high_low,0.875,0.875,0.0,0.8784313725490196,0.8784313725490196,0.0,0.875,0.875,0.0,0.875,0.875,0.0,0.7568627450980392,0.7568627450980392,0.0,0.7509727626459144,0.7509727626459144,0.0,0.9568627450980391,0.9568627450980391,0.0,0.956122962005315,0.956122962005315,0.0,0.34375,0.34375,0.0,,,,,,,,,
subject,41.0,valence_high_low,0.84375,0.8125,0.03125,0.8809523809523809,0.8571428571428572,0.023809523809523725,0.8398398398398399,0.8095238095238095,0.030316030316030362,0.8476601601601601,0.8169642857142857,0.030695874445874405,0.7237468644557459,0.6798418006783489,0.043905063777397,0.6875,0.632183908045977,0.05531609195402298,0.9350649350649352,0.9567099567099567,-0.021645021645021578,0.8667489076579986,0.9118010777101686,-0.04505217005216999,0.1875,0.15625,0.03125,,,,,,,,,
subject,42.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,0.99609375,0.99609375,0.0,0.9963235294117647,0.9963235294117647,0.0,0.46875,0.46875,0.0,,,,,,,,,
subject,43.0,valence_high_low,0.96875,0.96875,0.0,0.96875,0.96875,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9687194525904204,0.9687194525904204,0.0,0.9393364366277243,0.9393364366277243,0.0,0.9375,0.9375,0.0,0.984375,0.98046875,0.00390625,0.9837863270308124,0.97897863472312,0.004807692307692402,0.46875,0.46875,0.0,,,,,,,,,
subject,44.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.951417004048583,0.951417004048583,0.0,0.918916873724566,0.9202905000981922,-0.0013736263736262577,0.28125,0.28125,0.0,,,,,,,,,
subject,45.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.9676113360323887,0.9676113360323887,0.0,0.9522349445426369,0.9522349445426366,3.3306690738754696e-16,0.28125,0.28125,0.0,,,,,,,,,
subject,46.0,valence_high_low,0.84375,0.84375,0.0,0.875,0.875,0.0,0.8423645320197044,0.8423645320197044,0.0,0.8460591133004927,0.8460591133004927,0.0,0.7276068751089989,0.7276068751089989,0.0,0.6923076923076923,0.6923076923076923,0.0,0.9500000000000001,0.9416666666666668,0.008333333333333304,0.9194113756613757,0.9021647334147335,0.017246642246642185,0.21875,0.21875,0.0,,,,,,,,,
subject,47.0,valence_high_low,0.8125,0.8125,0.0,0.8299595141700404,0.8299595141700404,0.0,0.8117647058823529,0.8117647058823529,0.0,0.8139705882352941,0.8139705882352941,0.0,0.6494848686351458,0.6494848686351458,0.0,0.6293436293436294,0.6293436293436294,0.0,0.9433198380566803,0.945344129554656,-0.002024291497975672,0.9270545693622616,0.9270545693622614,2.220446049250313e-16,0.21875,0.21875,0.0,,,,,,,,,
subject,48.0,valence_high_low,0.875,0.875,0.0,0.8784313725490196,0.8784313725490196,0.0,0.875,0.875,0.0,0.875,0.875,0.0,0.7568627450980392,0.7568627450980392,0.0,0.7509727626459144,0.7509727626459144,0.0,0.9529411764705882,0.9607843137254901,-0.007843137254901933,0.9528371628371627,0.9614896214896214,-0.008652458652458672,0.34375,0.34375,0.0,,,,,,,,,
subject,49.0,valence_high_low,0.8125,0.8125,0.0,0.8571428571428572,0.8571428571428572,0.0,0.8095238095238095,0.8095238095238095,0.0,0.8169642857142857,0.8169642857142857,0.0,0.6798418006783489,0.6798418006783489,0.0,0.632183908045977,0.632183908045977,0.0,0.9047619047619047,0.906926406926407,-0.0021645021645023688,0.8081112069748433,0.8135224623860988,-0.005411255411255533,0.15625,0.15625,0.0,,,,,,,,,
subject,50.0,valence_high_low,0.9375,0.9375,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9375,0.9375,0.0,0.9375,0.9375,0.0,0.8823529411764706,0.8823529411764706,0.0,0.8754863813229572,0.8754863813229572,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.40625,0.40625,0.0,,,,,,,,,
subject,52.0,valence_high_low,0.75,0.75,0.0,0.7878787878787878,0.7878787878787878,0.0,0.746031746031746,0.746031746031746,0.0,0.7559523809523809,0.7559523809523809,0.0,0.5479936938801236,0.5479936938801236,0.0,0.5095785440613028,0.5095785440613028,0.0,0.8354978354978355,0.8506493506493505,-0.015151515151515027,0.6538810870150583,0.6665861915861915,-0.012705104571133163,0.09375,0.09375,0.0,,,,,,,,,
subject,53.0,valence_high_low,0.90625,0.90625,0.0,0.9166666666666667,0.9166666666666667,0.0,0.906158357771261,0.906158357771261,0.0,0.906524926686217,0.906524926686217,0.0,0.828416869579514,0.828416869579514,0.0,0.813953488372093,0.813953488372093,0.0,0.9761904761904762,0.9761904761904762,0.0,0.9680289948147092,0.9680289948147089,2.220446049250313e-16,0.34375,0.34375,0.0,,,,,,,,,
subject,54.0,valence_high_low,0.84375,0.84375,0.0,0.8531746031746033,0.8531746031746033,0.0,0.8435972629521017,0.8435972629521017,0.0,0.844208211143695,0.844208211143695,0.0,0.7021819180245404,0.7021819180245404,0.0,0.689922480620155,0.689922480620155,0.0,0.9642857142857143,0.9722222222222222,-0.007936507936507908,0.9584467120181406,0.969108669108669,-0.010661957090528418,0.28125,0.28125,0.0,,,,,,,,,
subject,55.0,valence_high_low,0.875,0.875,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8745098039215686,0.8745098039215686,0.0,0.8759803921568627,0.8759803921568627,0.0,0.7769911005144381,0.7769911005144381,0.0,0.752895752895753,0.752895752895753,0.0,0.9838056680161943,0.9838056680161943,0.0,0.9787545787545787,0.9787545787545787,0.0,0.28125,0.28125,0.0,,,,,,,,,
subject,56.0,valence_high_low,0.9375,0.9375,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9375,0.9375,0.0,0.9375,0.9375,0.0,0.8823529411764706,0.8823529411764706,0.0,0.8754863813229572,0.8754863813229572,0.0,0.9921568627450981,0.9921568627450981,0.0,0.9913888888888889,0.9913888888888889,0.0,0.40625,0.40625,0.0,,,,,,,,,
subject,57.0,valence_high_low,0.96875,0.96875,0.0,0.9722222222222222,0.9722222222222222,0.0,0.9684729064039409,0.9684729064039409,0.0,0.9688423645320197,0.9688423645320197,0.0,0.938872452190116,0.938872452190116,0.0,0.937007874015748,0.937007874015748,0.0,0.988095238095238,0.988095238095238,0.0,0.9920634920634921,0.9920634920634923,-2.220446049250313e-16,0.40625,0.40625,0.0,,,,,,,,,
subject,58.0,valence_high_low,0.84375,0.84375,0.0,0.84375,0.84375,0.0,0.8435972629521017,0.8435972629521017,0.0,0.8435972629521017,0.8435972629521017,0.0,0.6888467201936644,0.6888467201936644,0.0,0.6875,0.6875,0.0,0.9453125,0.94140625,0.00390625,0.954000350140056,0.9491926578323637,0.004807692307692291,0.34375,0.34375,0.0,,,,,,,,,
subject,59.0,valence_high_low,0.78125,0.78125,0.0,0.8083333333333333,0.8083333333333333,0.0,0.7793103448275862,0.7793103448275862,0.0,0.7844827586206896,0.7844827586206896,0.0,0.598254541756288,0.598254541756288,0.0,0.5692307692307692,0.5692307692307692,0.0,0.9041666666666666,0.9041666666666667,-1.1102230246251565e-16,0.8257758445258445,0.8240502553002553,0.0017255892255891858,0.15625,0.15625,0.0,,,,,,,,,
subject,60.0,valence_high_low,0.90625,0.90625,0.0,0.9166666666666667,0.9166666666666667,0.0,0.906158357771261,0.906158357771261,0.0,0.906524926686217,0.906524926686217,0.0,0.828416869579514,0.828416869579514,0.0,0.813953488372093,0.813953488372093,0.0,0.996031746031746,0.988095238095238,0.00793650793650802,0.9952380952380953,0.9846415489272631,0.010596546310832178,0.34375,0.34375,0.0,,,,,,,,,
subject,61.0,valence_high_low,0.9375,0.9375,0.0,0.9473684210526316,0.9473684210526316,0.0,0.9365079365079365,0.9365079365079365,0.0,0.9379960317460316,0.9379960317460316,0.0,0.8805899139163632,0.8805899139163632,0.0,0.8735177865612649,0.8735177865612649,0.0,0.9797570850202428,0.9797570850202428,0.0,0.9875598086124402,0.98755980861244,2.220446049250313e-16,0.34375,0.34375,0.0,,,,,,,,,
subject,62.0,valence_high_low,0.96875,0.96875,0.0,0.9722222222222222,0.9722222222222222,0.0,0.9684729064039409,0.9684729064039409,0.0,0.9688423645320197,0.9688423645320197,0.0,0.938872452190116,0.938872452190116,0.0,0.937007874015748,0.937007874015748,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.40625,0.40625,0.0,,,,,,,,,
subject,63.0,valence_high_low,0.84375,0.875,-0.03125,0.868421052631579,0.8947368421052632,-0.02631578947368418,0.8435972629521017,0.8745098039215686,-0.03091254096946694,0.8445136852394917,0.8759803921568627,-0.03146670691737108,0.7294955398698875,0.7769911005144381,-0.04749556064455063,0.6946564885496183,0.752895752895753,-0.05823926434613469,0.9959514170040487,0.9919028340080972,0.004048582995951455,0.9945054945054945,0.9885883347421809,0.00591715976331364,0.25,0.28125,-0.03125,,,,,,,,,
