target,quantile,candidate_source,feature_block,model,n,subjects,abs_residual_threshold,baseline_residual_rmse,model_residual_rmse,pooled_lift_vs_zero_residual_rmse,residual_pearson,residual_sign_acc,mean_subject_improvement_baseline_minus_model,median_subject_improvement_baseline_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,permutation_p_alignment,wins,losses,ties,win_margin,sign_test_p_one_sided_wins_gt_losses,passes_confirmatory_gate,decision,reason
arousal,0.5,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,1008,63,1.4274193548387095,2.6227193918225558,2.588825024401078,0.03389436742147778,0.1729982078478187,0.5486111111111112,0.03943881290224615,0.030147266890877766,-0.025492523971095336,0.10772411882841111,0.1272936353182341,4.999750012499375e-05,33,30,0,3,0.4006532462520331,False,WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY,bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05
arousal,0.75,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,508,63,2.2096774193548385,3.24013921212341,3.1684144111057955,0.07172480101761458,0.2129723962280969,0.5570866141732284,0.09958803303877056,0.02077259111433971,0.010963456655665825,0.19937198220687022,0.018849057547122645,4.999750012499375e-05,35,28,0,7,0.22498126814511124,True,GO_CONFIRMED_HIGH_DISAGREEMENT_PHYSIOLOGY,"candidate passes pooled, paired subject-level, sign-flip, permutation, and correlation gates"
arousal,0.9,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,209,55,3.0,4.025323408724721,3.9356242649201705,0.08969914380455046,0.21580383909572007,0.583732057416268,0.18560877103251208,0.05464867700010423,0.06618227291985743,0.312287243423987,0.002449877506124694,4.999750012499375e-05,35,20,0,15,0.029032073396204533,True,GO_CONFIRMED_HIGH_DISAGREEMENT_PHYSIOLOGY,"candidate passes pooled, paired subject-level, sign-flip, permutation, and correlation gates"
valence,0.5,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,1015,63,0.8225806451612903,1.7012740630370151,1.701292244220941,-1.818118392593604e-05,0.02172341855022616,0.4886699507389163,0.001313957752411851,-0.0008388875654865569,-0.0027741000440825174,0.0058139995438063925,0.28573571321433927,0.10459477026148692,28,35,0,-7,0.8432484733517736,False,WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY,pooled residual RMSE lift <= 0.02; bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; permutation p is not < 0.05; win margin < 3; residual Pearson <= 0.1
valence,0.75,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,505,63,1.435483870967742,2.1186046331336152,2.1165960727686213,0.002008560364993972,0.04726565605454746,0.4871287128712871,0.004321047042389174,-0.0004322608071065659,-0.002193793301385202,0.011079190090606749,0.10649467526623668,0.05729713514324284,29,34,0,-5,0.7750187318548888,False,WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY,pooled residual RMSE lift <= 0.02; bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; permutation p is not < 0.05; win margin < 3; residual Pearson <= 0.1
valence,0.9,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,202,58,1.9112903225806452,2.6559468436647977,2.653742654782118,0.002204188882679592,0.049462718933055275,0.4504950495049505,0.008103206083974432,-0.004461500941917551,-0.008718840936648134,0.03097925538067471,0.2455377231138443,0.07874606269686515,25,33,0,-8,0.8814764426186402,False,WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY,pooled residual RMSE lift <= 0.02; bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; permutation p is not < 0.05; win margin < 3; residual Pearson <= 0.1
