target,block,k_calibration,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,56,32,1.2288306451612905,1.4504419560416728,0.8656702754372579,0.8419496149200265,0.7678782819017453,2.4762544169571914,1.6233028513427246
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,57,32,1.836693548387097,2.166632480586249,0.37312277577680203,0.39690353106472104,0.35969927479984914,2.1485369295173866,1.6447560380061697
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,58,32,1.3074596774193548,1.5841130079171235,0.8988644335320038,0.8513851569095515,0.731492646727828,2.3416657399167797,1.6239662800079986
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,59,32,1.5524193548387097,2.058506247467732,0.6592880734724357,0.6739317607458565,0.5240910421031151,2.1648379702647493,1.6347698682421274
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,60,32,2.089717741935484,2.4156557743145415,0.8284694603679769,0.8607821590605765,0.5948220996377501,3.201409601644251,1.6149671774160343
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,61,32,1.611391129032258,1.8649160854374132,0.8895476149988313,0.882083862391182,0.7059631820797484,2.9040650388722358,1.6161936415387983
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,62,32,1.742439516129032,2.092926447829683,0.797090054462654,0.7038059936815464,0.6461839486641453,3.1017887984193897,1.6178451727453453
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,63,32,1.8578629032258063,2.1826475464845028,0.7844496410078389,0.7571117581327045,0.6292722366340426,3.1867339765816665,1.6173715826514221
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,64,32,1.2545362903225807,1.5094466023232982,0.7671576636270419,0.7722275080855436,0.7188677773762615,2.3310070248714396,1.6289797798507877
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,65,32,1.908266129032258,2.0286826907965585,0.9102085544158178,0.8628904041766321,0.6868309922540706,3.0744346533143294,1.6127356263728783
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,1,32,1.556218059585471,1.9128456655115424,0.621146749077726,0.6082233282635123,0.574695212645185,2.4348944407304396,1.6345297142951156
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,2,32,2.3677463727668235,2.7724076934993325,0.7106247154092257,0.7491700266979893,0.4104530941762452,2.3048861143232218,1.633576905384109
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,3,32,1.3000476783878494,1.4904164478829038,0.6106304205771182,0.5899592655135051,0.5667166275537776,1.5194057226429023,1.5657665530731975
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,5,32,1.4456506749498264,1.7910358417100065,0.6993210661303558,0.7358690507032006,0.598004818778255,2.0832291640623697,1.6377542563523644
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,6,32,3.5073315091365926,3.9124835740762762,0.32258917206697624,0.34453585216774457,0.08883137362127724,1.39159025488827,1.6621932499217844
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,7,32,1.2693715178431437,1.5544984069679952,0.6623536532591634,0.6838932520167591,0.4517849488490741,0.909477013178453,1.6529119048095537
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,8,32,1.776248034304317,1.9774449764992525,0.7711402064492698,0.782405336290483,0.617899346149765,2.4929588343973914,1.644637998918194
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,9,32,1.591742018140869,2.055574753216047,0.449411914064753,0.45764389193665034,0.40758244255131704,1.96229099205495,1.6482235268197907
