epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_fit_mean,y_fit_std,early_stop,y_outer_mean,y_outer_std
1,0.4422661181953218,1.0179723369598064,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
2,0.4279339545302921,1.0109069755074342,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
3,0.4192348442695759,1.0317977680407742,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
4,0.4073939119224195,1.0624105558440888,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
5,0.3959159139129851,1.0732980676494823,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
6,0.3770849997246707,1.1012240932015263,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
7,0.3559891272474218,1.1026015442176684,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
8,0.3223570160291813,1.2006538017931476,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
9,0.28635077288857214,1.3013601420437364,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,,,
10,0.2634511347170229,1.172003922797454,gaussian_0p10,inner,1,arousal,0.0,1.941835675873948,True,,
1,0.4423606809108488,,gaussian_0p10,final,1,arousal,,,,7.162729191130042e-18,1.9455604821992014
2,0.4319490612514557,,gaussian_0p10,final,1,arousal,,,,7.162729191130042e-18,1.9455604821992014
1,0.43657930388494776,0.9105531833850162,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
2,0.44029390397999024,0.9737540496479143,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
3,0.42386592317510535,1.003970317348111,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
4,0.4133195292066645,0.930363116651204,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
5,0.40680119588419245,0.9754063931377681,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
6,0.3866123350130187,0.9772372006612124,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
7,0.36815772978244005,1.201982463889837,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
8,0.3428297020770885,1.0131254367439044,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,,,
9,0.3088930850779569,1.1589937074959085,gaussian_0p10,inner,2,arousal,-8.22387425648264e-18,1.9455360082914326,True,,
1,0.4371390054302831,,gaussian_0p10,final,2,arousal,,,,-7.162729191130042e-18,1.9288502402018097
1,0.441102495348012,1.104489487555419,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
2,0.4283445654092012,1.1081597392979672,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
3,0.4221239890213366,1.1477426617173971,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
4,0.40735527873039246,1.1724045791387676,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
5,0.3976902120091297,1.1945378601614176,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
6,0.3649299931195047,1.1887746460752728,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
7,0.33618024626263865,1.219736821015415,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
8,0.3032654352762081,1.2686644754453515,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,,,
9,0.2733275145292282,1.243113988265234,gaussian_0p10,inner,3,arousal,-1.644774851296528e-17,1.9206108390342953,True,,
1,0.4454097132528982,,gaussian_0p10,final,3,arousal,,,,2.865091676452017e-17,1.9459122563827091
1,0.44249477982521057,1.164808633718428,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
2,0.42650266350419436,1.1579779226466453,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
3,0.41412899284451093,1.1662776333295968,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
4,0.3979386243003386,1.2110365289710754,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
5,0.38212927292894433,1.195852989809778,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
6,0.35741344811739745,1.2963118338670494,gaussian_0p10,inner,5,arousal,1.644774851296528e-17,1.9108781081428043,,,
